Mã phiếu,Người tạo,Ngày tạo,Mã yêu cầu,Mã vật tư,Tên vật tư,Đvt (01),SỐ LƯỢNG (01),ĐVT (02),SỐ LƯỢNG (02),NGÀY CẦN,Tiền tệ,Đơn giá,Tiền thuế,Tổng tiền,Mã NCC,Tên NCC
PO04/24-040,Nguyễn Thị Đào,45400.120833333334,PR24/04-043,MDM-FL81,Tím 81 FL,KG,25,KG,25,,VND,91000,227500,2275000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO04/24-040,Nguyễn Thị Đào,45400.120833333334,PR24/04-043,MDM-FL92,Đen 92 FL,KG,100,KG,100,,VND,69000,690000,6900000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO04/24-040,Nguyễn Thị Đào,45400.120833333334,PR24/04-043,MDM-FLDO192,Đỏ 192C FL,KG,50,KG,50,,VND,74000,370000,3700000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO04/24-040,Nguyễn Thị Đào,45400.120833333334,PR24/04-043,MDM-FLNHUVANG,Nhũ Vàng FL,KG,15,KG,15,,VND,202000,303000,3030000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO04/24-040,Nguyễn Thị Đào,45400.120833333334,PR24/04-043,MDM-FLXL3415C,Xanh Lá 3415C FL,KG,50,KG,50,,VND,76000,380000,3800000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO04/24-040,Nguyễn Thị Đào,45400.120833333334,PR24/04-044,MDM-FL10GT,Đỏ Cam 10 FL gián tiếp,KG,25,KG,25,,VND,74000,185000,1850000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO04/24-040,Nguyễn Thị Đào,45400.120833333334,PR24/04-044,MDM-FL23GT,Vàng Chanh 23 FL gián tiếp (P012C),KG,50,KG,50,,VND,74000,370000,3700000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO04/24-040,Nguyễn Thị Đào,45400.120833333334,PR24/04-044,MDM-FLDO192GT,Đỏ 192C FL gián tiếp,KG,50,KG,50,,VND,74000,370000,3700000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO04/24-040,Nguyễn Thị Đào,45400.120833333334,PR24/04-044,MDM-FLXL3415CGT,Xanh Lá 3415C FL gián tiếp,KG,50,KG,50,,VND,76000,380000,3800000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO04/24-041,Nguyễn Thị Đào,45400.125694444439,PR24/04-037,5200104770000000,E-Mie,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO04/24-041,Nguyễn Thị Đào,45400.125694444439,PR24/04-037,5200104830000000,Exact 66,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO04/24-041,Nguyễn Thị Đào,45400.125694444439,PR24/04-037,5200105060000000,Golden horse,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO04/24-041,Nguyễn Thị Đào,45400.125694444439,PR24/04-037,5200106620000000,Red Horse,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO04/24-041,Nguyễn Thị Đào,45400.125694444439,PR24/04-037,5200117800000000,STANDLEE-UNIPACK,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO04/24-041,Nguyễn Thị Đào,45400.125694444439,PR24/04-037,520011790000000,PLANTERS HAY,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO04/24-041,Nguyễn Thị Đào,45400.125694444439,PR24/04-045,5200103760000000,AQ-40kg (Mekong),CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO04/24-041,Nguyễn Thị Đào,45400.125694444439,PR24/04-045,52001051230000000,SPB-25KG,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO04/24-041,Nguyễn Thị Đào,45400.125694444439,PR24/04-045,52001051390000000,Chuyên dụng-25kg,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO04/24-041,Nguyễn Thị Đào,45400.125694444439,PR24/04-045,5200117300000000,MK5-25KG,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO04/24-041,Nguyễn Thị Đào,45400.125694444439,PR24/04-045,5200117500000000,STANDLEE-UNIPACK,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO04/24-042,Nguyễn Thị Đào,45400.129166666666,PR24/04-049,HAT-TACKS-AP442,Hạt Taical kéo sợi APP442,Kg,5000,Kg,5000,,VND,6545.4544999999998,3272727,32727273,NCC010012,CÔNG TY TNHH NHỰA MMA
PO04/24-043,Nguyễn Thị Đào,45400.131249999999,PR24/04-047,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,5500,KG,5500,,VND,8200,4510000,45100000,NCC010188,CÔNG TY TNHH HANOTECH PLAS
PO04/24-044,Nguyễn Thị Đào,45400.13680555555,PR24/04-035,0908100011000000,xi măng sao mai,BAO,25,BAO,25,,VND,95000,0,2375000,NV041,Võ Công Vũ
PO04/24-044,Nguyễn Thị Đào,45400.13680555555,PR24/04-035,0908100011000000,xi măng sao mai,BAO,25,BAO,25,,VND,95000,0,2375000,NV041,Võ Công Vũ
PO04/24-044,Nguyễn Thị Đào,45400.13680555555,PR24/04-035,0909000030000000,cát xây dựng,M3,4.5,M3,4.5,,VND,550000,0,2475000,NV041,Võ Công Vũ
PO04/24-044,Nguyễn Thị Đào,45400.13680555555,PR24/04-035,0909000030000000,cát xây dựng,M3,5.5,M3,5.5,,VND,550000,0,3025000,NV041,Võ Công Vũ
PO04/24-044,Nguyễn Thị Đào,45400.13680555555,PR24/04-035,918200030000000,Gạch ống,VIEN,800,VIEN,800,,VND,1100,0,880000,NV041,Võ Công Vũ
PO04/24-044,Nguyễn Thị Đào,45400.13680555555,PR24/04-035,0905502070000000,Sắt  hộp 14x14x6mm,CAY,3,CAY,3,,VND,60000,0,180000,NV041,Võ Công Vũ
PO04/24-044,Nguyễn Thị Đào,45400.13680555555,PR24/04-035,0905502080000000,Sắt  la 18x3mm,CAY,6,CAY,6,,VND,30000,0,180000,NV041,Võ Công Vũ
PO04/24-045,Nguyễn Thị Đào,45400.13958333333,PR24/04-036,0914700090000000,Pin máy máy bao TMD GK9-900,CAI,1,CAI,1,,VND,850000,0,850000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO04/24-045,Nguyễn Thị Đào,45400.13958333333,PR24/04-038,0923700060000000,Keo 502 THUẬN PHONG - size S - Hình con voi -,LO,20,LO,20,,VND,8000,0,160000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO04/24-045,Nguyễn Thị Đào,45400.13958333333,PR24/04-038,0915700030000000,"PHIM DÁN BẢNG IN MÁY IN CÁI (Qui cách: khổ rộng 800 mm, độ dày fim 0.1 mm)",M,500,M,500,,VND,42000,0,21000000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO04/24-045,Nguyễn Thị Đào,45400.13958333333,PR24/04-040,0907200040000000,Bông thủy tinh cách nhiệt chống cháy có lớp phủ bạc - rộng 1200 x dày 15mm,M,5,M,5,,VND,80000,0,400000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO04/24-045,Nguyễn Thị Đào,45400.13958333333,PR24/04-041,09061033000000,Nối nhanh khí nén ống 4 mm- Ren ngoài M5,CAI,10,CAI,10,,VND,16000,0,160000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO04/24-045,Nguyễn Thị Đào,45400.13958333333,PR24/04-041,0906202610000000,Ống hơi PU 2.5 x 4mm màu trắng Lion PU TGCN-39028,M,100,M,100,,VND,5000,0,500000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO04/24-045,Nguyễn Thị Đào,45400.13958333333,PR24/04-041,0908601250000000,Bộ chia dầu 5 đầu - gắn ống phi 4mm,CAI,2,CAI,2,,VND,20000,0,40000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO04/24-045,Nguyễn Thị Đào,45400.13958333333,PR24/04-042,0902210330000000,MCCB Mitsubishi NF125-SV 3P 50A 30kA.,CAI,1,CAI,1,,VND,1195000,0,1195000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO04/24-045,Nguyễn Thị Đào,45400.13958333333,PR24/04-042,0902210340000000,MCCB Mitsubishi NF125-SV 3P 75A 30kA.,CAI,1,CAI,1,,VND,1195000,0,1195000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO04/24-045,Nguyễn Thị Đào,45400.13958333333,PR24/04-046,0917400280000000,Băng keo 2 mặt 3M dán MICA bảng rộng 20mm,CUON,5,CUON,5,,VND,22000,0,110000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO04/24-045,Nguyễn Thị Đào,45400.13958333333,PR24/04-048,5200110650000003,Xà phòng rửa chén,THUNG,5,THUNG,5,,VND,170000,0,850000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO04/24-045,Nguyễn Thị Đào,45400.13958333333,PR24/04-048,5200109570000000,Chổi cỏ.,CAY,10,CAY,10,,VND,25000,0,250000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO04/24-045,Nguyễn Thị Đào,45400.13958333333,PR24/04-048,0908200100000000,Xe vắt và ép nước lau sàn nhà 2 ngăn AF08087,CAI,1,CAI,1,,VND,1300000,0,1300000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO04/24-045,Nguyễn Thị Đào,45400.13958333333,PR24/04-050,53BINHNINOX00443,BÌnh nước 20 Lít 2 lớp cách nhiệt INOX 304 có vòi,CAI,5,CAI,5,,VND,2500000,0,12500000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO04/24-046,Nguyễn Thị Đào,45400.143055555556,PR24/04-047,5200110060020000,"Pallet gỗ xuất khẩu hàng hóa; kích thước = 90.0cm (W) x 120.0cm (L) x 15.0cm (H); pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",CAI,40,CAI,40,,VND,150000,480000,6000000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
