Ngày lập đơn,Số yêu cầu,Diễn giải,Yêu cầu mua hàng,Đơn đặt hàng,Mã mặt hàng,Tên mặt hàng,Đơn vị tính 1,Hệ số,Đơn vị tính 2,Số lượng (1),Số lượng (2)
5/28/2024,LN05/24-102,Đặt khắc bản in cao su PO03/24-036.,PR24/03-033,PO03/24-036,5200108741000000,HAY KINGDOM ( UNIPACK),CM2,1,CM2,3225,3225
5/2/2024,LN05/24-002,"Hạt UV218TA (Đại Á, test UV 300h) PO04/24-080.",PR24/04-074,PO04/24-080,HAT-UV218TA,"Hạt UV218TA (Đại Á, test UV 300h)",KG,1,KG,1000,1000
4/27/2024,LN04/24-121,HAT-EMPP-MF HAT-UV881C HAT-EMMV8C PO04/24-050/061/074.,PR24/04-052,PO04/24-050,HAT-UV881C,Hạt UV 881C (Châu Âu),KG,1,KG,500,500
4/27/2024,LN04/24-121,HAT-EMPP-MF HAT-UV881C HAT-EMMV8C PO04/24-050/061/074.,PR24/04-058,PO04/24-061,HAT-UV881C,Hạt UV 881C (Châu Âu),KG,1,KG,500,500
5/17/2024,LN05/24-062,KHSDVT bổ sung UV881c nhập kho ngày 06/04/2024 PO05/24-059.,PR24/05-046,PO05/24-059,HAT-UV881C,Hạt UV 881C (Châu Âu),KG,1,KG,29,29
5/17/2024,LN05/24-063,"Hạt ổn định MFI. (MF4X, MF5X, MF6X) Hạt UV 881C (Châu Âu) PO05/24-056. ĐN NK HẠT UV THEO SL THỰC NHẬN: 513,2 KG",PR24/05-043,PO05/24-056,HAT-UV881C,Hạt UV 881C (Châu Âu),KG,1,KG,500,500
6/18/2024,LN06/24-076,HAT-MVCA-2014 HAT-EMPP-MF HAT-EMH77197 HAT-EMPE0033K HAT-TACKS-JB HAT-UV881C BAO-048075G13HDPE.DW BAO-048075G19LDPE.DW PO06/24-052.,PR24/06-044,PO06/24-052,HAT-UV881C,Hạt UV 881C (Châu Âu),KG,1,KG,513.2,513.2
6/26/2024,LN06/24-117,HAT-MVCA-2014 HAT-EMPP-MF HAT-EMH77197 HAT-EMPE0033K HAT-TACKS-JB HAT-UV881C BAO-048075G13HDPE.DW BAO-048075G19LDPE.DW PO06/24-052. ĐN NK THEO SL THỰC NHẬN : 500 KG.,PR24/06-044,PO06/24-052,HAT-UV881C,Hạt UV 881C (Châu Âu),KG,1,KG,486.8,486.8
4/9/2024,LN04/24-035,Băng keo Phản Quang Hạt nhựa PP kéo sợi - T03 Hạt tẩy trắng quang học OP10 (Đại Á) Hạt taical thổi HDPE IF-PE114C7 (Đại Á) PO04/24-008.,PR24/04-009,PO04/24-008,HAT-TAYOP10,Hạt tẩy trắng quang học OP10 (Đại Á),KG,1,KG,300,300
4/9/2024,LN04/24-035,Băng keo Phản Quang Hạt nhựa PP kéo sợi - T03 Hạt tẩy trắng quang học OP10 (Đại Á) Hạt taical thổi HDPE IF-PE114C7 (Đại Á) PO04/24-008.,PR24/04-009,PO04/24-008,HAT-TALC-THOI-IFC7,Hạt taical thổi HDPE IF-PE114C7 (Đại Á),KG,1,KG,2000,2000
4/23/2024,LN04/24-091,Băng keo Phản Quang Hạt nhựa PP kéo sợi - T03 Hạt tẩy trắng quang học OP10 (Đại Á) Hạt taical thổi HDPE IF-PE114C7 (Đại Á) ĐỀ NGHỊ NK THEO SL THỰC NHẬN MÃ TAICAL 1147C: 2000 KG.,PR24/04-009,PO04/24-008,HAT-TALC-THOI-IFC7,Hạt taical thổi HDPE IF-PE114C7 (Đại Á),KG,1,KG,1000,1000
4/27/2024,LN04/24-122,Đơn hàng taical giao Lucky Star theo HĐ 03-HDTAICAL/TA-LSP PO04/24-069. (HÀNG GIAO TRỰC TIẾP VỀ CTY LUCKY BIÊN HÒA),PR24/04-066,PO04/24-069,TAICAL-EFPP1001-4,Hạt taical kéo sợi NA EFPP 1001-4,KG,1,KG,27000,27000
6/17/2024,LN06/24-069,Đơn hàng taical giao Lucky Star theo HĐ 04-HDTAICAL/TA-LSP GIAO HÀNG THẲNG VỀ CTY LUCKY.PO06/24-039.,PR24/06-031,PO06/24-039,TAICAL-EFPP1001-4,Hạt taical kéo sợi NA EFPP 1001-4,KG,1,KG,27000,27000
4/23/2024,LN04/24-073,PALLET GỖ Hạt nhựa PP kéo sợi. Hạt Taical kéo sợi Jumbo. PO04/24-043.,PR24/04-047,PO04/24-043,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,1,KG,4500,4500
5/4/2024,LN05/24-007,PALLET GỖ Hạt nhựa PP kéo sợi. Hạt Taical kéo sợi Jumbo. ĐỀ NGHỊ NK THEO SL THỰC NHẬN: 1500 KG.,PR24/04-047,PO04/24-043,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,1,KG,1000,1000
6/19/2024,LN06/24-083,HAT-MVCA-2014 HAT-EMPP-MF HAT-EMH77197 HAT-EMPE0033K HAT-TACKS-JB HAT-UV881C BAO-048075G13HDPE.DW BAO-048075G19LDPE.DW PO06/24-063,PR24/06-044,PO06/24-063,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,1,KG,5000,5000
4/23/2024,LN04/24-091,Băng keo Phản Quang Hạt nhựa PP kéo sợi - T03 Hạt tẩy trắng quang học OP10 (Đại Á) Hạt taical thổi HDPE IF-PE114C7 (Đại Á) ĐỀ NGHỊ NK THEO SL THỰC NHẬN MÃ TAICAL 1147C: 2000 KG.,PR24/04-009,PO04/24-008,TAICAL-IFPP111CR-VTM,Hạt taical kéo sợi IFPP111CR-VTM D/A,KG,1,KG,400,400
4/4/2024,LN04/24-017,Băng keo Phản Quang Hạt nhựa PP kéo sợi - T03 Hạt tẩy trắng quang học OP10 (Đại Á) Hạt taical thổi HDPE IF-PE114C7 (Đại Á) PO02/24-009 ĐỀ NGHỊ NK THEO SL THỰC NHẬN 425 KG.,PR24/04-009,PO04/24-009,HAT-TACKS-EFPP1002-BTN,Hạt taical kéo sợi CA EFPP-1002-BTN,KG,1,KG,400,400
4/23/2024,LN04/24-081,APP42-MMA PO04/24-042,PR24/04-049,PO04/24-042,HAT-TACKS-AP442,Hạt Taical kéo sợi APP442,Kg,1,Kg,5000,5000
4/9/2024,LN04/24-036,Taical T4 SO2403-0065 - PERU [KHTK TỒN KHO] PO04/24-018.,PR24/04-018,PO04/24-018,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
4/12/2024,LN04/24-056,Taical T4 SO2403-0065 - PERU [KHTK TỒN KHO] PO04/24-018.,PR24/04-018,PO04/24-018,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
4/23/2024,LN04/24-085,Taical T4 SO2403-0065 - PERU [KHTK TỒN KHO] PO04/24-018,PR24/04-018,PO04/24-018,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
4/23/2024,LN04/24-086,Taical T4 SO2403-0065 - PERU [KHTK TỒN KHO] PO04/24-018,PR24/04-018,PO04/24-018,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
4/23/2024,LN04/24-087,Taical T4 SO2403-0065 - PERU [KHTK TỒN KHO] PO04/24-018,PR24/04-018,PO04/24-018,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
4/26/2024,LN04/24-113,Taical T4 SO2403-0065 - PERU [KHTK TỒN KHO] PO04/24-018.,PR24/04-018,PO04/24-018,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
4/29/2024,LN04/24-123,Taical T4 SO2403-0065 - PERU [KHTK TỒN KHO],PR24/04-018,PO04/24-018,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
5/4/2024,LN05/24-009,Taical T5 TẠM NHẬP PO ĐANG TRÌNH GIÁ MỚI CHO T05/2023. PO04-082,PR24/04-078,PO04/24-082,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
5/6/2024,LN05/24-011,Taical T5 TẠM NHẬP PO ĐANG TRÌNH GIÁ MỚI CHO T05/2023. PO04/24-082,PR24/04-078,PO04/24-082,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
5/14/2024,LN05/24-024,Taical T5 TẠM NHẬP PO ĐANG TRÌNH GIÁ MỚI CHO T05/2023. PO04/28-082.,PR24/04-078,PO04/24-082,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
5/14/2024,LN05/24-041,Taical T5 TẠM NHẬP PO ĐANG TRÌNH GIÁ MỚI CHO T05/2023. PO04/24-082.,PR24/04-078,PO04/24-082,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
5/17/2024,LN05/24-059,Taical T5 TẠM NHẬP PO ĐANG TRÌNH GIÁ MỚI CHO T05/2023. PO04/24-082.,PR24/04-078,PO04/24-082,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
5/21/2024,LN05/24-068,Taical T5 TẠM NHẬP PO ĐANG TRÌNH GIÁ MỚI CHO T05/2023. PO04/24-082.,PR24/04-078,PO04/24-082,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
5/24/2024,LN05/24-080,Taical T5 TẠM NHẬP PO ĐANG TRÌNH GIÁ MỚI CHO T05/2023. PO04/24-082.,PR24/04-078,PO04/24-082,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
5/29/2024,LN05/24-109,DÂY CỘT BAO Hạt Taical kéo sợi Hạt phụ gia MV8C (Châu Âu) V....v..... PO05/24-090.,PR24/05-073,PO05/24-090,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
6/6/2024,LN06/24-017,DW - PO TỔNG MÃ TAICAL PT MỚI THEO YC BAN CÔNG NGHỆ CTY EFPP 1002 BRT. PO06/24-006.,PR24/06-005,PO06/24-006,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
6/7/2024,LN06/24-027,DW - PO TỔNG PO06/24-005.,PR24/06-005,PO06/24-005,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
6/10/2024,LN06/24-032,DW - PO TỔNG PO06/24-005,PR24/06-005,PO06/24-005,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
6/14/2024,LN06/24-058,DW - PO PO06/24-005.,PR24/06-005,PO06/24-005,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
6/17/2024,LN06/24-068,DW - PO TỔNG PO06/24-005.,PR24/06-005,PO06/24-005,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
6/20/2024,LN06/24-095,DW - PO TỔNG PO06/24-005.,PR24/06-005,PO06/24-005,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
6/25/2024,LN06/24-111,DW - PO TỔNG PO06/24-005.,PR24/06-005,PO06/24-005,HAT-TACKS,Hạt Taical kéo sợi,KG,1,KG,27000,27000
4/12/2024,LN04/24-058,"Dây đai ép kiện PET, màu xanh lá Hạt phụ gia MV8C (Châu Âu) Dây đai ép kiện, màu vàng, PO04/24-032.",PR24/04-029,PO04/24-032,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,1,KG,115,115
4/23/2024,LN04/24-088,HAT-EMPP-MF HAT-UV881C HAT-EMMV8C PO04/24-050,PR24/04-052,PO04/24-050,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,1,KG,500,500
4/23/2024,LN04/24-089,"Dây đai ép kiện PET, màu xanh lá Hạt phụ gia MV8C (Châu Âu) Dây đai ép kiện, màu vàng, PO04/24-032 ĐỀ NGHỊ NHẬP KHO THEO SL THỰC NHẬN 200 KG MV8C.",PR24/04-029,PO04/24-032,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,1,KG,185,185
4/26/2024,LN04/24-109,SO2404-0021 - UNIPACK PO04/24-050/061.,PR24/04-052,PO04/24-050,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,1,KG,500,500
5/31/2024,LN05/24-121,Hạt màu cam 33102B PO05/24-070/087.,PR24/05-073,PO05/24-087,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,1,KG,2000,2000
6/12/2024,LN06/24-048,"DW - PO TỔNG PO06/24-005 ĐN NK THEO SỐ THỰC NHẬN HẠT MÀU XANH LÁ 55196: 101,2 KG.",PR24/06-023,PO06/24-029,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,1,KG,920,920
4/2/2024,LN04/24-008,SO2403-0061 - KCP + SLCL SO Tổng SO2403-0061 - KCP + SLCL SO Tổng MF4X - Tồn kho SO2403-0058 - HARVEST PADI III PO03/24-082 VÀ PO04/24-002.,PR24/04-005,PO04/24-002,HAT-POLYAID-80,Hạt phụ gia công POLYAID-80 CTY Châu Âu,KG,1,KG,200,200
4/2/2024,LN04/24-008,SO2403-0061 - KCP + SLCL SO Tổng SO2403-0061 - KCP + SLCL SO Tổng MF4X - Tồn kho SO2403-0058 - HARVEST PADI III PO03/24-082 VÀ PO04/24-002.,PR24/03-081,PO03/24-082,HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KG,1,KG,500,500
4/2/2024,LN04/24-009,SO2403-0061 - KCP + SLCL SO Tổng SO2403-0061 - KCP + SLCL SO Tổng MF4X - Tồn kho SO2403-0058 - HARVEST PADI III PO03/24-082,PR24/03-081,PO03/24-082,HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KG,1,KG,500,500
4/23/2024,LN04/24-088,HAT-EMPP-MF HAT-UV881C HAT-EMMV8C PO04/24-050,PR24/04-052,PO04/24-050,HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KG,1,KG,600,600
4/23/2024,LN04/24-090,HAT-EMPP-MF HAT-UV881C HAT-EMMV8C PO04/24-050. ĐỀ NGHỊ NK THEO SL THỰC NHẬN 1453 KG.,PR24/04-052,PO04/24-050,HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KG,1,KG,1400,1400
5/17/2024,LN05/24-063,"Hạt ổn định MFI. (MF4X, MF5X, MF6X) Hạt UV 881C (Châu Âu) PO05/24-056. ĐN NK HẠT UV THEO SL THỰC NHẬN: 513,2 KG",PR24/05-043,PO05/24-056,HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KG,1,KG,294.7,294.7
5/24/2024,LN05/24-081,"Hạt ổn định MFI. (MF4X, MF5X, MF6X) Hạt UV 881C (Châu Âu) PO05/24-056.",PR24/05-043,PO05/24-056,HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KG,1,KG,1700,1700
6/18/2024,LN06/24-076,HAT-MVCA-2014 HAT-EMPP-MF HAT-EMH77197 HAT-EMPE0033K HAT-TACKS-JB HAT-UV881C BAO-048075G13HDPE.DW BAO-048075G19LDPE.DW PO06/24-052.,PR24/06-044,PO06/24-052,HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KG,1,KG,2000,2000
5/17/2024,LN05/24-061,Nhập Kho Đơn Hàng 3t Nhựa M9600,PR24/05-037,PO05/24-053,HAT-PPM9600,Hạt nhựa PP M9600,KG,1,KG,3000,3000
6/21/2024,LN06/24-097,"Ống giấy cũ dài trên 135cm. Chỉ may PP 900D, màu trắng không tẩy Hạt phụ gia MV8C (Châu Âu) Hạt nhựa PP M9600 Pallet gỗ 1.1m PO06/24-030.",PR24/06-023,PO06/24-030,HAT-PPM9600,Hạt nhựa PP M9600,KG,1,KG,3000,3000
4/2/2024,LN04/24-006,"Mua hàng theo HĐ: CHT-00830 Mã: PP H030GP hoặc H030GP/3 Số lượng: 247.5 tấn
1 Cont",PR24/03-024,PO03/24-049,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,24750,24750
4/18/2024,LN04/24-066,"Đơn hàng mua Lucky Star 130t nhựa PP theo HĐ 03/HĐPP-TA/24
3 cont ngày 18/4
2 cont ngày 20/4",PR24/04-047,PO04/24-039,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,130000,130000
4/1/2024,LN04/24-001,"Hạt nhựa PP kéo sợi - T03 theo hd số:24HK/PP-0476
3 cont ngày 01/04",PR24/03-062,PO03/24-075,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,1,Kg,78000,78000
4/1/2024,LN04/24-002,"Hạt nhựa PP kéo sợi - T03 theo hd số:24HK/PP-0476
2 cont ngày 03/04",PR24/03-062,PO03/24-075,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,1,Kg,52000,52000
4/1/2024,LN04/24-003,"Hạt nhựa PP kéo sợi - T03 theo hd số:24HK/PP-0476
10 cont ngày 05/04",PR24/03-062,PO03/24-075,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,1,Kg,130000,130000
4/8/2024,LN04/24-030,Hạt nhựa PP kéo sợi - T03 theo hd số:24HK/PP-0475,PR24/03-062,PO03/24-076,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,1,Kg,130000,130000
4/10/2024,LN04/24-047,Hạt nhựa PP kéo sợi - T03 theo hd số:24HK/PP-0475,PR24/03-062,PO03/24-076,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,1,Kg,130000,130000
5/8/2024,LN05/24-019,Nhap Kho 448t Hạt nhựa PP kéo sợi - T03,PR24/05-019,PO05/24-021,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,1,Kg,448000,448000
5/8/2024,LN05/24-020,2 Cont (56t) giao trả Đại Lục Hạt nhựa PP kéo sợi - T03,PR24/05-019,PO05/24-021,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,1,Kg,56000,56000
5/17/2024,LN05/24-056,Nhập Kho 504t Hạt nhựa PP kéo sợi - T03,PR24/05-019,PO05/24-021,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,1,Kg,504000,504000
6/18/2024,LN06/24-071,"Nhập kho Hạt nhựa PP kéo sợi - T03 mua Luckystar 10cont (8 cont về TA, 2 cont bán Kiên Thạnh)",PR24/06-052,PO06/24-057,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,1,Kg,468000,468000
6/18/2024,LN06/24-072,"Nhập kho Hạt nhựa PP kéo sợi - T03 mua Luckystar 10cont (8 cont về TA, 2 cont bán Kiên Thạnh)",PR24/06-052,PO06/24-057,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,1,Kg,52000,52000
4/26/2024,LN04/24-112,Đơn hàng 3 cont nhựa H030GP mua Lucky Star,,PO04/24-072,HAT-PPKC-H030GP,Hạt nhựa PP kéo sợi - H030GP,KG,1,Kg,74250,74250
5/3/2024,LN05/24-004,"Đơn hàng Sibur: Mã: PP H030GP hoặc H030GP/3 Số lượng: 99 tấn 
Tổng 4 cont đã giao Kiên thạnh 1 cont",,PO04/24-073,HAT-PPKC-H030GP,Hạt nhựa PP kéo sợi - H030GP,KG,1,Kg,99000,99000
4/5/2024,LN04/24-026,SO2402-0007 - SANPOLY SO2402-0016 - HALSTON SO2402-0017 - HALSTON SO2402-0021 - SUJPLAS SO2403-0004 - SGX SO2403-0008 - SAN PO04/24-015.,PR24/03-021,PO04/24-015,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,1,KG,5000,5000
4/11/2024,LN04/24-052,SO2402-0007 - SANPOLY SO2402-0016 - HALSTON SO2402-0017 - HALSTON SO2402-0021 - SUJPLAS SO2403-0004 - SGX SO2403-0008 - SAN,PR24/03-021,PO04/24-026,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,1,KG,17500,17500
5/14/2024,LN05/24-023,Hạt nhựa HDPE TR114 (SL 3T),PR24/05-010,PO05/24-013,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,1,KG,3000,3000
5/25/2024,LN05/24-085,Hạt nhựa HDPE FL7000 thổi hấp,PR24/05-010,PO05/24-049,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,1,KG,3000,3000
6/7/2024,LN06/24-020,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0% Hạt nhựa TPP: FL7632L, Hạt L6000N ... Hạt nhựa HDPE thổi hấp.  ĐN NK THEO SL THỰC NHẬN 23 TẤN.",PR24/05-010,PO06/24-008,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,1,KG,21000,21000
4/26/2024,LN04/24-111,Đơn hàng 2 cont nhựa 1102K (TQ) mượn Đại Lục,,PO04/24-071,HAT-PP1102K,Hạt Nhựa 1102k,KG,1,KG,56000,56000
4/27/2024,LN04/24-121,HAT-EMPP-MF HAT-UV881C HAT-EMMV8C PO04/24-050/061/074.,PR24/04-068,PO04/24-074,HAT-EMH55196,Hạt màu xanh lá EMH55196. [EUP] [376C],KG,1,KG,98,98
6/12/2024,LN06/24-048,"DW - PO TỔNG PO06/24-005 ĐN NK THEO SỐ THỰC NHẬN HẠT MÀU XANH LÁ 55196: 101,2 KG.",PR24/06-005,PO06/24-005,HAT-EMH55196,Hạt màu xanh lá EMH55196. [EUP] [376C],KG,1,KG,100,100
4/11/2024,LN04/24-053,"Chỉ may cotton C6, màu trắng. [1600D, 6.0kgF, 16%] SL ĐỀ NGHỊ MUA 50 KG THỰC TẾ NCC SX: 99 KG. PO04/24-024.",PR24/04-023,PO04/24-024,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KG,1,KG,99,99
4/9/2024,LN04/24-037,Taical T4 SO2403-0065 - PERU [KHTK TỒN KHO] PO04/24-018.,PR24/04-018,PO04/24-018,HAT-EMH77197,Hạt màu xanh dương EMH77197. [EUP] [2195C],KG,1,KG,71,71
5/31/2024,LN05/24-121,Hạt màu cam 33102B PO05/24-070/087.,PR24/05-073,PO05/24-087,HAT-EMH77197,Hạt màu xanh dương EMH77197. [EUP] [2195C],KG,1,KG,280.7,280.7
6/21/2024,LN06/24-103,HAT-MVCA-2014 HAT-EMPP-MF HAT-EMH77197 HAT-EMPE0033K HAT-TACKS-JB HAT-UV881C BAO-048075G13HDPE.DW BAO-048075G19LDPE.DW PO06/24-052,PR24/06-044,PO06/24-052,HAT-EMH77197,Hạt màu xanh dương EMH77197. [EUP] [2195C],KG,1,KG,300,300
4/24/2024,LN04/24-094,Hat màu xám. Dùng để vệ sinh trục vít. PO04/24-048.,PR24/04-051,PO04/24-048,HAT-MAUXAMVSM,Hat màu xám. Dùng để vệ sinh trục vít.,KG,1,KG,25,25
5/14/2024,LN05/24-040,Hat màu xám. Dùng để vệ sinh trục vít. (GIÁ BG CÓ VAT) PO05/24-027/035.,PR24/05-020,PO05/24-027,HAT-MAUXAMVSM,Hat màu xám. Dùng để vệ sinh trục vít.,KG,1,KG,50,50
4/12/2024,LN04/24-058,"Dây đai ép kiện PET, màu xanh lá Hạt phụ gia MV8C (Châu Âu) Dây đai ép kiện, màu vàng, PO04/24-032.",PR24/04-030,PO04/24-032,HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,1,KG,100,100
6/18/2024,LN06/24-076,HAT-MVCA-2014 HAT-EMPP-MF HAT-EMH77197 HAT-EMPE0033K HAT-TACKS-JB HAT-UV881C BAO-048075G13HDPE.DW BAO-048075G19LDPE.DW PO06/24-052.,PR24/06-044,PO06/24-052,HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,1,KG,50,50
6/12/2024,LN06/24-048,"DW - PO TỔNG PO06/24-005 ĐN NK THEO SỐ THỰC NHẬN HẠT MÀU XANH LÁ 55196: 101,2 KG.",PR24/06-005,PO06/24-005,HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,1,KG,300,300
4/12/2024,LN04/24-058,"Dây đai ép kiện PET, màu xanh lá Hạt phụ gia MV8C (Châu Âu) Dây đai ép kiện, màu vàng, PO04/24-032.",PR24/04-030,PO04/24-032,HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KG,1,KG,100,100
4/23/2024,LN04/24-092,Hạt màu đen mã số CB105 (Tân Hùng Cơ) Hạt màu đỏ EMH4022 - Châu âu Hạt màu vàng EMP2014. PO04/24-033.,PR24/04-030,PO04/24-033,HAT-DEN-CB105,Hạt màu đen mã số CB105 (Tân Hùng Cơ),KG,1,KG,250,250
4/9/2024,LN04/24-037,Taical T4 SO2403-0065 - PERU [KHTK TỒN KHO] PO04/24-018.,PR24/04-018,PO04/24-018,HAT-EMPE0033K,Hạt màu đen EMPE0033K - Châu Âu. [KB3],KG,1,KG,175,175
4/26/2024,LN04/24-109,SO2404-0021 - UNIPACK PO04/24-050/061.,PR24/04-058,PO04/24-061,HAT-EMPE0033K,Hạt màu đen EMPE0033K - Châu Âu. [KB3],KG,1,KG,200,200
5/31/2024,LN05/24-121,Hạt màu cam 33102B PO05/24-070/087.,PR24/05-073,PO05/24-087,HAT-EMPE0033K,Hạt màu đen EMPE0033K - Châu Âu. [KB3],KG,1,KG,150,150
6/18/2024,LN06/24-076,HAT-MVCA-2014 HAT-EMPP-MF HAT-EMH77197 HAT-EMPE0033K HAT-TACKS-JB HAT-UV881C BAO-048075G13HDPE.DW BAO-048075G19LDPE.DW PO06/24-052.,PR24/06-044,PO06/24-052,HAT-EMPE0033K,Hạt màu đen EMPE0033K - Châu Âu. [KB3],KG,1,KG,350,350
5/30/2024,LN05/24-115,Hạt màu cam 33102B PO05/24-070.,PR24/05-059,PO05/24-070,HAT-CAM-EMH33113A,Hạt màu cam EMH33113A.,KG,1,KG,100,100
5/31/2024,LN05/24-121,Hạt màu cam 33102B PO05/24-070/087.,PR24/05-059,PO05/24-070,HAT-CAM-EMH33113A,Hạt màu cam EMH33113A.,KG,1,KG,300,300
5/14/2024,LN05/24-025,Hat màu xám. Dùng để vệ sinh trục vít. PO05/24-026.,PR24/05-020,PO05/24-026,HAT-CAM-EMH33113,Hạt màu cam EMH33113.,KG,1,KG,200,200
5/30/2024,LN05/24-115,Hạt màu cam 33102B PO05/24-070.,PR24/05-058,PO05/24-070,HAT-CAM-33102B,Hạt màu cam 33102B,KG,1,KG,100,100
5/31/2024,LN05/24-121,Hạt màu cam 33102B PO05/24-070/087.,PR24/05-058,PO05/24-070,HAT-CAM-33102B,Hạt màu cam 33102B,KG,1,KG,200,200
6/12/2024,LN06/24-048,"DW - PO TỔNG PO06/24-005 ĐN NK THEO SỐ THỰC NHẬN HẠT MÀU XANH LÁ 55196: 101,2 KG.",PR24/06-005,PO06/24-005,HAT-CAM-33102B,Hạt màu cam 33102B,KG,1,KG,999.5,999.5
4/9/2024,LN04/24-044,ĐẶT KHẮC BẢN IN CAO SU PO04/24-021.,PR24/04-021,PO04/24-021,5200105190000000,Hallulla,CM2,1,CM2,2944,2944
5/8/2024,LN05/24-022,Đặt khắc bản in cao su  PO04/24-059/077 VÀ PO05/24-016. ĐỀ NGHỊ NK BẢNG IN MK THEO SỐ THỰC NHẬN: 10.529CM.,PR24/05-013,PO05/24-016,52001051280000000,Ha Long -40kg,CM2,1,CM2,1383,1383
