Ngày,Số chứng từ,Đơn hàng bán,Khách hàng,Diễn giải,Vật tư,Tên vật tư,Đơn vị tính 1,Só lượng (1),Số lượng (2),Đơn vị tính 2
4/2/2024,SIM04/24-005,SO2401-0017,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,"Xk bán hàng ngày 02/04/2024,Xe 51C-672.66",TPH595935G114MEK.CF,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: CF - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",Cái,7400,826,KG
4/2/2024,SIM04/24-006,SO2403-0024,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI ASIA PACKING,"Xk bán hàng ngày 02/04/2024,Xe 50H-001.58",01JBO-4P009-01-0000,"Bao Jumbo màu trắng thân ráp không tráng, chống phình, chống xì, quai elip, ống xả, nắm trùm kích thước 105x105x110(cm); TL: 2.5(Kg/cái) có in; Marka: AMRU RICE (ASIA PACKING)",Cái,1000,2476,KG
4/2/2024,SIM04/24-006,SO2403-0048,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI ASIA PACKING,"Xk bán hàng ngày 02/04/2024,Xe 50H-001.58",01JBO-4P009-01-0000,"Bao Jumbo màu trắng thân ráp không tráng, chống phình, chống xì, quai elip, ống xả, nắm trùm kích thước 105x105x110(cm); TL: 2.5(Kg/cái) có in; Marka: AMRU RICE (ASIA PACKING)",Cái,500,1239,KG
4/2/2024,SIM04/24-007,SO2403-0015,DINDINGS POULTRY DEVELOPMENT CENTRE SDN BHD,Xk bán hàng ngày 02/04/2024;Số cont : eisu2250550 ;Số seal : emcklv4533; INV : 081,TPH066099TDMFM.LM9900-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9900. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",CAI,22000,2596.9,KG
4/2/2024,SIM04/24-007,SO2403-0015,DINDINGS POULTRY DEVELOPMENT CENTRE SDN BHD,Xk bán hàng ngày 02/04/2024;Số cont : eisu2250550 ;Số seal : emcklv4533; INV : 081,TPH066099TDMFM.LM9901-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9901. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",CAI,16000,1896.4,KG
4/2/2024,SIM04/24-007,SO2403-0015,DINDINGS POULTRY DEVELOPMENT CENTRE SDN BHD,Xk bán hàng ngày 02/04/2024;Số cont : eisu2250550 ;Số seal : emcklv4533; INV : 081,TPH066099TDMFM.LM9902-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9902. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",CAI,32000,3809.6,KG
4/2/2024,SIM04/24-007,SO2403-0015,DINDINGS POULTRY DEVELOPMENT CENTRE SDN BHD,Xk bán hàng ngày 02/04/2024;Số cont : eisu2250550 ;Số seal : emcklv4533; INV : 081,TPH066099TDMFM.LM9902C-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9902C. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",CAI,12000,1408.9,KG
4/2/2024,SIM04/24-007,SO2403-0015,DINDINGS POULTRY DEVELOPMENT CENTRE SDN BHD,Xk bán hàng ngày 02/04/2024;Số cont : eisu2250550 ;Số seal : emcklv4533; INV : 081,TPH066109TDMFM.LM8802-1,"Bao TP-PP, trắng đục, K66.0x109.0LL, TL: 132.0g/cái, MK: LM-8802. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 6 ngang x 1 dọc]",CAI,3000,373.8,KG
4/2/2024,SIM04/24-008,,ANH MẠNH,Xuất bán phế ngày 02/04/2024 phế bao in : 1707kg *10.500đ/kg-  XE 51C-573.02,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),CAI,17070,1707,KG
4/3/2024,SIM04/24-009,SO2403-0044,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 03/04/2024,Xe 51C-672.66",TPH050074G074INT.GOGL114,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, MK: GOLDEN GLOBE - CODE 114 (2+0) (Mã: 5000562). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",Cái,5000,371.5,KG
4/3/2024,SIM04/24-009,SO2403-0044,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 03/04/2024,Xe 51C-672.66",TPH050074G074INT.GOGL115,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, MK: GOLDEN GLOBE - CODE 115 (2+0) (Mã: 5000562). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",Cái,5000,367,KG
4/3/2024,SIM04/24-009,SO2403-0059,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 03/04/2024,Xe 51C-672.66",TPH050080G080INT.GRGL252,"Bao TP-PP, trắng tẩy, K50x80LL, TL: 80g/cái, MK: GREEN GLOBE - CODE 252 (2+0) (Mã: 5000565). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",Cái,5000,406,KG
4/3/2024,SIM04/24-009,SO2403-0059,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 03/04/2024,Xe 51C-672.66",TPH050080G080INT.GRGL253,"Bao TP-PP, trắng tẩy, K50x80LL, TL: 80g/cái, MK: GREEN GLOBE - CODE 253 (2+0) (Mã: 5000565). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",Cái,5000,414,KG
4/3/2024,SIM04/24-009,SO2403-0044,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 03/04/2024,Xe 51C-672.66",TPH060085G102INT.WTSP054,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: WHITE TIGER (SP) - CODE 054 (2+0) (Mã: 5000668). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",Cái,5000,507,KG
4/3/2024,SIM04/24-010,SO2401-0017,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,"Xk bán hàng ngày 03/04/2024,Xe 51C-672.66",TPH495805G079MEK.FARY,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: Fairy - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",Cái,10000,804.5,KG
4/3/2024,SIM04/24-010,SO2401-0052,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,"Xk bán hàng ngày 03/04/2024,Xe 51C-672.66",TPH595920G112MEK.JP1,"Bao TP-PP, trắng tẩy, K59.5x92.0PB (cm), TL: 112.0 (±3.0)g/cái, MK: JP1 - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài, bỏ vào túi HDPE, dán tem nhận diện]",Cái,19600,2182.5,KG
4/3/2024,SIM04/24-011,,ANH MẠNH,Xuất bán phế ngày 03/04/2024 phế bao mũ : 537kg *15.000đ/kg ; Phế tạp 768kg *5.000đ/kg-  XE 50H-031.64 và xe 63H-028.59,PHEBAOMU,Phế bao mủ,KG,537,537,KG
4/3/2024,SIM04/24-011,,ANH MẠNH,Xuất bán phế ngày 03/04/2024 phế bao mũ : 537kg *15.000đ/kg ; Phế tạp 768kg *5.000đ/kg-  XE 50H-031.64 và xe 63H-028.59,PHE-PHETAP,PHẾ TẠP DƠ - VẢI ÁO BAO MANH QUẤN CUỘN BỊ DƠ,KG,768,768,KG
4/3/2024,SIM04/24-012,SO2403-0017,CÔNG TY TNHH BAO BÌ HIỆP PHƯỚC,"Xk bán hàng ngày 03/04/2024,Xe 51C-872.94",01JBO-4P003-01-0002,"Bao Jumbo, dạng 4 tấm, màu beige, có chống phình, ống nạp, ống xả; KT: W x L x H = 105cm x 105cm x 110cm, TL: 2.1g/cái. [GC Hiệp Phước] - 20 cái/kiện",Cái,600,1309.3,KG
4/4/2024,SIM04/24-013,,ANH THIỆN,Xuất bán phế ngày 04/04/2024 phế ống giấy vụn : 1530kg *2.300đ/kg ; XE 50H-031.64,PHE-ONGGIAYVUN,Phế ống giấy vụn,KG,1530,1530,KG
4/4/2024,SIM04/24-014,,CÔNG TY TNHH LUCKY STAR PLAST,"Xk bán bao mẫu  ngày 04/04/2024,Xe 51H-903.37",TPH074047G052TDTWV,Bao PP trắng tẩy KT: 74.0x47.0(LL); TL: 52.32(g/cái),Cái,100,5.232,KG
4/4/2024,SIM04/24-015,,CÔNG TY TNHH SX TM NHỰA MINH QUÂN,Xuất bán 1kh bột tẩy,TAY-TRANG,Tẩy trắng,KG,1,1,KG
4/4/2024,SIM04/24-016,SO2312-0021,SANPOLY INDUSTRY SDN BHD,Xk bán hàng ngày 04/04/2024;Số cont : YMMU6060869 ;Số seal : YMAR015027; INV : 085,0102125009000000,"Vải cuộn PP, trắng đục, K51.0cm(+1/-0.2), MĐ: 10x12.5, TL: 86g/m(+1/-2). [Khi xuất hàng dán tem màu vàng]/THACUSAN510100125086TRDU",M,47773,4058.5,KG
4/4/2024,SIM04/24-016,SO2403-0051,SANPOLY INDUSTRY SDN BHD,Xk bán hàng ngày 04/04/2024;Số cont : YMMU6060869 ;Số seal : YMAR015027; INV : 085,0102125009000000,"Vải cuộn PP, trắng đục, K51.0cm(+1/-0.2), MĐ: 10x12.5, TL: 86g/m(+1/-2). [Khi xuất hàng dán tem màu vàng]/THACUSAN510100125086TRDU",M,6000,516,KG
4/4/2024,SIM04/24-016,SO2401-0003,SANPOLY INDUSTRY SDN BHD,Xk bán hàng ngày 04/04/2024;Số cont : YMMU6060869 ;Số seal : YMAR015027; INV : 085,0102125012000000,"Vải cuộn PP, trắng đục, K56.0cm(+1/-0.5), MĐ: 10.0x9.0, TL: 78g/m (+1/-2). [3500m/cuộn]/THACUSAN560100009078TRDU",M,29087,2302.6,KG
4/4/2024,SIM04/24-016,SO2402-0049,SANPOLY INDUSTRY SDN BHD,Xk bán hàng ngày 04/04/2024;Số cont : YMMU6060869 ;Số seal : YMAR015027; INV : 085,0102125012000000,"Vải cuộn PP, trắng đục, K56.0cm(+1/-0.5), MĐ: 10.0x9.0, TL: 78g/m (+1/-2). [3500m/cuộn]/THACUSAN560100009078TRDU",M,35500,2769,KG
4/4/2024,SIM04/24-016,SO2401-0037,SANPOLY INDUSTRY SDN BHD,Xk bán hàng ngày 04/04/2024;Số cont : YMMU6060869 ;Số seal : YMAR015027; INV : 085,0102125017000000,"Vải cuộn PP, trắng đục, K58.5cm(+1/-0.5), MĐ: 10.0x9.0, TL: 81g/m(+/-2). [3500 m/cuộn]/THACUSAN585100009081TRDU",M,21156,1718,KG
4/4/2024,SIM04/24-016,SO2402-0020,SANPOLY INDUSTRY SDN BHD,Xk bán hàng ngày 04/04/2024;Số cont : YMMU6060869 ;Số seal : YMAR015027; INV : 085,0102125027000000,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 10.0x9.3, TL: 94.0g/m(+2.0/-1.0). [3500m/cuộn]/THACUSAN660100093094TRDU",M,6500,611,KG
4/4/2024,SIM04/24-016,SO2402-0046,SANPOLY INDUSTRY SDN BHD,Xk bán hàng ngày 04/04/2024;Số cont : YMMU6060869 ;Số seal : YMAR015027; INV : 085,0102125027000000,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 10.0x9.3, TL: 94.0g/m(+2.0/-1.0). [3500m/cuộn]/THACUSAN660100093094TRDU",M,29257,2785.5,KG
4/4/2024,SIM04/24-016,SO2310-0053,SANPOLY INDUSTRY SDN BHD,Xk bán hàng ngày 04/04/2024;Số cont : YMMU6060869 ;Số seal : YMAR015027; INV : 085,0102125064000000,"Vải cuộn PP, trắng đục, K58.5cm, MĐ: 11.0x11.0, TL: 96g/m. [Hooking]/THACUSAN585110110096TRDU [Kiểm soát trung bình 95 - 97.5g/m]",M,38000,3751.5,KG
4/4/2024,SIM04/24-016,SO2311-0011,SANPOLY INDUSTRY SDN BHD,Xk bán hàng ngày 04/04/2024;Số cont : YMMU6060869 ;Số seal : YMAR015027; INV : 085,0102125064000000,"Vải cuộn PP, trắng đục, K58.5cm, MĐ: 11.0x11.0, TL: 96g/m. [Hooking]/THACUSAN585110110096TRDU [Kiểm soát trung bình 95 - 97.5g/m]",M,13349,1152,KG
4/4/2024,SIM04/24-016,SO2401-0027,SANPOLY INDUSTRY SDN BHD,Xk bán hàng ngày 04/04/2024;Số cont : YMMU6060869 ;Số seal : YMAR015027; INV : 085,0102125065000000,"Vải cuộn PP, trắng đục, K66.0cm(+1/-0.5), MĐ: 11.0x12.0, TL: 106g/m(+1/-2). [Hooking]",M,54505,5795,KG
4/5/2024,SIM04/24-017,SO2403-0059,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 05/04/2024,Xe 51C-672.66",TPH050074G074INT.PIGL244,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, MK: PINK GLOBE - CODE 244 (2+0) (Mã: 5000591). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",CAI,5000,375,KG
4/5/2024,SIM04/24-017,SO2403-0059,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 05/04/2024,Xe 51C-672.66",TPH050074G074INT.PIGL245,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, MK: PINK GLOBE - CODE 245 (2+0) (Mã: 5000591). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",CAI,5000,373.5,KG
4/5/2024,SIM04/24-017,SO2403-0059,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 05/04/2024,Xe 51C-672.66",TPH060085G102INT.WHGL239,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: WHITE GLOBE - CODE 239 (2+0) (Mã: 5000666). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",Cái,5000,522,KG
4/5/2024,SIM04/24-017,SO2403-0022,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 05/04/2024,Xe 51C-672.66",TPH075118G125INT.CAMI822,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 822 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",Cái,5000,620,KG
4/5/2024,SIM04/24-017,SO2403-0022,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 05/04/2024,Xe 51C-672.66",TPH075118G125INT.CAMI823,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 823 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",Cái,5000,615,KG
4/5/2024,SIM04/24-017,SO2403-0022,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 05/04/2024,Xe 51C-672.66",TPH075118G125INT.CAMI824,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 824 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",Cái,5000,610,KG
4/5/2024,SIM04/24-017,SO2403-0022,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 05/04/2024,Xe 51C-672.66",TPH075118G125INT.CAMI825,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 825 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",Cái,5000,614.5,KG
4/5/2024,SIM04/24-017,SO2403-0022,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 05/04/2024,Xe 51C-672.66",TPH075118G125INT.CAMI826,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 826 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",Cái,5000,609,KG
4/5/2024,SIM04/24-018,SO2401-0017,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,"Xk bán hàng ngày 05/04/2024,Xe 51C-672.66",TPH495805G079MEK.3BLR,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: 3-Blue Roses - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",Cái,10000,795.5,KG
4/5/2024,SIM04/24-019,SO2403-0014,DINDINGS POULTRY DEVELOPMENT CENTRE SDN BHD,Xk bán hàng ngày 05/04/2024;Số cont : DFSU2962244 ;Số seal : OOLJMZ7494; INV : 084,0119120001001000,"Bao TP-PP, trắng đục, K66.0x99.0LL(+/-1), TL: 120.0g/cái(+/-3.6), MK: PS-9900. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH066099120TDMFM.PS9900",CAI,5000,585.4,KG
4/5/2024,SIM04/24-019,SO2403-0014,DINDINGS POULTRY DEVELOPMENT CENTRE SDN BHD,Xk bán hàng ngày 05/04/2024;Số cont : DFSU2962244 ;Số seal : OOLJMZ7494; INV : 084,0119120001003000,"Bao TP-PP, trắng đục, K66.0x99.0LL(+/-1), TL: 120.0g/cái(+/-3.6), MK: PS-9902. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH066099120TDMFM.PS9902",CAI,25000,2967.7,KG
4/5/2024,SIM04/24-019,SO2403-0014,DINDINGS POULTRY DEVELOPMENT CENTRE SDN BHD,Xk bán hàng ngày 05/04/2024;Số cont : DFSU2962244 ;Số seal : OOLJMZ7494; INV : 084,0119120001004000,"Bao TP-PP, trắng đục, K66.0x99.0LL(+/-1), TL: 120.0g/cái(+/-3.6), MK: PS-9902C. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH066099120TDMFM.PS9902C",CAI,40000,4722.1,KG
4/5/2024,SIM04/24-019,SO2403-0014,DINDINGS POULTRY DEVELOPMENT CENTRE SDN BHD,Xk bán hàng ngày 05/04/2024;Số cont : DFSU2962244 ;Số seal : OOLJMZ7494; INV : 084,0119120004013000,"Bao TP-PP, trắng đục, K66.0x114.0LL(+/-1), TL: 138g/cái, MK: FULL FAT SOYA (2+2). [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 6 ngang x 1 dọc]/TPH066114138TDMFM.PSFFS",CAI,15000,2058.5,KG
4/5/2024,SIM04/24-020,SO2403-0042,SAN MIGUEL YAMAMURA WOVEN PRODUCTS SDN BHD,Xk bán hàng ngày 05/04/2024;Số cont : SEGU5317471 ;Số seal : YMAR021233; INV : 082,0102129003000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 7x7, TL: 76.0g/m. [4000 mét/cuộn]/THACUSMY127007007076TRDU",M,331207,25218.4,KG
4/5/2024,SIM04/24-020,SO2312-0057,SAN MIGUEL YAMAMURA WOVEN PRODUCTS SDN BHD,Xk bán hàng ngày 05/04/2024;Số cont : SEGU5317471 ;Số seal : YMAR021233; INV : 082,0102129003000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 7x7, TL: 76.0g/m. [4000 mét/cuộn]/THACUSMY127007007076TRDU",M,1001,76.1,KG
4/5/2024,SIM04/24-020,SO2403-0034,SAN MIGUEL YAMAMURA WOVEN PRODUCTS SDN BHD,Xk bán hàng ngày 05/04/2024;Số cont : SEGU5317471 ;Số seal : YMAR021233; INV : 082,THACUSMY127070070072TRDU,"Vải manh PP trắng đục khổ 127cm, mật độ 7 x 7 (caro), TL 72gr/mét dài (56.7gr/m2), 2000m/cuộn.",Mét,4000,280.5,KG
4/5/2024,SIM04/24-021,SO2402-0040,HARVEST UNITES ENTERPRISE SDN. BHD,Xk bán hàng ngày 05/04/2024;Số cont : TEMU1686267;Số seal : YMAP764442; INV : 085,0119110002001000,"Bao TP-PP, trắng UV, K76.0x130.0PB=160.0g/cái, MĐ: 10.5x11.0, MK: CS. [300cái/kiện]/TPH076130G160TDUV.HAR.CS",CAI,10000,1468.7,KG
4/5/2024,SIM04/24-021,SO2402-0040,HARVEST UNITES ENTERPRISE SDN. BHD,Xk bán hàng ngày 05/04/2024;Số cont : TEMU1686267;Số seal : YMAP764442; INV : 085,0119110017000000,"Bao Val-TP, trắng đục, K50x60PB, TL: 44g/cái, không in. [EK: 500cái/kiện, bọc vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050060G44TD.HAR/TPH050060G44TD.HAR",BAO,20000,861.2,KG
4/5/2024,SIM04/24-021,SO2402-0041,HARVEST UNITES ENTERPRISE SDN. BHD,Xk bán hàng ngày 05/04/2024;Số cont : TEMU1686267;Số seal : YMAP764442; INV : 085,0119110017002000,"Bao Val-TP, trắng đục, K50x60PB, TL: 44g/cái, MK: OMYAGRAN 0-0.5MI (MK nội dung mới: Warning). [EK: 500cái/kiện, bọc vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050060G44TDHAR.G00-05",BAO,20000,860,KG
4/5/2024,SIM04/24-021,SO2402-0040,HARVEST UNITES ENTERPRISE SDN. BHD,Xk bán hàng ngày 05/04/2024;Số cont : TEMU1686267;Số seal : YMAP764442; INV : 085,0119110017002000,"Bao Val-TP, trắng đục, K50x60PB, TL: 44g/cái, MK: OMYAGRAN 0-0.5MI (MK nội dung mới: Warning). [EK: 500cái/kiện, bọc vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050060G44TDHAR.G00-05",BAO,48500,2062.5,KG
