Đơn hàng,KHSX,Khách hàng,Mã hàng,Tên hàng,Note,BOM,Loại hàng,Ngày giao,Tỉ lệ,Số lượng 1,Số lượng 2
SO2309-0066,MP23/10-001,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,MLD455068G496TDSD.DW,"[MMLD] Bao PP, trắng đục + 4 sọc đỏ 1.5cm cách biên 1.5cm, K45.5x68.0PB, miệng 1 lần/may 1 đường Polyester + luồn dây cước xanh 130cm(cũ 125+/-4cm), TL: 49.6gr/cái, bao không in. [May miệng bỏ dây luồn vào bên trong]",KHTK MAY MIỆNG LUỒNG DÂY TỒN DONGWON,Version 1,BAO,10/6/2023,0.0496,600000,29760
SO2309-0066,MP23/10-001,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,CMA455071G475TDSD.DW,"[Cắt, may đáy] Bao PP, màu trắng đục + 4 sọc đỏ 1.5cm cách biên 1.5cm, khổ 45.5x71PB(+/-1), cắt thẳng dài 76cm, bẻ đáy 2 lần may 1 đường PP1200D, TL: 47.5gr/cái.",KHTK MAY MIỆNG LUỒNG DÂY TỒN DONGWON,Version 1,BAO,10/6/2023,0.0496,600000,29760
SO2309-0066,MP23/10-001,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACADOW455100110062TDSD,"Vải cuộn PP, trắng đục + 4 line ĐỎ 1.5cm cách biên 1.5cm, K45.5cm(+/-0.5), MĐ: 10.0x11.0, kiểu dệt 2x1/5x1 (cũ 3 xếp 1/dệt tự do), TL: 62.0g/m(+/-1.8).",KHTK MAY MIỆNG LUỒNG DÂY TỒN DONGWON,Version 1,BAO,10/6/2023,0.0496,600000,29760
SO2309-0066,MP23/10-001,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,SOI-DTD-01-1,"Sợi PP, màu trắng, 720D, 2.60mm.",KHTK MAY MIỆNG LUỒNG DÂY TỒN DONGWON,Version 1,BAO,10/6/2023,0.0496,600000,29760
SO2309-0066,MP23/10-001,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,SOI-PR25,"Sợi PP, màu đỏ, 710D, 3.3mm, 4.3kgF, 20%. (Đỏ EMH4022, cũ 750D)",KHTK MAY MIỆNG LUỒNG DÂY TỒN DONGWON,Version 1,BAO,10/6/2023,0.0496,600000,29760
SO2309-0066,MP23/10-001,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,MLD455068G496CA00.DW,"[MMLD] Bao PP, màu cam, K45.5x68.0PB, miệng 1 lần/may 1 đường Polyester + luồn dây cước xanh 130cm(cũ 125+/-4cm), TL: 49.60g/cái, không in. [May miệng bỏ dây luồn vào bên trong]",KHTK MAY MIỆNG LUỒNG DÂY TỒN DONGWON,Version 1,BAO,10/6/2023,0.0496,400000,19840
SO2309-0066,MP23/10-001,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,CMA455071G475CA00.DW,"[Cắt, may đáy] Bao PP, màu cam, K45.5x71PB, cắt thẳng 76.0cm, đáy 2 lần/1 đường PP1200D trắng, TL: 47.5gr/cái. [100cái/tép]",KHTK MAY MIỆNG LUỒNG DÂY TỒN DONGWON,Version 1,BAO,10/6/2023,0.0496,400000,19840
SO2309-0066,MP23/10-001,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACADOW455100110062CA00,"Vải cuộn PP, màu cam, K45.5cm, dệt 3x1/tự do (dệt máy 6 thoi kiểu dệt 2x1/5x1), MĐ: 10.0x11.0, TL: 62.0g/m. [68gsm]",KHTK MAY MIỆNG LUỒNG DÂY TỒN DONGWON,Version 1,BAO,10/6/2023,0.0496,400000,19840
SO2309-0066,MP23/10-001,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,SOI-DCA-01,"Sợi PP, màu cam, 710D, 2.60mm.",KHTK MAY MIỆNG LUỒNG DÂY TỒN DONGWON,Version 1,BAO,10/6/2023,0.0496,400000,19840
SO2310-0004,MP23/10-002,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,TPH495805G079MEK.BMSP9,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",MẪU MEKONG,Version 1,,10/5/2023,0.079,10,0.8
SO2310-0004,MP23/10-002,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,CMA495805G078TD.MEK,"Bao PP, trắng đục K49.5x80.5PB (cm); TL: 78.0g/cái. Cắt thẳng 83.5cm , đáy gấp 1 lần may 2 đường PP900D màu trắng",MẪU MEKONG,Version 1,,10/5/2023,0.079,10,0.8
SO2310-0004,MP23/10-002,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,TPH595935G114MEK.BMXL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0g/cái, MK: Bột mì chuyên dụng xích lô (4+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",MẪU MEKONG,Version 1,,10/5/2023,0.114,10,1.175
SO2310-0004,MP23/10-002,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,CMA595935G113TD.MEK,"Bao PP, trắng đục K59.5x93.5PB (cm); TL: 113.0g/cái. Cắt thẳng 96.5cm , đáy gấp 1 lần may 2 đường PP900D màu trắng",MẪU MEKONG,Version 1,,10/5/2023,0.114,10,1.175
SO2310-0004,MP23/10-002,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,TPH073114G140MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140g/cái, MK: Cám tinh (1+1)",MẪU MEKONG,Version 1,,10/5/2023,0.14,10,1.355
SO2310-0004,MP23/10-002,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,CMA073114G139TD.MEK,"Bao PP, trắng đục K73.0x114.5PB (cm); TL: 139.0g/cái. Cắt thẳng 117.5cm , đáy gấp 1 lần may 2 đường PP900D màu trắng",MẪU MEKONG,Version 1,,10/5/2023,0.14,10,1.355
SO2310-0004,MP23/10-002,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,THACAMEK495100110092TRDU,"Vải cuộn PP trắng đục có tẩy khổ 49.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 92.7g/m",MẪU MEKONG,Version 1,,10/5/2023,0.079,10,0.8
SO2310-0004,MP23/10-002,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,SOI-MK12,"Sợi PP, trắng tẩy, 970D, 2.50mm (cũ 990D).",MẪU MEKONG,Version 1,,10/5/2023,0.079,10,0.8
SO2310-0004,MP23/10-002,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,THACAMEK595100110116TRDU,"Vải cuộn PP trắng đục có tẩy khổ 59.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 116.3g/m",MẪU MEKONG,Version 1,,10/5/2023,0.114,10,1.175
SO2310-0004,MP23/10-002,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,SOI-MK12,"Sợi PP, trắng tẩy, 970D, 2.50mm (cũ 990D).",MẪU MEKONG,Version 1,,10/5/2023,0.114,10,1.175
SO2310-0004,MP23/10-002,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,THACAMEK073100110117TRDU,"Vải cuộn PP trắng đục có tẩy khổ 73.0cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 117.5g/m",MẪU MEKONG,Version 1,,10/5/2023,0.14,10,1.355
SO2310-0004,MP23/10-002,CÔNG TY TNHH CHẾ BIẾN BỘT MỲ MÊ KÔNG,SOI-MK13,"Sợi PP, trắng tẩy, 850D, 2.50mm.",MẪU MEKONG,Version 1,,10/5/2023,0.14,10,1.355
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH060085INT.BRGL2.178,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: BROWN GLOBE-2 PP 40KG - CODE 178 (2+0) (Mã: 5000998). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/12/2023,0.102,5000,510
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB060085INT.BRGL2.178,"Bao PP-In, trắng tẩy, K60x85LL, TL: 101.13g/cái, MK: BROWN GLOBE-2 PP 40KG - CODE 178 (2+0) (Mã: 5000998). [Tép 20 cái gấp 03, code ra ngoài]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/12/2023,0.102,5000,510
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA060085G101TT.INT,"Bao PP, trắng tẩy, K60(+1/-0.5)x85LL(+/-1), cắt răng cưa 90cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 100.63g/cái(+/-3). [Đếm tép: 100cái/tép]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/12/2023,0.102,5000,510
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT600105110111TRTA,"Cuộn PP, trắng tẩy, K60cm(+1/-0.5), MĐ:10.5x11.0, TL: 111g/m(+/-3).","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/12/2023,0.102,5000,510
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SOI-MK11,"Sợi PP, trắng tẩy, 960D, 2.50mm.","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/12/2023,0.102,5000,510
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH060085INT.BRGL2.179,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: BROWN GLOBE-2 PP 40KG - CODE 179 (2+0) (Mã: 5000998). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/12/2023,0.102,5000,510
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB060085INT.BRGL2.179,"Bao PP-In, trắng tẩy, K60x85LL, TL: 101.13g/cái, MK: BROWN GLOBE-2 PP 40KG - CODE 179 (2+0) (Mã: 5000998). [Tép 20 cái gấp 03, code ra ngoài]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/12/2023,0.102,5000,510
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA060085G101TT.INT,"Bao PP, trắng tẩy, K60(+1/-0.5)x85LL(+/-1), cắt răng cưa 90cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 100.63g/cái(+/-3). [Đếm tép: 100cái/tép]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/12/2023,0.102,5000,510
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT600105110111TRTA,"Cuộn PP, trắng tẩy, K60cm(+1/-0.5), MĐ:10.5x11.0, TL: 111g/m(+/-3).","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/12/2023,0.102,5000,510
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SOI-MK11,"Sợi PP, trắng tẩy, 960D, 2.50mm.","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/12/2023,0.102,5000,510
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH060088G105INTAQ36104,"Bao TP-PP, trắng tẩy, K60x88LL, TL: 105g/cái, MK: AQUA FLOUR 36 - CODE 104 (2+1) (Mã: 5000622). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/12/2023,0.105,5000,525
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB060088INT.AQ36.104,"Bao PP-In, trắng tẩy, K60x88LL, TL: 104.46g/cái, MK: AQUA FLOUR 36 - CODE 104 (2+1) [Mã: 5000622]. [Tép 20 cái, gấp 3, code ra ngoài]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/12/2023,0.105,5000,525
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA060088G104TT.INT,"Bao PP, trắng tẩy, K60(+1/-0.5)x88LL(+/-1), cắt răng cưa 93cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 103.96g/cái(+/-3.1). [Đếm tép: 100cái/tép]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/12/2023,0.105,5000,525
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT600105110111TRTA,"Cuộn PP, trắng tẩy, K60cm(+1/-0.5), MĐ:10.5x11.0, TL: 111g/m(+/-3).","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/12/2023,0.105,5000,525
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SOI-MK11,"Sợi PP, trắng tẩy, 960D, 2.50mm.","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/12/2023,0.105,5000,525
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH075118G125INT.CAMI667,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 667 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB075118G122INT.CAMI667,"Bao PP-In, trắng tẩy, K75.0x118.0LL, TL: 122.18g/cái, MK: CÁM MÌ POLLARD - CODE 667 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA075118G122INT,"Bao PP, trắng tẩy, K75.0x118.0LL(+/-1), cắt thẳng 122.0cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 121.68g/cái(+/-3.5). [100cái/tép]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH075118G125INT.CAMI668,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 668 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB075118G122INT.CAMI668,"Bao PP-In, trắng tẩy, K75.0x118.0LL, TL: 122.18g/cái, MK: CÁM MÌ POLLARD - CODE 668 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA075118G122INT,"Bao PP, trắng tẩy, K75.0x118.0LL(+/-1), cắt thẳng 122.0cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 121.68g/cái(+/-3.5). [100cái/tép]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH075118G125INT.CAMI669,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 669 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB075118G122INT.CAMI669,"Bao PP-In, trắng tẩy, K75.0x118.0LL, TL: 122.18g/cái, MK: CÁM MÌ POLLARD - CODE 669 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA075118G122INT,"Bao PP, trắng tẩy, K75.0x118.0LL(+/-1), cắt thẳng 122.0cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 121.68g/cái(+/-3.5). [100cái/tép]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH075118G125INT.CAMI670,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 670 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB075118G122INT.CAMI670,"Bao PP-In, trắng tẩy, K75.0x118.0LL, TL: 122.18g/cái, MK: CÁM MÌ POLLARD - CODE 670 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA075118G122INT,"Bao PP, trắng tẩy, K75.0x118.0LL(+/-1), cắt thẳng 122.0cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 121.68g/cái(+/-3.5). [100cái/tép]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH075118G125INT.CAMI671,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 671 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB075118G122INT.CAMI671,"Bao PP-In, trắng tẩy, K75.0x118.0LL, TL: 122.18g/cái, MK: CÁM MÌ POLLARD - CODE 671 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA075118G122INT,"Bao PP, trắng tẩy, K75.0x118.0LL(+/-1), cắt thẳng 122.0cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 121.68g/cái(+/-3.5). [100cái/tép]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/17/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH075118G125INT.CAMI672,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 672 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/23/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB075118G122INT.CAMI672,"Bao PP-In, trắng tẩy, K75.0x118.0LL, TL: 122.18g/cái, MK: CÁM MÌ POLLARD - CODE 672 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/23/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA075118G122INT,"Bao PP, trắng tẩy, K75.0x118.0LL(+/-1), cắt thẳng 122.0cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 121.68g/cái(+/-3.5). [100cái/tép]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/23/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/23/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/23/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH075118G125INT.CAMI673,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 673 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/23/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB075118G122INT.CAMI673,"Bao PP-In, trắng tẩy, K75.0x118.0LL, TL: 122.18g/cái, MK: CÁM MÌ POLLARD - CODE 673 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/23/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,CMA075118G122INT,"Bao PP, trắng tẩy, K75.0x118.0LL(+/-1), cắt thẳng 122.0cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 121.68g/cái(+/-3.5). [100cái/tép]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/23/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/23/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/23/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,TPH075118G125INT.CAMI674,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 674 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/23/2023,0.125,5000,625
SO2310-0007,MP23/10-003,CÔNG TY TNHH INTERFLOUR VIỆT NAM,INB075118G122INT.CAMI674,"Bao PP-In, trắng tẩy, K75.0x118.0LL, TL: 122.18g/cái, MK: CÁM MÌ POLLARD - CODE 674 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài]","INTER GIAO 12//10, 17/10, 23/10.",Version 1,,10/23/2023,0.125,5000,625
