Số đơn hàng,Mã sản phẩm,Tên sản phẩm,Công việc,Tên công việc,Mã nhóm,Mã mặt hàng,Tên mặt hàng,Đơn vị tính 1,Đơn vị tính 2,Số lượng (1),Số lượng (2)
SO2310-0001,0102107003000000,"Vải manh cuộn PP, trắng đục, K116cm, MĐ: 7x7, 900D, caro láng, TL: 66.0g/m. [5000m/cuộn]/THACUECL116070070066TRDU",02,Công đoạn tạo sợi,TPH-1551,SOI-ECL5-2,"Sợi PP, trắng đục, 850D, 3.33mm. [21.99%]",KG,KG,66.956999999999994,66.956999999999994
SO2310-0001,0102107003000000,"Vải manh cuộn PP, trắng đục, K116cm, MĐ: 7x7, 900D, caro láng, TL: 66.0g/m. [5000m/cuộn]/THACUECL116070070066TRDU",03,Công đoạn dệt,TPH-1552,0102107003000000,"Vải manh cuộn PP, trắng đục, K116cm, MĐ: 7x7, 900D, caro láng, TL: 66.0g/m. [5000m/cuộn]/THACUECL116070070066TRDU",M,KG,1000,66
SO2310-0002,HAT-PPKC,Hạt nhựa PP kéo sợi.,,,HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,100000,100000
SO2310-0003,0102129004000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 8x8, TL: 86.9g/m. [4000 mét/cuộn]/THACUSMY127080080869TRDU",02,Công đoạn tạo sợi,TPH-1551,SOI-SMY1,"Sợi PP denier 940D, bản chỉ 2.91mm (KH Sanmiguel)",KG,KG,26452.5,26452.5
SO2310-0003,0102129005000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 10x8, TL: 97.9g/m. [4000 mét/cuộn]/THACUSMY127100008098TRDU",02,Công đoạn tạo sợi,TPH-1551,SOI-SMY1-1,"Sợi PP denier 940D, bản chỉ 2.91mm (KH Sanmiguel)",KG,KG,4413.8,4413.8
SO2310-0003,0102129005000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 10x8, TL: 97.9g/m. [4000 mét/cuộn]/THACUSMY127100008098TRDU",02,Công đoạn tạo sợi,TPH-1551,SOI-SMY3-1,"Sợi PP, trắng đục, 950D, 2.50mm.",KG,KG,5518.2,5518.2
SO2310-0003,0102129004000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 8x8, TL: 86.9g/m. [4000 mét/cuộn]/THACUSMY127080080869TRDU",03,Công đoạn dệt,TPH-1552,0102129004000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 8x8, TL: 86.9g/m. [4000 mét/cuộn]/THACUSMY127080080869TRDU",M,KG,300000,26100
SO2310-0003,0102129005000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 10x8, TL: 97.9g/m. [4000 mét/cuộn]/THACUSMY127100008098TRDU",03,Công đoạn dệt,TPH-1552,0102129005000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 10x8, TL: 97.9g/m. [4000 mét/cuộn]/THACUSMY127100008098TRDU",M,KG,100000,9790
SO2310-0004,TPH495805G079MEK.BMSP9,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",02,Công đoạn tạo sợi,TPH-1551,SOI-MK12,"Sợi PP, trắng tẩy, 970D, 2.50mm (cũ 990D).",KG,KG,0.79862,0.79862
SO2310-0004,TPH595935G114MEK.BMXL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0g/cái, MK: Bột mì chuyên dụng xích lô (4+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",02,Công đoạn tạo sợi,TPH-1551,SOI-MK12,"Sợi PP, trắng tẩy, 970D, 2.50mm (cũ 990D).",KG,KG,1.1579200000000001,1.1579200000000001
SO2310-0004,TPH073114G140MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140g/cái, MK: Cám tinh (1+1)",02,Công đoạn tạo sợi,TPH-1551,SOI-MK13,"Sợi PP, trắng tẩy, 850D, 2.50mm.",KG,KG,1.42445,1.42445
SO2310-0004,TPH595935G114MEK.BMXL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0g/cái, MK: Bột mì chuyên dụng xích lô (4+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",03,Công đoạn dệt,TPH-1552,THACAMEK595100110116TRDU,"Vải cuộn PP trắng đục có tẩy khổ 59.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 116.3g/m",M,KG,9.8237000000000005,1.142496
SO2310-0004,TPH073114G140MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140g/cái, MK: Cám tinh (1+1)",03,Công đoạn dệt,TPH-1552,THACAMEK073100110117TRDU,"Vải cuộn PP trắng đục có tẩy khổ 73.0cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 117.5g/m",M,KG,11.961499999999999,1.4054759999999999
SO2310-0004,TPH495805G079MEK.BMSP9,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",03,Công đoạn dệt,TPH-1552,THACAMEK495100110092TRDU,"Vải cuộn PP trắng đục có tẩy khổ 49.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 92.7g/m",M,KG,8.5002999999999993,0.78797799999999996
SO2310-0004,TPH073114G140MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140g/cái, MK: Cám tinh (1+1)",15,Công đoạn cắt may tự động,BAO,CMA073114G139TD.MEK,"Bao PP, trắng đục K73.0x114.5PB (cm); TL: 139.0g/cái. Cắt thẳng 117.5cm , đáy gấp 1 lần may 2 đường PP900D màu trắng",Cái,KG,10,1.39
SO2310-0004,TPH495805G079MEK.BMSP9,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",15,Công đoạn cắt may tự động,BAO,CMA495805G078TD.MEK,"Bao PP, trắng đục K49.5x80.5PB (cm); TL: 78.0g/cái. Cắt thẳng 83.5cm , đáy gấp 1 lần may 2 đường PP900D màu trắng",Cái,KG,10,0.78
SO2310-0004,TPH595935G114MEK.BMXL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0g/cái, MK: Bột mì chuyên dụng xích lô (4+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",15,Công đoạn cắt may tự động,BAO,CMA595935G113TD.MEK,"Bao PP, trắng đục K59.5x93.5PB (cm); TL: 113.0g/cái. Cắt thẳng 96.5cm , đáy gấp 1 lần may 2 đường PP900D màu trắng",Cái,KG,10,1.13
SO2310-0004,TPH495805G079MEK.BMSP9,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",34,Công đoạn ép kiện,TPH-1553,TPH495805G079MEK.BMSP9,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",Cái,KG,10,0.8
SO2310-0004,TPH595935G114MEK.BMXL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0g/cái, MK: Bột mì chuyên dụng xích lô (4+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",34,Công đoạn ép kiện,TPH-1553,TPH595935G114MEK.BMXL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0g/cái, MK: Bột mì chuyên dụng xích lô (4+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",Cái,KG,10,1.175
SO2310-0004,TPH073114G140MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140g/cái, MK: Cám tinh (1+1)",34,Công đoạn ép kiện,TPH-1553,TPH073114G140MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140g/cái, MK: Cám tinh (1+1)",Cái,KG,10,1.355
SO2310-0005,THACUTAU670080080087TD35,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 38(PE) = 125.0g/m.",02,Công đoạn tạo sợi,TPH-1551,SOI-GL16-3,"Sợi PP, trắng đục, 880D, 2.91mm. [22.7TC] [No Recycled]",KG,KG,7054,7054
SO2310-0005,THACUTAU670080080087TRDU,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 28(PE) = 115.0g/m.",02,Công đoạn tạo sợi,TPH-1551,SOI-GL16-3,"Sợi PP, trắng đục, 880D, 2.91mm. [22.7TC] [No Recycled]",KG,KG,9699.25,9699.25
SO2310-0005,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",02,Công đoạn tạo sợi,TPH-1551,SOI-TP14-1,"Sợi PP, màu trắng đục, 820D, 3.0mm.",KG,KG,12423.566999999999,12423.566999999999
SO2310-0005,THACUTAU670080080087TD35,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 38(PE) = 125.0g/m.",03,Công đoạn dệt,TPH-1552,THACUTAU670080080087TD35,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 38(PE) = 125.0g/m.",M,KG,80000,10000
SO2310-0005,THACUTAU670080080087TRDU,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 28(PE) = 115.0g/m.",03,Công đoạn dệt,TPH-1552,THACUTAU670080080087TRDU,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 28(PE) = 115.0g/m.",M,KG,110000,12650
SO2310-0005,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",03,Công đoạn dệt,TPH-1552,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",M,KG,157000,12246
SO2310-0005,THACUTAU670080080087TRDU,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 28(PE) = 115.0g/m.",07,Công đoạn thổi túi (HDPE - LDPE-LLDPE),THA,HDPE0032-1,"Cuộn HDPE, K67.3cm, 28.0g/m, 25.0mic, trắng đục. [18.3TC]",M,KG,111484.89,3121.57692
SO2310-0005,THACUTAU670080080087TD35,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 38(PE) = 125.0g/m.",07,Công đoạn thổi túi (HDPE - LDPE-LLDPE),THA,HDPE0034,"Cuộn HDPE, K67.3cm, 38.0g/m, 35.0mic, trắng đục.",M,KG,81080,3081.04
SO2310-0006,TPH050085G075CAMSGX.B01,"Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50]",02,Công đoạn tạo sợi,TPH-1551,SOI-SGX-05,"Sợi PP, 2.60mm, 730D, CAM EMH 33113",KG,KG,0.29957499999999998,0.29957499999999998
SO2310-0006,TPH043065G052CAMSGX.A01,"Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50]",02,Công đoạn tạo sợi,TPH-1551,SOI-SGX-05,"Sợi PP, 2.60mm, 730D, CAM EMH 33113",KG,KG,0.19916,0.19916
SO2310-0006,TPH043065G052CAMSGX.A01,"Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50]",03,Công đoạn dệt,TPH-1552,THACUSGX445100094055CA00,"Cuộn PP, lồng PE, màu cam, K44.5cm, MĐ: 10.12x9.4, 2.50mm, TL: PP 55g + PE 17.0g/m = 72g/m.",M,KG,3.5728200000000001,0.257243
SO2310-0006,TPH050085G075CAMSGX.B01,"Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50]",03,Công đoạn dệt,TPH-1552,THACUSGX520100094064CA00,"Cuộn PP, lồng PE, màu cam, K52.0cm, MĐ: 10.12x9.4, 2.50mm, TL: PP 64g/m + PE 20g/m = 84g/m. [Kiểm soát dung sai âm]",M,KG,4.6184900000000004,0.38795299999999999
SO2310-0006,TPH050085G075CAMSGX.B01,"Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50]",07,Công đoạn thổi túi (HDPE - LDPE-LLDPE),THA,HDPE0025-3,"Cuộn HDPE, K52.3cm, 20.0g/m, 22.0mic, trắng đục. [22TC] [Chú ý: Chỉ dùng cho mã THACU4TR520085080062TRDU]",M,KG,4.6808399999999999,0.093617000000000006
SO2310-0006,TPH043065G052CAMSGX.A01,"Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50]",07,Công đoạn thổi túi (HDPE - LDPE-LLDPE),THA,HDPE0018-2,"Cuộn HDPE, K44.8cm, 17.0g/m, 22.0mic, trắng đục.",M,KG,3.6210550000000001,0.061558000000000002
SO2310-0006,TPH043065G052CAMSGX.A01,"Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50]",10,Công đoạn tráng hấp,TPH-1552,HAPSGX435072CA00,"Cuộn PP, hấp PE bên trong, màu cam, K43.5cm (+1/-0.5), MĐ: 10.0x9.4, dày 22m, TL: 72g/m. [3000m/cuộn]",M,KG,3.5200200000000001,0.25344100000000003
SO2310-0006,TPH050085G075CAMSGX.B01,"Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50]",10,Công đoạn tráng hấp,TPH-1552,HAPSGX510084CA00,"Cuộn PP, hấp PE bên trong, màu cam, K51.0cm (+/-0.5), MĐ: 10.0x9.4, dày 22m, TL: 84g/m. [3000m/cuộn]",M,KG,4.5502399999999996,0.38222
SO2310-0006,TPH050085G075CAMSGX.B01,"Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50]",13,Công đoạn in cuộn,IN,THAINSGX510088CAM.B01,"Cuộn PP-In, tráng hấp, màu cam, K51cm, TL: 74.92g/88cm, MK: SGX-B01 (50dm3).",CAI,KG,5.145,0.385463
SO2310-0006,TPH050085G075CAMSGX.B01,"Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50]",15,Công đoạn cắt may tự động,BAO,CMA051085CAMSGX.B01,"Bao PP-In, tráng hấp, màu cam, K51x85PB (+/-1), cắt thẳng 88cm (+/-1), đáy 1 lần/2 đường PP900D trắng, MK: SGX B01 (50dm3), TL: 75.78g/cái (+/-2.2).",CAI,KG,5,0.37890000000000001
SO2310-0006,TPH043065G052CAMSGX.A01,"Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50]",15,Công đoạn cắt may tự động,BAO,CMA435065CAMSGX,"Bao PP, tráng hấp, màu cam, K43.5x65PB (+/-1), cắt thẳng 68cm (+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 49.5g/cái (+/-1.5).",CAI,KG,5.1,0.25245000000000001
SO2310-0006,TPH043065G052CAMSGX.A01,"Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50]",17,Công đoạn in cái (in thủ công),IN,INB435065CAMSGX.A01,"Bao PP-In, tráng trong, màu cam, K43.5x65PB (+/-1), MK: SGX A01 (20dm3), TL: 50.5g/cái (+/-1.5). [100 cái/xấp]",CAI,KG,5,0.2525
SO2310-0006,TPH043065G052CAMSGX.A01,"Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50]",31,Công đoạn cột bao,TPH-1553,TPH043065G052CAMSGX.A01,"Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50]",CAI,KG,5,0.26
SO2310-0006,TPH050085G075CAMSGX.B01,"Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50]",31,Công đoạn cột bao,TPH-1553,TPH050085G075CAMSGX.B01,"Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50]",CAI,KG,5,0.375
SO2310-0007,TPH075118G125INT.CAMI667,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 667 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",02,Công đoạn tạo sợi,TPH-1551,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KG,KG,630.535,630.535
SO2310-0007,TPH075118G125INT.CAMI668,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 668 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",02,Công đoạn tạo sợi,TPH-1551,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KG,KG,630.535,630.535
SO2310-0007,TPH075118G125INT.CAMI669,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 669 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",02,Công đoạn tạo sợi,TPH-1551,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KG,KG,630.535,630.535
SO2310-0007,TPH075118G125INT.CAMI670,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 670 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",02,Công đoạn tạo sợi,TPH-1551,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KG,KG,630.535,630.535
SO2310-0007,TPH075118G125INT.CAMI671,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 671 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",02,Công đoạn tạo sợi,TPH-1551,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KG,KG,630.535,630.535
SO2310-0007,TPH075118G125INT.CAMI672,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 672 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",02,Công đoạn tạo sợi,TPH-1551,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KG,KG,630.535,630.535
SO2310-0007,TPH075118G125INT.CAMI673,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 673 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",02,Công đoạn tạo sợi,TPH-1551,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KG,KG,630.535,630.535
SO2310-0007,TPH075118G125INT.CAMI674,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 674 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",02,Công đoạn tạo sợi,TPH-1551,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KG,KG,630.535,630.535
SO2310-0007,TPH075118G125INT.CAMI675,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 675 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",02,Công đoạn tạo sợi,TPH-1551,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KG,KG,630.535,630.535
SO2310-0007,TPH075118G125INT.CAMI676,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 676 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",02,Công đoạn tạo sợi,TPH-1551,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KG,KG,630.535,630.535
SO2310-0007,TPH060088G105INTAQ36104,"Bao TP-PP, trắng tẩy, K60x88LL, TL: 105g/cái, MK: AQUA FLOUR 36 - CODE 104 (2+1) (Mã: 5000622). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",02,Công đoạn tạo sợi,TPH-1551,SOI-MK11,"Sợi PP, trắng tẩy, 960D, 2.50mm.",KG,KG,542.17,542.17
SO2310-0007,TPH060085INT.BRGL2.178,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: BROWN GLOBE-2 PP 40KG - CODE 178 (2+0) (Mã: 5000998). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",02,Công đoạn tạo sợi,TPH-1551,SOI-MK11,"Sợi PP, trắng tẩy, 960D, 2.50mm.",KG,KG,519.28,519.28
SO2310-0007,TPH060085INT.BRGL2.179,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: BROWN GLOBE-2 PP 40KG - CODE 179 (2+0) (Mã: 5000998). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",02,Công đoạn tạo sợi,TPH-1551,SOI-MK11,"Sợi PP, trắng tẩy, 960D, 2.50mm.",KG,KG,519.28,519.28
SO2310-0007,TPH060088G105INTAQ36104,"Bao TP-PP, trắng tẩy, K60x88LL, TL: 105g/cái, MK: AQUA FLOUR 36 - CODE 104 (2+1) (Mã: 5000622). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",03,Công đoạn dệt,TPH-1552,THACAINT600105110111TRTA,"Cuộn PP, trắng tẩy, K60cm(+1/-0.5), MĐ:10.5x11.0, TL: 111g/m(+/-3).",M,KG,4819.36,534.94896000000006
SO2310-0007,TPH060085INT.BRGL2.178,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: BROWN GLOBE-2 PP 40KG - CODE 178 (2+0) (Mã: 5000998). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",03,Công đoạn dệt,TPH-1552,THACAINT600105110111TRTA,"Cuộn PP, trắng tẩy, K60cm(+1/-0.5), MĐ:10.5x11.0, TL: 111g/m(+/-3).",M,KG,4615.9,512.36490000000003
SO2310-0007,TPH060085INT.BRGL2.179,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: BROWN GLOBE-2 PP 40KG - CODE 179 (2+0) (Mã: 5000998). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",03,Công đoạn dệt,TPH-1552,THACAINT600105110111TRTA,"Cuộn PP, trắng tẩy, K60cm(+1/-0.5), MĐ:10.5x11.0, TL: 111g/m(+/-3).",M,KG,4615.9,512.36490000000003
SO2310-0007,TPH075118G125INT.CAMI667,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 667 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",03,Công đoạn dệt,TPH-1552,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).",M,KG,6284.22,622.13778000000002
SO2310-0007,TPH075118G125INT.CAMI668,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 668 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",03,Công đoạn dệt,TPH-1552,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).",M,KG,6284.22,622.13778000000002
