Ngày SX,Tên máy,Ca,Tên TT,Tên TP,Đơn hàng,Số KHTK,LSX,Mã Sợi,Tên Sợi,Số lượng sợi yêu cầu,Số lượng phế theo bom,Số lượng sợi đạt,Số lượng sợi tạm nhập,Số lượng sợi phế,Số lượng sợi chênh lệch với KH,Số lượng phế chênh lệch với KH,Đánh giá % sợi,Đánh giá % phế,Đánh giá
45204,O01,Ngày,,,SO2309-0068,MP23/10-010,LSX10/23-015,HAT-SUITAPMAU,SỦI TẠP MÀU,0,0,2800,0,0,-2800,0,,,Không đạt
45204,O01,Ngày,,,SO2307-0024,MP23/07-030,LSX07/23-029,SUI-MAUCAM,Sủi màu CAM,0,0,600,0,0,-600,0,,,Không đạt
45268,O01,Ngày,,,SO2307-0024,MP23/07-030,LSX07/23-029,SUI-MAUCAM,Sủi màu CAM,0,0,1440,0,0,-1440,0,,,Không đạt
45266,O01,Ngày,,,SO2310-0039,MP23/10-036,LSX10/23-050,SUI-MAUCAM,Sủi màu CAM,0,0,2040,0,0,-2040,0,,,Không đạt
45204,O01,Ngày,,,SO2307-0024,MP23/07-030,LSX07/23-029,SUI-MAUDO,Sủi màu đỏ.,0,0,720,0,0,-720,0,,,Không đạt
45202,O01,Ngày,,,SO2307-0024,MP23/07-030,LSX07/23-029,SUI-MAUDO,Sủi màu đỏ.,0,0,80,0,0,-80,0,,,Không đạt
45290,O01,Ngày,,,SO2312-0054,MP23/12-052,LSX12/23-064,SUI-RUALAI,"Hạt nhựa đổ, rửa ó lại",0,0,400,0,0,-400,0,,,Không đạt
45244,O01,Ngày,,,SO2309-0054,MP23/09-063,LSX09/23-048,SUI-TRANG,Sủi trắng,0,0,4480,0,0,-4480,0,,,Không đạt
45275,O01,Ngày,,,SO2311-0044,MP23/11-046,LSX12/23-002,SUI-TRANG,Sủi trắng,0,0,3650,0,0,-3650,0,,,Không đạt
45275,O01,Ngày,,,SO2312-0028,MP23/12-018,LSX12/23-025,SUI-TRANG,Sủi trắng,0,0,870,0,0,-870,0,,,Không đạt
45250,O01,Ngày,,,SO2309-0054,MP23/09-063,LSX09/23-048,SUI-TRANG,Sủi trắng,0,0,1560,0,0,-1560,0,,,Không đạt
45258,O01,Ngày,,,SO2311-0044,MP23/11-046,LSX12/23-002,SUI-TRANG,Sủi trắng,0,0,4080,0,0,-4080,0,,,Không đạt
45260,O01,Ngày,,,SO2311-0044,MP23/11-046,LSX12/23-002,SUI-TRANG,Sủi trắng,0,0,4240,0,0,-4240,0,,,Không đạt
45262,O01,Ngày,,,SO2311-0044,MP23/11-046,LSX12/23-002,SUI-TRANG,Sủi trắng,0,0,2350,0,0,-2350,0,,,Không đạt
45262,O01,Ngày,,,SO2309-0054,MP23/09-063,LSX09/23-048,SUI-TRANG,Sủi trắng,0,0,1890,0,0,-1890,0,,,Không đạt
45233,O01,Ngày,,,SO2309-0054,MP23/09-063,LSX09/23-048,SUI-TRANG,Sủi trắng,0,0,4080,0,0,-4080,0,,,Không đạt
45230,O01,Ngày,,,SO2309-0054,MP23/09-063,LSX09/23-048,SUI-TRANG,Sủi trắng,0,0,1680,0,0,-1680,0,,,Không đạt
45221,O01,Ngày,,,SO2309-0054,MP23/09-063,LSX09/23-048,SUI-TRANG,Sủi trắng,0,0,3600,0,0,-3600,0,,,Không đạt
45219,O01,Ngày,,,SO2309-0054,MP23/09-063,LSX09/23-048,SUI-TRANG,Sủi trắng,0,0,3240,0,0,-3240,0,,,Không đạt
45219,O01,Ngày,,,SO2309-0054,MP23/09-063,LSX09/23-048,SUI-TRANG,Sủi trắng,0,0,520,0,0,-520,0,,,Không đạt
45205,O01,Ngày,,,SO2309-0054,MP23/09-063,LSX09/23-048,SUI-TRANG,Sủi trắng,0,0,4080,0,0,-4080,0,,,Không đạt
45204,O01,Ngày,,,SO2309-0054,MP23/09-063,LSX09/23-048,SUI-TRANG,Sủi trắng,0,0,240,0,0,-240,0,,,Không đạt
45253,O01,Ngày,,,SO2309-0054,MP23/09-063,LSX09/23-048,SUI-TRANG,Sủi trắng,0,0,3440,0,0,-3440,0,,,Không đạt
45202,O01,Ngày,,,SO2309-0054,MP23/09-063,LSX09/23-048,SUI-TRANG,Sủi trắng,0,0,4240,0,0,-4240,0,,,Không đạt
45242,O01,Ngày,,,SO2309-0054,MP23/09-063,LSX09/23-048,SUI-TRANG,Sủi trắng,0,0,4560,0,0,-4560,0,,,Không đạt
45285,O01,Ngày,,,SO2312-0028,MP23/12-018,LSX12/23-025,SUI-TRANG,Sủi trắng,0,0,2400,0,0,-2400,0,,,Không đạt
45224,O01,Ngày,,,SO2309-0054,MP23/09-063,LSX09/23-048,SUI-TRANG,Sủi trắng,0,0,1600,0,0,-1600,0,,,Không đạt
45227,O01,Ngày,,,SO2309-0054,MP23/09-063,LSX09/23-048,SUI-TRANG,Sủi trắng,0,0,4400,0,0,-4400,0,,,Không đạt
45278,O01,Ngày,,,SO2312-0028,MP23/12-018,LSX12/23-025,SUI-TRANG,Sủi trắng,0,0,4480,0,0,-4480,0,,,Không đạt
45264,O01,Ngày,,,SO2311-0044,MP23/11-046,LSX12/23-002,SUI-TRANG,Sủi trắng,0,0,4120,0,0,-4120,0,,,Không đạt
45271,O01,Ngày,,,SO2311-0044,MP23/11-046,LSX12/23-002,SUI-TRANG,Sủi trắng,0,0,3880,0,0,-3880,0,,,Không đạt
45266,O01,Ngày,,,SO2311-0044,MP23/11-046,LSX12/23-002,SUI-TRANG,Sủi trắng,0,0,2680,0,0,-2680,0,,,Không đạt
45286,O01,Ngày,,,SO2312-0028,MP23/12-018,LSX12/23-025,SUI-TRANG,Sủi trắng,0,0,4400,0,0,-4400,0,,,Không đạt
45290,O01,Ngày,,,SO2312-0028,MP23/12-018,LSX12/23-025,SUI-TRANG,Sủi trắng,0,0,3280,0,0,-3280,0,,,Không đạt
45271,O01,Ngày,,,SO2307-0024,MP23/07-030,LSX07/23-029,SUI-VANG,Sủi vàng,0,0,160,0,0,-160,0,,,Không đạt
45268,O01,Ngày,,,SO2307-0024,MP23/07-030,LSX07/23-029,SUI-VANG,Sủi vàng,0,0,2240,0,0,-2240,0,,,Không đạt
45219,O01,Ngày,,,SO2310-0039,MP23/10-036,LSX10/23-050,SUI-XANHDUONG,Sủi xanh dương.,0,0,1040,0,0,-1040,0,,,Không đạt
45219,O01,Ngày,,,SO2310-0039,MP23/10-036,LSX10/23-050,SUI-XANHLA,Sủi màu xanh lá,0,0,840,0,0,-840,0,,,Không đạt
45221,O01,Ngày,,,SO2310-0039,MP23/10-036,LSX10/23-050,SUI-XANHLA,Sủi màu xanh lá,0,0,280,0,0,-280,0,,,Không đạt
45219,O01,Ngày,,,SO2310-0039,MP23/10-036,LSX10/23-050,SUI-XANHLA,Sủi màu xanh lá,0,0,360,0,0,-360,0,,,Không đạt
45225,SOI7,Đêm,,,SO2309-0035,MP23/09-046,LSX09/23-035,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",1750,26.25,1745,0,5,5,21.25,0.99714285714285711,0.19047600000000001,Đạt
45204,SOI8,Ngày,,,SO2309-0035,MP23/09-046,LSX09/23-035,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",0,0,0,285,0,-285,0,,,Không đạt
45204,SOI8,Ngày,,,SO2309-0035,MP23/09-046,LSX09/23-035,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",0,0,1059,0,25,-1059,-25,,,Không đạt
45213,SOI8,Đêm,,,SO2309-0035,MP23/09-046,LSX09/23-035,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",3500,52.5,3889,0,30,-389,22.5,1.1111428571428572,0.57142800000000005,Đạt
45213,SOI8,Ngày,,,SO2309-0035,MP23/09-046,LSX09/23-035,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",3500,52.5,0,220.1,0,3279.9,52.5,0.062885714285714281,0,Không đạt
45213,SOI8,Ngày,,,SO2309-0035,MP23/09-046,LSX09/23-035,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",3500,52.5,2324.7,0,35,1175.3,17.5,0.66420000000000001,0.66666599999999998,Không đạt
45204,SOI8,Đêm,,,SO2309-0035,MP23/09-046,LSX09/23-035,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",0,0,2739,0,28,-2739,-28,,,Không đạt
45209,SOI8,Ngày,,,SO2309-0035,MP23/09-046,LSX09/23-035,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",0,0,2307.7,0,20,-2307.7,-20,,,Không đạt
45209,SOI8,Đêm,,,SO2309-0035,MP23/09-046,LSX09/23-035,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",0,0,849,0,8,-849,-8,,,Không đạt
45260,SOI2,Ngày,,,SO2311-0041,MP23/11-040,LSX11/23-046,SOI-CO1,"Sợi PP màu trắng đục, 650D, bản chỉ 2.60mm, độ bền lực 2.60kgF, giãn dài 20%, long đền 5.75mm.",0,0,1726,0,30,-1726,-30,,,Không đạt
45260,SOI2,Ngày,,,SO2311-0041,MP23/11-040,LSX11/23-046,SOI-CO1,"Sợi PP màu trắng đục, 650D, bản chỉ 2.60mm, độ bền lực 2.60kgF, giãn dài 20%, long đền 5.75mm.",0,0,0,76,0,-76,0,,,Không đạt
45260,SOI2,Đêm,,,SO2311-0041,MP23/11-040,LSX11/23-046,SOI-CO1,"Sợi PP màu trắng đục, 650D, bản chỉ 2.60mm, độ bền lực 2.60kgF, giãn dài 20%, long đền 5.75mm.",0,0,2494.3,0,8,-2494.3,-8,,,Không đạt
45208,SOI3,Đêm,,,SO2309-0044,MP23/09-052,LSX09/23-034,SOI-CO1-1,"Sợi PP, trắng đục, 650D, 2.60mm.",0,0,1636.6,0,30,-1636.6,-30,,,Không đạt
