Ngày lập đơn,Số yêu cầu,Diễn giải,Yêu cầu mua hàng,Đơn đặt hàng,Mã mặt hàng,Tên mặt hàng,Đơn vị tính 1,Hệ số,Đơn vị tính 2,Số lượng (1),Số lượng (2)
12/11/2023,LN12/23-048,ỐNG GIẤY CŨ PO12/23-031,PR23/12-022,PO12/23-031,5200101410000000,Ống giấy cũ dài trên 135cm.,KG,1,KG,2310,2310
12/21/2023,LN12/23-094,ỐNG GIẤY CŨ PO12/23-031/062,PR23/12-022,PO12/23-031,5200101410000000,Ống giấy cũ dài trên 135cm.,KG,1,KG,690,690
12/21/2023,LN12/23-094,ỐNG GIẤY CŨ PO12/23-031/062,PR23/12-051,PO12/23-062,5200101410000000,Ống giấy cũ dài trên 135cm.,KG,1,KG,1520,1520
12/12/2023,LN12/23-052,Vật tư thay thế cho máy sợi LOHIA. PO11/23-009/066/071 VÀ PO12/23-012.,PR23/11-069,PO11/23-071,0906202060000000,Ống ghen chịu nhiệt FRS phi 8mm,SOI,1,SOI,20,20
12/12/2023,LN12/23-052,Vật tư thay thế cho máy sợi LOHIA. PO11/23-009/066/071 VÀ PO12/23-012.,PR23/11-069,PO11/23-071,0906202050000000,Ống ghen chịu nhiệt FRS phi 6mm,SOI,1,SOI,20,20
10/16/2023,LN10/23-059,Thiết bị sử dụng của bộ phận sản xuất theo đề xuất. PO10/23-020/032.,PR23/10-027,PO10/23-032,0906202530000000,Ống dầu thủy lực vỏ thép bấm  2 đầu  ren trong phi 42 -côn lồi - dài 650mm.,ONG,1,ONG,1,1
10/17/2023,LN10/23-060,Vật tư lắp điện chiếu sáng cho máy dệt NOVA61. Và vật tư sửa chữa máy thổi 02. PO09/23-090 và PO10/23-033.,PR23/10-031,PO10/23-033,0906200020000000,Ống co nhiệt cách điện 60/30 màu xanh,Mét,1,Mét,10,10
10/17/2023,LN10/23-060,Vật tư lắp điện chiếu sáng cho máy dệt NOVA61. Và vật tư sửa chữa máy thổi 02. PO09/23-090 và PO10/23-033.,PR23/10-031,PO10/23-033,0906200030000000,Ống co nhiệt cách điện 60/30 màu vàng,Mét,1,Mét,10,10
10/17/2023,LN10/23-060,Vật tư lắp điện chiếu sáng cho máy dệt NOVA61. Và vật tư sửa chữa máy thổi 02. PO09/23-090 và PO10/23-033.,PR23/10-031,PO10/23-033,0906200010000000,Ống co nhiệt cách điện  60/30 màu đỏ,Mét,1,Mét,10,10
11/23/2023,LN11/23-091,Vật tư sử dụng thay thế cho MMTB của phân xưởng dệt. PO10/23-031/045.,PR23/10-044,PO10/23-045,0901000400000000,Ống càng thoi - dài 310 ( theo mẫu),ONG,1,ONG,37,37
12/4/2023,LN12/23-011,Vật tư sử dụng thay thế cho MMTB của phân xưởng dệt. PO10/23-045,PR23/10-044,PO10/23-045,0901000400000000,Ống càng thoi - dài 310 ( theo mẫu),ONG,1,ONG,23,23
12/12/2023,LN12/23-056,Đặt khắc bản in cao su PO12/23-032.,PR23/12-028,PO12/23-032,5200106030000000,Omyacarb 12-MI,CM2,1,CM2,3988,3988
10/16/2023,LN10/23-055,Vật tư thay thế cho máy sợi LOHIA-8. ANH PHƯƠNG BÁO 16/10/2023 BỎ MỤC CỐT MÓC PO09/23-035/065 VÀ PO10/23-015/023.,PR23/10-013,PO10/23-023,0906400010000000,ỐC CHỊU TAY ZÊN MÁY MAY 2W (MÃ SỐ 1/4S40010),Cái,1,Cái,10,10
12/12/2023,LN12/23-052,Vật tư thay thế cho máy sợi LOHIA. PO11/23-009/066/071 VÀ PO12/23-012.,PR23/11-056,PO11/23-066,0902209540000000,Ổ cắm đế nổi loại 3 ổ SINO,CAI,1,CAI,10,10
12/28/2023,LN12/23-118,"Vật tư làm dàn hoa cho nhà văn phòng mới, PO12/23-027/044/067.",PR23/12-024,PO12/23-027,0906501130000000,Nút nhấn phi 22 màu xanh. Schneider - XB7EA31P,CAI,1,CAI,20,20
12/28/2023,LN12/23-118,"Vật tư làm dàn hoa cho nhà văn phòng mới, PO12/23-027/044/067.",PR23/12-024,PO12/23-027,0906501150000000,Nút nhấn phi 22 màu đen. Schneider - XB7EA21P,CAI,1,CAI,20,20
12/28/2023,LN12/23-118,"Vật tư làm dàn hoa cho nhà văn phòng mới, PO12/23-027/044/067.",PR23/12-024,PO12/23-027,0906501160000000,Nút nhấn dừng khẩn cấp phi 22 màu đỏ. Schneider - XB2ES42,CAI,1,CAI,20,20
10/26/2023,LN10/23-106,Thử nghiệm dầu cho máy may (FSSC qui định sử dụng dầu dùng trong thực phẩm) PO10/23-020/059 NƯỚC SUỐI ĐVT THÙNG KO PẢI CHAI.,PR23/10-061,PO10/23-059,5300101670000000,Nước suối aquafina 500ml,CHAI,1,CHAI,10,10
12/4/2023,LN12/23-015,"Đề xuất mua: xà phòng rửa tay CN, xe vắt có thùng lau nhà; nước lau san nhà; nước lau kính; swim PO10/23-020/079/086.",PR23/11-089,PO11/23-086,5300101670000000,Nước suối aquafina 500ml,CHAI,1,CHAI,480,480
10/26/2023,LN10/23-106,Thử nghiệm dầu cho máy may (FSSC qui định sử dụng dầu dùng trong thực phẩm) PO10/23-020/059 NƯỚC SUỐI ĐVT THÙNG KO PẢI CHAI.,PR23/10-061,PO10/23-059,53NUOCKH33000495,Nước suối Aquafina 355ml,CHAI,1,CHAI,15,15
12/4/2023,LN12/23-015,"Đề xuất mua: xà phòng rửa tay CN, xe vắt có thùng lau nhà; nước lau san nhà; nước lau kính; swim PO10/23-020/079/086.",PR23/11-089,PO11/23-086,53NUOCKH33000495,Nước suối Aquafina 355ml,CHAI,1,CHAI,360,360
10/26/2023,LN10/23-106,Thử nghiệm dầu cho máy may (FSSC qui định sử dụng dầu dùng trong thực phẩm) PO10/23-020/059 NƯỚC SUỐI ĐVT THÙNG KO PẢI CHAI.,PR23/10-062,PO10/23-059,0916100070000000,Nước sơn vàng vẽ layout,Hộp,1,H?p,2,2
11/2/2023,LN11/23-004,Vật tư sửa chữa máy móc thiết bị khu vực bán thành phẩm. PO10/23-028/044/059/069.,PR23/10-062,PO10/23-059,0916100070000000,Nước sơn vàng vẽ layout,Hộp,1,H?p,1,1
11/29/2023,LN11/23-125,"Đề xuất mua: xà phòng rửa tay CN, xe vắt có thùng lau nhà; nước lau san nhà; nước lau kính; swim PO11/23-079",PR23/11-077,PO11/23-079,0916100054000000,Nước Rửa Bồn Cầu VIM 900ml,CHAI,1,CHAI,5,5
11/29/2023,LN11/23-125,"Đề xuất mua: xà phòng rửa tay CN, xe vắt có thùng lau nhà; nước lau san nhà; nước lau kính; swim PO11/23-079",PR23/11-077,PO11/23-079,0916100052000000,Nước lau sàn nhà,CHAI,1,CHAI,10,10
11/29/2023,LN11/23-125,"Đề xuất mua: xà phòng rửa tay CN, xe vắt có thùng lau nhà; nước lau san nhà; nước lau kính; swim PO11/23-079",PR23/11-077,PO11/23-079,0916100053000000,Nước lau kính,CHAI,1,CHAI,5,5
10/17/2023,LN10/23-065,ĐỀ XUẤT ÁO ĐỒNG PHỤC CHO CBCNV 2023 PO07/23-057.,PR23/07-029,PO07/23-057,5200109101000000,Nón Kết Lưỡi Trai,CAI,1,CAI,600,600
11/21/2023,LN11/23-077,MUA KHUNG ĐỂ CHÍNH SÁCH CHẤT LƯỢNG PO11/23-047/050,PR23/11-043,PO11/23-050,53NONTAMKHA00491,Nón (tạm cho khách),CAI,1,CAI,200,200
11/2/2023,LN11/23-005,Vật tư thay bồn cầu viglacera (A Hợi) PO11/23-001,PR23/11-001,PO11/23-001,0903900300000000,Nối ren ngoài 34 BM,Cái,1,Cái,4,4
12/30/2023,LN12/23-132,"Vật tư thay thế cho máy sợi LOHIA 1-2, vật tư sửa chữa máy móc thiết bị của phòng kỹ thuật. PO12/23-067/085.",PR23/12-070,PO12/23-085,0906100600000000,Nối ống luồn dây điện PHI 20,CAI,1,CAI,70,70
10/5/2023,LN10/23-011,Vật tư sử dụng hằng ngày của PKT và dự phòng thay thế máy móc thiết bị phục vụ sản xuất.PO23/09-018/065/084/097/0100.,PR23/08-038,PO09/23-018,0906100300000000,Nối nhựa PVC ren ngoài phi 42 - ống 42,CAI,1,CAI,10,10
11/2/2023,LN11/23-005,Vật tư thay bồn cầu viglacera (A Hợi) PO11/23-001,PR23/11-001,PO11/23-001,0906100210000000,Nối Nhựa 34 (BM),CAI,1,CAI,3,3
10/16/2023,LN10/23-058,Thiết bị sử dụng của bộ phận sản xuất theo đề xuất. PO09/23-039/090/097 VÀ PO10/23-032.,PR23/09-082,PO09/23-097,090610182000000,Nối lục giác ren trong M8.,CAI,1,CAI,150,150
11/20/2023,LN11/23-066,Vật tư sửa chữa MMTB của phòng kỹ thuật. PO11/23-009/039.,PR23/11-030,PO11/23-039,0906100100000000,NỐI HƠI 1 ĐẦU REN 17/12,Cái,1,Cái,10,10
11/20/2023,LN11/23-066,Vật tư sửa chữa MMTB của phòng kỹ thuật. PO11/23-009/039.,PR23/11-030,PO11/23-039,0906100090000000,NỐI HƠI 1 ĐẦU REN 17/10,Cái,1,Cái,10,10
11/2/2023,LN11/23-005,Vật tư thay bồn cầu viglacera (A Hợi) PO11/23-001,PR23/11-001,PO11/23-001,090610210000000,Nối Giảm 49/34,CAI,1,CAI,2,2
11/20/2023,LN11/23-070,DỤNG CỤ BẾP THIÊN PHÁT ĐỢT 2 PO11/23-049.,PR23/11-045,PO11/23-049,5200109180000000,Nồi điện ( nồi Hầm xương),CAI,1,CAI,1,1
10/26/2023,LN10/23-102,ĐỀ XUẤT MUA VPP CÁC PHÒNG BAN THÁNG 10.2023 PO10/23-057.,PR23/10-054,PO10/23-057,5300101390000000,Nhựa ép plastic A4.,XẤP,1,X?P,2,2
10/17/2023,LN10/23-064,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 MFM VÀ UNIPACK(SO2310-0029+SO2309-0040) po10/23-038/040.,PR23/10-036,PO10/23-038,MDM-FLNHUVANG,Nhũ Vàng FL,KG,1,KG,15,15
11/13/2023,LN11/23-034,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG CHINA, MFM, INTER, LAHAD: SO2310-0050, SO2309-0064, SO2311-0003 PO11/23-028",PR23/11-022,PO11/23-028,MDM-FLNHUVANG,Nhũ Vàng FL,KG,1,KG,15,15
11/9/2023,LN11/23-027,Vật tư sử dụng cho máy sợi LOHIA-1. Và vật tư sửa chữa lược máy dệt LOHIA. PO11/23-020,PR23/11-014,PO11/23-020,0700100050000000,Nhớt omala320,LIT,1,LIT,200,200
10/9/2023,LN10/23-020,"Đề xuất dầu , nhớt, vỏ xe  cho 2 xe tải  51C 67266 & 54Y8359 PO09/23-028 THAY CHO CẢ 02 XE TẢI 1,6 TẤN VÀ 5 TẤN.",PR23/09-019,PO09/23-028,0700100171000000,Nhớt castrol 20W50.,LIT,1,LIT,36,36
10/12/2023,LN10/23-041,Mua nhớt sử dụng cho SX PO09/23-077 và PO10/23-028.,PR23/09-061,PO09/23-077,0700100030000000,nhớt 10,LIT,1,LIT,600,600
10/12/2023,LN10/23-041,Mua nhớt sử dụng cho SX PO09/23-077 và PO10/23-028.,PR23/10-030,PO10/23-028,0700100030000000,nhớt 10,LIT,1,LIT,1400,1400
11/9/2023,LN11/23-025,MUA NHỚT SỬ DỤNG CHO T11/2023 PO23/11-022.,PR23/11-017,PO11/23-022,0700100030000000,nhớt 10,LIT,1,LIT,2000,2000
12/6/2023,LN12/23-021,Mua nhớt cho SX sử dụng T12 và lưỡi cắt ống giấy PO12/23-015.,PR23/12-012,PO12/23-015,0700100030000000,nhớt 10,LIT,1,LIT,1000,1000
12/11/2023,LN12/23-046,Mua nhớt cho SX sử dụng T12 và lưỡi cắt ống giấy PO12/23-015.,PR23/12-012,PO12/23-015,0700100030000000,nhớt 10,LIT,1,LIT,1000,1000
12/20/2023,LN12/23-087,Mua dầu do + nhớt 10 + vải lau PO12/23-055.,PR23/12-048,PO12/23-055,0700100030000000,nhớt 10,LIT,1,LIT,2000,2000
10/17/2023,LN10/23-061,Thử nghiệm dầu cho máy may (FSSC qui định sử dụng dầu dùng trong thực phẩm) PO09/23-039/097 VÀ PO10/23-020.,PR23/09-026,PO09/23-039,0902209820000000,Nguồn LED DRiver. Model: SP-JY-100W - input: AC175-265V 50/60HZ - Output : DC 120-160V.,CAI,1,CAI,5,5
12/30/2023,LN12/23-139,"SO2312-0050 - UNIPACK (HIỆN NCC CÒN KHOẢNG 37,000 MÉT HÀNG TẠM HẾT CHƯA CÓ NHẬP VỀ. PHAAIR QUA T02/2024 MỚI CÓ HÀNG VỀ TIẾP) PO12/23-081.",PR23/12-067,PO12/23-081,NEP13MM.DEN,"Nẹp khổ 1.3cm, manh PP tráng một mặt màu đen, TL: 1.3g/m",M,0.0013,KG,33077,43.0001
10/9/2023,LN10/23-021,Vật tư sử dụng của phân xưởng sản xuất theo dề xuất. PO2308/044.,PR23/08-024,PO08/23-044,0906600380000000,Nắp chụp cao su phi 21 (PRESSURE ROLLER COVER -Ref : LS 2080 1120),CAI,1,CAI,100,100
11/9/2023,LN11/23-024,Mua hàng theo yêu cầu số PR23/06-048 PO06/23-092 VÀ PO08/23-044.,PR23/08-024,PO08/23-044,0906600380000000,Nắp chụp cao su phi 21 (PRESSURE ROLLER COVER -Ref : LS 2080 1120),CAI,1,CAI,100,100
11/2/2023,LN11/23-012,Nhập kho lô phụ tùng Perfect. theo yêu cầu mua hàng PR23/07-039.Vật tư bảo trì 16 máy dệt RX6.1,PR23/07-039,PO07/23-070,0923800017000000,Nắp chụp bánh xe cam RX6.1 mã: Z4U - 01491A,CAI,1,CAI,250,250
11/2/2023,LN11/23-013,Nhập kho lô phụ tùng Perfect. Theo yêu cầu mua hàng  PR23/07-040. Vật tư bảo trì 16 máy dệt RX6.1,PR23/07-040,PO07/23-071,0923800017000000,Nắp chụp bánh xe cam RX6.1 mã: Z4U - 01491A,CAI,1,CAI,250,250
11/23/2023,LN11/23-091,Vật tư sử dụng thay thế cho MMTB của phân xưởng dệt. PO10/23-031/045.,PR23/10-044,PO10/23-045,0916200020000000,NAM CHÂM SỨ NOVA6091007,Cái,1,Cái,100,100
12/20/2023,LN12/23-084,Vật tư sử dụng sửa chữa thay thế cho máy dệt LOHIA của KT SX. (TẠM NHẬP CHO NCC VŨ MINH. EZIC EM LÀM VIỆC GỬI BG HÃNG Ạ),PR23/08-011,PO08/23-025,0916200020000000,NAM CHÂM SỨ NOVA6091007,Cái,1,Cái,100,100
10/31/2023,LN10/23-128,ĐỀ XUẤT MUA MÌ TÔM BỒI DƯỠNG CA ĐÊM THÁNG 10.2023 PO10/23-059.,PR23/10-055,PO10/23-059,VPP-010000001000000,Mỳ tôm hảo hảo,THUNG,1,THUNG,30,30
12/21/2023,LN12/23-090,Vật tư thay thế cho xe 51F12549. Xe đưa rước nhân viên. PO12/23-036/044/047/057,PR23/12-039,PO12/23-044,VPP-010000001000000,Mỳ tôm hảo hảo,THUNG,1,THUNG,30,30
10/6/2023,LN10/23-013,"Vật tư sửa chữa máy ép kiện JUMBO số 2, máy in cuộn số 5, và máy sợi LH1.",PR23/09-050,PO09/23-065,0907200030000000,Mút bảo ôn cách nhiệt PE.OPP dạng ống phi trong 75mm dày 15mm,M,1,M,30,30
11/28/2023,LN11/23-117,Vật tư làm dàn hoa công viên văn phòng mới. PO11/23-073,PR23/11-072,PO11/23-073,09058001030000000,Mũi khoan bê tông phi 10 -  2 tấc,CAI,1,CAI,2,2
10/16/2023,LN10/23-055,Vật tư thay thế cho máy sợi LOHIA-8. ANH PHƯƠNG BÁO 16/10/2023 BỎ MỤC CỐT MÓC PO09/23-035/065 VÀ PO10/23-015/023.,PR23/10-013,PO10/23-023,0908601170000000,Mũi Doa tam giác phi 6mm.,CAI,1,CAI,1,1
10/16/2023,LN10/23-055,Vật tư thay thế cho máy sợi LOHIA-8. ANH PHƯƠNG BÁO 16/10/2023 BỎ MỤC CỐT MÓC PO09/23-035/065 VÀ PO10/23-015/023.,PR23/10-013,PO10/23-023,0908601180000000,Mũi Doa tam giác phi 10mm.,CAI,1,CAI,1,1
12/27/2023,LN12/23-114,ĐỀ XUẤT VPP THÁNG 12/2023 PO12/23-070/074.,PR23/12-059,PO12/23-070,VPP007,Mực lông dầu đỏ,HOP,1,HOP,20,20
10/26/2023,LN10/23-099,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG SÀI GÒN XANH + 66 LUMUT: SO2310-0028+SO2310-0029 PO10/23-,PR23/10-060,PO10/23-062,MUC-XL-DT-355,Mực in Gián tiếp màu xanh lá 355,KG,1,KG,48,48
12/4/2023,LN12/23-008,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG MEKONG VÀ SGX PO11/23-091. ĐỀ NGHỊ NHẬP KHO THEO SL THỰC NHẬN.,PR23/11-092,PO11/23-091,MUC-XL-DT-355,Mực in Gián tiếp màu xanh lá 355,KG,1,KG,25,25
11/27/2023,LN11/23-100,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG GẤP MEKONG (SO2310-0034) PO11/23-067.,PR23/11-062,PO11/23-067,0700100440000000,Mực Đỏ 1788 gián tiếp,KG,1,KG,64,64
12/4/2023,LN12/23-008,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG MEKONG VÀ SGX PO11/23-091. ĐỀ NGHỊ NHẬP KHO THEO SL THỰC NHẬN.,PR23/11-092,PO11/23-091,0700100440000000,Mực Đỏ 1788 gián tiếp,KG,1,KG,20,20
12/27/2023,LN12/23-114,ĐỀ XUẤT VPP THÁNG 12/2023 PO12/23-070/074.,PR23/12-059,PO12/23-070,5300100880000000,Mực Dấu Xanh,Hộp,1,H?p,2,2
11/27/2023,LN11/23-102,Mua hàng theo YCMH số PR23/06-060:  Vật tư dự phòng thay thế cho máy dệt Hengly + sử dụng vệ sinh tháp cooling tower Vật tư bảo trì thay thế cho hộp số máy dệt CS,PR23/06-060,PO07/23-041,0927600073000000,Motor lô thu cuộn Hengly SBYFZ850x6 ( RETARDER MOTOR ) Mã: G90F - 28,CAI,1,CAI,1,1
11/27/2023,LN11/23-102,Mua hàng theo YCMH số PR23/06-060:  Vật tư dự phòng thay thế cho máy dệt Hengly + sử dụng vệ sinh tháp cooling tower Vật tư bảo trì thay thế cho hộp số máy dệt CS,PR23/06-060,PO07/23-041,0927600074000000,"Motor lô đỉnh Hengly SBYFZ850x6 ( Mã: NMRV063/I - 100 - 0,37Kw",CAI,1,CAI,1,1
11/20/2023,LN11/23-070,DỤNG CỤ BẾP THIÊN PHÁT ĐỢT 2 PO11/23-049.,PR23/11-045,PO11/23-049,52001092800000000,Mô tơ Quạt Hút 3HP,CAI,1,CAI,1,1
12/4/2023,LN12/23-012,"Vật tư bảo trì dàn thu chi máy sợi, PO11/23-089.",PR23/11-090,PO11/23-089,0916900020000000,MỠ BÒ TRẮNG WHITE LITHIUM GREASE,KG,1,KG,9.2,9.2
10/6/2023,LN10/23-096,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-VMS0,"Miếng may khóa hình sao màu trắng có tráng, KT: 7.7cm x 10cm, TL: 1.4g/cái.",Cái,0.0014,KG,8000,11.2
10/12/2023,LN10/23-097,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-VMS0,"Miếng may khóa hình sao màu trắng có tráng, KT: 7.7cm x 10cm, TL: 1.4g/cái.",Cái,0.0014,KG,16000,22.4
10/18/2023,LN10/23-072,Thử nghiệm dầu cho máy may (FSSC qui định sử dụng dầu dùng trong thực phẩm PO23/09-001 VÀ PO10/23-020.),PR23/09-002,PO09/23-001,5300101890000000,Miếng cước chà màu xanh.,MIENG,1,MIENG,20,20
10/6/2023,LN10/23-096,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-MCD0,"Miếng che đáy + nắp, màu trắng, có tráng, K.31.0x29.0cm; TL: 16.8g/cái.",Cái,0.0168,KG,2000,33.6
10/12/2023,LN10/23-097,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-MCD0,"Miếng che đáy + nắp, màu trắng, có tráng, K.31.0x29.0cm; TL: 16.8g/cái.",Cái,0.0168,KG,4000,67.2
11/27/2023,LN11/23-108,Đặt khắc bản in cao su PO11/23-070,PR23/11-063,PO11/23-070,52001051370000000,MI A-40Kg,CM2,1,CM2,7931,7931
11/20/2023,LN11/23-070,DỤNG CỤ BẾP THIÊN PHÁT ĐỢT 2 PO11/23-049.,PR23/11-045,PO11/23-049,5200109190000000,Máy rửa 2 hộc công nghiệp,CAI,1,CAI,1,1
12/11/2023,LN12/23-039,Thiết bị sử dụng của bộ phận Kho theo đề xuất. PO11/23-071/079/093.,PR23/11-079,PO11/23-093,0906800200000000,Máy mài Bosh GWS900-100S-100mm,CAI,1,CAI,1,1
11/28/2023,LN11/23-122,Thiết bị sử dụng của bộ phận Kho theo đề xuất. PO11/23-047/071.,PR23/11-040,PO11/23-047,0906801690000000,Máy lạnh Toshiba Inverter 1 HP,CAI,1,CAI,1,1
12/11/2023,LN12/23-039,Thiết bị sử dụng của bộ phận Kho theo đề xuất. PO11/23-071/079/093.,PR23/11-079,PO11/23-093,0906801840000000,Máy khoan pin Makita DHP484RTE 18V,BO,1,BO,1,1
10/17/2023,LN10/23-061,Thử nghiệm dầu cho máy may (FSSC qui định sử dụng dầu dùng trong thực phẩm) PO09/23-039/097 VÀ PO10/23-020.,PR23/10-024,PO10/23-020,5200111250000000,Máy khò và hàn ATTEN AT8586 (Hiển thị LED),BO,1,BO,1,1
12/27/2023,LN12/23-107,Vật tư lắp cho máy in cái theo đề xuất.  Vật tư sử dụng lắp đặt cho máy Thổi 02. PO10/23-004.,PR23/09-048,PO10/23-004,0907101100000000,"Máy hút hạt nhựa dạng 1 cục 400G điện 3 pha, model :  HAL-400G",BO,1,BO,2,2
12/27/2023,LN12/23-113,Thiết bị sử dụng của bộ phận Kho theo đề xuất. PO11/23-071 VÀ PO12/23-059.,PR23/11-064,PO11/23-071,0906800410000000,Máy cắt sắt 3 pha Hồng Ký HKCF332.,CAI,1,CAI,1,1
11/2/2023,LN11/23-008,ĐỀ XUÁT MUA KHĂN LAU BÀN CHO BẾP Bảng chính sách chất lượng và ATTP (gửi file và màu yêu cầu đính kèm) PO09/23-018,PR23/08-038,PO09/23-018,0906801590000000,Máy Bơm tăng áp dân dụng HITACHI WT-P400G X2 - SPV MGN - 400W.,CAI,1,CAI,1,1
11/15/2023,LN11/23-047,Vật tư thay thế cho máy sợi LOHIA. PO10/23-069 và PO11/23-009.,PR23/10-068,PO10/23-069,0916600020000000,Mặt nguyệt máy may NEWLONG mã: 034192,CAI,1,CAI,5,5
12/13/2023,LN12/23-065,Thiết bị sử dụng của bộ phận Kho theo đề xuất. PO11/23-071 VÀ PO12/23-027/036.,PR23/11-066,PO11/23-071,0916600020000000,Mặt nguyệt máy may NEWLONG mã: 034192,CAI,1,CAI,10,10
12/14/2023,LN12/23-068,Vật tư sử dụng làm nhà khu vực kho phế theo đề xuất. PO12/23-038.,PR23/12-033,PO12/23-038,0916600610000000,Mặt Bít sắt 200x200x10mm ( GC theo bản vẽ ),CAI,1,CAI,25,25
11/27/2023,LN11/23-106,Thiết bị sử dụng của bộ phận Kho theo đề xuất. PO11/23-071,PR23/11-065,PO11/23-071,0916600690000000,Mặt bít sắt 100x100x10mm,CAI,1,CAI,20,20
12/18/2023,LN12/23-075,ĐẶT BỔ SUNG MỰC IN GIÁN TIẾP XANH 39 (DO SL ÍT NCC KO SX ÍT NHẤT 50 KG NCC MỚI SX GIAO HÀNG) PO11/23-097 VÀ PO12/23-038/044.,PR23/12-041,PO12/23-044,0916600690000000,Mặt bít sắt 100x100x10mm,CAI,1,CAI,15,15
12/18/2023,LN12/23-075,ĐẶT BỔ SUNG MỰC IN GIÁN TIẾP XANH 39 (DO SL ÍT NCC KO SX ÍT NHẤT 50 KG NCC MỚI SX GIAO HÀNG) PO11/23-097 VÀ PO12/23-038/044.,PR23/12-033,PO12/23-038,0916600690000000,Mặt bít sắt 100x100x10mm,CAI,1,CAI,10,10
10/6/2023,LN10/23-096,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-ONAP,"Manh PP, màu trắng có tráng, K: 68.0cm x 169.0cm, cắt dài 169cm; TL: 102.0g/cái.",Cái,0.102,KG,4000,408
10/12/2023,LN10/23-097,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-ONAP,"Manh PP, màu trắng có tráng, K: 68.0cm x 169.0cm, cắt dài 169cm; TL: 102.0g/cái.",Cái,0.102,KG,2000,204
10/6/2023,LN10/23-096,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-THAN,"Manh PP, màu trắng có tráng, K: 119.0cm x 123.0cm, cắt dài 123cm, TL: 268.4g/cái.",Cái,0.2684,KG,4000,1073.6
10/12/2023,LN10/23-097,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-THAN,"Manh PP, màu trắng có tráng, K: 119.0cm x 123.0cm, cắt dài 123cm, TL: 268.4g/cái.",Cái,0.2684,KG,2000,536.8
10/6/2023,LN10/23-096,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-THAD,"Manh PP, màu trắng có tráng, K: 117.0cm x 345.0cm, cắt dài 345.0cm, xén hình sao 45cm chính giữa manh;  TL: 778.2g/cái.",Cái,0.7782,KG,1500,1167.3
10/12/2023,LN10/23-097,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-THAD,"Manh PP, màu trắng có tráng, K: 117.0cm x 345.0cm, cắt dài 345.0cm, xén hình sao 45cm chính giữa manh;  TL: 778.2g/cái.",Cái,0.7782,KG,1500,1167.3
10/6/2023,LN10/23-096,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-NAP0,"Manh PP, màu trắng có tráng, K: 116.0cm x 119.0cm, cắt dài 119cm, xẻ chữ X; TL: 250.8g/cái.",Cái,0.2508,KG,2000,501.6
10/12/2023,LN10/23-097,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-NAP0,"Manh PP, màu trắng có tráng, K: 116.0cm x 119.0cm, cắt dài 119cm, xẻ chữ X; TL: 250.8g/cái.",Cái,0.2508,KG,1000,250.8
11/11/2023,LN11/23-078,Nhập nvl Hiệp Phước,,,03CAT-TC007-01-0000-THAN,"Manh PP, màu beige, K: 182.0cm x 145.0cm, TL: 864.6g/cái.",Cái,0.8646,KG,8,6.9168
11/21/2023,LN11/23-079,Nhận NVL gia công Hiệp Phước,,,03CAT-TC007-01-0000-THAN,"Manh PP, màu beige, K: 182.0cm x 145.0cm, TL: 864.6g/cái.",Cái,0.8646,KG,4992,4316.0832
11/11/2023,LN11/23-078,Nhập nvl Hiệp Phước,,,03CAT-TC007-01-0000-PATC,"Manh PP, màu beige, K: 15.0cm x 25.0cm, TL: 7.0g/cái.",Cái,0.007,KG,120,0.84
11/21/2023,LN11/23-079,Nhận NVL gia công Hiệp Phước,,,03CAT-TC007-01-0000-PATC,"Manh PP, màu beige, K: 15.0cm x 25.0cm, TL: 7.0g/cái.",Cái,0.007,KG,19880,139.16
11/11/2023,LN11/23-078,Nhập nvl Hiệp Phước,,,03CAT-TC007-01-0000-NAP0,"Manh PP, màu beige, K: 121.0cm x 120.0cm, xẻ chữ X; TL: 186.4g/cái.",Cái,0.1864,KG,8,1.4912
