Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Phân xưởng,Bộ phận,Đơn hàng/Hợp đồng bán,Lệnh sản xuất,Công đoạn,Trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
P1,45203,SIM10/23-003,XK CUỘN NGÀY 04/10/2023; Số cont :SEGU6143456; Số seal :YMAP772190 ; INV : 247,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",KKD001,M,4474,KG,38903,0,0,6322,15517,KH020016,001436,,,SO2308-0034,,VAICUON,,,,2240
P1,45203,SIM10/23-003,XK CUỘN NGÀY 04/10/2023; Số cont :SEGU6143456; Số seal :YMAP772190 ; INV : 247,0102125065000000,"Vải cuộn PP, trắng đục, K66.0cm(+1/-0.5), MĐ: 11.0x12.0, TL: 106g/m(+1/-2). [Hooking]",KKD001,M,7634,KG,71877,0,0,6322,15517,KH020016,001436,,,SO2308-0047,,VAICUON,,,,2240
P1,45203,SIM10/23-004,Xuất bán ngày 04/10/2023 XE KH LẤY -  61C-121.65,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KKD001,Kg,5000,Kg,5000,21404.694599999999,107023473,6325,15517,KH010005,001436,,,SO2310-0002,,,,,,2243
P1,45203,SIM10/23-005,"XK cuộn ngày 04/10/2023 số cont : YMMU6574071, seal :YMAP772047, INV 246",0102109012000000,"Vải cuộn PP trắng đục, Khổ 66cm, mật độ 10x10 (dệt xếp) trọng lượng 92g/m/THACUHAL660100100092TRDU [2500m/cuộn]",KKD001,M,5938.5,KG,65127,0,0,6322,15517,KH020008,001436,,,SO2308-0033,,VAICUON,,,,2240
P1,45203,SIM10/23-005,"XK cuộn ngày 04/10/2023 số cont : YMMU6574071, seal :YMAP772047, INV 246",0102109033000000,"Vải cuộn PP, trắng đục, tráng hấp PE, K51.0cm, TL: 83.0g/m. [910D, 8x8, 20mic]/HAPHAL051083TRDU",KKD001,M,8260.5,KG,99560,0,0,6322,15517,KH020008,001436,,,SO2309-0008,,BAOBT,,,,2240
P1,45203,SIM10/23-005,"XK cuộn ngày 04/10/2023 số cont : YMMU6574071, seal :YMAP772047, INV 246",0102109034000000,"Vải cuộn PP trắng đục, Khổ 63.5cm, mật độ 10x10, kiểu dệt 5x1, trọng lượng 89g/m [2500m/cuộn]/THACUHAL635100100089TRDU",KKD001,M,3580.5,KG,40143,0,0,6322,15517,KH020008,001436,,,SO2308-0033,,VAICUON,,,,2240
P1,45203,SIM10/23-005,"XK cuộn ngày 04/10/2023 số cont : YMMU6574071, seal :YMAP772047, INV 246",0119109032000000,"Vải cuộn PP, trắng đục, K56.0cm, MĐ: 10.0x10.0, TL: 78.0g/m. [810D]/THACUHAL560100100078TRDU",KKD001,M,7419.9,KG,94778,0,0,6322,15517,KH020008,001436,,,SO2309-0020,,VAICUON,,,,2240
PX,45203,PX10/23-0040,CHỈ c9,040010006000000,"Chỉ may cotton C9, màu trắng. [2400D, 9.0kgF, 16%]",KNL002,KG,50,KG,50,47860.76,2393038,627215,1522,CTY00001,,Xưởng BTP,,,,,,,,2217
PX,45203,PX10/23-0040,CHỈ c9,0917400100000000,BĂNG KEO VÀNG 5CM,KVT001,CUON,36,CUON,36,8700,313200,627215,1524,CTY00001,,Xưởng BTP,,,,,,,,2217
PX,45203,PX10/23-0042,Yêu cầu xuất NL Sợi X01 ca đêm 04/10/2023-ngày 05/10-2023,HAT-PPKC-H030SG,Hạt nhựa PP kéo sợi - H030SG,KNL001,Kg,2250,Kg,2250,20837.83,46885116,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2308-0003,LSX08/23-010,SOI,,SOI-MK11,,2211
PX,45203,PX10/23-0042,Yêu cầu xuất NL Sợi X01 ca đêm 04/10/2023-ngày 05/10-2023,HAT-PPPH404NP,Hạt Nhựa PH404 NP,KNL001,KG,1776.26,KG,1776.26,21157.68,37581541,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2309-0056,LSX09/23-045,SOI,,SOI-PRE1,,2211
PX,45203,PX10/23-0042,Yêu cầu xuất NL Sợi X01 ca đêm 04/10/2023-ngày 05/10-2023,HAT-PPPH404NP,Hạt Nhựa PH404 NP,KNL001,KG,642.97,KG,642.97,21157.68,13603754,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2308-0003,LSX08/23-010,SOI,,SOI-MK11,,2211
PX,45203,PX10/23-0042,Yêu cầu xuất NL Sợi X01 ca đêm 04/10/2023-ngày 05/10-2023,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,1268.74,KG,1268.74,6427.81,8155222,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2309-0056,LSX09/23-045,SOI,,SOI-PRE1,,2211
PX,45203,PX10/23-0042,Yêu cầu xuất NL Sợi X01 ca đêm 04/10/2023-ngày 05/10-2023,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,2314.38,KG,2314.38,6427.81,14876399,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2308-0003,LSX08/23-010,SOI,,SOI-MK11,,2211
PX,45203,PX10/23-0042,Yêu cầu xuất NL Sợi X01 ca đêm 04/10/2023-ngày 05/10-2023,SUI-TRANG,Sủi trắng,KNL001,KG,405.99,KG,405.99,4325.86,1756254,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2309-0056,LSX09/23-045,SOI,,SOI-PRE1,,2211
PX,45203,PX10/23-0042,Yêu cầu xuất NL Sợi X01 ca đêm 04/10/2023-ngày 05/10-2023,SUI-TRANG,Sủi trắng,KNL001,KG,771.44,KG,771.44,4325.86,3337138,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2308-0003,LSX08/23-010,SOI,,SOI-MK11,,2211
PX,45203,PX10/23-0042,Yêu cầu xuất NL Sợi X01 ca đêm 04/10/2023-ngày 05/10-2023,TAY-TRANG,Tẩy trắng,KNL001,KG,1.53,KG,1.53,471614.78,721571,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2308-0003,LSX08/23-010,SOI,,SOI-MK11,,2211
PX,45203,PX10/23-0043,Yêu cầu xuất NL Sợi X07 ca đêm 04/10/2023-ngày 05/10-2023 & Yêu cầu xuất NL Sợi X07 (SỢI SGX-05),HAT-CAM-EMH33113,Hạt màu cam EMH33113.,KNL001,KG,89.6,KG,89.6,86468.46,7747574,62112,1521,CTY00001,,Phân xưởng 7,,SO2305-0034,LSX10/23-007,SOI,,SOI-SGX-05,,2211
PX,45203,PX10/23-0043,Yêu cầu xuất NL Sợi X07 ca đêm 04/10/2023-ngày 05/10-2023 & Yêu cầu xuất NL Sợi X07 (SỢI SGX-05),HAT-EMH-22103A,"Hạt màu vàng, châu Âu, 22103A.",KNL001,KG,107.48,KG,107.48,76409.23,8212464,62112,1521,CTY00001,,Phân xưởng 7,,SO2308-0021,LSX08/23-044,SOI,,SOI-DA2,,2211
PX,45203,PX10/23-0043,Yêu cầu xuất NL Sợi X07 ca đêm 04/10/2023-ngày 05/10-2023 & Yêu cầu xuất NL Sợi X07 (SỢI SGX-05),HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,3697.21,Kg,3697.21,21340.18,78899131,62112,1521,CTY00001,,Phân xưởng 7,,SO2308-0021,LSX08/23-044,SOI,,SOI-DA2,,2211
PX,45203,PX10/23-0043,Yêu cầu xuất NL Sợi X07 ca đêm 04/10/2023-ngày 05/10-2023 & Yêu cầu xuất NL Sợi X07 (SỢI SGX-05),HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,3019.63,Kg,3019.63,21340.18,64439451,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0034,LSX09/23-025,SOI,,SOI-FT6,,2211
PX,45203,PX10/23-0043,Yêu cầu xuất NL Sợi X07 ca đêm 04/10/2023-ngày 05/10-2023 & Yêu cầu xuất NL Sợi X07 (SỢI SGX-05),HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,2584.85,Kg,2584.85,21340.18,55161167,62112,1521,CTY00001,,Phân xưởng 7,,SO2305-0034,LSX10/23-007,SOI,,SOI-SGX-05,,2211
PX,45203,PX10/23-0043,Yêu cầu xuất NL Sợi X07 ca đêm 04/10/2023-ngày 05/10-2023 & Yêu cầu xuất NL Sợi X07 (SỢI SGX-05),HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,225.5,KG,225.5,6427.81,1449472,62112,1521,CTY00001,,Phân xưởng 7,,SO2308-0021,LSX08/23-044,SOI,,SOI-DA2,,2211
PX,45203,PX10/23-0043,Yêu cầu xuất NL Sợi X07 ca đêm 04/10/2023-ngày 05/10-2023 & Yêu cầu xuất NL Sợi X07 (SỢI SGX-05),HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,532.88,KG,532.88,6427.81,3425252,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0034,LSX09/23-025,SOI,,SOI-FT6,,2211
PX,45203,PX10/23-0043,Yêu cầu xuất NL Sợi X07 ca đêm 04/10/2023-ngày 05/10-2023 & Yêu cầu xuất NL Sợi X07 (SỢI SGX-05),HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,861.61,KG,861.61,6427.81,5538267,62112,1521,CTY00001,,Phân xưởng 7,,SO2305-0034,LSX10/23-007,SOI,,SOI-SGX-05,,2211
PX,45203,PX10/23-0043,Yêu cầu xuất NL Sợi X07 ca đêm 04/10/2023-ngày 05/10-2023 & Yêu cầu xuất NL Sợi X07 (SỢI SGX-05),HAT-UV-EMH793,Hạt UV EMH793.,KNL001,KG,20.37,KG,20.37,81245.54,1654972,62112,1521,CTY00001,,Phân xưởng 7,,SO2308-0021,LSX08/23-044,SOI,,SOI-DA2,,2211
PX,45203,PX10/23-0043,Yêu cầu xuất NL Sợi X07 ca đêm 04/10/2023-ngày 05/10-2023 & Yêu cầu xuất NL Sợi X07 (SỢI SGX-05),HAT-UV-EMH793,Hạt UV EMH793.,KNL001,KG,17.24,KG,17.24,81245.54,1400673,62112,1521,CTY00001,,Phân xưởng 7,,SO2305-0034,LSX10/23-007,SOI,,SOI-SGX-05,,2211
PX,45203,PX10/23-0044,Yêu cầu xuất nl chỉ may ngày 4/10/2023,040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KNL002,KG,24,KG,24,137511.38,3300273,627215,1522,CTY00001,,Phân xưởng 8,,SO2309-0066,LSX10/23-001,BAOBT,,MLD455068G496CA00.DW,,2217
PX,45203,PX10/23-0044,Yêu cầu xuất nl chỉ may ngày 4/10/2023,040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KNL002,KG,36,KG,36,137511.38,4950410,627215,1522,CTY00001,,Phân xưởng 8,,SO2309-0066,LSX10/23-001,BAOBT,,MLD455068G496TDSD.DW,,2217
PX,45203,PX10/23-0044,Yêu cầu xuất nl chỉ may ngày 4/10/2023,040010003000000,"Chỉ may polyester 40/2, màu trắng. Lực ≥1KgF, độ giãn ≥ 16%",KNL002,KG,16,KG,16,130945.67,2095131,627215,1522,CTY00001,,Phân xưởng 8,,SO2309-0066,LSX10/23-001,BAOBT,,MLD455068G496CA00.DW,,2217
PX,45203,PX10/23-0044,Yêu cầu xuất nl chỉ may ngày 4/10/2023,040010003000000,"Chỉ may polyester 40/2, màu trắng. Lực ≥1KgF, độ giãn ≥ 16%",KNL002,KG,24,KG,24,130945.67,3142696,627215,1522,CTY00001,,Phân xưởng 8,,SO2309-0066,LSX10/23-001,BAOBT,,MLD455068G496TDSD.DW,,2217
PX,45203,PX10/23-0044,Yêu cầu xuất nl chỉ may ngày 4/10/2023,0920600050000000,"Dây luồn bao 3x10, PP, màu xanh, 1.5gr/m.",KNL002,KG,273.22,KG,273.22,51433,14052524,627215,1522,CTY00001,,Phân xưởng 8,,SO2309-0066,LSX10/23-001,BAOBT,,MLD455068G496CA00.DW,,2217
PX,45203,PX10/23-0044,Yêu cầu xuất nl chỉ may ngày 4/10/2023,0920600050000000,"Dây luồn bao 3x10, PP, màu xanh, 1.5gr/m.",KNL002,KG,1201.15,KG,1201.15,51433,61778746,627215,1522,CTY00001,,Phân xưởng 8,,SO2309-0066,LSX10/23-001,BAOBT,,MLD455068G496TDSD.DW,,2217
PX,45203,PX10/23-0045,XUẤT MỰC IN CHO KHÂU IN,52001051000000000,HARINA EXTRA FINAL DEL VALLE,KVT001,CM2,2584,CM2,2584,320,826880,627315,1523,CTY00001,,Phân xưởng 8,,,,,,,,2217
PX,45203,PX10/23-0045,XUẤT MỰC IN CHO KHÂU IN,52001051220000000,DONGWON 121A,KVT001,CM2,2324,CM2,2324,320,743680,627315,1523,CTY00001,,Phân xưởng 8,,,,,,,,2217
PX,45203,PX10/23-0045,XUẤT MỰC IN CHO KHÂU IN,5200106260000000,PANIFICACION,KVT001,CM2,5369,CM2,5369,320,1718080,627315,1523,CTY00001,,Phân xưởng 8,,,,,,,,2217
PX,45203,PX10/23-0045,XUẤT MỰC IN CHO KHÂU IN,5200107320000000,Yellow Horse,KVT001,CM2,2679,CM2,2679,320,857280,627315,1523,CTY00001,,Phân xưởng 8,,,,,,,,2217
PX,45203,PX10/23-0045,XUẤT MỰC IN CHO KHÂU IN,5200109060000000,Dongwon 122-A,KVT001,CM2,2079,CM2,2079,320,665280,627315,1523,CTY00001,,Phân xưởng 8,,,,,,,,2217
PX,45203,PX10/23-0045,XUẤT MỰC IN CHO KHÂU IN,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KHC001,KG,500,KG,500,40999.56,20499781,627215,1523,CTY00001,,Phân xưởng 8,,,,,,,,2217
PX,45203,PX10/23-0045,XUẤT MỰC IN CHO KHÂU IN,MDM-FL23,Vàng Chanh 23 FL,KHC001,KG,50,KG,50,76414.93,3820747,627215,1523,CTY00001,,Phân xưởng 8,,,,,,,,2217
PX,45203,PX10/23-0045,XUẤT MỰC IN CHO KHÂU IN,MDM-FLNHUVANG,Nhũ Vàng FL,KHC001,KG,35,KG,35,220956.94,7733493,627215,1523,CTY00001,,Phân xưởng 8,,,,,,,,2217
PX,45203,PX10/23-0047,YÊU CẦU XUẤT VẬT TƯ PHÂN XƯỞNG DỆT NGÀY 04/10/223,0700100030000000,nhớt 10,KHC001,LIT,120,LIT,120,30139.83,3616779,627210,1523,CTY00001,,Xưởng dệt,,,,,,,,2216A
PX,45203,PX10/23-0048,Yêu cầu xuất nl thổi ngày 4/10/2023,HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KNL001,KG,72.34,KG,72.34,39860.21,2883488,62113,1521,CTY00001,,Phân xưởng 8,,SO2309-0049,LSX10/23-004,PE,,HDPE0017-1,,2218
PX,45203,PX10/23-0048,Yêu cầu xuất nl thổi ngày 4/10/2023,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KNL001,KG,713.18,KG,713.18,25091,17894396,62113,1521,CTY00001,,Phân xưởng 8,,SO2309-0049,LSX10/23-004,PE,,HDPE0017-1,,2218
PX,45203,PX10/23-0048,Yêu cầu xuất nl thổi ngày 4/10/2023,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KNL001,KG,37.82,KG,37.82,24918.65,942423,62113,1521,CTY00001,,Phân xưởng 8,,SO2309-0049,LSX10/23-004,PE,,HDPE0017-1,,2218
PX,45203,PX10/23-0048,Yêu cầu xuất nl thổi ngày 4/10/2023,HAT-TPP,"Hạt nhựa TPP: FL7632L, Hạt L6000N ...",KNL001,KG,289.3,KG,289.3,30939.78,8950878,62113,1521,CTY00001,,Phân xưởng 8,,SO2309-0049,LSX10/23-004,PE,,HDPE0017-1,,2218
PX,45203,PX10/23-0049,Yêu cầu xuất NL Ó,PHE-PPDO,Phế PP màu đỏ,KPH001,KG,81.2,KG,81.2,5000,406000,15411,1527,CTY00001,,Phân xưởng 7,,SO2307-0024,LSX07/23-029,O,,SUI-MAUDO,,2225
PX,45203,PX10/23-0049,Yêu cầu xuất NL Ó,PHE-TRANG,"Phế màu trắng, dùng để ó sủi trắng.",KPH001,KG,4324.8,KG,4324.8,4919.33,21275140,15411,1527,CTY00001,,Phân xưởng 7,,SO2309-0054,LSX09/23-048,O,,SUI-TRANG,,2225
PX,45203,PX10/23-0051,Yêu cầu xuất nl hấp ngày 4/10/2023,THACUSGX445100094055CA00,"Cuộn PP, lồng PE, màu cam, K44.5cm, MĐ: 10.12x9.4, 2.50mm, TL: PP 55g + PE 17.0g/m = 72g/m.",KCU001,M,604.8,KG,8400,1167.1995199999999,9804476,62115,15514,CTY00001,,Phân xưởng 8,,SO2303-0021,LSX05/23-017,BAOBT,,HAPSGX435072CA00,,2215
PX,45203,PX10/23-0051,Yêu cầu xuất nl hấp ngày 4/10/2023,THACUSGX445100094055CA00,"Cuộn PP, lồng PE, màu cam, K44.5cm, MĐ: 10.12x9.4, 2.50mm, TL: PP 55g + PE 17.0g/m = 72g/m.",KCU001,M,693.4,KG,9528,1179.7628,11240780,62115,15514,CTY00001,,Phân xưởng 8,,SO2305-0034,LSX06/23-062,BAOBT,,HAPSGX435072CA00,,2215
PX,45203,PX10/23-0052,YÊU CẦU VẢI DONGWON 62GR,THACADOW455100110062CA00,"Vải cuộn PP, màu cam, K45.5cm, dệt 3x1/tự do (dệt máy 6 thoi kiểu dệt 2x1/5x1), MĐ: 10.0x11.0, TL: 62.0g/m. [68gsm]",KCU001,M,1187.34,KG,19026.09,1733.1073799999999,32974257,62115,15514,CTY00001,,Phân xưởng 8,,SO2309-0066,LSX10/23-001,BAOBT,,CMA455071G475CA00.DW,,2215
PX,45203,PX10/23-0053,XUẤT VẢI IN CUỘN MORINELA + PRESTASI,THACAPRE500110120083TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 11.0x12.0, TL: 83g/m(+/-2.5).",KCU001,M,249.91,KG,3112.05,212.23245,660478,62115,15514,CTY00001,,Phân xưởng 8,,SO2306-0005,LSX07/23-063,BAOBT,,CMA050076G068TDPRE,,2215
PX,45203,PX10/23-0053,XUẤT VẢI IN CUỘN MORINELA + PRESTASI,THACAPRE500110120083TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 11.0x12.0, TL: 83g/m(+/-2.5).",KCU001,M,80.75,KG,908.56,234.88928000000001,213411,62115,15514,CTY00001,,Phân xưởng 8,,SO2306-0006,LSX08/23-035,BAOBT,,THAINPRE5076.REHNA,,2215
PX,45203,PX10/23-0053,XUẤT VẢI IN CUỘN MORINELA + PRESTASI,THACAPRE500110120083TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 11.0x12.0, TL: 83g/m(+/-2.5).",KCU001,M,238.53,KG,2783.83,226.45133000000001,630402,62115,15514,CTY00001,,Phân xưởng 8,,SO2309-0011,LSX09/23-006,BAOBT,,CMA050076TDSAB6,,2215
PX,45203,PX10/23-0053,XUẤT VẢI IN CUỘN MORINELA + PRESTASI,THACAPRE500110120083TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 11.0x12.0, TL: 83g/m(+/-2.5).",KCU001,M,63.3,KG,574.94,290.97471000000002,167293,62115,15514,CTY00001,,Phân xưởng 8,,SO2309-0011,LSX09/23-006,BAOBT,,CMA050076TDSAB6,,2215
PX,45203,PX10/23-0053,XUẤT VẢI IN CUỘN MORINELA + PRESTASI,THACAPRE500110120083TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 11.0x12.0, TL: 83g/m(+/-2.5).",KCU001,M,540.27,KG,7097.55,201.17645999999999,1427860,62115,15514,CTY00001,,Phân xưởng 8,,SO2306-0007,LSX09/23-039,BAOBT,,THAINPRE5076.BLAHO,,2215
PX,45203,PX10/23-0053,XUẤT VẢI IN CUỘN MORINELA + PRESTASI,THACAPRE500110120083TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 11.0x12.0, TL: 83g/m(+/-2.5).",KCU001,M,36.94,KG,445.07,219.35201000000001,97627,62115,15514,CTY00001,,Phân xưởng 8,,SO2306-0003,LSX06/23-088,BAOBT,,THAINPRE5076.EMWF,,2215
PX,45203,PX10/23-0054,YÊU CẦU VẢI  CẮT K73.,THACASAB730100110113TR50,"Cuộn PP, trắng đục, K73cm, MĐ: 10x11, TL: 113g/m.",KCU001,M,1016.5,KG,9012,3137.05881,28271174,62115,15514,CTY00001,,Phân xưởng 8,,SO2306-0032,LSX07/23-020,BAOBT,,CMA073125TDSAB5,,2215
PX,45203,PX10/23-0058,YÊU CẦU VẢI CẮT DONGWON 62GR,THACADOW455100110062CA00,"Vải cuộn PP, màu cam, K45.5cm, dệt 3x1/tự do (dệt máy 6 thoi kiểu dệt 2x1/5x1), MĐ: 10.0x11.0, TL: 62.0g/m. [68gsm]",KCU001,M,3419.7,KG,55137.9,1722.4146000000001,94970324,62115,15514,CTY00001,,Phân xưởng 8,,SO2309-0066,LSX10/23-001,BAOBT,,CMA455071G475CA00.DW,,2215
PX,45203,PX10/23-0059,YÊU CẦU VẢI CẮT 66 LUMUT,THACAMFM660110120113TRDU,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 11.0x12.0, TL: 113g/m. [MFM66, 850D]",KCU001,M,286.2,KG,2500,2062.4212000000002,5156053,62115,15514,CTY00001,,Phân xưởng 8,,SO2309-0058,LSX09/23-055,BAOBT,,MANH066113TDMFM-1,,2215
PX,45203,PX10/23-0060,YÊU CẦU VẢI PRU,THACAPER450086080495PR16,"Vải cuộn PP, K45cm, sọc màu (Đen-Đỏ-Vàng-XD-TĐ), MĐ: 8.6x8, TL: 49.5g/mét.",KCU001,M,233.9,KG,4700,268.78681,1263298,62115,15514,CTY00001,,Phân xưởng 8,,SO2307-0046,LSX07/23-077,BAOBT,,CMA045055G29.58PR16,,2215
PX,45203,PX10/23-0060,YÊU CẦU VẢI PRU,THACAPER450086080495PR17,"Vải cuộn PP, K45cm, sọc màu (Đen-Đỏ-Vàng-XD-TĐ), MĐ: 8.6x8, TL: 49.5g/mét.",KCU001,M,349.4,KG,7166,436.94459999999998,3131145,62115,15514,CTY00001,,Phân xưởng 8,,SO2307-0046,LSX07/23-077,BAOBT,,CMA045055G29.58PR17,,2215
PX,45203,PX10/23-0060,YÊU CẦU VẢI PRU,THACAPER450086080495PR18,"Vải cuộn PP, K45cm, sọc màu (Đen-Đỏ-Vàng-Ngọc-TĐ), MĐ: 8.6x8, TL: 49.5g/mét.",KCU001,M,170.2,KG,3500,350.58629000000002,1227052,62115,15514,CTY00001,,Phân xưởng 8,,SO2307-0046,LSX07/23-077,BAOBT,,CMA045055G29.58PR18,,2215
PX,45203,PX10/23-0060,YÊU CẦU VẢI PRU,THACAPER450086080495PR19,"Vải cuộn PP, K45cm, sọc màu (Đen-Đỏ-Vàng-XD-Ngọc), MĐ: 8.6x8, TL: 49.5g/mét.",KCU001,M,352.9,KG,7280,438.13008000000002,3189587,62115,15514,CTY00001,,Phân xưởng 8,,SO2307-0046,LSX07/23-077,BAOBT,,CMA045055G29.58PR19,,2215
PX,45203,PX10/23-0063,Yêu cầu xuất NL dệt ngày 04/10/2023,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",KSO001,KG,666.2,KG,666.2,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2309-0035,LSX09/23-035,VAICUON,,THACAAGF560100110069TRDU,,2213
PX,45203,PX10/23-0063,Yêu cầu xuất NL dệt ngày 04/10/2023,SOI-CO1-1,"Sợi PP, trắng đục, 650D, 2.60mm.",KSO001,KG,535,KG,535,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2309-0044,LSX09/23-034,VAICUON,,THACADEL510105110065TRDU,,2213
PX,45203,PX10/23-0063,Yêu cầu xuất NL dệt ngày 04/10/2023,SOI-DTD-01-1,"Sợi PP, màu trắng, 720D, 2.60mm.",KSO001,KG,539.78,KG,539.78,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2309-0016,LSX10/23-005,VAICUON,,THACADOW455100110065CATD,,2213
PX,45203,PX10/23-0063,Yêu cầu xuất NL dệt ngày 04/10/2023,SOI-DTD-01-1,"Sợi PP, màu trắng, 720D, 2.60mm.",KSO001,KG,240.4,KG,240.4,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2308-0052,LSX08/23-070,VAICUON,,THACUHAR585100110082TRDU,,2213
PX,45203,PX10/23-0063,Yêu cầu xuất NL dệt ngày 04/10/2023,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",KSO001,KG,1122.8,KG,1122.8,1904.69,2138581,62114,15512,CTY00001,,Xưởng dệt,,SO2309-0032,LSX09/23-023,VAICUON,,0102107002000000,,2213
PX,45203,PX10/23-0063,Yêu cầu xuất NL dệt ngày 04/10/2023,SOI-FT6,"Sợi PP, trắng đục, 750D, 2.80mm. [Kiểm soát 2.76-2.80mm]",KSO001,KG,1181,KG,1181,609.98,720384,62114,15512,CTY00001,,Xưởng dệt,,SO2309-0034,LSX09/23-025,VAICUON,,THACUFOT122090090072TRDU,,2213
PX,45203,PX10/23-0063,Yêu cầu xuất NL dệt ngày 04/10/2023,SOI-GL16-4,"Sợi PP, trắng đục, 850D, 2.91mm. [22.7TC] [No Recycled]",KSO001,KG,1573.4,KG,1573.4,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2307-0055,LSX07/23-061,VAICUON,,THACUHAL570085080735TRDU,,2213
PX,45203,PX10/23-0063,Yêu cầu xuất NL dệt ngày 04/10/2023,SOI-GL4-3HD,"Sợi PP, trắng đục, 760D, 2.60mm. [33%], dùng sủi HD thổi",KSO001,KG,2248.8,KG,2248.8,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2309-0022,LSX09/23-010,VAICUON,,0119109032000000,,2213
PX,45203,PX10/23-0063,Yêu cầu xuất NL dệt ngày 04/10/2023,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,486.7,KG,486.7,4172.68,2030842,62114,15512,CTY00001,,Xưởng dệt,,SO2308-0002,LSX09/23-001,VAICUON,,THACAINT750100100099TRTA,,2213
PX,45203,PX10/23-0063,Yêu cầu xuất NL dệt ngày 04/10/2023,SOI-MK11,"Sợi PP, trắng tẩy, 960D, 2.50mm.",KSO001,KG,583.93,KG,583.93,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2308-0003,LSX08/23-010,VAICUON,,THACAINT500105110092TRTA,,2213
PX,45203,PX10/23-0063,Yêu cầu xuất NL dệt ngày 04/10/2023,SOI-MK11,"Sợi PP, trắng tẩy, 960D, 2.50mm.",KSO001,KG,584.3,KG,584.3,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2308-0003,LSX08/23-010,VAICUON,,THACAINT600105110111TRTA,,2213
PX,45203,PX10/23-0063,Yêu cầu xuất NL dệt ngày 04/10/2023,SOI-PR26,"Sợi PP, màu vàng, 750D, 3.3mm, 4.3kgF, 20%. (Vàng EMH2014)",KSO001,KG,381.1,KG,381.1,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2309-0051,LSX09/23-053,VAICUON,,THACAPER550086080605PR09,,2213
