Ngày lập đơn,Số đơn hàng,Khách hàng,Mã sản phẩm,Tên sản phẩm,Mã nhóm,Mã mặt hàng,Tên mặt hàng,Đơn vị tính 1,Đơn vị tính 2,Số lượng (1),Số lượng (2)
10/2/2023,SO2310-0003,SAN MIGUEL YAMAMURA WOVEN PRODUCTS SDN BHD,0102129005000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 10x8, TL: 97.9g/m. [4000 mét/cuộn]/THACUSMY127100008098TRDU",TPH-1552,0102129005000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 10x8, TL: 97.9g/m. [4000 mét/cuộn]/THACUSMY127100008098TRDU",M,KG,100000,9790
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH495805G079MEK.BMSP9,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",TAY,TAY-TRANG,Tẩy trắng,KG,KG,0.00024,0.00024
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH595935G114MEK.BMXL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0g/cái, MK: Bột mì chuyên dụng xích lô (4+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",TAY,TAY-TRANG,Tẩy trắng,KG,KG,0.00035,0.00035
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH073114G140MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140g/cái, MK: Cám tinh (1+1)",TAY,TAY-TRANG,Tẩy trắng,KG,KG,0.00043,0.00043
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH495805G079MEK.BMSP9,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",HATTAICAL,HAT-TACKS,Hạt Taical kéo sợi,KG,KG,0.28362,0.28362
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH595935G114MEK.BMXL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0g/cái, MK: Bột mì chuyên dụng xích lô (4+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",HATTAICAL,HAT-TACKS,Hạt Taical kéo sợi,KG,KG,0.41123,0.41123
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH073114G140MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140g/cái, MK: Cám tinh (1+1)",HATTAICAL,HAT-TACKS,Hạt Taical kéo sợi,KG,KG,0.50588,0.50588
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH495805G079MEK.BMSP9,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,0.52673,0.52673
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH595935G114MEK.BMXL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0g/cái, MK: Bột mì chuyên dụng xích lô (4+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,0.76371,0.76371
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH073114G140MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140g/cái, MK: Cám tinh (1+1)",HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,0.9395,0.9395
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH495805G079MEK.BMSP9,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",01,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KG,0.00606,0.00606
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH595935G114MEK.BMXL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0g/cái, MK: Bột mì chuyên dụng xích lô (4+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",01,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KG,0.00713,0.00713
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH073114G140MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140g/cái, MK: Cám tinh (1+1)",01,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KG,0.00845,0.00845
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH495805G079MEK.BMSP9,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",TPH-1551,SOI-MK12,"Sợi PP, trắng tẩy, 970D, 2.50mm (cũ 990D).",KG,KG,0.79862,0.79862
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH595935G114MEK.BMXL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0g/cái, MK: Bột mì chuyên dụng xích lô (4+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",TPH-1551,SOI-MK12,"Sợi PP, trắng tẩy, 970D, 2.50mm (cũ 990D).",KG,KG,1.15792,1.15792
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH073114G140MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140g/cái, MK: Cám tinh (1+1)",TPH-1551,SOI-MK13,"Sợi PP, trắng tẩy, 850D, 2.50mm.",KG,KG,1.42445,1.42445
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH495805G079MEK.BMSP9,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",TPH-1552,THACAMEK495100110092TRDU,"Vải cuộn PP trắng đục có tẩy khổ 49.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 92.7g/m",M,KG,8.5003,0.787978
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH595935G114MEK.BMXL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0g/cái, MK: Bột mì chuyên dụng xích lô (4+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",TPH-1552,THACAMEK595100110116TRDU,"Vải cuộn PP trắng đục có tẩy khổ 59.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 116.3g/m",M,KG,9.8237,1.142496
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH073114G140MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140g/cái, MK: Cám tinh (1+1)",TPH-1552,THACAMEK073100110117TRDU,"Vải cuộn PP trắng đục có tẩy khổ 73.0cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 117.5g/m",M,KG,11.9615,1.405476
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH073114G140MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140g/cái, MK: Cám tinh (1+1)",BAO,CMA073114G139TD.MEK,"Bao PP, trắng đục K73.0x114.5PB (cm); TL: 139.0g/cái. Cắt thẳng 117.5cm , đáy gấp 1 lần may 2 đường PP900D màu trắng",Cái,KG,10,1.39
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH495805G079MEK.BMSP9,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAO,CMA495805G078TD.MEK,"Bao PP, trắng đục K49.5x80.5PB (cm); TL: 78.0g/cái. Cắt thẳng 83.5cm , đáy gấp 1 lần may 2 đường PP900D màu trắng",Cái,KG,10,0.78
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH595935G114MEK.BMXL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0g/cái, MK: Bột mì chuyên dụng xích lô (4+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAO,CMA595935G113TD.MEK,"Bao PP, trắng đục K59.5x93.5PB (cm); TL: 113.0g/cái. Cắt thẳng 96.5cm , đáy gấp 1 lần may 2 đường PP900D màu trắng",Cái,KG,10,1.13
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH495805G079MEK.BMSP9,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",TPH-1553,TPH495805G079MEK.BMSP9,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",Cái,KG,10,0.8
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH595935G114MEK.BMXL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0g/cái, MK: Bột mì chuyên dụng xích lô (4+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",TPH-1553,TPH595935G114MEK.BMXL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0g/cái, MK: Bột mì chuyên dụng xích lô (4+2) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",Cái,KG,10,1.175
10/2/2023,SO2310-0004,MEKONG FLOUR MILLS LTD,TPH073114G140MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140g/cái, MK: Cám tinh (1+1)",TPH-1553,TPH073114G140MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140g/cái, MK: Cám tinh (1+1)",Cái,KG,10,1.355
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",OGIAY,5200100890000000,"Ống giấy cũ [3""x15mm], dài 127cm (+1).",ONG,KG,31.871,141.666595
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TD35,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 38(PE) = 125.0g/m.",HATTAICAL,HAT-TACKS,Hạt Taical kéo sợi,KG,KG,1625.28,1625.28
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TRDU,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 28(PE) = 115.0g/m.",HATTAICAL,HAT-TACKS,Hạt Taical kéo sợi,KG,KG,2234.76,2234.76
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,8827.011,8827.011
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TD35,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 38(PE) = 125.0g/m.",HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,5534.56,5534.56
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TRDU,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 28(PE) = 115.0g/m.",HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,7610.02,7610.02
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TD35,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 38(PE) = 125.0g/m.",PHUGIA,HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,KG,182,182
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TRDU,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 28(PE) = 115.0g/m.",PHUGIA,HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,KG,184.36,184.36
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TD35,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 38(PE) = 125.0g/m.",HAT_HDPE_LDPE,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,KG,1430.4,1430.4
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TRDU,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 28(PE) = 115.0g/m.",HAT_HDPE_LDPE,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,KG,1451.45,1451.45
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TD35,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 38(PE) = 125.0g/m.",HAT_HDPE_LDPE,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,KG,214.56,214.56
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TRDU,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 28(PE) = 115.0g/m.",HAT_HDPE_LDPE,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,KG,217.69,217.69
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",HATTAICAL,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,KG,3782.915,3782.915
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TD35,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 38(PE) = 125.0g/m.",HATTAICAL,HAT-TALC-THOI-75E,Hạt Taical thổi EFPE 75E + EFPE1001-2C,KG,KG,572.32,572.32
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TRDU,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 28(PE) = 115.0g/m.",HATTAICAL,HAT-TALC-THOI-75E,Hạt Taical thổi EFPE 75E + EFPE1001-2C,KG,KG,580.47,580.47
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TD35,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 38(PE) = 125.0g/m.",HAT_TPP,HAT-TPP,"Hạt nhựa TPP: FL7632L, Hạt L6000N ...",KG,KG,728,728
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TRDU,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 28(PE) = 115.0g/m.",HAT_TPP,HAT-TPP,"Hạt nhựa TPP: FL7632L, Hạt L6000N ...",KG,KG,737.55,737.55
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TD35,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 38(PE) = 125.0g/m.",TPH-1551,SOI-GL16-3,"Sợi PP, trắng đục, 880D, 2.91mm. [22.7TC] [No Recycled]",KG,KG,7054,7054
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU670080080087TRDU,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 28(PE) = 115.0g/m.",TPH-1551,SOI-GL16-3,"Sợi PP, trắng đục, 880D, 2.91mm. [22.7TC] [No Recycled]",KG,KG,9699.25,9699.25
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",TPH-1551,SOI-TP14-1,"Sợi PP, màu trắng đục, 820D, 3.0mm.",KG,KG,12423.567,12423.567
10/2/2023,SO2310-0005,TAUPLENE INDUSTRIES SDN. BHD,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",TPH-1552,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",M,KG,157000,12246
