Ngày,Đơn hàng,Khách hàng,Mã hàng,Tên hàng,ĐVT 1,ĐVT 2,Số lượng 1,Số lượng 2,Ngày dự kiến giao hàng,Ghi chú
45259,SO2311-0044,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,VAO0012,"Vải áo bọc cuộn, tráng PE, W x L = 140cm x 400cm, dây rút 430cm, TL: 580.62gr/cái. [Gấp lai mỗi biên 5cm, may 1 đường PP900D]",CAI,KG,3000,1741.86,45268,
45261,SO2312-0003,UNIPACK INTERNATIONAL (HONGKONG) LIMITED.,0119132020001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK(NO GRADE) 2S1C (1+1). [UNP170gsm] [UP01087] [68”×52”-HK (NO GRADE) 2S1C]",Cái,KG,25000,19400,45322,
45266,SO2312-0015,Addera Peru S.A.C,TPH056084G62.09VAPER,"Bao TP-PP, màu vàng, K56x84LL, TL: 62.09g/cái, MĐ: 8.0x8.0, đáy gấp 1 lần may 1 đường PP1200D trắng, cắt răng cưa, không in. [Ép kiện: 500cái/kiện, bắn đai 4 ngang x 1 dọc]",Cái,KG,100000,6209,45285,
45266,SO2312-0017,Addera Peru S.A.C,TPH056084G62.09VAPER,"Bao TP-PP, màu vàng, K56x84LL, TL: 62.09g/cái, MĐ: 8.0x8.0, đáy gấp 1 lần may 1 đường PP1200D trắng, cắt răng cưa, không in. [Ép kiện: 500cái/kiện, bắn đai 4 ngang x 1 dọc]",Cái,KG,100000,6209,45347,
45266,SO2312-0016,Addera Peru S.A.C,TPH056084G62.09VAPER,"Bao TP-PP, màu vàng, K56x84LL, TL: 62.09g/cái, MĐ: 8.0x8.0, đáy gấp 1 lần may 1 đường PP1200D trắng, cắt răng cưa, không in. [Ép kiện: 500cái/kiện, bắn đai 4 ngang x 1 dọc]",Cái,KG,100000,6209,45378,
45266,SO2312-0016,Addera Peru S.A.C,TPH051084G45.26TDPER,"Bao TP-PP, màu trắng, K51x84LL, TL: 45.26g/cái, MĐ: 8.0x8.0, đáy gấp 1 lần may 1 đường PP1200D trắng, cắt răng cưa, không in. [Ép kiện: 1000cái/kiện, bắn đai 4 ngang x 1 dọc]",Cái,KG,20000,905.2,45378,
45266,SO2312-0017,Addera Peru S.A.C,TPH051084G45.26TDPER,"Bao TP-PP, màu trắng, K51x84LL, TL: 45.26g/cái, MĐ: 8.0x8.0, đáy gấp 1 lần may 1 đường PP1200D trắng, cắt răng cưa, không in. [Ép kiện: 1000cái/kiện, bắn đai 4 ngang x 1 dọc]",Cái,KG,50000,2263,45347,
45266,SO2312-0015,Addera Peru S.A.C,TPH051084G45.26TDPER,"Bao TP-PP, màu trắng, K51x84LL, TL: 45.26g/cái, MĐ: 8.0x8.0, đáy gấp 1 lần may 1 đường PP1200D trắng, cắt răng cưa, không in. [Ép kiện: 1000cái/kiện, bắn đai 4 ngang x 1 dọc]",Cái,KG,50000,2263,45285,
45266,SO2312-0015,Addera Peru S.A.C,TPH074110G100.34TDPER,"Bao TP-PP, màu trắng, K74x110LL, TL: 100.34g/cái, MĐ: 8.0x8.0, đáy gấp 1 lần may 1 đường PP1200D trắng, cắt răng cưa, không in. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",Cái,KG,50000,5017,45285,
45266,SO2312-0017,Addera Peru S.A.C,TPH074110G100.34TDPER,"Bao TP-PP, màu trắng, K74x110LL, TL: 100.34g/cái, MĐ: 8.0x8.0, đáy gấp 1 lần may 1 đường PP1200D trắng, cắt răng cưa, không in. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",Cái,KG,50000,5017,45347,
