Mã phiếu,Người tạo,Ngày tạo,Mã yêu cầu,Mã vật tư,Tên vật tư,Đvt (01),SỐ LƯỢNG (01),ĐVT (02),SỐ LƯỢNG (02),NGÀY CẦN,Tiền tệ,Đơn giá,Tiền thuế,Tổng tiền,Mã NCC,Tên NCC
PO10/23-014,Y Nghe Knul,45205.181250000001,PR23/10-008,5300101790000000,LOGO TRIBAT SÀI GÒN XANH,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO10/23-028,Nguyễn Thị Đào,45211.20208333333,PR23/10-030,0700100030000000,nhớt 10,LIT,1400,LIT,1400,,VND,29545.4545,4136364,41363636,NCC010046,CÔNG TY TNHH TM HUY BÌNH PHÁT
PO11/23-022,Nguyễn Thị Đào,45239.284722222219,PR23/11-017,0700100030000000,nhớt 10,LIT,2000,LIT,2000,,VND,29545.455000000002,5909091,59090910,NCC010046,CÔNG TY TNHH TM HUY BÌNH PHÁT
PO12/23-055,Nguyễn Thị Đào,45280.01458333333,PR23/12-048,0700100030000000,nhớt 10,LIT,2000,LIT,2000,,VND,29545.45,5909090,59090900,NCC010046,CÔNG TY TNHH TM HUY BÌNH PHÁT
PO12/23-015,Nguyễn Thị Đào,45266.147222222222,PR23/12-012,0700100030000000,nhớt 10,LIT,2000,LIT,2000,,VND,29545.4545,5909091,59090909,NCC010046,CÔNG TY TNHH TM HUY BÌNH PHÁT
PO12/23-059,Nguyễn Thị Đào,45281.107638888891,PR23/12-050,0700100080000000,Xăng thơm công nghiệp.,LIT,10,LIT,10,,VND,35000,0,350000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO11/23-073,Nguyễn Thị Đào,45257.364583333328,PR23/11-073,0700100080000000,Xăng thơm công nghiệp.,LIT,10,LIT,10,,VND,37000,0,370000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO11/23-081,Nguyễn Thị Đào,45259.201388888891,PR23/11-085,0700100080000000,Xăng thơm công nghiệp.,LIT,5,LIT,5,,VND,37000,0,185000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO11/23-071,Nguyễn Thị Đào,45257.172916666663,PR23/11-064,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,210,LIT,210,,VND,7000,0,1470000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO10/23-023,Nguyễn Thị Đào,45209.270833333328,PR23/10-016,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,210,LIT,210,,VND,7000,0,1470000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO12/23-081,Nguyễn Thị Đào,45288.297916666663,PR23/12-067,NEP13MM.DEN,"Nẹp khổ 1.3cm, manh PP tráng một mặt màu đen, TL: 1.3g/m",M,33077,KG,43.000100000000003,,VND,123.5,0,4085010,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO10/23-025,Nguyễn Thị Đào,45209.280555555553,PR23/10-019,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,702000,KG,9126,,VND,420,23587200,294840000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO10/23-012,Y Nghe Knul,45204.16805555555,PR23/06-038,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,166000,KG,3154,,VND,420,6972000,69720000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO10/23-035,Nguyễn Thị Đào,45215.167361111111,PR23/10-033,BAO-3040W100.LD.JPD,"Túi LDPE in đỏ marka GECOSAC, 30cmx40cmx100micron, TL: 22gr.",CAI,10200,KG,224.4,,VND,1220,995520,12444000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO10/23-035,Nguyễn Thị Đào,45215.167361111111,PR23/10-034,BAO-3040W100.LD.JPD,"Túi LDPE in đỏ marka GECOSAC, 30cmx40cmx100micron, TL: 22gr.",CAI,19800,KG,435.6,,VND,1220,1932480,24156000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO10/23-012,Y Nghe Knul,45204.16805555555,PR23/10-003,HDPE051084G019TT,"Túi HDPE, màu trắng đục, 51(+1/-0.5)x84LL(+1/-0.5), dày 20mi, cắt dài 85.5cm + hàn cách đáy 1.5cm(+/-0.5), TL: 19g/cái(+/-1).",CAI,500,KG,9.5,,VND,615,30750,307500,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO11/23-085,Nguyễn Thị Đào,45259.209722222222,PR23/11-088,HDPE051084G019TT,"Túi HDPE, màu trắng đục, 51(+1/-0.5)x84LL(+1/-0.5), dày 20mi, cắt dài 85.5cm + hàn cách đáy 1.5cm(+/-0.5), TL: 19g/cái(+/-1).",CAI,90000,KG,1710,,VND,613,4413600,55170000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO11/23-014,Nguyễn Thị Đào,45239.159027777772,PR23/11-013,HDPE051084G019TT,"Túi HDPE, màu trắng đục, 51(+1/-0.5)x84LL(+1/-0.5), dày 20mi, cắt dài 85.5cm + hàn cách đáy 1.5cm(+/-0.5), TL: 19g/cái(+/-1).",CAI,305000,KG,5795,,VND,613,14957200,186965000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO11/23-060,Nguyễn Thị Đào,45252.270138888889,PR23/11-050,5200101550000000,Golden Globe - Hoàn Kim,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-060,Nguyễn Thị Đào,45252.270138888889,PR23/11-054,5200103460000000,8802 Lumut,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-048,Nguyễn Thị Đào,45278.154166666667,PR23/12-042,5200103500000000,Bản in 888 ORANGE-40KG,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-021,Nguyễn Thị Đào,45267.268055555556,PR23/12-013,5200103540000000,9900 Lumut,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-039,Nguyễn Thị Đào,45215.290277777778,PR23/10-037,5200103540000000,9900 Lumut,CM2,10000,CM2,10000,,VND,320,0,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO11/23-060,Nguyễn Thị Đào,45252.270138888889,PR23/11-054,5200103550000000,9900 66MFM,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-048,Nguyễn Thị Đào,45218.207638888889,PR23/10-042,5200103570000000,9901 Lumut,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-070,Nguyễn Thị Đào,45257.162499999999,PR23/11-063,5200103590000000,9901 Pasir,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-048,Nguyễn Thị Đào,45278.154166666667,PR23/12-042,5200103590000000,9901 Pasir,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-089,Nguyễn Thị Đào,45293.381249999999,PR24/01-005,5200103600000000,9902C Lumut,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-087,Nguyễn Thị Đào,45259.371527777774,PR23/11-087,5200103600000000,9902C Lumut,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-048,Nguyễn Thị Đào,45218.207638888889,PR23/10-042,5200103600000000,9902C Lumut,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-029,Nguyễn Thị Đào,45211.207638888889,PR23/10-028,5200103600000000,9902C Lumut,CM2,10000,CM2,10000,,VND,320,0,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO11/23-060,Nguyễn Thị Đào,45252.270138888889,PR23/11-054,5200103610000000,9902C 66MFM,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-048,Nguyễn Thị Đào,45218.207638888889,PR23/10-042,5200103630000000,9902 Lumut,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-021,Nguyễn Thị Đào,45267.268055555556,PR23/12-013,5200103630000000,9902 Lumut,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-063,Nguyễn Thị Đào,45225.164583333331,PR23/10-058,5200103710000000,AGRI FEED,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-074,Nguyễn Thị Đào,45230.152777777774,PR23/10-075,5200103710000000,AGRI FEED,CM2,10000,CM2,10000,,VND,290,290000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-014,Y Nghe Knul,45205.181250000001,PR23/10-007,5200103750000000,Bản in AQ 38,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO12/23-032,Nguyễn Thị Đào,45272.203472222223,PR23/12-028,5200103760000000,AQ-40kg (Mekong),CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-074,Nguyễn Thị Đào,45230.152777777774,PR23/10-075,5200103780000000,Aqua 34,CM2,10000,CM2,10000,,VND,290,290000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-043,Nguyễn Thị Đào,45247.143055555556,PR23/11-034,5200103830000000,BAJA PADI III,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-048,Nguyễn Thị Đào,45278.154166666667,PR23/12-042,5200103830000000,BAJA PADI III,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-021,Nguyễn Thị Đào,45267.268055555556,PR23/12-013,5200103870000000,Balance NB,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-032,Nguyễn Thị Đào,45272.203472222223,PR23/12-028,5200103910000000,CF 40kg (Mekong),CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-063,Nguyễn Thị Đào,45225.164583333331,PR23/10-058,5200103910000000,CF 40kg (Mekong),CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-075,Nguyễn Thị Đào,45286.304861111108,PR23/12-063,5200104020000000,Xích Lô 40kg,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-087,Nguyễn Thị Đào,45259.371527777774,PR23/11-087,5200104140000000,Blue globe 25,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-013,Nguyễn Thị Đào,45266.142361111109,PR23/12-009,5200104160000000,Blue Horse CK,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-014,Y Nghe Knul,45205.181250000001,PR23/10-010,5200104270000000,Brown Globe,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO12/23-021,Nguyễn Thị Đào,45267.268055555556,PR23/12-013,5200104350000000,Cám mì Pollard,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-089,Nguyễn Thị Đào,45293.381249999999,PR24/01-005,5200104350000000,Cám mì Pollard,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-032,Nguyễn Thị Đào,45272.203472222223,PR23/12-028,5200104440000000,CF2 40kg (Mekong),CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-070,Nguyễn Thị Đào,45257.162499999999,PR23/11-063,5200104450000000,CF2 25kg (Mekong),CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-026,Nguyễn Thị Đào,45243.113194444442,PR23/11-020,5200104600000000,Diamond,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-019,Nguyễn Thị Đào,45209.201388888891,PR23/10-014,5200104850000000,FERRER FLOR,CM2,10000,CM2,10000,,VND,320,0,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO10/23-039,Nguyễn Thị Đào,45215.290277777778,PR23/10-037,5200104860000000,FERRER SUPER,CM2,10000,CM2,10000,,VND,320,0,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO11/23-012,Nguyễn Thị Đào,45236.15347222222,PR23/11-011,5200104860000000,FERRER SUPER,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-019,Nguyễn Thị Đào,45209.201388888891,PR23/10-014,5200104870000000,FERRER ULTRA,CM2,10000,CM2,10000,,VND,320,0,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO10/23-014,Y Nghe Knul,45205.181250000001,PR23/10-007,5200104950000000,Fortaleza,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO11/23-026,Nguyễn Thị Đào,45243.113194444442,PR23/11-020,5200104950000000,Fortaleza,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-075,Nguyễn Thị Đào,45286.304861111108,PR23/12-063,5200105030000000,GOLDEN BUFFALO-25,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-074,Nguyễn Thị Đào,45230.152777777774,PR23/10-075,5200105060000000,Golden horse,CM2,10000,CM2,10000,,VND,290,290000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-089,Nguyễn Thị Đào,45293.381249999999,PR24/01-005,5200105120000000,Green Biccle,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-021,Nguyễn Thị Đào,45267.268055555556,PR23/12-013,5200105120000000,Green Biccle,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-004,Nguyễn Thị Đào,45232.206944444442,PR23/11-002,5200105130000000,Green Bicycle,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-026,Nguyễn Thị Đào,45243.113194444442,PR23/11-020,5200105150000000,Green horse,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-021,Nguyễn Thị Đào,45267.268055555556,PR23/12-013,5200105630000000,KCP ĐƯỜNGTINH LUYỆN CAO CẤP (XANH DƯƠNG),CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-074,Nguyễn Thị Đào,45230.152777777774,PR23/10-075,5200105810000000,love Birds,CM2,5000,CM2,5000,,VND,290,145000,1450000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-048,Nguyễn Thị Đào,45218.207638888889,PR23/10-042,5200105810000000,love Birds,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-032,Nguyễn Thị Đào,45272.203472222223,PR23/12-028,5200106030000000,Omyacarb 12-MI,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-007,Nguyễn Thị Đào,45232.313888888886,PR23/11-007,5200106150000000,Orange 888 25kg,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-074,Nguyễn Thị Đào,45230.152777777774,PR23/10-075,5200106170000000,Orange Horse,CM2,10000,CM2,10000,,VND,290,290000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-019,Nguyễn Thị Đào,45209.201388888891,PR23/10-014,5200106190000000,Oro Cinco,CM2,10000,CM2,10000,,VND,320,0,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO11/23-012,Nguyễn Thị Đào,45236.15347222222,PR23/11-011,5200106190000000,Oro Cinco,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-012,Nguyễn Thị Đào,45236.15347222222,PR23/11-011,5200106200000000,Oro Dos,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-026,Nguyễn Thị Đào,45243.113194444442,PR23/11-020,5200106210000000,Oro Tres,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-019,Nguyễn Thị Đào,45209.201388888891,PR23/10-014,5200106210000000,Oro Tres,CM2,10000,CM2,10000,,VND,320,0,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO10/23-039,Nguyễn Thị Đào,45215.290277777778,PR23/10-037,5200106210000000,Oro Tres,CM2,35000,CM2,35000,,VND,320,0,11200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO10/23-039,Nguyễn Thị Đào,45215.290277777778,PR23/10-037,5200106220000000,Oro Uno,CM2,35000,CM2,35000,,VND,320,0,11200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO10/23-014,Y Nghe Knul,45205.181250000001,PR23/10-007,5200106220000000,Oro Uno,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO10/23-074,Nguyễn Thị Đào,45230.152777777774,PR23/10-075,5200106220000000,Oro Uno,CM2,10000,CM2,10000,,VND,290,290000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-012,Nguyễn Thị Đào,45236.15347222222,PR23/11-011,5200106220000000,Oro Uno,CM2,20000,CM2,20000,,VND,290,464000,5800000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-026,Nguyễn Thị Đào,45243.113194444442,PR23/11-020,5200106230000000,Bản in OTROS USOS,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-060,Nguyễn Thị Đào,45252.270138888889,PR23/11-054,5200106230000000,Bản in OTROS USOS,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-014,Y Nghe Knul,45205.181250000001,PR23/10-008,5200106380000000,BẢN IN POLLARD,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO11/23-077,Nguyễn Thị Đào,45258.286111111112,PR23/11-080,5200106390000000,Pollard- Cám Tinh,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-019,Nguyễn Thị Đào,45209.201388888891,PR23/10-014,5200106480000000,Rama Rama 99 (2),CM2,10000,CM2,10000,,VND,320,0,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO10/23-048,Nguyễn Thị Đào,45218.207638888889,PR23/10-042,5200106590000000,Red Bicycle,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-060,Nguyễn Thị Đào,45252.270138888889,PR23/11-050,5200106600000000,Red Globe,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-048,Nguyễn Thị Đào,45278.154166666667,PR23/12-042,5200106620000000,Red Horse,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-075,Nguyễn Thị Đào,45286.304861111108,PR23/12-063,5200106660000000,Red Rose,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-048,Nguyễn Thị Đào,45218.207638888889,PR23/10-042,5200106660000000,Red Rose,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-043,Nguyễn Thị Đào,45247.143055555556,PR23/11-034,5200106730000000,Roticanal,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-032,Nguyễn Thị Đào,45272.203472222223,PR23/12-028,5200106900000000,SFM99,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-077,Nguyễn Thị Đào,45258.286111111112,PR23/11-080,5200107080000000,Thọ Phát 25kg,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-089,Nguyễn Thị Đào,45293.381249999999,PR24/01-005,5200107210000000,White Globe,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-075,Nguyễn Thị Đào,45286.304861111108,PR23/12-063,5200107220000000,WHITE TIGER,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-075,Nguyễn Thị Đào,45286.304861111108,PR23/12-063,5200107310000000,Yellow Globe,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-043,Nguyễn Thị Đào,45247.143055555556,PR23/11-034,5200107310000000,Yellow Globe,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-026,Nguyễn Thị Đào,45243.113194444442,PR23/11-020,5200107330000000,Yellow Roses,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-048,Nguyễn Thị Đào,45278.154166666667,PR23/12-042,5200107360000000,Cap Kuda (Yellow Horse - Wanton),CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-070,Nguyễn Thị Đào,45257.162499999999,PR23/11-063,5200113000000000,UNIBEN-BỘT MÌ,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO11/23-080,Nguyễn Thị Đào,45258.321527777778,PR23/11-051,10ZIP-TC002-01-0000,"Túi tài liệu Ziplock PE, W x L = 25cm x 35cm, TL: 13g/cái.",CAI,1000,KG,13,,VND,715,57200,715000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO12/23-006,Thái Nguyễn Minh Quyết,45265.063194444439,,HAT-PPHP040GP,Hạt nhựa PP HP040GP,KG,247500,KG,247500,,VND,24500,0,6063750000,KH010018,CÔNG TY TNHH LUCKY STAR PLAST
PO11/23-034,Nguyễn Thị Đào,45244.122916666667,PR23/11-026,HAT-CAM-33102B,Hạt màu cam 33102B,KG,450,KG,450,,VND,88000,3960000,39600000,NCC010014,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM
