Ngày,Số chứng từ,Đơn hàng bán,Khách hàng,Diễn giải,Vật tư,Tên vật tư,Đơn vị tính 1,Só lượng (1),Số lượng (2),Đơn vị tính 2
45202,SIM10/23-001,SO2309-0026,UNIPACK INTERNATIONAL (HONGKONG) LIMITED.,"Xuất bán ngày 03/10/2023 số cont :TCNU4605654, seal : YMAP772143, INV 245",0119132019001000,"Manh tròn JB, trắng UV, K178.0-179.0cm x 124.5-125.5cm, TL: 615.0g (+/-5%), MK: HK (NO GRADE) 2S1C. [UNP140gsm] [UP01054] [69.5""×49”- HK (NO GRADE) 2S1C]",CAI,31200,19465.1,KG
45203,SIM10/23-002,SO2309-0034,CÔNG TY TNHH FOTAI VIỆT NAM,"Xk bán hàng ngày  04/10/2023,Xe 51C-67266",THACUFOT122090090072TRDU,"Vải manh cuộn PP, K122.0cm, 9.0x9.0, caro láng, TL: 72.59g/m. [FT1220909750D] [59.5gsm]",M,70220,5020.5,KG
45203,SIM10/23-003,SO2308-0034,SANPOLY INDUSTRY SDN BHD,XK CUỘN NGÀY 04/10/2023; Số cont :SEGU6143456; Số seal :YMAP772190 ; INV : 247,0102125027000000,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 10.0x9.3, TL: 94.0g/m(+2.0/-1.0). [3500m/cuộn]/THACUSAN660100093094TRDU",M,42009,3910,KG
45203,SIM10/23-003,SO2308-0046,SANPOLY INDUSTRY SDN BHD,XK CUỘN NGÀY 04/10/2023; Số cont :SEGU6143456; Số seal :YMAP772190 ; INV : 247,0102125032000000,"Vải cuộn PP, trắng đục, K66cm, MĐ: 10.0x11.0, TL: 104g/m. [Hooking]/THACUSAN660100110104TRDU",M,85302,8872.5,KG
45203,SIM10/23-003,SO2308-0034,SANPOLY INDUSTRY SDN BHD,XK CUỘN NGÀY 04/10/2023; Số cont :SEGU6143456; Số seal :YMAP772190 ; INV : 247,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",M,38903,4474,KG
45203,SIM10/23-003,SO2308-0047,SANPOLY INDUSTRY SDN BHD,XK CUỘN NGÀY 04/10/2023; Số cont :SEGU6143456; Số seal :YMAP772190 ; INV : 247,0102125065000000,"Vải cuộn PP, trắng đục, K66.0cm(+1/-0.5), MĐ: 11.0x12.0, TL: 106g/m(+1/-2). [Hooking]",M,71877,7634,KG
45203,SIM10/23-004,SO2310-0002,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI KIÊN THẠNH,Xuất bán ngày 04/10/2023 XE KH LẤY -  61C-121.65,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,Kg,5000,5000,Kg
45203,SIM10/23-005,SO2308-0033,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),"XK cuộn ngày 04/10/2023 số cont : YMMU6574071, seal :YMAP772047, INV 246",0102109012000000,"Vải cuộn PP trắng đục, Khổ 66cm, mật độ 10x10 (dệt xếp) trọng lượng 92g/m/THACUHAL660100100092TRDU [2500m/cuộn]",M,65127,5938.5,KG
45203,SIM10/23-005,SO2309-0008,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),"XK cuộn ngày 04/10/2023 số cont : YMMU6574071, seal :YMAP772047, INV 246",0102109033000000,"Vải cuộn PP, trắng đục, tráng hấp PE, K51.0cm, TL: 83.0g/m. [910D, 8x8, 20mic]/HAPHAL051083TRDU",M,99560,8260.5,KG
45203,SIM10/23-005,SO2308-0033,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),"XK cuộn ngày 04/10/2023 số cont : YMMU6574071, seal :YMAP772047, INV 246",0102109034000000,"Vải cuộn PP trắng đục, Khổ 63.5cm, mật độ 10x10, kiểu dệt 5x1, trọng lượng 89g/m [2500m/cuộn]/THACUHAL635100100089TRDU",M,40143,3580.5,KG
45203,SIM10/23-005,SO2309-0020,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),"XK cuộn ngày 04/10/2023 số cont : YMMU6574071, seal :YMAP772047, INV 246",0119109032000000,"Vải cuộn PP, trắng đục, K56.0cm, MĐ: 10.0x10.0, TL: 78.0g/m. [810D]/THACUHAL560100100078TRDU",M,94778,7419.9,KG
45204,SIM10/23-006,SO2309-0057,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày  05/10/2023,Xe 54Y-8359",TPH060085G102INT.REGL075,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: RED GLOBE (BAGUETTE) - CODE 075 (2+0) (Mã: 5000654). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",Cái,5000,499,KG
45204,SIM10/23-006,SO2309-0057,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày  05/10/2023,Xe 54Y-8359",TPH060085INT.BRGL2.176,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: BROWN GLOBE-2 PP 40KG - CODE 176 (2+0) (Mã: 5000998). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",Cái,5000,505.5,KG
45204,SIM10/23-006,SO2309-0057,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày  05/10/2023,Xe 54Y-8359",TPH060085INT.BRGL2.177,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: BROWN GLOBE-2 PP 40KG - CODE 177 (2+0) (Mã: 5000998). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",Cái,5000,509,KG
45204,SIM10/23-007,SO2309-0009,DINDINGS POULTRY DEVELOPMENT CENTRE SDN BHD,"Xuất bán ngày 05/10/2023 số cont : TRHU2483951, seal : IAAF735604, INV : 249",0119120001002000,"Bao TP-PP, trắng đục, K66.0x99.0LL(+/-1), TL: 120.0g/cái(+/-3.6), MK: PS-9901. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH066099120TDMFM.PS9901",CAI,5000,598.7,KG
45204,SIM10/23-007,SO2309-0009,DINDINGS POULTRY DEVELOPMENT CENTRE SDN BHD,"Xuất bán ngày 05/10/2023 số cont : TRHU2483951, seal : IAAF735604, INV : 249",0119120001003000,"Bao TP-PP, trắng đục, K66.0x99.0LL(+/-1), TL: 120.0g/cái(+/-3.6), MK: PS-9902. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH066099120TDMFM.PS9902",CAI,20000,2361.5,KG
45204,SIM10/23-007,SO2309-0009,DINDINGS POULTRY DEVELOPMENT CENTRE SDN BHD,"Xuất bán ngày 05/10/2023 số cont : TRHU2483951, seal : IAAF735604, INV : 249",0119120001004000,"Bao TP-PP, trắng đục, K66.0x99.0LL(+/-1), TL: 120.0g/cái(+/-3.6), MK: PS-9902C. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH066099120TDMFM.PS9902C",CAI,30000,3522.3,KG
45204,SIM10/23-007,SO2309-0009,DINDINGS POULTRY DEVELOPMENT CENTRE SDN BHD,"Xuất bán ngày 05/10/2023 số cont : TRHU2483951, seal : IAAF735604, INV : 249",0119120004013000,"Bao TP-PP, trắng đục, K66.0x114.0LL(+/-1), TL: 138g/cái, MK: FULL FAT SOYA (2+2). [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 6 ngang x 1 dọc]/TPH066114138TDMFM.PSFFS",CAI,30000,3946.2,KG
45204,SIM10/23-008,SO2310-0002,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI KIÊN THẠNH,Xuất bán ngày 05/10/2023 XE KH LẤY -  50LD-179.13,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,Kg,7000,7000,Kg
45204,SIM10/23-009,SO2309-0030,P &  P DONGWON/ SEOGANG DISTRIBUTION,Xk bao ngày  05/10/2023; số cont : TLLU8683830; Số seal : EMCUAW5752; INV : 248,THACUDOW380110110066TDU7,"Vải cuộn PP, màu trắng đục, K38.0cm, MĐ: 11x11, kiểu dệt 2x1, TL: 66.0g/mét. Dệt 3000m/cuộn, đóng gói 5 cuộn/pallet, dùng bìa carton lót dưới pallet và mặt trên cuộn vải trên cùng, dán tem nhận dạng đầy đủ (7% taical)",M,171107,10994.7,KG
45204,SIM10/23-009,SO2309-0030,P &  P DONGWON/ SEOGANG DISTRIBUTION,Xk bao ngày  05/10/2023; số cont : TLLU8683830; Số seal : EMCUAW5752; INV : 248,THACUDOW390110110067TDU7,"Vải cuộn PP, màu trắng đục, K39.0cm, MĐ: 11x11, kiểu dệt 2x1, TL: 67.0g/mét. Dệt 3000m/cuộn, đóng gói 5 cuộn/pallet, dùng bìa carton lót dưới pallet và mặt trên cuộn vải trên cùng, dán tem nhận dạng đầy đủ (7% taical)",M,150005,9742,KG
45205,SIM10/23-010,SO2305-0034,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC SÀI GÒN XANH,Xk bán hàng ngày 06/10/2023 Xe 51C-67266,TPH043065G052CAMSGX.A01,"Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50]",CAI,25000,1272,KG
45205,SIM10/23-011,SO2309-0020,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),"XK cuộn ngày 06/10/2023 số cont : BMOU6307784, seal :YMAP752988, INV 250",0119109032000000,"Vải cuộn PP, trắng đục, K56.0cm, MĐ: 10.0x10.0, TL: 78.0g/m. [810D]/THACUHAL560100100078TRDU",M,323143,25154.4,KG
45206,SIM10/23-012,SO2308-0046,SANPOLY INDUSTRY SDN BHD,XK CUỘN NGÀY 07/10/2023; Số cont :TGBU6179413; Số seal :YMAP790154; INV : 251,0102125032000000,"Vải cuộn PP, trắng đục, K66cm, MĐ: 10.0x11.0, TL: 104g/m. [Hooking]/THACUSAN660100110104TRDU",M,75384,7830.5,KG
45206,SIM10/23-012,SO2309-0062,SANPOLY INDUSTRY SDN BHD,XK CUỘN NGÀY 07/10/2023; Số cont :TGBU6179413; Số seal :YMAP790154; INV : 251,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",M,14953,1713,KG
45206,SIM10/23-012,SO2309-0031,SANPOLY INDUSTRY SDN BHD,XK CUỘN NGÀY 07/10/2023; Số cont :TGBU6179413; Số seal :YMAP790154; INV : 251,0102125059000000,"Vải cuộn PP, trắng đục, K71cm (+1.5/-0), MĐ: 11.0x12.0, TL: 116.0g/m (+/-2.0). [2500m/cuộn] [Hooking]/THACUSAN710110120116TRDU",M,55421,6414,KG
45206,SIM10/23-012,SO2308-0047,SANPOLY INDUSTRY SDN BHD,XK CUỘN NGÀY 07/10/2023; Số cont :TGBU6179413; Số seal :YMAP790154; INV : 251,0102125065000000,"Vải cuộn PP, trắng đục, K66.0cm(+1/-0.5), MĐ: 11.0x12.0, TL: 106g/m(+1/-2). [Hooking]",M,78694,8334.5,KG
