Mã phiếu,Người tạo,Ngày tạo,Mã yêu cầu,Mã vật tư,Tên vật tư,Đvt (01),SỐ LƯỢNG (01),ĐVT (02),SỐ LƯỢNG (02),NGÀY CẦN,Tiền tệ,Đơn giá,Tiền thuế,Tổng tiền,Mã NCC,Tên NCC
PO12/23-036,Nguyễn Thị Đào,12/13/2023,PR23/12-031,0500100040000000,Dây đai ép kiện màu xanh dương BẢN 15 mm độ dày 1 mm,CUON,8,KG,80,,VND,225000,0,1800000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO06/23-062,Y Nghe Knul,6/15/2023,PR23/06-035,0500100040000000,Dây đai ép kiện màu xanh dương BẢN 15 mm độ dày 1 mm,CUON,4,KG,0.04,,VND,227000,90800,908000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO06/23-066,Nguyễn Thị Đào,6/15/2023,PR23/06-039,0500100060000000,"Dây đai nẹp xấp nhỏ, màu vàng, K12.0mm, TL: 6.0g/m.",CUON,4,KG,40,,VND,215000,0,860000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO06/23-066,Nguyễn Thị Đào,6/15/2023,PR23/06-040,0500100060000000,"Dây đai nẹp xấp nhỏ, màu vàng, K12.0mm, TL: 6.0g/m.",CUON,42,KG,420,,VND,215000,0,9030000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO11/23-009,Nguyễn Thị Đào,11/2/2023,PR23/11-006,0500100080000000,"Dây đai ép kiện PET, màu xanh lá, K15.5mm, dày 0.6mm, bề mặt dập nổi, tension >350kgF, 20kg/cuộn.",CUON,3,KG,60,,VND,525000,0,1575000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO08/23-020,Nguyễn Thị Đào,8/5/2023,PR23/08-007,5200108390000000,Dongwon 77-B,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-037,Y Nghe Knul,8/11/2023,PR23/08-019,5200108420000000,Dongwon 83-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-037,Y Nghe Knul,8/11/2023,PR23/08-019,5200108430000000,Dongwon 88-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO11/23-012,Nguyễn Thị Đào,11/6/2023,PR23/11-011,5200108741000000,HAY KINGDOM ( UNIPACK),CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO09/23-037,Y Nghe Knul,9/12/2023,PR23/09-025,5200108741000000,HAY KINGDOM ( UNIPACK),CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-066,Nguyễn Thị Đào,8/21/2023,PR23/08-045,5200108837000000,Gạo lài sữa-tư trúc,CM2,10000,CM2,10000,,VND,320,256000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-055,Y Nghe Knul,8/18/2023,PR23/08-029,5200108860000000,TRIBAT 43 X 65 ( SAIGONXANH),CM2,10000,CM2,10000,,VND,320,256000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO06/23-030,Y Nghe Knul,6/8/2023,PR23/06-019,5200108860000000,TRIBAT 43 X 65 ( SAIGONXANH),CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO10/23-039,Nguyễn Thị Đào,10/16/2023,PR23/10-037,5200108860000000,TRIBAT 43 X 65 ( SAIGONXANH),CM2,10000,CM2,10000,,VND,320,0,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO12/23-013,Nguyễn Thị Đào,12/6/2023,PR23/12-009,5200108860000000,TRIBAT 43 X 65 ( SAIGONXANH),CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO12/23-048,Nguyễn Thị Đào,12/18/2023,PR23/12-042,5200108870000000,TRIBAT 50X85 (SAIGONXANH),CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO10/23-039,Nguyễn Thị Đào,10/16/2023,PR23/10-037,5200108870000000,TRIBAT 50X85 (SAIGONXANH),CM2,10000,CM2,10000,,VND,320,0,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO06/23-030,Y Nghe Knul,6/8/2023,PR23/06-019,5200108870000000,TRIBAT 50X85 (SAIGONXANH),CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-055,Y Nghe Knul,8/18/2023,PR23/08-029,5200108870000000,TRIBAT 50X85 (SAIGONXANH),CM2,10000,CM2,10000,,VND,320,256000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-037,Y Nghe Knul,8/11/2023,PR23/08-019,520010890000000,DONGWON 93-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-037,Y Nghe Knul,8/11/2023,PR23/08-019,520010891000000,Dongwon 94-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-037,Y Nghe Knul,8/11/2023,PR23/08-019,520010892000000,dongwon 95-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-037,Y Nghe Knul,8/11/2023,PR23/08-019,520010893000000,Dongwon 96-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-037,Y Nghe Knul,8/11/2023,PR23/08-019,520010898000000,Dongwon 97-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-037,Y Nghe Knul,8/11/2023,PR23/08-019,520010899000000,Dongwon 98-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-037,Y Nghe Knul,8/11/2023,PR23/08-019,520010900000000,Dongwon 99-A1,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-037,Y Nghe Knul,8/11/2023,PR23/08-019,520010901000000,Dongwon 100-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-037,Y Nghe Knul,8/11/2023,PR23/08-019,520010902000000,Dongwon 101-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-037,Y Nghe Knul,8/11/2023,PR23/08-019,520010903000000,Dongwon 102-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-088,Y Nghe Knul,8/27/2023,PR23/08-051,520010903100000,dongwon 103-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO08/23-055,Y Nghe Knul,8/18/2023,PR23/08-034,520010903300000,Dongwon 105-A,CM2,10000,CM2,10000,,VND,320,256000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO09/23-054,Y Nghe Knul,9/18/2023,PR23/09-039,520010903400000,Dongwon 106-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO09/23-037,Y Nghe Knul,9/12/2023,PR23/09-030,520010903500000,Dongwon 107-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO09/23-054,Y Nghe Knul,9/18/2023,PR23/09-039,520010903800000,Dongwon 108-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO09/23-054,Y Nghe Knul,9/18/2023,PR23/09-039,520010904000000,Dongwon 110-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO09/23-054,Y Nghe Knul,9/18/2023,PR23/09-039,520010904100000,Dongwon 111-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO09/23-037,Y Nghe Knul,9/12/2023,PR23/09-030,520010904200000,Dongwon 112-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO09/23-037,Y Nghe Knul,9/12/2023,PR23/09-030,520010904300000,Dongwon 113-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO09/23-037,Y Nghe Knul,9/12/2023,PR23/09-030,520010904400000,Dongwon 114-A,CM2,20000,CM2,20000,,VND,320,640000,6400000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO09/23-054,Y Nghe Knul,9/18/2023,PR23/09-039,520010904500000,Dongwon 115-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO09/23-054,Y Nghe Knul,9/18/2023,PR23/09-039,520010904600000,Dongwon 116-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO09/23-054,Y Nghe Knul,9/18/2023,PR23/09-039,520010904700000,Dongwon 117-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO09/23-054,Y Nghe Knul,9/18/2023,PR23/09-039,520010904800000,Dongwon 118-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO09/23-037,Y Nghe Knul,9/12/2023,PR23/09-030,520010904900000,Dongwon 119-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO09/23-079,Y Nghe Knul,9/21/2023,PR23/09-064,5200109060000000,Dongwon 122-A,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO10/23-014,Y Nghe Knul,10/6/2023,PR23/10-008,5300101790000000,LOGO TRIBAT SÀI GÒN XANH,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO06/23-008,Nguyễn Thị Đào,6/5/2023,PR23/06-007,5300101790000000,LOGO TRIBAT SÀI GÒN XANH,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ĐẶNG THIÊN PHÁT
PO06/23-044,Nguyễn Thị Đào,6/12/2023,PR23/06-029,0700100030000000,nhớt 10,LIT,3600,LIT,3600,,VND,30909.091,11127273,111272728,NCC010046,CÔNG TY TNHH TM HUY BÌNH PHÁT
PO08/23-049,Y Nghe Knul,8/16/2023,PR23/06-029,0700100030000000,nhớt 10,LIT,400,LIT,400,,VND,29545.45,1181818,11818180,NCC010046,CÔNG TY TNHH TM HUY BÌNH PHÁT
PO08/23-069,Nguyễn Thị Đào,8/21/2023,PR23/08-044,0700100030000000,nhớt 10,LIT,1600,LIT,1600,,VND,29545.5,4727280,47272800,NCC010046,CÔNG TY TNHH TM HUY BÌNH PHÁT
PO08/23-070,Nguyễn Thị Đào,8/21/2023,PR23/08-044,0700100030000000,nhớt 10,LIT,400,LIT,400,,VND,30909.09,1236364,12363636,NCC010121,CÔNG TY TNHH DẦU NHỚT HOÀNG NHÂN
PO10/23-028,Nguyễn Thị Đào,10/12/2023,PR23/10-030,0700100030000000,nhớt 10,LIT,1400,LIT,1400,,VND,29545.4545,4136364,41363636,NCC010046,CÔNG TY TNHH TM HUY BÌNH PHÁT
PO09/23-077,Y Nghe Knul,9/21/2023,PR23/09-061,0700100030000000,nhớt 10,LIT,2000,LIT,2000,,VND,29545.5,5909100,59091000,NCC010046,CÔNG TY TNHH TM HUY BÌNH PHÁT
PO09/23-005,Y Nghe Knul,9/4/2023,PR23/09-005,0700100030000000,nhớt 10,LIT,400,LIT,400,,VND,29545.5,1181820,11818200,NCC010046,CÔNG TY TNHH TM HUY BÌNH PHÁT
PO12/23-055,Nguyễn Thị Đào,12/20/2023,PR23/12-048,0700100030000000,nhớt 10,LIT,2000,LIT,2000,,VND,29545.45,5909090,59090900,NCC010046,CÔNG TY TNHH TM HUY BÌNH PHÁT
PO12/23-015,Nguyễn Thị Đào,12/6/2023,PR23/12-012,0700100030000000,nhớt 10,LIT,2000,LIT,2000,,VND,29545.4545,5909091,59090909,NCC010046,CÔNG TY TNHH TM HUY BÌNH PHÁT
PO11/23-022,Nguyễn Thị Đào,11/9/2023,PR23/11-017,0700100030000000,nhớt 10,LIT,2000,LIT,2000,,VND,29545.455,5909091,59090910,NCC010046,CÔNG TY TNHH TM HUY BÌNH PHÁT
PO12/23-059,Nguyễn Thị Đào,12/21/2023,PR23/12-050,0700100080000000,Xăng thơm công nghiệp.,LIT,10,LIT,10,,VND,35000,0,350000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO11/23-073,Nguyễn Thị Đào,11/27/2023,PR23/11-073,0700100080000000,Xăng thơm công nghiệp.,LIT,10,LIT,10,,VND,37000,0,370000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO11/23-081,Nguyễn Thị Đào,11/29/2023,PR23/11-085,0700100080000000,Xăng thơm công nghiệp.,LIT,5,LIT,5,,VND,37000,0,185000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO09/23-028,Y Nghe Knul,9/7/2023,PR23/09-019,0700100171000000,Nhớt castrol 20W50.,LIT,36,LIT,36,,VND,88888,0,3199968,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO06/23-029,Y Nghe Knul,6/8/2023,PR23/06-018,0700100171000000,Nhớt castrol 20W50.,LIT,7,LIT,7,,VND,1,1,7,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO09/23-068,Y Nghe Knul,9/20/2023,PR23/09-054,0700100180000000,Dầu FUSHENG thùng 18 lít,THUNG,3,THUNG,3,,VND,6324000,1897200,18972000,NCC010119,CÔNG TY TNHH MTV THƯƠNG MẠI DỊCH VỤ CƠ ĐIỆN LẠNH THUẬN THÀNH PHÁT
PO06/23-127,Y Nghe Knul,10/4/2023,,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,120,LIT,120,,VND,7000,0,840000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO10/23-023,Nguyễn Thị Đào,10/10/2023,PR23/10-016,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,210,LIT,210,,VND,7000,0,1470000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO11/23-071,Nguyễn Thị Đào,11/27/2023,PR23/11-064,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,210,LIT,210,,VND,7000,0,1470000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO08/23-058,Y Nghe Knul,8/18/2023,PR23/08-032,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,210,LIT,210,,VND,7000,0,1470000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO12/23-081,Nguyễn Thị Đào,12/28/2023,PR23/12-067,NEP13MM.DEN,"Nẹp khổ 1.3cm, manh PP tráng một mặt màu đen, TL: 1.3g/m",M,33077,KG,43.0001,,VND,123.5,0,4085010,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO08/23-080,Nguyễn Thị Đào,8/23/2023,PR23/08-048,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,600000,KG,7800,,VND,420,20160000,252000000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO08/23-040,Nguyễn Thị Đào,8/15/2023,PR23/08-025,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,294000,KG,3822,,VND,420,9878400,123480000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO08/23-023,Nguyễn Thị Đào,8/5/2023,PR23/08-008,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,329000,KG,4277,,VND,420,13818000,138180000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO07/23-080,Y Nghe Knul,7/26/2023,PR23/07-051,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,259000,KG,3367,,VND,420,10878000,108780000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO08/23-007,Y Nghe Knul,8/1/2023,PR23/07-067,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,233000,KG,3029,,VND,420,7828800,97860000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO07/23-049,Nguyễn Thị Đào,7/17/2023,PR23/07-032,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,267000,KG,3471,,VND,420,8971200,112140000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO06/23-052,Y Nghe Knul,6/14/2023,,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,98000,KG,1274,,VND,450,4410000,44100000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO06/23-065,Nguyễn Thị Đào,6/15/2023,PR23/06-038,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,84000,KG,1596,,VND,439,3687600,36876000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO06/23-083,Y Nghe Knul,6/17/2023,,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,20627,KG,268.15,,VND,450,928215,9282150,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO06/23-087,Y Nghe Knul,6/17/2023,,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,100000,KG,1300,,VND,450,4500000,45000000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO06/23-085,Y Nghe Knul,6/17/2023,,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,39000,KG,507,,VND,450,1755000,17550000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO06/23-098,Nguyễn Thị Đào,6/21/2023,PR23/06-053,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,403000,KG,5239,,VND,416,16764800,167648000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO10/23-025,Nguyễn Thị Đào,10/10/2023,PR23/10-019,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,702000,KG,9126,,VND,420,23587200,294840000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO10/23-012,Y Nghe Knul,10/5/2023,PR23/06-038,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,166000,KG,3154,,VND,420,6972000,69720000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO09/23-022,Y Nghe Knul,9/7/2023,PR23/09-018,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,280000,KG,3640,,VND,420,9408000,117600000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO09/23-034,Y Nghe Knul,9/12/2023,PR23/09-031,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,7000,KG,133,,VND,600,420000,4200000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO06/23-098,Nguyễn Thị Đào,6/21/2023,PR23/06-053,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,207500,KG,3156.5,,VND,486,10084500,100845000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO07/23-049,Nguyễn Thị Đào,7/17/2023,PR23/07-032,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,60000,KG,1140,,VND,610,2928000,36600000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO08/23-007,Y Nghe Knul,8/1/2023,PR23/07-067,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,86000,KG,1634,,VND,610,4196800,52460000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO07/23-080,Y Nghe Knul,7/26/2023,PR23/07-051,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,66500,KG,1263.5,,VND,610,4056500,40565000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO08/23-023,Nguyễn Thị Đào,8/5/2023,PR23/08-008,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,22000,KG,418,,VND,610,1342000,13420000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
PO08/23-040,Nguyễn Thị Đào,8/15/2023,PR23/08-025,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,70000,KG,1330,,VND,610,3416000,42700000,NCC010020,CÔNG TY TNHH AMIBA VIỆT NAM
