Mã số,Mặt hàng,Đvt (2),SL (2),Đvt (1),SL (1),Date
01JBO-TC002-01-0000,"Bao Jumbo thân tròn, trắng đục, có in marka: DING LI, kích thước: 95x95x130cm, có ống nạp, ống xả, có túi lồng PE; TL: 2.45kg/cái; Bao xếp làm 4, ép kiện 10 cái/kiện",KG,-11.1,CAI,0,03/04/2025
01JBO-4P008-01-0000,"Bao Jumbo màu trắng thân ráp không tráng, nắp trùm kích thước 95x95x125(cm); TL: 1.55(Kg/cái) (Tận dụng may bao phế)",KG,477.4,Cái,643,03/04/2025
01JBO-SH9090110-WHITE-PR,"Bao Jumbo màu trắng 90x90x110- quai U, thân ráp UI,  nắp túm, đáy xã, tráng trong (lami in), có in, MK: ZINC- TL1.9kg/cái",KG,25.8,CAI,1,03/04/2025
01JBO-LUI105105110-BEIGE,"Bao Jumbo vuông, chống phình, màu beige, ống nạp, đáy xả cánh sen, 105x105x110cm (+/- 1cm), 2.00kg (+/- 0.03kg), có UV 1.5%, tải trọng 700kg",KG,-1016.6,Cái,-450,03/04/2025
01JBO-AGS104104188-WHI-1,"Bao Jumbo thân I [KT bao: 104x104x188cm, 3.4kg], màu trắng, nắp túm, chống phình, đáy xả cánh sen, túi tài liệu, tem AGRISAC, tải trọng 1250kg. Đóng gói 130 cái/pallet.",KG,13.6,Cái,4,03/04/2025
01JBO-AGS104104188-WHI-2,"Bao Jumbo thân I [KT bao: 104x104x188cm, 3.4kg], màu trắng, in MK: RTC, chống phình, ống nạp+đáy xả cánh sen, túi tài liệu, tem AGRISAC, tải trọng 1250kg. Đóng gói 130 cái/pallet.",KG,13.6,Cái,4,03/04/2025
01JBO-LUI105107110-WHITE,"[DDH 6214] Bao Jumbo vuông, màu trắng, chống phình, chống xì, quai U, ống nạp cánh sen, đáy xả cánh sen, túi tài liệu, KT bao: 105x107x110cm, 2.60kg, có UV 1.0%, tải trọng 850kg.",KG,-552.1,Cái,-200,03/04/2025
HDPE523025TD,"Cuộn HDPE, K52.3cm, 25.0g/m, 25.0mic, trắng đục.",KG,2.59,M,103.66,03/04/2025
HDPE0017-1,"Cuộn HDPE, K59.0cm, 22.2g/m, 22.0mic, trắng trong. [Ext B: 95.0HD + 5.0LL]",KG,0.03,M,6201.35,03/04/2025
HDPE0025-3,"Cuộn HDPE, K52.3cm, 20.0g/m, 22.0mic, trắng đục. [22TC] [Chú ý: Chỉ dùng cho mã THACU4TR520085080062TRDU]",KG,794,M,40300,03/04/2025
HDPE0029-1,"Cuộn HDPE, K57.3cm, 21.5g/m, 22.0mic, trắng trong. [Ext B: 94.7HD + 5.0LL + 0.3Taical]",KG,0,M,0,03/04/2025
HDPE0032-1,"Cuộn HDPE, K67.3cm, 28.0g/m, 25.0mic, trắng đục. [18.3TC]",KG,552.17,M,22806.3284,03/04/2025
HDPE523020TD,"Cuộn HDPE, K52.3cm, 20.0g/m, 22.0mic, trắng đục.",KG,2460.1,M,124000,03/04/2025
HDPE523021TT,"Cuộn HDPE trắng trong, K52.3cm, trọng lượng 21.0g/m, dày 20mic.",KG,63.26,M,12636.19,03/04/2025
HDPE597222TD,"Cuộn HDPE, K59.7cm, 22.2g/m, 22.0mic, trắng đục.",KG,2306.9,M,105400,03/04/2025
HDPE568325TD,"Cuộn HDPE, K56.8cm, 32.5g/m, 30.0mic, trắng đục.",KG,33.17,M,1051.37,03/04/2025
LDPE022023,"Manh LDPE, trắng trong, KT:22.0cm x 23.0cm(+1.0/-0.0), TL: 3.7g/cái.",KG,3.88,Cái,1050,03/04/2025
HDPE445017TT,"Cuộn HDPE, K44.5cm, 17.0g/m, 22.0mic, trắng trong.",KG,866,M,50900,03/04/2025
03CAT-4P001-02-DAIN,"Đai nâng PP, màu trắng, W7cm - T46g/m, cắt dài 140cm, đánh dấu ""35-70-35"", TL: 64.4g/cái.",KG,0.39,CAI,6,03/04/2025
03CAT-TC001-01-DCON,"Dây cột ống nạp, loại PP, màu trắng, W2cm - T5g/m, cắt dài 120cm, TL: 6.0g/cái.",KG,15.12,CAI,2520,03/04/2025
03CAT-TC001-02-DAIN,"Đai nâng PP, màu trắng, W7cm - T48g/m, cắt dài 280cm, ""110-60-110"", TL: 134.4g/cái.",KG,105.99,CAI,791,03/04/2025
03CAT-TC001-02-DAIV,"Dây đai PP, màu trắng, W5cm - T20g/m, cắt dài 390cm, TL: 78g/cái.",KG,3.75,CAI,50,03/04/2025
03CAT-TC003-02-DAIN,"Đai nâng PP, màu xanh dương, W7cm - T48g/m, cắt dài 120cm, đánh dấu ""30-60-30"", TL: 57.6g/cái.",KG,1140.83,CAI,19806,03/04/2025
03CAT-TC003-02-DAIV,"Dây đai PP, màu xanh dương, W4cm - T23g/m, cắt dài 425cm, TL: 97.75g/cái.",KG,668.51,CAI,6839,03/04/2025
03CAT-TC003-02-DCON,"Dây cột nắp, loại PP, màu beige, W2cm - T6g/m, cắt dài 150cm, TL: 9.0g/cái.",KG,58.48,CAI,6498,03/04/2025
03CAT-TC003-02-DCOX,"Dây cột ống xả, loại PP, màu beige, W2cm - T6g/m, cắt dài 120cm, TL: 7.2g/cái.",KG,135.98,CAI,19426,03/04/2025
03CAT-TC003-02-ROPP,"Dây rope PP, D=5mm, màu trắng, cắt dài 190cm, TL: 19.0g/dây.",KG,96.9,CAI,5100,03/04/2025
08DAY-NOXI-01-0606,"Dây chống xì đường kính 6mm sợi poly dùng cho may bao, trọng lượng 6g/m",KG,91,M,15166.6,03/04/2025
09TAPE-POLYWHI-01-0206,"Dây tape sợi polyester màu trắng, kích thước 2cm, trọng lượng 5.8g/m",KG,56.9,M,56.9,03/04/2025
10DAI-PPBEI-01-0206,"Dây đai PP, 2.0cm x 6.0g/m, MĐN: 8, màu Beige.",KG,353.6,M,58932.34,03/04/2025
10DAI-PPBEI-01-0535,"Dây đai PP, 5.0cm x 35g/m, màu Beige.",KG,586,M,167428.57,03/04/2025
10DAI-PPBEI-02-0748,"Dây đai PP, 7.0cm x 48g/m, màu Beige, MĐN: 10-12. [TL: 48g/m, >1800kgF] [màu Beige DW] [BE66125A]",KG,1079.16,M,316439.02,03/04/2025
10DAI-PPBLU-01-0423,"Dây đai PP, 4.0cm x 23.0g/m, màu xanh dương.",KG,89.05,M,3871.74,03/04/2025
10DAI-PPBLU-01-0748,"Dây đai PP, 7.0cm x 48.0g/m, màu xanh dương.",KG,1006,M,20958.33,03/04/2025
10DAI-PPWHI-01-0205,"Dây đai PP, 2.0cm x 5.0g/m, MĐN: 8, màu trắng.",KG,75.57,M,15112.8,03/04/2025
10DAI-PPWHI-01-0520,"Dây đai PP, 5.0cm x 20.0g/m, màu trắng.",KG,143.28,M,7164.12,03/04/2025
10DAI-PPWHI-01-0535,"Dây đai PP, 5.0cm x 35g/m, màu Trắng đục.",KG,25,M,7142.86,03/04/2025
10DAI-PPWHI-01-0746,"Dây đai PP, 7.0cm x 46g/m, màu trắng, MĐN: 10-12. [TL: 46g/m, >1500kgF]",KG,95.54,M,2076.7,03/04/2025
10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",KG,0.01,M,0.16,03/04/2025
10ROP-PPWHI-01-0612,"Dây ROPE, D6mm x 12g/m, trắng đục.",KG,250.004,M,20834,03/04/2025
10ROP-PPWHI-02-0612,"Dây ROPE PP, D6mm x 12g/m, trắng đục. Sử dụng sợi tận dụng",KG,54.34,M,4527.1,03/04/2025
10DAI-PPWHI-01-0206,"Dây đai PP, 2.0cm x 6.0g/m, MĐN: 8, màu trắng.",KG,144.29,M,24046.72,03/04/2025
10DAI-PPDE0-01-0530,"Dây đai PP, Kích thước 5.0cm;  TL: 30g/m, màu đen",KG,4969.7399,M,165680.09,03/04/2025
10ROP-PEWHI-02-0613,"Dây ROPE PE (C3), D6mm x 13g/m, trắng đục.",KG,107.56,M,5813.94,03/04/2025
10PVC-D1602-02-0000,"Ống nhựa lưới PVC D16mm, dày 2mm, màu trắng trong; TL: 100g/m",KG,16,M,160,03/04/2025
03CAT-4P006-01-DAIN,"Đai nâng mono, màu beige, W8cm - T45g/m, cắt dài 294cm, đánh dấu ""18+5+12+16+75+28+55+85"", TL: 132.3g/cái.",KG,11,Cái,85,03/04/2025
07ROPE-POLYWHI-01-0610,"Dây rope sợi polyester màu trắng, đường kính 6mm trọng lượng 10g/m",KG,13,M,1299.83,03/04/2025
10DAI-PPDE0-01-0205,"Dây đai PP, 2.0cm x 5.0g/m, MĐN: 8, màu đen.",KG,260.98,M,52196.29,03/04/2025
10DAI-PPWHI-01-0423,"Dây đai PP màu trắng kích thước 4cm, TL: 23g/m",KG,92.55,M,4023.51,03/04/2025
10DAI-MNWHI-01-0750,"Dây đai mono, kích thước 7.0cm x 50.0g/m, màu trắng, lực >2000kgF",KG,98.8,M,1976,03/04/2025
10DAI-POWHI-01-0435,"Dây đai polyester, kích thước 4.0cm x 35.0g/m, màu trắng, lực >900kgF",KG,8,M,228.6,03/04/2025
10ROP-HPWHI-01-0624,"Dây ROPE HDPE, D6mm x 24g/m, trắng đục.",KG,153,M,6375,03/04/2025
10DAI-POLYWHI-01-0203,Dây tape 2cm Polyester màu trắng; TL: 3.5g/m,KG,11.76,M,3363.21,03/04/2025
10PVC-D1202-02-0000,"Ống nhựa PVC D12mm, dày 2mm, màu trắng trong; TL: 100g/m [Ống nhựa cứng]",KG,55.5,M,555,03/04/2025
03CAT-4P003-01-0002-ROPE,"Dây rút đáy, D=6mm, màu trắng, cắt dài 170.0cm, TL: 23.6g/cái.",KG,0.0056,Cái,0,03/04/2025
10ROP-PPWHI-03-0612,"Dây ROPE PP, D6mm x 12g/m, trắng đục.",KG,227.11,M,18925.83,03/04/2025
10DAI-PPDE0-01-0206,"Dây đai PP, 2.0cm x 6.0g/m, MĐN: 8, màu đen.",KG,202.8,M,33800,03/04/2025
03CAT-TU001-08-0001-OPVC,"Ống nhựa PVC, đường kính trong 16mm x dày 2mm, màu xanh dương, cắt dài 4cm. TL:4g/cái",KG,3.4,Cái,850,03/04/2025
10DAI-MNWHI-01-0743,"Dây đai mono, 7.0cm x 43.0g/m, màu trắng",KG,24.4,M,567.16,03/04/2025
10DAI-PPWHI-01-6048,"Dây đai PP, 6.0cm x 48g/m, màu Trắng đục.",KG,636.82,M,13233.79,03/04/2025
10DAI-MNGRE-01-0743,"Dây đai mono, 7.0cm x 43.0g/m, màu Grey",KG,337.52,M,7849.3,03/04/2025
10DAI-MNGRE-01-0530,"Dây đai mono, 5.0cm x 30.0g/m, màu Grey",KG,76.02,M,2534,03/04/2025
10ROP-PPWHI-02-0825,"Dây ROPE PP, D8mm x 25g/m, trắng đục.",KG,124.5,M,4980,03/04/2025
10DAI-PPBEI-01-1065,"Dây đai Mono, 10.0cm x 65g/m, màu Beige, [TL: 65g/m,]",KG,13,M,200,03/04/2025
10DAI-MNBEI-01-1065,"Dây đai mono, 10.0cm x 65.0g/m, màu beige",KG,1778.9975,M,27369.5,03/04/2025
10ROP-PPWHI-02-0823,"Dây ROPE PP (C3), D8mm x 23g/m, trắng đục.",KG,223.36,M,9711.43,03/04/2025
10DAI-PPBEI-01-0746LUI,"Dây đai PP, 7.0cm x 46g/m, màu Beige, MĐN: 9.[TL: 46g/m, >1700kgF]",KG,236,M,5130.4,03/04/2025
10PVC-D1804-01-0001,Ống nhựa D12 x18(mm) PVC đạt  tiêu chuẩn RoHs2 mã TR-12hãng sx TOYOX,KG,41,M,410,03/04/2025
03CAT-AGS107107107-DAIN,"Đai nâng PP, màu xanh dương, W5.0cm, cắt dài 165.0cm, định vị 75+25+65, TL: 74.25g/cái.",KG,899.5,Cái,12000,03/04/2025
03CAT-AGS107107107-DCOT,"Dây tape cột nắp túm, ống xả, PP màu trắng, W2.0cm - Tl: 6.0g/m, cắt dài 120cm, TL: 7.2g/cái.",KG,102.02,Cái,13100,03/04/2025
03CAT-AGS107107107-ROPP,"Dây rope, D=6mm, màu trắng, cắt dài 150.0cm, TL: 15.0g/cái.",KG,69,Cái,4600,03/04/2025
10DAI-PPBLU-01-0545,"Dây đai PP, 5.0cm x 45.0g/m, màu xanh dương.",KG,453.18,M,10070.33,03/04/2025
10PVC-D1602-01-0000,"Ống nhựa PVC, D16mm x dày 2mm, trắng trong. TL: 100g/m [Ống nhựa dẻo]",KG,24.99,M,249.91,03/04/2025
10DAI-PPWHI-02-0743,"Dây đai PP, 7.0cm x 43g/m, màu Trắng đục.",KG,1499.102,M,34862.09,03/04/2025
08DAY-NOXI-01-1006,"Dây chống xì màu trắng, sợi polyeste, đường kính 10mm, trọng lượng 6g/m.",KG,775.8,M,129300,03/04/2025
10ZIP-TC002-01-0000,"Túi tài liệu Ziplock PE, W x L = 25cm x 35cm, TL: 13g/cái.",KG,0.59,CAI,49,03/04/2025
10ZIP-TU002-01-0000,"Dây kéo khóa ZIP (bộ), màu trắng, W3 x L75 (cm), dây số 5.",M,13425,CAI,17900,03/04/2025
10TEM-JP001-01-0001,Tem bao Jumbo; KT: 12.0x14.0cm,CAI,10000,CAI,10000,03/04/2025
02MAY-TU001-06-0001,"May bao Jumbo thân U, màu đen  KT: 97x97x142cm, ống nạp Ø38x48cm, quai chéo; TL: 0.950Kg/cái (UNP)",KG,418,Cái,440,03/04/2025
03CAT-TU001-06-0001THAND,"Manh PP, màu đen , K: 109.5cm x 393cm, cắt dài 393cm, siêu biên mỗi bên 4cm còn 101.5cm; TL: 358.26g/cái (cũ 357.94g/cái).",KG,3408.78,Cái,9000,03/04/2025
03CAT-TU001-06-0001THANN,"Manh PP, màu đen , K: 109.5cm x 154cm, cắt dài 154cm, siêu biên mỗi bên 4cm còn 101.5cm; TL: 140.39g/cái (cũ 140.26g/cái).",KG,2543.12,Cái,18000,03/04/2025
03CAT-TU001-06-0001-NAP0,"Manh PP, màu đen , K: 109.5cm x 109cm, cắt dài 109cm, siêu biên mỗi bên 4cm còn 101.5cm, đục lỗ chính giữa Ø33.0cm; TL: 82.36g/cái (cũ 93.15g/cái).",KG,772.16,Cái,9000,03/04/2025
03CAT-TU001-06-0001-DAIN,"Đai nâng PP, màu đen, W5cm - T30g/m, cắt dài 100cm, đánh dấu ""25-50-25"", TL: 30g/cái.",KG,1088,Cái,36000,03/04/2025
03CAT-TU001-06-0001-DCOT,"Dây tape 2cm màu đen, cột ống nạp/ống xả, cắt dài 120cm; TL: 6.0g/cái",KG,60,Cái,9000,03/04/2025
10TEM-TU001-06-0001,Tem bao Jumbo UNP TU001-06-0001. Kích thước W4.5xL7.0 (inch),KG,28.96,Cái,28960,03/04/2025
03CAT-TU001-06-0001-ONAP,"Manh PP, màu đen có tráng, K: 53.0cm x 132.0cm, cắt dài 132cm; TL: 50.2g/cái (cũ 49.0g/cái).",KG,450.8,Cái,9000,03/04/2025
03CAT-TC007-01-0000-OPVC,"Ống nhựa PVC, D14-16mm, TL: 4.2g/cái",KG,0.05,Cái,0,03/04/2025
03CAT-4P007-01-0000-NOXI,"Dây chống xì màu trắng sợi poly ø6mm cắt dài 3840cm, trọng lượng 230.4g/cái",KG,113.71,Cái,-16093.58,03/04/2025
10ZIP-TT012-01-2028,"Túi  Ziplock, W x L = 20cm x 28cm, đường zip màu trắng; TL: 12.0g/cái.",KG,12,Cái,1000,03/04/2025
10POC-TU001-06-0000,Túi PVC trong kích thước RxD+ Nắp: 18x20+4cm; TL: 10g/cái,KG,67.27,Cái,6727,03/04/2025
03CAT-4P003-01-0002-THAN,"Manh PP, màu beige, K: 116.0cm x 121.0cm, cắt dài 121cm, TL: 258.2g/cái.",KG,0.0208,Cái,0,03/04/2025
03CAT-4P003-01-0002-DAY0,"Manh PP, màu beige, K: 116.0cm x 116.0cm, cắt dài 116cm, đục lỗ; TL: 253g/cái.",KG,0.052,Cái,0,03/04/2025
03CAT-4P003-01-0002-ONAP,"Manh PP, màu trắng có tráng, K: 62.0cm x 165.0cm, cắt dài 165cm; TL: 94.8g/cái.",KG,0.02,Cái,0,03/04/2025
03CAT-4P003-01-0002-MCD0,"Miếng che đáy, màu beige, K.27.0x29.0cm; TL: 13.6g/cái.",KG,0.0188,Cái,0,03/04/2025
10ZIP-4P003-01-0002,"Túi tài liệu Ziplock PE, W x L = 22cm x 32cm, TL: 12.6g/cái.",KG,0.054,Cái,0,03/04/2025
10TEM-4P003-01-0002,Tem bao Jumbo 4P003-01-0002. [GC Hiệp Phước],KG,0.0156,Cái,0,03/04/2025
10ZIP-W25L35-PE-01,"Túi tài liệu Ziplock A4, W x L = 25cm x 35cm, TL: 16.8g/cái.",KG,168.2,Cái,11000,03/04/2025
10TEM-TOPW-148107-0001,"Tem bao Jumbo, kích thước 148x107cm trọng lượng 1g/cái.",KG,0.05,CAI,50,03/04/2025
10POC-TOP-023025-0001,"Túi hồ sơ PE mua ngoài trắng trong W23.0xL25.0cm, trọng lượng 8g/cái.",KG,21.33,CAI,2667,03/04/2025
10ZIP-TT012-01-2027,"Túi  Ziplock, W x L = 20cm x 27cm, đường zip màu trắng; TL: 12.0g/cái.",KG,6.24,Cái,520,03/04/2025
10TEM-TU001-06-0000,"Tem bao jumbo 106x106x133(cm) (FKN), KT tem: 110.0x100.0(mm); TL: 1.0g/cái",KG,5.65,Cái,5650,03/04/2025
10POC-NIS110106-0000,"Túi tài liệu PP+PE, 14cm x 22cm có nắp  , PP màu beige  có tráng trong, PE 100mic.",KG,32,CAI,2000,03/04/2025
10TEM-01JBO-NIS110106,Tem bao jumbo NISSIN 01JBO-NIS110106-BEI-KSR,KG,2.05,CAI,2050,03/04/2025
10POC-AGS-025035-0001,"Túi Ziplock PE mua ngoài trắng trong W25.0xL35.0cm, trọng lượng 8g/cái. (Không có sọc đỏ)",KG,36.2,CAI,3050,03/04/2025
10TEM-01JBO-AGS107107107,Tem bao jumbo AGRISAC 01JBO-AGS107107107-WHITE,KG,2,CAI,2000,03/04/2025
11BLO-AGS107107107-0001,"Khoá B-Block, màu trắng, TL: 10g/cái",KG,62.5,CAI,6250,03/04/2025
03CAT-AGS107107107-VCP0,"[Vách chống phình] Manh PP màu trắng, tráng 1 mặt 20gsm, K56.0x92.0cm, khoét 3 lỗ W10 x L30(cm), 2 lỗ W5 x L30(cm). TL: 51.82g/cái.",KG,651.93,Cái,12080,03/04/2025
03CAT-AGS107107107-THAN,"Vải thân PP màu trắng đục, cắt dài 119cm,  TP: W119  x L119 (cm), TL: 273.97g/cái.",KG,3260.38,Cái,12000,03/04/2025
03CAT-AGS107107107-OXA0,"[Ống xả] Manh PP, màu trắng, tráng 20gsm, K50.0cm, cắt dài 123.0cm, TL: 46g/cái.",KG,139,Cái,3000,03/04/2025
03CAT-AGS107107107-DAY,"Vải đáy PP, trắng đục, cắt dài 119cm, TP: W119 x L119(cm), xén chữ X chính giữa 30cm, vẽ vòng may 35cm. TL: 273.97/cái",KG,827.97,Cái,3030,03/04/2025
03CAT-AGS107107107-VMS0,"Miếng may khóa hình sao, màu trắng có tráng, 10cm x 10cm, TL: 2.0g/cái.",KG,31,Cái,13000,03/04/2025
03CAT-AGS107107107-MCD0,"Miếng che đáy, màu trắng có tráng, hình tròn, D30cm; TL: 14.14g/cái.",KG,87.67,Cái,6200,03/04/2025
03CAT-AGS107107107-NAP0,"Manh PP màu trắng, tráng 1 mặt, K95.0, cắt dài 440.0cm, TL: 428.6g/cái.",KG,1274.6,Cái,3002,03/04/2025
03CAT-AGS107107107-NAP-M,"Manh PP màu trắng, K103.0cm, cắt dài 106.0cm, TL: 162.85g/cái.",KG,1009.67,Cái,6200,03/04/2025
10POC-AGS-015013-0001,"Túi PE mua ngoài trắng trong, đựng tem nhãn, W15.0xL13.0cm, trọng lượng 2g/cái.",KG,6.4,CAI,3100,03/04/2025
10POC-025035-0001,"Túi Ziplock PE A4 trắng trong sọc đỏ, W25.0xL35.0cm, trọng lượng 12g/cái.",KG,22.4,CAI,0,03/04/2025
10ROP-PPWHI-01-0615,"Dây ROPE PP, D6mm x 15g/m, trắng đục.",KG,117.46,M,7830.66,03/04/2025
12NI-010020-WHITE,"Nỉ đệm đai, màu trắng, K10.0(cm), dày 1.5mm, TL: 20.0g/m (200gsm).",KG,50.5,M,2525,03/04/2025
BAO-030040G22LDPE.ACS,"Túi LDPE trong in 5 màu marka: ACOSAC quy cách: 30cm x 40cm, TL: 22g/túi.",KG,427.9,CAI,19450,03/04/2025
BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",KG,582,CAI,30669,03/04/2025
BAO-078130G155TD.MRT,Bao PP khổ 78x130 trọng lượng 155.44 gr/cái,KG,388.6,CAI,2500,03/04/2025
BAO-3040W100.LD.JPD,"Túi LDPE in đỏ marka GECOSAC, 30cmx40cmx100micron, TL: 22gr.",KG,445.32,CAI,20242,03/04/2025
CMA050074G073TT.INT,"Bao PP, trắng tẩy, K50(+1/-0.5)x74LL(+/-1), cắt răng cưa 79cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 73.28g/cái(+/-2.1). [Đếm tép: 100cái/tép]",KG,2018.56,CAI,27270,03/04/2025
CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",KG,8124.84,CAI,117973.03,03/04/2025
CMA050080G080TT.INT,"Bao PP, trắng tẩy, K50(+1/-0.5)x80LL(+/-1), cắt thẳng 85cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 78.82g/cái(+/-2.5). [Đếm tép: 100cái/tép]",KG,166.382,CAI,2120,03/04/2025
CMA060085G101TT.INT,"Bao PP, trắng tẩy, K60(+1/-0.5)x85LL(+/-1), cắt răng cưa 90cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 100.63g/cái(+/-3). [Đếm tép: 100cái/tép]",KG,1863.063,CAI,18280,03/04/2025
CMA060088G104TT.INT,"Bao PP, trắng tẩy, K60(+1/-0.5)x88LL(+/-1), cắt răng cưa 93cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 103.96g/cái(+/-3.1). [Đếm tép: 100cái/tép]",KG,2586.5,CAI,24480,03/04/2025
CMA060091G74.8XAM4TR,"Bao PP, xám tro 8C, K60x91PB (+/-1), cắt thẳng 95.0cm (+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 74.8g/cái (+/-2.3).",KG,943.3,CAI,12611,03/04/2025
CMA066100TDUVMRT,"Bao PP, trắng UV, K66(+1/-0.5)x100LL(+/-1), cắt răng cưa 105cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 98.43g/cái (+/-3). [Đếm tép 100 cái]",KG,8287.8,CAI,84200,03/04/2025
THAINHAR050TD.OC12,"[V5060] Cuộn PP-In, trắng đục, K50.0cm, TL: 46.7g /77cm, MK: OMYACARB 12-MI. (MK nội dung mới: Warning).",KG,537.05,CAI,11500,03/04/2025
CMA455071G551CAMDW,"Bao PP, màu cam, K45.5(+/-0.5)x71PB (+/-1), cắt thẳng 76cm(+/-1), đáy 2 lần/1 đường PP1200D trắng, TL: 55.1g/cái(+/-1.5). [Đếm tép: 100cái/tép]",KG,385.7,CAI,7000,03/04/2025
CMA485079TDMFM,"Bao PP, trắng đục, K48.5x79LL(+/-1), cắt răng cưa 84cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 77.44g/cái(+/-2.3).",KG,6625.5,CAI,84060,03/04/2025
CMA485813TDMFM,"Bao PP, trắng đục, K48.5x81.3LL(+/-1), cắt răng cưa 86cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 79.27g/cái(+/-2.4).",KG,1112.74,CAI,14048,03/04/2025
CMA485915TDMFM,"Bao PP, trắng đục, K48.5x91.5LL(+/-1), cắt răng cưa 96.5cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 88.80g/cái(+/-2.7).",KG,181.36,CAI,2040,03/04/2025
GAV050073TDHAR,"[Gấp Val] Bao PP, trắng đục, K50x73PB (+/-1), chiều dài val chưa may 24cm, TL: 47.85g/cái (+/-5%).",KG,1569.48,CAI,32800,03/04/2025
LDPE062097G049TT.KCP,"Túi LDPE, trắng trong, K62(+/-0.5)x97LL(+/-0.5), cắt dài 98cm + hàn 2 đường cách đáy <10mm, TL: 49(+/-1)gr.",KG,686,CAI,14000,03/04/2025
LDPE062097G050TT.KCP,"Túi LDPE, trắng trong, K62(+/-0.5)x97LL(+/-0.5), cắt dài 98cm + hàn 2 đường cách đáy <10mm, TL: 50(+/-1)gr.",KG,5308.05,CAI,106161,03/04/2025
MANH-195340G750LDPE.THA,"Manh LDPE trong, K195.0x340PB(+1.0/-0), TL: 750g/cái +/- 3%(không có đường hàn đáy, dạng ống), cắt thẳng 340cm -2/+5cm",KG,723,CAI,964,03/04/2025
MDA100138CAMBD.DW,"[May đáy] Bao PP, màu cam + 4 sọc đỏ 4cm cách biên 15cm, K100x138PB (+/-1), đáy gấp 2 lần may 1 đường PP1200D, bao không in, TL: 150.97g/cái (+/-5%).",KG,0.0094,BAO,0,03/04/2025
CMA045063G037TDDW.CORN,"Bao PP-In trắng đục K.45.0x63.0PB(cm), cắt thẳng 68cm, đáy gấp 2 lần may 1 đường PP1200D trắng; TL: 37.32g/cái; Marka: CORN (1+0) [Hình trái bắp chữ Hàn]",KG,1938.7,Cái,50000,03/04/2025
CMA050076G069TDSAR,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường chỉ PP900D, TL: 69.07g/cái (+/-5%) [Nếu chuyển công đoạn ép kiện: Tép 100 cái, cột dây màu cam]",KG,8363.5,Cái,120991,03/04/2025
CMA050076G069TDLAH,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường chỉ PP900D, TL: 69.07g/cái (+/-5%).",KG,2321.5,Cái,33400,03/04/2025
MANHPE18030580MIC874,"Manh PE tròn k180cm cắt dài 330cm seal cánh may vào thân và đáy bao PP, TL 874g/cái",CAI,8.74,Cái,10,03/04/2025
BAO-058113G42LDPE.LUI,"Túi LDPE, K58.0x113.0LL(+1.0/-0), TL: 42.0g/cái(+/-1.0).",KG,15.1421,CAI,0,03/04/2025
BAO-058123G39LDPE.LUI,"Túi LDPE, K58.0x123.0LL(+1.0/-0), TL: 39.0g/cái(+/-1.0).",KG,2748.2309,CAI,70134,03/04/2025
BAO-058113G36LDPE.LUI2,"Túi LDPE, K58.0x113.0LL(+1.0/-0), TL: 36.0g/cái(+/-1.0).",KG,609.8968,CAI,16941.8,03/04/2025
BAO-059106G45LDPE.LUI,"Túi LDPE, K59.0x106.0(+/-2.0)cm, TL: 45.0g/cái(+/-2.0). [Bao chống tĩnh điện]",KG,1485,CAI,33000,03/04/2025
0902100720000000,DÂY CU ROA B94,SOI,2,SOI,2,03/04/2025
0922300010000000,CẢO ÉP PHẾ MÁY DS,CAI,1,CAI,1,03/04/2025
CO1,HỖN HỢP CO1,Kg,377,Kg,377,03/04/2025
GL18-3,HỖN HỢP GL18-3,Kg,453,Kg,453,03/04/2025
JB38,HỖN HỢP JB38,Kg,40,Kg,40,03/04/2025
JB5-1,HỖN HỢP JB5-1,Kg,30,Kg,30,03/04/2025
MTD-01,HỖN HỢP MTD-01,Kg,857,Kg,857,03/04/2025
PR24,HỖN HỢP PR24,Kg,400,Kg,400,03/04/2025
PR25,HỖN HỢP PR25,Kg,681,Kg,681,03/04/2025
PR26,HỖN HỢP PR26,Kg,340,Kg,340,03/04/2025
PR42-1,HỖN HỢP PR42-1,Kg,200,Kg,200,03/04/2025
SGX-05,HỖN HỢP SGX-05,Kg,400,Kg,400,03/04/2025
TM15-1,HỖN HỢP TM15-1,Kg,598,Kg,598,03/04/2025
