Ngày,Đơn hàng,Khách hàng,Mã hàng,Tên hàng,ĐVT 1,ĐVT 2,Số lượng 1,Số lượng 2,Ngày dự kiến giao hàng,Ghi chú
5/7/2024,SO2405-0007,SARAWAK FLOUR MILL SDN BHD,TPH050076TDSAR.SBFM,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: SBFM (5000299). (Có in tracking). [Tép 100cái cột dây cam, kiện 5 tép trở đầu, vải áo PP dệt xếp, có MK bên ngoài, đai 4 ngang x 1 dọc]",CAI,KG,12000,840,5/20/2024,
5/7/2024,SO2405-0007,SARAWAK FLOUR MILL SDN BHD,TPH050076TDSAR.SFM99,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: SFM 99 (5000307). (Có in tracking). [Tép 100cái cột dây cam, kiện 5 tép trở đầu, vải áo PP dệt xếp, có MK bên ngoài, đai 4 ngang x 1 dọc]",CAI,KG,8000,560,5/20/2024,
6/28/2024,SO2406-0062,COMMERCIAL CHINA PLASTIC (SAN CRISTOBAL) (DEL VALLE)(MOLINOS DEL NORTE),TPH050080G052TDSAN,"Bao TP-PP, trắng đục, K50x80PB (+/-1), TL: 52g/cái (+/-5%), không in. [Tép 100-cái trải thẳng, kiện 5 tép trở đầu, bọc vải áo dệt xếp,  bao nhận diện bên ngoài, bắn đai 4 ngang x 1 dọc]",BAO,KG,75000,3900,7/22/2024,
6/15/2024,SO2406-0033,COMMERCIAL CHINA PLASTIC (SAN CRISTOBAL) (DEL VALLE)(MOLINOS DEL NORTE),TPH050080G52TDSAN.XXX,"[SO tổng] Bao TP-PP, trắng đục, K50x80, TL: 52g/cái. Mã dùng làm đơn hàng tổng.",CAI,KG,960000,49920,7/22/2024,
6/14/2024,SO2406-0026,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,TPH050080G52TDSAN.XXX,"[SO tổng] Bao TP-PP, trắng đục, K50x80, TL: 52g/cái. Mã dùng làm đơn hàng tổng.",CAI,KG,1440000,74880,6/30/2024,
2/29/2024,SO2402-0050,COMMERCIAL CHINA PLASTIC (SAN CRISTOBAL) (DEL VALLE)(MOLINOS DEL NORTE),TPH051076TD.DEL.XXX,"[SO tổng] Bao val, K51x76, TL: 62g/cái, sử dụng làm đơn hàng tổng nên chưa có marka in cụ thể.",BAO,KG,200000,12400,4/15/2024,
5/16/2024,SO2405-0027,P &  P DONGWON/ SEOGANG DISTRIBUTION,TPH455066G057CAM.DW.XXX,"Bao PP, màu cam, K45.5x66PB=57g, gập miệng. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",Bộ,KG,800000,45600,6/1/2024,
5/16/2024,SO2405-0027,P &  P DONGWON/ SEOGANG DISTRIBUTION,TPH455066G057CBT.DW.XXX,"Bao PP, cam biên trong suốt trong, K45.5x66PB=57g, gập miệng. [Lồng túi và Marka in báo sau] [Dùng làm đơn hàng tổng]",Bộ,KG,100000,5700,6/1/2024,
5/16/2024,SO2405-0027,P &  P DONGWON/ SEOGANG DISTRIBUTION,TPH455066G057TDU.DW.XXX,"Bao PP, trắng đục, K45.5x66PB=57g, gập miệng. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",Bộ,KG,220000,12540,6/1/2024,
5/16/2024,SO2405-0027,P &  P DONGWON/ SEOGANG DISTRIBUTION,TPH455066G057VAC.DW.XXX,"Bao PP, vàng chanh, K45.5x66PB=57g, gập miệng. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",Bộ,KG,20000,1140,6/1/2024,
6/28/2024,SO2406-0063,P &  P DONGWON/ SEOGANG DISTRIBUTION,TPH455066G057VAC.DW.XXX,"Bao PP, vàng chanh, K45.5x66PB=57g, gập miệng. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",Bộ,KG,10000,570,7/15/2024,
5/16/2024,SO2405-0027,P &  P DONGWON/ SEOGANG DISTRIBUTION,TPH455066G057VBT.DW.XXX,"Bao PP, vàng chanh biên trong suốt trong, K45.5x66PB=57g, gập miệng. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",Bộ,KG,200000,11400,6/1/2024,
5/16/2024,SO2405-0027,P &  P DONGWON/ SEOGANG DISTRIBUTION,TPH455068G054CAM.DW.XXX,"Bao PP, màu cam,  K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3m, TL: PP-52gr + dây-2gr = 54gr/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng].",Bộ,KG,1020000,55080,6/1/2024,
5/16/2024,SO2405-0027,P &  P DONGWON/ SEOGANG DISTRIBUTION,TPH455068G054TDU.DW.XXX,"Bao PP, trắng đục, K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3m, TL: PP-52g + dây-2g = 54g/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",Bộ,KG,170000,9180,6/1/2024,
5/16/2024,SO2405-0027,P &  P DONGWON/ SEOGANG DISTRIBUTION,TPH455068G054VAC.DW.XXX,"Bao PP, vàng chanh, K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3 m, TL: PP-52g + dây-2g = 54g/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",Bộ,KG,20000,1080,6/1/2024,
5/16/2024,SO2405-0027,P &  P DONGWON/ SEOGANG DISTRIBUTION,TPH455068G054VBT.DW.XXX,"Bao PP, vàng chanh biên trong suốt trong, K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3 m, TL: PP-52g + dây-2g = 54g/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",Bộ,KG,120000,6480,6/1/2024,
2/21/2024,SO2402-0019,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,LDPE062097G050TT.KCP,"Túi LDPE, trắng trong, K62(+/-0.5)x97LL(+/-0.5), cắt dài 98cm + hàn 2 đường cách đáy <10mm, TL: 50(+/-1)gr.",CAI,KG,2000,100,2/29/2024,
5/29/2024,SO2405-0058,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,VAO0001,"Vải áo bọc cuộn, tráng PE, W x L = 140cm x 280cm, dây rút 380cm, TL: 340gr/cái. [Gấp lai mỗi biên 5cm, may 1 đường PP900D]",CAI,KG,3000,1248,6/28/2024,
4/25/2024,SO2404-0038,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,VAO0001,"Vải áo bọc cuộn, tráng PE, W x L = 140cm x 280cm, dây rút 380cm, TL: 340gr/cái. [Gấp lai mỗi biên 5cm, may 1 đường PP900D]",CAI,KG,1000,416,5/31/2024,
4/25/2024,SO2404-0038,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,VAO0003,"Vải áo bọc cuộn, tráng PE, W x L = 140cm x 350cm, dây rút 380cm, TL: 480g/cái. [Gấp lai mỗi biên 5cm, may 1 đường PP900D]",CAI,KG,1000,587,5/31/2024,
5/29/2024,SO2405-0058,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,VAO0003,"Vải áo bọc cuộn, tráng PE, W x L = 140cm x 350cm, dây rút 380cm, TL: 480g/cái. [Gấp lai mỗi biên 5cm, may 1 đường PP900D]",CAI,KG,3000,1761,6/28/2024,
1/10/2024,SO2401-0028,CÔNG TY TNHH MTV BAO BÌ THIÊN ÂN,01JBO-TC002-01-0000,"Bao Jumbo thân tròn, trắng đục, có in marka: DING LI, kích thước: 95x95x130cm, có ống nạp, ống xả, có túi lồng PE; TL: 2.45kg/cái; Bao xếp làm 4, ép kiện 10 cái/kiện",CAI,KG,1000,2450,1/30/2024,
1/15/2024,SO2401-0035,CÔNG TY TNHH MTV BAO BÌ THIÊN ÂN,01JBO-TC002-01-0000,"Bao Jumbo thân tròn, trắng đục, có in marka: DING LI, kích thước: 95x95x130cm, có ống nạp, ống xả, có túi lồng PE; TL: 2.45kg/cái; Bao xếp làm 4, ép kiện 10 cái/kiện",CAI,KG,1000,2450,3/1/2024,
1/15/2024,SO2401-0035,CÔNG TY TNHH MTV BAO BÌ THIÊN ÂN,01JBO-TC002-03-0000,"Bao Jumbo thân tròn, trắng đục, có in marka: D.N-PET , kích thước: 95x95x130cm, có ống nạp, ống xả, có túi lồng PE; TL: 2.45kg/cái; Bao xếp làm 4, ép kiện 10 cái/kiện",CAI,KG,1000,2450,3/1/2024,
1/4/2024,SO2401-0016,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI KIÊN THẠNH,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,100000,100000,1/4/2024,
3/15/2024,SO2403-0038,CÔNG TY TNHH LUCKY STAR PLAST,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,297000,297000,3/15/2024,
5/17/2024,SO2405-0028,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI KIÊN THẠNH,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,100000,100000,5/31/2024,
4/11/2024,SO2404-0019,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI KIÊN THẠNH,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,100000,100000,5/1/2024,
6/17/2024,SO2406-0039,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI KIÊN THẠNH,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,100000,100000,6/30/2024,
6/26/2024,SO2406-0058,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,SUI-MAUCAM,Sủi màu CAM,KG,KG,10000,10000,7/6/2024,
6/20/2024,SO2406-0045,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,SUI-TRANG,Sủi trắng,KG,KG,50000,50000,6/30/2024,
4/8/2024,SO2404-0012,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,SUI-TRANG,Sủi trắng,KG,KG,30000,30000,4/30/2024,
4/25/2024,SO2404-0038,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,SUI-TRANG,Sủi trắng,KG,KG,30000,30000,5/31/2024,
5/28/2024,SO2405-0057,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,SUI-TRANG,Sủi trắng,KG,KG,30000,30000,6/7/2024,
3/1/2024,SO2403-0001,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,SUI-TRANG,Sủi trắng,KG,KG,50000,50000,3/31/2024,
1/8/2024,SO2401-0021,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,SUI-TRANG,Sủi trắng,KG,KG,3000,3000,1/31/2024,
2/3/2024,SO2402-0008,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,SUI-TRANG,Sủi trắng,KG,KG,10000,10000,2/29/2024,
3/28/2024,SO2403-0066,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",M,KG,42000,2016,4/30/2024,
5/24/2024,SO2405-0048,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACAPRE500110120083TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 11.0x12.0, TL: 83g/m(+/-2.5).",M,KG,200000,16600,5/31/2024,
2/3/2024,SO2402-0008,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACAPRE500110120083TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 11.0x12.0, TL: 83g/m(+/-2.5).",M,KG,230000,19090,2/29/2024,
2/1/2024,SO2402-0005,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACAPRE560100110080TRDU,"Cuộn PP, trắng đục, K56cm(+1/-0.5), MĐ: 10.0x11.0, TL: 80g/m(+/-2.4).",M,KG,260000,20800,2/3/2024,
5/20/2024,SO2405-0036,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACAPRE710110110110TR50,"Cuộn PP, trắng đục, K71cm(+1/-0.5), MĐ: 11.0x11.0, TL: 110g/m(+/-3.3) (500N).",M,KG,100000,11000,5/31/2024,
1/30/2024,SO2401-0054,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACASAN500100110057TRDU,"Vải cuộn PP, trắng đục, K50.0cm, MĐ: 10.0x11.0, kiểu dệt 2x1/5x1, TL: 57.0g/m.",M,KG,175000,9975,2/3/2024,
2/1/2024,SO2402-0005,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACATHA190130130567TDUV,"Vải cuộn PP, trắng đục UV (JB37+JB38), K190.0cm, MĐ: 13.0x13.0, GC 8 điểm chỉ đôi 80mm, 12-8-11-33-11-8-12-12-8-11-33-11-8-12, TL: 567.33g/mét.",M,KG,5300,3006.849,2/3/2024,
1/10/2024,SO2401-0026,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACAUNP175120122574TRDU,"Vải cuộn PP, K175.5cm, MĐ: 12.0x13.0, TL: 574.0g/m. [UNP170gsm]",M,KG,11200,6428.8,1/31/2024,
3/29/2024,SO2403-0070,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACAUNP175120130480TRDU,"Vải cuộn PP, K175.0cm, MĐ: 12.0x13.0, TL: 480.2g/m. [UNP-140gsm]",M,KG,630,302.526,4/30/2024,
4/11/2024,SO2404-0018,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACAUNP175120130480TRDU,"Vải cuộn PP, K175.0cm, MĐ: 12.0x13.0, TL: 480.2g/m. [UNP-140gsm]",M,KG,3000,1440.6,4/29/2024,
5/9/2024,SO2405-0012,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACUASU112100100078TRDU,"Vải manh cuộn PP, K112.0cm, 10x10, caro láng, TL: 78.4g/m. [70gsm]",M,KG,240000,18816,5/24/2024,
3/28/2024,SO2403-0064,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACUASU119100100083TRDU,"Vải manh cuộn PP, K119.5cm, 10x10, caro láng, TL: 83.7g/m. [70gsm]",M,KG,200000,16730,4/30/2024,
4/3/2024,SO2404-0003,"CÔNG TY TAMATRA-US, LLC",THACUASU119100100083TRDU,"Vải manh cuộn PP, K119.5cm, 10x10, caro láng, TL: 83.7g/m. [70gsm]",M,KG,200000,16740,4/26/2024,
1/11/2024,SO2401-0030,"CÔNG TY TAMATRA-US, LLC",THACUASU122100100085TRDU,"Vải manh cuộn PP, K122.0cm, 10x10, caro láng, TL: 85.4g/m. [70gsm]",M,KG,150000,12810,2/2/2024,
4/3/2024,SO2404-0003,"CÔNG TY TAMATRA-US, LLC",THACUASU124100100087TRDU,"Vải manh cuộn PP, K124.5cm, 10x10, caro láng, TL: 87.2g/m. [70gsm]",M,KG,150000,13080,4/26/2024,
3/28/2024,SO2403-0064,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACUASU124100100087TRDU,"Vải manh cuộn PP, K124.5cm, 10x10, caro láng, TL: 87.2g/m. [70gsm]",M,KG,150000,13072.5,4/30/2024,
5/9/2024,SO2405-0012,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACUASU124100100087TRDU,"Vải manh cuộn PP, K124.5cm, 10x10, caro láng, TL: 87.2g/m. [70gsm]",M,KG,80000,6976,5/24/2024,
4/25/2024,SO2404-0039,"BANGKOK POLYSACK CO.,LTD",THACUBAN180080077378TRDU,"Vải cuộn JB, trắng UV, dệt K180cm (-0/+1.5), xếp hông mỗi bên 44.5cm, khổ TP 91cm, MĐ: 8.0x7.7, TL: 378g/m (+/-3%) (105gsm) (1200m/cuộn).",M,KG,124800,47174.4,6/15/2024,
6/10/2024,SO2406-0015,P &  P DONGWON/ SEOGANG DISTRIBUTION,THACUDOW455100110070CA00,"Vải cuộn PP, màu cam, K45.5cm, MĐ: 10x11, 2x1, TL: 70g/mét.",M,KG,200000,14000,7/1/2024,
2/2/2024,SO2402-0006,P &  P DONGWON/ SEOGANG DISTRIBUTION,THACUDOW455100110070CABT,"Vải cuộn PP, màu cam biên trong, K45.5cm, MĐ: 10x11, 2x1, TL: 70g/mét.",M,KG,50000,3500,3/5/2024,
2/2/2024,SO2402-0006,P &  P DONGWON/ SEOGANG DISTRIBUTION,THACUDOW455100110070TRXD,"Vải cuộn PP, màu trắng đục biên xanh dương, K45.5cm, MĐ: 10x11, 2x1, TL: 70g/mét.",M,KG,50000,3500,3/5/2024,
2/2/2024,SO2402-0006,P &  P DONGWON/ SEOGANG DISTRIBUTION,THACUDOW455100110070VA00,"Vải cuộn PP, màu vàng, K45.5cm, MĐ: 10x11, 2x1, TL: 70g/mét.",M,KG,50000,3500,3/5/2024,
1/8/2024,SO2401-0023,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THATRVAI750009009142XAMO,"Vải áo, cuộn PP tráng màu xám tro khổ 75cm sọc 1 biên 5cm bằng chỉ súc máy, 9x9, TL 142gr/m",M,KG,30000,4260,1/31/2024,
3/18/2024,SO2403-0039,CÔNG TY TNHH LUCKY STAR PLAST,THATRVAI750009009145XAMO,"Vải áo, cuộn PP tráng màu xám tro khổ 75cm sọc 1 biên 5cm bằng chỉ súc máy, 9x9, TL 145gr/m",M,KG,707.5,102.5875,3/31/2024,
1/11/2024,SO2401-0031,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THATRVAI900090090157XAMO,"Cuộn vải áo, có tráng, màu xám tro, K90cm, rọc hông 1 bên, TL: 157.4g/m.",M,KG,25300,3982.22,1/31/2024,
3/13/2024,SO2403-0029,ENCORE LAMI SDN BHD. Oshi,0102107002000000,"Vải manh cuộn PP, trắng đục, K113cm, MĐ: 7x7, 900D, caro láng, TL: 64.0g/m.  [5000m/cuộn]/THACUECL113070070064TRDU",M,KG,60000,3840,4/23/2024,
2/23/2024,SO2402-0033,ENCORE LAMI SDN BHD. Oshi,0102107002000000,"Vải manh cuộn PP, trắng đục, K113cm, MĐ: 7x7, 900D, caro láng, TL: 64.0g/m.  [5000m/cuộn]/THACUECL113070070064TRDU",M,KG,30000,1920,3/22/2024,
4/11/2024,SO2404-0020,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,0102107002000000,"Vải manh cuộn PP, trắng đục, K113cm, MĐ: 7x7, 900D, caro láng, TL: 64.0g/m.  [5000m/cuộn]/THACUECL113070070064TRDU",M,KG,30000,1920,4/29/2024,
4/17/2024,SO2404-0025,ENCORE LAMI SDN BHD. Oshi,0102107003000000,"Vải manh cuộn PP, trắng đục, K116cm, MĐ: 7x7, 900D, caro láng, TL: 66.0g/m. [5000m/cuộn]/THACUECL116070070066TRDU",M,KG,40000,2640,5/22/2024,
3/13/2024,SO2403-0029,ENCORE LAMI SDN BHD. Oshi,0102107003000000,"Vải manh cuộn PP, trắng đục, K116cm, MĐ: 7x7, 900D, caro láng, TL: 66.0g/m. [5000m/cuộn]/THACUECL116070070066TRDU",M,KG,40000,2640,4/23/2024,
1/16/2024,SO2401-0040,ENCORE LAMI SDN BHD. Oshi,0102107003000000,"Vải manh cuộn PP, trắng đục, K116cm, MĐ: 7x7, 900D, caro láng, TL: 66.0g/m. [5000m/cuộn]/THACUECL116070070066TRDU",M,KG,30000,1980,2/23/2024,
1/16/2024,SO2401-0040,ENCORE LAMI SDN BHD. Oshi,0102107004000000,"Vải manh cuộn PP, trắng đục, K117cm, MĐ: 7x7, 900D, caro láng, TL: 66.5g/m. [5000m/cuộn]/THACUECL117070070665TRDU",M,KG,30000,1995,2/23/2024,
3/13/2024,SO2403-0029,ENCORE LAMI SDN BHD. Oshi,0102107004000000,"Vải manh cuộn PP, trắng đục, K117cm, MĐ: 7x7, 900D, caro láng, TL: 66.5g/m. [5000m/cuộn]/THACUECL117070070665TRDU",M,KG,20000,1330,4/23/2024,
4/17/2024,SO2404-0025,ENCORE LAMI SDN BHD. Oshi,0102107004000000,"Vải manh cuộn PP, trắng đục, K117cm, MĐ: 7x7, 900D, caro láng, TL: 66.5g/m. [5000m/cuộn]/THACUECL117070070665TRDU",M,KG,30000,1995,5/22/2024,
4/17/2024,SO2404-0025,ENCORE LAMI SDN BHD. Oshi,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",M,KG,250000,17000,5/22/2024,
4/11/2024,SO2404-0020,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",M,KG,150000,10200,4/29/2024,
5/10/2024,SO2405-0016,ENCORE LAMI SDN BHD. Oshi,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",M,KG,330000,22440,6/19/2024,
6/14/2024,SO2406-0025,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",M,KG,70000,4760,6/30/2024,
3/13/2024,SO2403-0029,ENCORE LAMI SDN BHD. Oshi,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",M,KG,190000,12920,4/23/2024,
2/23/2024,SO2402-0033,ENCORE LAMI SDN BHD. Oshi,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",M,KG,280000,19040,3/22/2024,
1/16/2024,SO2401-0040,ENCORE LAMI SDN BHD. Oshi,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",M,KG,310000,21080,2/23/2024,
