Mã phi?u,Ng??i t?o,Ngày t?o,Mã yêu c?u,Mã v?t t?,Tên v?t t?,?vt (01),S? L??NG (01),?VT (02),S? L??NG (02),NGÀY C?N,Ti?n t?,??n giá,Ti?n thu?,T?ng ti?n,Mã NCC,Tên NCC
PO01/24-025,Nguy?n Th? ?ào,1/9/2024,PR24/01-027,0700100070000000,X?NG A92,LIT,10,LIT,10,,VND,31500,0,315000,NCC010054,HOÀNG QUANG H?I_ VTXD
PO05/24-006,Nguy?n Th? ?ào,5/4/2024,PR24/05-006,0700100070000000,X?NG A92,LIT,6,LIT,6,,VND,25000,0,150000,NV041,Võ Công V?
PO11/23-073,Nguy?n Th? ?ào,11/27/2023,PR23/11-073,0700100080000000,X?ng th?m công nghi?p.,LIT,10,LIT,10,,VND,37000,0,370000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO11/23-081,Nguy?n Th? ?ào,11/29/2023,PR23/11-085,0700100080000000,X?ng th?m công nghi?p.,LIT,5,LIT,5,,VND,37000,0,185000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO12/23-059,Nguy?n Th? ?ào,12/21/2023,PR23/12-050,0700100080000000,X?ng th?m công nghi?p.,LIT,10,LIT,10,,VND,35000,0,350000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO03/24-052,Nguy?n Th? ?ào,3/19/2024,PR24/03-042,0700100171000000,Nh?t castrol 20W50.,LIT,36,LIT,36,,VND,83333.33,300000,3000000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO07/24-050,Nguy?n Th? ?ào,7/15/2024,PR24/07-044,0700100171000000,Nh?t castrol 20W50.,LIT,36,LIT,36,,VND,88889,0,3200004,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO09/23-028,Y Nghe Knul,9/7/2023,PR23/09-019,0700100171000000,Nh?t castrol 20W50.,LIT,36,LIT,36,,VND,88888,0,3199968,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-029,Y Nghe Knul,6/8/2023,PR23/06-018,0700100171000000,Nh?t castrol 20W50.,LIT,7,LIT,7,,VND,1,1,7,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO09/23-068,Y Nghe Knul,9/20/2023,PR23/09-054,0700100180000000,D?u FUSHENG thùng 18 lít,THUNG,3,THUNG,3,,VND,6324000,1897200,18972000,NCC010119,CÔNG TY TNHH MTV TH??NG M?I D?CH V? C? ?I?N L?NH THU?N THÀNH PHÁT
PO05/24-082,Nguy?n Th? ?ào,5/28/2024,PR24/05-071,0700100180000000,D?u FUSHENG thùng 18 lít,THUNG,2,THUNG,2,,VND,4880000,976000,9760000,NCC010074,CÔNG TY TNHH TH??NG M?I - D?CH V? ??I L?I
PO03/24-070,Nguy?n Th? ?ào,3/26/2024,PR24/03-070,0700100180000000,D?u FUSHENG thùng 18 lít,THUNG,2,THUNG,2,,VND,4880000,976000,9760000,NCC010074,CÔNG TY TNHH TH??NG M?I - D?CH V? ??I L?I
PO03/24-018,Nguy?n Th? ?ào,3/6/2024,PR24/03-017,0700100180000000,D?u FUSHENG thùng 18 lít,THUNG,2,THUNG,2,,VND,4880000,976000,9760000,NCC010074,CÔNG TY TNHH TH??NG M?I - D?CH V? ??I L?I
PO03/24-081,Nguy?n Th? ?ào,3/28/2024,PR24/03-077,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,210,LIT,210,,VND,7000,0,1470000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/24-018,Nguy?n Th? ?ào,6/7/2024,PR24/06-014,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,210,LIT,210,,VND,7000,0,1470000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-058,Y Nghe Knul,8/18/2023,PR23/08-032,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,210,LIT,210,,VND,7000,0,1470000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO11/23-071,Nguy?n Th? ?ào,11/27/2023,PR23/11-064,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,210,LIT,210,,VND,7000,0,1470000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO10/23-023,Nguy?n Th? ?ào,10/10/2023,PR23/10-016,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,210,LIT,210,,VND,7000,0,1470000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-127,Y Nghe Knul,10/4/2023,,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,120,LIT,120,,VND,7000,0,840000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO05/23-109,Y Nghe Knul,5/22/2023,PR2304-0043,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,100,LIT,100,,VND,7000,0,700000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO12/23-081,Nguy?n Th? ?ào,12/28/2023,PR23/12-067,NEP13MM.DEN,"N?p kh? 1.3cm, manh PP tráng m?t m?t màu ?en, TL: 1.3g/m",M,33077,KG,43.0001,,VND,123.5,0,4085010,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO05/23-096,Y Nghe Knul,5/21/2023,PR2304-0029,BAO-030040G22LDPE.ACS,"Túi LDPE trong in 5 màu marka: ACOSAC quy cách: 30cm x 40cm, TL: 22g/túi.",CAI,23000,KG,506,,VND,2390,5497000,54970000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO06/23-052,Y Nghe Knul,6/14/2023,,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,98000,KG,1274,,VND,450,4410000,44100000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO06/23-065,Nguy?n Th? ?ào,6/15/2023,PR23/06-038,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,84000,KG,1596,,VND,439,3687600,36876000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO06/23-083,Y Nghe Knul,6/17/2023,,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,20627,KG,268.15,,VND,450,928215,9282150,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO06/23-087,Y Nghe Knul,6/17/2023,,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,100000,KG,1300,,VND,450,4500000,45000000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO06/23-085,Y Nghe Knul,6/17/2023,,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,39000,KG,507,,VND,450,1755000,17550000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO06/23-098,Nguy?n Th? ?ào,6/21/2023,PR23/06-053,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,403000,KG,5239,,VND,416,16764800,167648000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO07/23-080,Y Nghe Knul,7/26/2023,PR23/07-051,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,259000,KG,3367,,VND,420,10878000,108780000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO07/23-049,Nguy?n Th? ?ào,7/17/2023,PR23/07-032,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,267000,KG,3471,,VND,420,8971200,112140000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO08/23-007,Y Nghe Knul,8/1/2023,PR23/07-067,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,233000,KG,3029,,VND,420,7828800,97860000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO10/23-012,Y Nghe Knul,10/5/2023,PR23/06-038,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,166000,KG,3154,,VND,420,6972000,69720000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO10/23-025,Nguy?n Th? ?ào,10/10/2023,PR23/10-019,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,702000,KG,9126,,VND,420,23587200,294840000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO08/23-080,Nguy?n Th? ?ào,8/23/2023,PR23/08-048,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,600000,KG,7800,,VND,420,20160000,252000000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO08/23-023,Nguy?n Th? ?ào,8/5/2023,PR23/08-008,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,329000,KG,4277,,VND,420,13818000,138180000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO08/23-040,Nguy?n Th? ?ào,8/15/2023,PR23/08-025,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,294000,KG,3822,,VND,420,9878400,123480000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO09/23-022,Y Nghe Knul,9/7/2023,PR23/09-018,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,280000,KG,3640,,VND,420,9408000,117600000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO06/24-051,Nguy?n Th? ?ào,6/17/2024,PR24/06-044,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,251000,KG,3263,,VND,445,8935600,111695000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO06/24-055,Nguy?n Th? ?ào,6/17/2024,PR24/06-045,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,263000,KG,3419,,VND,445,9362800,117035000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO06/24-009,Nguy?n Th? ?ào,6/5/2024,PR24/06-006,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,300000,KG,3900,,VND,445,10680000,133500000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO07/24-028,Nguy?n Th? ?ào,7/9/2024,PR24/07-028,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: c?t ngu?i dài 76.5cm(+/-1), hàn ?áy 2 ???ng].",CAI,751500,KG,9769.5,,VND,445,26753400,334417500,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO07/24-028,Nguy?n Th? ?ào,7/9/2024,PR24/07-028,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,219500,KG,4170.5,,VND,652,11449120,143114000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO06/24-009,Nguy?n Th? ?ào,6/5/2024,PR24/06-006,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,120000,KG,2280,,VND,652,6259200,78240000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO06/24-055,Nguy?n Th? ?ào,6/17/2024,PR24/06-045,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,23000,KG,437,,VND,652,1199680,14996000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO06/24-051,Nguy?n Th? ?ào,6/17/2024,PR24/06-044,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,70000,KG,1330,,VND,652,3651200,45640000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO09/23-034,Y Nghe Knul,9/12/2023,PR23/09-031,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,7000,KG,133,,VND,600,420000,4200000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO08/23-040,Nguy?n Th? ?ào,8/15/2023,PR23/08-025,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,70000,KG,1330,,VND,610,3416000,42700000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO08/23-023,Nguy?n Th? ?ào,8/5/2023,PR23/08-008,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,22000,KG,418,,VND,610,1342000,13420000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO08/23-080,Nguy?n Th? ?ào,8/23/2023,PR23/08-048,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,200000,KG,3800,,VND,600,9600000,120000000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO08/23-007,Y Nghe Knul,8/1/2023,PR23/07-067,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,86000,KG,1634,,VND,610,4196800,52460000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO07/23-049,Nguy?n Th? ?ào,7/17/2023,PR23/07-032,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,60000,KG,1140,,VND,610,2928000,36600000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO07/23-080,Y Nghe Knul,7/26/2023,PR23/07-051,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,66500,KG,1263.5,,VND,610,4056500,40565000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO06/23-098,Nguy?n Th? ?ào,6/21/2023,PR23/06-053,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,207500,KG,3156.5,,VND,486,10084500,100845000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO05/23-096,Y Nghe Knul,5/21/2023,PR2304-0029,BAO-3040W100.LD.JPD,"Túi LDPE in ?? marka GECOSAC, 30cmx40cmx100micron, TL: 22gr.",CAI,37000,KG,814,,VND,1308,4839600,48396000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO10/23-035,Nguy?n Th? ?ào,10/16/2023,PR23/10-033,BAO-3040W100.LD.JPD,"Túi LDPE in ?? marka GECOSAC, 30cmx40cmx100micron, TL: 22gr.",CAI,10200,KG,224.4,,VND,1220,995520,12444000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO10/23-035,Nguy?n Th? ?ào,10/16/2023,PR23/10-034,BAO-3040W100.LD.JPD,"Túi LDPE in ?? marka GECOSAC, 30cmx40cmx100micron, TL: 22gr.",CAI,19800,KG,435.6,,VND,1220,1932480,24156000,NCC010020,CÔNG TY TNHH AMIBA VI?T NAM
PO07/24-086,Nguy?n D?ng Trung,7/24/2024,,INB050076TDLAH.BLHORCA,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: BLUE HORSE R-CANAI (5000038).",CAI,4000,KG,278.4,,VND,230,0,920000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO07/24-086,Nguy?n D?ng Trung,7/24/2024,,INB050076TDLAH.CAKI,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: CAP KILANG (5000072).",CAI,8000,KG,556.8,,VND,185,0,1480000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO07/24-086,Nguy?n D?ng Trung,7/24/2024,,INB050076TDLAH.GOHO,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: GOLD H (3+0) (5000134).",CAI,2000,KG,139.2,,VND,290,0,580000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO07/24-086,Nguy?n D?ng Trung,7/24/2024,,INB050076TDLAH.ORLV,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: ORANGE LV (5000213).",CAI,8000,KG,546.8,,VND,230,0,1840000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO07/24-086,Nguy?n D?ng Trung,7/24/2024,,INB050076TDLAH.RAMA138,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: RAMA2 138 (3+0) (5000255).",CAI,5000,KG,348,,VND,290,0,1450000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO07/24-086,Nguy?n D?ng Trung,7/24/2024,,INB050076TDLAH.RAMA2RCA,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: RAMA2 R-CANAI (5000283).",CAI,4000,KG,278.4,,VND,230,0,920000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO07/24-086,Nguy?n D?ng Trung,7/24/2024,,INB050076TDLAH.REHO,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: RED HORSE (2+0) (5000353).",CAI,2000,KG,139.2,,VND,230,0,460000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO07/24-069,Nguy?n D?ng Trung,7/18/2024,,INB050076TDSAB.BHRC,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 68.35g/cái (+/-5%), MK: BLUE HORSE R-CANAI (5000039).",CAI,4000,KG,273.4,,VND,230,0,920000,NCC010190,CÔNG TY TNHH S?N XU?T TH??NG M?I D?CH V? BAO BÌ B?O TÍN
PO07/24-042,Nguy?n D?ng Trung,7/11/2024,,INB050076TDSAB.BLHO,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: BLUE HORSE (2+0) (5000029).",CAI,4000,KG,278.4,,VND,230,0,920000,NCC010322,CTY TNHH BAO BÌ NH?A ÁNH D??NG
PO07/24-069,Nguy?n D?ng Trung,7/18/2024,,INB050076TDSAB.BLHOEX,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 68.35g/cái (+/-5%), MK: BLUE HORSE EXP (3+0) (5000031).",CAI,8000,KG,546.8,,VND,290,0,2320000,NCC010190,CÔNG TY TNHH S?N XU?T TH??NG M?I D?CH V? BAO BÌ B?O TÍN
PO06/24-091,Nguy?n D?ng Trung,6/29/2024,,INB050076TDSAB.BRHC,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: BROWN HORSE CRACKER (5000455).",CAI,8000,KG,556.8,,VND,230,0,1840000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO06/24-091,Nguy?n D?ng Trung,6/29/2024,,INB050076TDSAB.CRUSA,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: CAP RUSA  (3+0) (5000107).",CAI,3000,KG,208.8,,VND,290,0,870000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO06/24-091,Nguy?n D?ng Trung,6/29/2024,,INB050076TDSAB.GABR,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 68.35g/cái (+/-5%), MK: GARDENIA BRUNEI (3+0) (5000113).",CAI,3000,KG,205.05,,VND,290,0,870000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO07/24-069,Nguy?n D?ng Trung,7/18/2024,,INB050076TDSAB.GOHO,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: GOLDEN HORSE (3+0) (5000133).",CAI,7000,KG,487.2,,VND,290,0,2030000,NCC010190,CÔNG TY TNHH S?N XU?T TH??NG M?I D?CH V? BAO BÌ B?O TÍN
PO06/24-091,Nguy?n D?ng Trung,6/29/2024,,INB050076TDSAB.GRNHO,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 68.35g/cái (+/-5%), MK: GREEN HORSE (3+0) (5000146).",CAI,12000,KG,820.2,,VND,290,0,3480000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO07/24-069,Nguy?n D?ng Trung,7/18/2024,,INB050076TDSAB.GRNHOEX,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: GREEN HORSE EXPORT (3+0) (5000152).",CAI,7000,KG,487.2,,VND,290,0,2030000,NCC010190,CÔNG TY TNHH S?N XU?T TH??NG M?I D?CH V? BAO BÌ B?O TÍN
PO07/24-069,Nguy?n D?ng Trung,7/18/2024,,INB050076TDSAB.ORHOLV,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: ORANGE HORSE LV (2+0) (5000210).",CAI,4000,KG,278.4,,VND,230,0,920000,NCC010190,CÔNG TY TNHH S?N XU?T TH??NG M?I D?CH V? BAO BÌ B?O TÍN
PO06/24-091,Nguy?n D?ng Trung,6/29/2024,,INB050076TDSAB.PIHO,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: PINK HORSE  (2+0) (5000219).",CAI,3000,KG,208.8,,VND,230,0,690000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO06/24-091,Nguy?n D?ng Trung,6/29/2024,,INB050076TDSAB.RAMA108,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: RAMA2 108 (5000248).",CAI,3000,KG,208.8,,VND,230,0,690000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO07/24-069,Nguy?n D?ng Trung,7/18/2024,,INB050076TDSAB.RAMA128,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: RAMA2 128 (5000254).",CAI,7000,KG,487.2,,VND,230,0,1610000,NCC010190,CÔNG TY TNHH S?N XU?T TH??NG M?I D?CH V? BAO BÌ B?O TÍN
PO07/24-069,Nguy?n D?ng Trung,7/18/2024,,INB050076TDSAB.RAMA138,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 68.35g/cái (+/-5%), MK: RAMA2 138 (5000256).",CAI,6000,KG,410.1,,VND,290,0,1740000,NCC010190,CÔNG TY TNHH S?N XU?T TH??NG M?I D?CH V? BAO BÌ B?O TÍN
PO07/24-069,Nguy?n D?ng Trung,7/18/2024,,INB050076TDSAB.RAMA2R,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: RAMA2 R-CANAI (5000284).",CAI,4000,KG,278.4,,VND,230,0,920000,NCC010190,CÔNG TY TNHH S?N XU?T TH??NG M?I D?CH V? BAO BÌ B?O TÍN
PO06/24-091,Nguy?n D?ng Trung,6/29/2024,,INB050076TDSAB.RAMA88,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: RAMA2 88 (5000267).",CAI,3000,KG,208.8,,VND,230,0,690000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO06/24-091,Nguy?n D?ng Trung,6/29/2024,,INB050076TDSAB.RAMA98,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: RAMA2 98 (5000269).",CAI,8000,KG,556.8,,VND,290,0,2320000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO06/24-091,Nguy?n D?ng Trung,6/29/2024,,INB050076TDSAB.RAMA99,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: RAMA2 99 (5000273).",CAI,8000,KG,556.8,,VND,230,0,1840000,NCC010055,CÔNG TY TNHH TH??NG M?I - S?N XU?T BAO BÌ PP BÌNH NGUY?N
PO07/24-069,Nguy?n D?ng Trung,7/18/2024,,INB050076TDSAB.REHO,"Bao PP-In, tr?ng ??c, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: RED HORSE (5000287).",CAI,6000,KG,417.6,,VND,230,0,1380000,NCC010190,CÔNG TY TNHH S?N XU?T TH??NG M?I D?CH V? BAO BÌ B?O TÍN
