LINK SO,KHÁCH HÀNG,SLG,LOẠI FT,H.THỨC,LỊCH BAN ĐẦU,LỊCH ĐIỀU CHỈNH,XUẤT TT,THÁNG TT,NĂM TT,WEEK,NOTE 2,ĐƠN HÀNG TỔNG / DỰ TRÙ,LỊCH YÊU CẦU,LỊCH YÊU CẦU (MONTH),LỊCH YÊU CẦU (YEAR),SL YÊU CẦU (1),SL YÊU CẦU (2),ĐƠN HÀNG,THÁNG SO,NĂM SO,MÃ SP,CHI TIẾT SẢN PHẨM,LOẠI SP,S.LG,T.LG (KG),S.LG GIAO,T.LG GIAO (KG),ĐÃ GIAO TT,ĐÃ GIAO (Kg) TT,KHỔ DỆT,g/m,MK,BTP Dệt,Reason,KHTK
SO2309-0034,FOTAI,,LOCAL,LOCAL,11/23/2023,11/23/2023,11/23/2023,11,2023,48,,,,,,,,SO2309-0034,THÁNG 09,NĂM 2023,THACUFOT122090090072TRDU,"Vải manh cuộn PP, K122.0cm, 9.0x9.0, caro láng, TL: 72.59g/m. [FT1220909750D] [59.5gsm]",MANH,688800.11,50000,70000,5081.3,70178,5044,122,72.59,,,HIT,0
SO2309-0034,FOTAI,,LOCAL,LOCAL,11/30/2023,11/29/2023,11/29/2023,11,2023,49,,,,,,,,SO2309-0034,THÁNG 09,NĂM 2023,THACUFOT122090090072TRDU,"Vải manh cuộn PP, K122.0cm, 9.0x9.0, caro láng, TL: 72.59g/m. [FT1220909750D] [59.5gsm]",MANH,688800.11,50000,58800,4268.292,49925,3623,122,72.59,,,HIT,0
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
SO2309-0042,LOTTE,,40FT,Oversea,9/20/2023,9/20/2023,9/20/2023,9,2023,39,Mẫu,,,,,,,SO2309-0042,THÁNG 09,NĂM 2023,TPH041085G103TDLOT,"Bao PP trắng đục tráng hấp KT: 41x85.5LL(cm), gấp đáy 1 lần may 1 đường PP multiflament 900D màu trắng; TL:103g/cái",BAG,27,2.781,27,2.781,27,2.781,,,,,HIT,0
SO2310-0030,LOTTE,,40FT,Oversea,10/23/2023,10/23/2023,10/23/2023,10,2023,44,Mẫu,,,,,,,SO2310-0030,THÁNG 10,NĂM 2023,01JBO-4P006-01-0000,"Bao Jumbo màu trắng thân ráp tráng trong, chống phình, kích thước W x H = 100x123 (cm); TL: 3.467Kg/cái, in 1 mặt (GFI)",JUMBO,10,34.67,10,34.67,10,34.67,,,,,HIT,0
SO2312-0044,LOTTE,,40FT,Oversea,,,,,,,Mẫu,,,,,,,SO2312-0044,THÁNG 12,NĂM 2023,TPH041085G104TDLOT,"Bao PP trắng đục tráng hấp KT: 41x85.5LL(cm), gấp đáy 1 lần may 1 đường PP multiflament 900D màu trắng; TL:104.86g/cái",BAG,1000,104.86,1000,104.86,,,,,,,,-
SO2312-0044,LOTTE,,40FT,Oversea,,,,,,,Mẫu,,,,,,,SO2312-0044,THÁNG 12,NĂM 2023,TPH041085G103TDLOT,"Bao PP trắng đục tráng hấp KT: 41x85.5LL(cm), gấp đáy 1 lần may 1 đường PP multiflament 900D màu trắng; TL:103.75g/cái (Cũ 103g/cái)",BAG,1000,103.75,1000,103.75,,,,,,,,-
SO2312-0044,LOTTE,,40FT,Oversea,,,,,,,Mẫu,,,,,,,SO2312-0044,THÁNG 12,NĂM 2023,01JBO-4P006-01-0000,"Bao Jumbo màu trắng thân ráp tráng trong, chống phình, kích thước W x H = 100x123 (cm); TL: 3.467Kg/cái, in 1 mặt (GFI)",JUMBO,15,52.01,15,52.01,,,,,,,,-
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
SO2310-0004,MÊ KÔNG,,LOCAL,LOCAL,,,,,,,Mẫu,,,,,,,SO2310-0004,THÁNG 10,NĂM 2023,TPH050085G080MEK.BMSP9,"Bao TP-PP, trắng tẩy, K50x85PB (cm), TL: 80g/cái, MK: Bột mì chuyên dụng đặc biệt SP9 (3+2)",BAG,10,0.8,10,0.8,,,,,,,,-
SO2310-0004,MÊ KÔNG,,LOCAL,LOCAL,,,,,,,Mẫu,,,,,,,SO2310-0004,THÁNG 10,NĂM 2023,TPH060093G117MEK.BMXL,"Bao TP-PP, trắng tẩy, K60x93PB (cm), TL: 117.5g/cái, MK: Bột mì chuyên dụng xích lô (4+2)",BAG,10,1.18,10,1.18,,,,,,,,-
SO2310-0004,MÊ KÔNG,,LOCAL,LOCAL,,,,,,,Mẫu,,,,,,,SO2310-0004,THÁNG 10,NĂM 2023,TPH073114G135MEK.CATI,"Bao TP-PP, trắng tẩy, K73x114PB (cm), TL: 135.5g/cái, MK: Cám tinh (1+1)",BAG,10,1.36,10,1.36,,,,,,,,-
SO2310-0048,MÊ KÔNG,,LOCAL,LOCAL,,,,,,,SO SỢI - DỆT,,,,,,,SO2310-0048,THÁNG 10,NĂM 2023,THACAMEK495100110090TRDU,"Vải cuộn PP trắng đục có tẩy khổ 49.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 90.35g/m",ROLL,262000,23671.7,,,,,,,,,,-
SO2310-0048,MÊ KÔNG,,LOCAL,LOCAL,,,,,,,SO SỢI - DỆT,,,,,,,SO2310-0048,THÁNG 10,NĂM 2023,THACAMEK595100110113TRDU,"Vải cuộn PP trắng đục có tẩy khổ 59.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 113.43g/m",ROLL,505000,57282.15,,,,,,,,,,-
SO2310-0048,MÊ KÔNG,,LOCAL,LOCAL,,,,,,,SO SỢI - DỆT,,,,,,,SO2310-0048,THÁNG 10,NĂM 2023,THACAMEK073100110113TRDU,"Vải cuộn PP trắng đục có tẩy khổ 73.0cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 113.78g/m",ROLL,302000,34361.56,,,,,,,,,,-
SO2310-0049,MÊ KÔNG,,LOCAL,LOCAL,,,,,,,SO HDPE,,,,,,,SO2310-0049,THÁNG 10,NĂM 2023,HDPE055082G022TT.MEK,"Túi HDPE trong, K55(+/-0.5)x82LL(+/-0.5)(cm), cắt dài 83.5cm, đường hàn cách đáy  1.5cm TL: 22(+/-1)gr/cái",BAG,3000,66,3000,66,,,,,,,,-
SO2310-0049,MÊ KÔNG,,LOCAL,LOCAL,,,,,,,SO HDPE,,,,,,,SO2310-0049,THÁNG 10,NĂM 2023,HDPE055092G025TT.MEK,"Túi HDPE trong, K55(+/-0.5)x92LL(+/-0.5)(cm), cắt dài 93.5cm, đường hàn cách đáy  1.5cm TL: 25(+/-1)gr/cái",BAG,5000,125,5000,125,,,,,,,,-
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/14/2023,12/14/2023,12/14/2023,12,2023,51,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495830G082MEK.SP9,"Bao TP-PP, trắng tẩy, K49.5x83.0PB (cm), TL: 82.0 (±3.0)g/cái, MK: SP9 - 25KG",BAG,2000,164,2000,164,2000,162,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/14/2023,12/14/2023,12/14/2023,12,2023,51,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.BAB,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: BamBoo - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,5000,570,5000,570,5000,562.5,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,11/28/2023,12/1/2023,12/1/2023,12,2023,49,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.SPB,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: SPB-25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,10000,790,10000,790,10000,818,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/20/2023,12/21/2023,12/21/2023,12,2023,52,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.AQ1,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: AQ1 - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,10000,1140,5000,570,5000,586.5,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,1/26/2024,1/26/2024,1/26/2024,1,2024,4,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.AQ1,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: AQ1 - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,10000,1140,5000,570,5000,581,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/27/2023,12/27/2023,12/27/2023,12,2023,53,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.AQ,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: AQ - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,10000,1140,5000,570,5000,583,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/23/2023,12/23/2023,12/23/2023,12,2023,52,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.AQ,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: AQ - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,10000,1140,5000,570,5000,578.5,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/14/2023,12/14/2023,12/14/2023,12,2023,51,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.CF,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: CF - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,10000,790,5000,395,5000,390.5,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,1/26/2024,1/26/2024,1/26/2024,1,2024,4,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.CF,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: CF - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,10000,790,5000,395,5000,404,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,11/21/2023,11/21/2023,11/21/2023,11,2023,48,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.TT3,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: TT3 - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,10000,1140,5000,570,5000,570.5,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/27/2023,12/27/2023,12/27/2023,12,2023,53,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.TT3,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: TT3 - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,10000,1140,5000,1140,5000,580.5,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/27/2023,12/27/2023,12/27/2023,12,2023,53,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.JP1,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: JP1 - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,10000,790,5000,395,5000,399,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/27/2023,12/30/2023,12/30/2023,12,2023,53,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.JP1,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: JP1 - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,10000,790,5000,395,5000,401,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/4/2023,12/4/2023,12/4/2023,12,2023,50,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.MIA,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: MI A - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,10000,1140,5000,570,5000,569.5,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/19/2023,12/19/2023,12/19/2023,12,2023,52,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.MIA,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: MI A - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,10000,1140,5000,570,5000,590.5,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,11/21/2023,11/21/2023,11/21/2023,11,2023,48,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.HAL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: Hạ Long - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,10000,1140,5000,570,5000,571.5,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/14/2023,12/14/2023,12/14/2023,12,2023,51,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.HAL,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: Hạ Long - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,10000,1140,5000,570,5000,556.5,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,11/21/2023,11/21/2023,11/21/2023,11,2023,48,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.CF2.XG,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: CF2.X - 40KG (Green) [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài, cho vào túi HDPE buột miệng túi lại]",BAG,10000,1140,10000,1140,10000,1140.5,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/14/2023,12/14/2023,12/14/2023,12,2023,51,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.3RER,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: 3-Red Roses - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,12000,948,10000,790,10000,795,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,1/17/2023,1/17/2024,1/17/2024,1,2024,3,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.3RER,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: 3-Red Roses - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,12000,948,2000,158,2000,159.5,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,11/28/2023,12/1/2023,12/1/2023,12,2023,49,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.BAB,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: BamBoo - 25Kg [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,15000,1185,15000,1185,15000,1221,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,11/28/2023,12/1/2023,12/1/2023,12,2023,49,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.CHD,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: Chuyên dụng - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,20000,1580,10000,790,10000,817,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/30/2023,12/30/2023,12/30/2023,12,2023,53,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.CHD,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: Chuyên dụng - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,20000,1580,10000,790,10019,819.5,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/4/2023,12/4/2023,12/4/2023,12,2023,50,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.CF2X,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: CF2.X-25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,20000,1580,10000,790,10000,797.5,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/27/2023,12/27/2023,12/27/2023,12,2023,53,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.CF2X,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: CF2.X-25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,20000,1580,10000,790,10000,801.5,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,11/21/2023,11/21/2023,11/21/2023,11,2023,48,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.CF2.X,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: CF2.X - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,20000,2280,5000,570,5000,575.5,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/4/2023,12/4/2023,12/4/2023,12,2023,50,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.CF2.X,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: CF2.X - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,20000,2280,5000,570,5000,573.5,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/11/2023,12/11/2023,12/11/2023,12,2023,51,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.CF2.X,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: CF2.X - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,20000,2280,5000,570,5000,567.5,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/30/2023,12/30/2023,12/30/2023,12,2023,53,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.CF2.X,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: CF2.X - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,20000,2280,5000,570,5000,577.5,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/19/2023,12/19/2023,12/19/2023,12,2023,52,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.CF2,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: CF2 - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,20000,2280,5000,570,5000,587.5,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,1/8/2024,1/8/2024,1/8/2024,1,2024,2,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.CF2,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: CF2 - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,20000,2280,10000,1140,10000,1171,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,1/26/2023,1/26/2024,1/26/2024,1,2024,4,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH595935G114MEK.CF2,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: CF2 - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,20000,2280,5000,570,5000,579,59.5,116.3,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/27/2023,12/27/2023,12/27/2023,12,2023,53,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.GBF,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: Golden Buffalo-25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,20000,1580,10000,790,10000,805,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,1/12/2024,1/12/2024,1/12/2024,1,2024,2,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.GBF,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: Golden Buffalo-25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,20000,1580,10000,790,10000,795.5,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/4/2023,12/4/2023,12/4/2023,12,2023,50,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.CF2,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: CF2 - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,25000,1975,10000,790,10000,810,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/23/2023,12/26/2023,12/26/2023,12,2023,53,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.CF2,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: CF2 - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,25000,1975,15000,1185,15000,1189.5,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,11/21/2023,11/21/2023,11/21/2023,11,2023,48,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.BLC,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: Balance - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,30000,2370,5000,395,5000,409.5,49.5,92.7,,,HIT,0
SO2310-0034,MÊ KÔNG,,LOCAL,LOCAL,12/30/2023,12/30/2023,12/30/2023,12,2023,53,,,,,,,,SO2310-0034,THÁNG 10,NĂM 2023,TPH495805G079MEK.BLC,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: Balance - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",BAG,30000,2370,5000,395,5000,397.5,49.5,92.7,,,HIT,0
