LINK SO,KHÁCH HÀNG,SLG,LOẠI FT,H.THỨC,LỊCH BAN ĐẦU,LỊCH ĐIỀU CHỈNH,XUẤT TT,THÁNG TT,NĂM TT,WEEK,NOTE 2,ĐƠN HÀNG TỔNG / DỰ TRÙ,LỊCH YÊU CẦU,LỊCH YÊU CẦU (MONTH),LỊCH YÊU CẦU (YEAR),SL YÊU CẦU (1),SL YÊU CẦU (2),ĐƠN HÀNG,THÁNG SO,NĂM SO,MÃ SP,CHI TIẾT SẢN PHẨM,LOẠI SP,S.LG,T.LG (KG),S.LG GIAO,T.LG GIAO (KG),ĐÃ GIAO TT,ĐÃ GIAO (Kg) TT,KHỔ DỆT,g/m,MK,BTP Dệt,Reason,KHTK
SO2211-0016,48 LUMUT,1,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119001001000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BALANCE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBALA",BAG,2000,160,2000,160,2000,160,48.5,91.5,,,HIT,0
SO2211-0016,48 LUMUT,,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119001002000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIBL",BAG,25000,2000,25000,2000,25000,2000,48.5,91.5,,,HIT,0
SO2211-0016,48 LUMUT,,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119001003000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIGR",BAG,40000,3200,40000,3200,40000,3200,48.5,91.5,,,HIT,0
SO2211-0016,48 LUMUT,,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119001005000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE (EXPORT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIEX",BAG,2000,160,2000,160,2000,160,48.5,91.5,,,HIT,0
SO2211-0016,48 LUMUT,,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119001006000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE WISH & ABLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIWI",BAG,2000,160,2000,160,2000,160,48.5,91.5,,,HIT,0
SO2211-0016,48 LUMUT,,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119001007000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE ROSES PAU. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLROP",BAG,10000,800,10000,800,10000,800,48.5,91.5,,,HIT,0
SO2211-0016,48 LUMUT,,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119001008000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: DIAMOND. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMDIMO",BAG,23000,1840,23000,1840,23000,1840,48.5,91.5,,,HIT,0
SO2211-0016,48 LUMUT,,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119001011000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRD. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMLOBI",BAG,4000,320,4000,320,4000,320,48.5,91.5,,,HIT,0
SO2211-0016,48 LUMUT,,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119001012000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: NB SPECIAL. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMNBSP",BAG,2000,160,2000,160,2000,160,48.5,91.5,,,HIT,0
SO2211-0016,48 LUMUT,,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119001014000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMRERO",BAG,4000,320,4000,320,4000,320,48.5,91.5,,,HIT,0
SO2211-0016,48 LUMUT,,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119001017000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI B. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCAB",BAG,2000,160,2000,160,2000,160,48.5,91.5,,,HIT,0
SO2211-0016,48 LUMUT,,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119001016000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCA",BAG,8000,640,8000,640,8000,640,48.5,91.5,,,HIT,0
SO2211-0016,48 LUMUT,,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119002033000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: CHAKKI ATTA (2+2). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMGARDEN",BAG,15000,1245,15000,1245,15000,1245,48.5,91.5,,,HIT,0
SO2211-0016,48 LUMUT,,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119002034000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: GARDENIA (3+0). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMGARDEN",BAG,4000,332,4000,332,4000,332,48.5,91.5,,,HIT,0
SO2211-0016,48 LUMUT,,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119002035000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMNTWW",BAG,5000,415,5000,415,5000,415,48.5,91.5,,,HIT,0
SO2211-0016,48 LUMUT,,20FT,Oversea,11/30/2022,11/30/2022,11/30/2022,11,2022,49,,,,,,,,SO2211-0016,THÁNG 11,NĂM 2022,0119119003041000,"Bao TP-PP, trắng đục, K48.5x84LL(+/-1), TL: 85g/cái(+/-5%), MK: WHOLEMEAL 25KG. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485084TDMFM.LMWHOL",BAG,2000,170,2000,170,2000,170,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,1,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119001001000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BALANCE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBALA",BAG,6000,480,6000,480,6000,480,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119001002000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIBL",BAG,28000,2240,28000,2240,28000,2240,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119001005000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE (EXPORT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIEX",BAG,2000,160,2000,160,2000,160,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119001003000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIGR",BAG,33000,2640,33000,2640,33000,2640,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119001006000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE WISH & ABLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIWI",BAG,1000,80,1000,80,1000,80,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119001008000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: DIAMOND. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMDIMO",BAG,37000,2960,37000,2960,37000,2960,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119001011000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRD. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMLOBI",BAG,1000,80,1000,80,1000,80,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119001012000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: NB SPECIAL. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMNBSP",BAG,2000,160,2000,160,2000,160,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119001033000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK:LUMUT-NEUTRAL(EXPORT) WITHOUT WEIGHT. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMNTWW",BAG,2000,160,2000,160,2000,160,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119001007000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE ROSES PAU. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLROP",BAG,4000,320,4000,320,4000,320,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119001014000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMRERO",BAG,6000,480,6000,480,6000,480,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119001015000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES EXPORT. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMREROEX",BAG,5000,400,5000,400,5000,400,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119002036000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: YELLOW ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMYERO",BAG,1000,83,1000,83,1000,83,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119001017000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI B. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCAB",BAG,1000,80,1000,80,1000,80,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119002035000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMNTWW",BAG,3000,249,3000,249,3000,249,48.5,91.5,,,HIT,0
SO2212-0016,48 LUMUT,,20FT,Oversea,12/28/2022,1/4/2023,1/4/2023,1,2023,2,,,,,,,,SO2212-0016,THÁNG 12,NĂM 2022,0119119004042000,"Bao TP-PP, trắng đục, K48.5x91.5LL(+/-1), TL: 93g/cái(+/-2.8), MK: NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485915TDMFM.LMNTWW",BAG,18000,1674,18000,1674,18000,1674,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,1,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001001000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BALANCE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBALA",BAG,3000,240,3000,240,3000,231.7,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001002000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIBL",BAG,30000,2400,30000,2400,30000,2302.2,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001005000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE (EXPORT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIEX",BAG,3000,240,3000,240,3000,232.4,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001003000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIGR",BAG,40000,3200,40000,3200,40000,3108.4,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001004000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE RED. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIRE",BAG,7000,560,7000,560,7000,540.6,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001006000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE WISH & ABLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIWI",BAG,3000,240,3000,240,3000,234.1,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001008000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: DIAMOND. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMDIMO",BAG,3000,240,3000,240,3000,231,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001009000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: EAGLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMEAGLE",BAG,4000,320,4000,320,4000,308.3,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001011000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRD. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMLOBI",BAG,10000,800,10000,800,10000,754.2,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001012000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: NB SPECIAL. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMNBSP",BAG,4000,320,4000,320,4000,309.8,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001007000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE ROSES PAU. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLROP",BAG,7000,560,7000,560,7000,536.5,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001014000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMRERO",BAG,9000,720,9000,720,9000,696.7,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001015000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES EXPORT. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMREROEX",BAG,4000,320,4000,320,4000,310.2,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119002036000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: YELLOW ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMYERO",BAG,2000,166,2000,166,2000,158.7,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001016000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCA",BAG,2000,160,2000,160,2000,158.7,48.5,91.5,,,HIT,0
