KHÁCH HÀNG;SLG;LOẠI FT;H.THỨC;LỊCH BAN ĐẦU;LỊCH ĐIỀU CHỈNH;XUẤT TT;THÁNG TT;NĂM TT;WEEK;NOTE 2;ĐƠN HÀNG;THÁNG SO;NĂM SO;MÃ SP;CHI TIẾT SẢN PHẨM;LOẠI SP; S.LG ; T.LG (KG) ;S.LG GIAO;T.LG GIAO (KG);ĐÃ GIAO TT;ĐÃ GIAO (Kg) TT;SO - XN;KHTK;LSX
SÀI GÒN XANH;;LOCAL;LOCAL;25/02/2023;25/02/2023;25/02/2023;2;2023;9;;SO2212-0018;THÁNG 12;NĂM 2022;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 100.000,00 ; 7.500,00 ;11.700,00;877,50;12.000,00;923,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;28/02/2023;28/02/2023;28/02/2023;2;2023;10;;SO2212-0018;THÁNG 12;NĂM 2022;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 100.000,00 ; 7.500,00 ;10.000,00;750,00;10.000,00;762,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;02/03/2023;02/03/2023;02/03/2023;3;2023;10;;SO2212-0018;THÁNG 12;NĂM 2022;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 100.000,00 ; 7.500,00 ;15.000,00;1.125,00;15.000,00;1.158,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;06/03/2023;06/03/2023;06/03/2023;3;2023;11;;SO2212-0018;THÁNG 12;NĂM 2022;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 100.000,00 ; 7.500,00 ;18.000,00;1.350,00;18.000,00;1.387,10;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;20/02/2023;20/02/2023;20/02/2023;2;2023;9;;SO2302-0008;THÁNG 02;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 7.800,00 ;3.000,00;156,00;3.000,00;156,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;16/03/2023;16/03/2023;16/03/2023;3;2023;12;;SO2302-0008;THÁNG 02;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 7.800,00 ;25.000,00;1.300,00;25.000,00;1.293,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;22/02/2023;22/02/2023;22/02/2023;2;2023;9;;SO2302-0008;THÁNG 02;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 7.800,00 ;10.000,00;520,00;10.000,00;506,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;25/02/2023;25/02/2023;25/02/2023;2;2023;9;;SO2302-0008;THÁNG 02;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 7.800,00 ;14.000,00;728,00;14.000,00;714,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;28/02/2023;28/02/2023;28/02/2023;2;2023;10;;SO2302-0008;THÁNG 02;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 7.800,00 ;15.000,00;780,00;15.000,00;759,50;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;02/03/2023;02/03/2023;02/03/2023;3;2023;10;;SO2302-0008;THÁNG 02;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 7.800,00 ;15.000,00;780,00;15.000,00;764,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;06/03/2023;06/03/2023;06/03/2023;3;2023;11;;SO2302-0008;THÁNG 02;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 7.800,00 ;20.000,00;1.040,00;20.000,00;1.008,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;10/03/2023;10/03/2023;10/03/2023;3;2023;11;;SO2302-0008;THÁNG 02;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 7.800,00 ;20.000,00;1.040,00;20.000,00;1.015,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;25/03/2023;25/03/2023;25/03/2023;3;2023;13;;SO2302-0008;THÁNG 02;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 7.800,00 ;28.000,00;1.456,00;28.000,00;1.456,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;06/03/2023;06/03/2023;06/03/2023;3;2023;11;;SO2302-0008;THÁNG 02;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 50.000,00 ; 3.750,00 ;5.000,00;375,00;5.000,00;385,40;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;16/03/2023;16/03/2023;16/03/2023;3;2023;12;;SO2302-0008;THÁNG 02;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 50.000,00 ; 3.750,00 ;23.000,00;1.725,00;23.000,00;1.775,50;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;10/03/2023;10/03/2023;10/03/2023;3;2023;11;;SO2302-0008;THÁNG 02;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 50.000,00 ; 3.750,00 ;10.000,00;750,00;10.000,00;777,60;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;25/03/2023;25/03/2023;25/03/2023;3;2023;13;;SO2302-0008;THÁNG 02;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 50.000,00 ; 3.750,00 ;12.000,00;900,00;12.000,00;900,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;;;;;;;[SO TỔNG] - Ko đạt chất lượng;MP2302-0071;;;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 130.000,00 ; 6.760,00 ;130.000,00;6.760,00;;;;;
SÀI GÒN XANH;;LOCAL;LOCAL;;;;;;;[SO TỔNG] - Ko đạt chất lượng;MP2302-0071;;;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 11.250,00 ;150.000,00;11.250,00;;;;;
SÀI GÒN XANH;;LOCAL;LOCAL;;;;;;;;MP2303-0076;;;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 158.000,00 ; 8.216,00 ;;;;;;;
SÀI GÒN XANH;;LOCAL;LOCAL;;;;;;;;MP2303-0076;;;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 159.500,00 ; 11.962,50 ;;;;;;;
SÀI GÒN XANH;;LOCAL;LOCAL;25/03/2023;25/03/2023;25/03/2023;3;2023;13;;SO2303-0021;THÁNG 03;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 130.000,00 ; 6.760,00 ;2.000,00;104,00;2.000,00;104,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;01/04/2023;01/04/2023;01/04/2023;4;2023;14;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 130.000,00 ; 6.760,00 ;7.000,00;364,00;7.000,00;352,50;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;04/04/2023;04/04/2023;04/04/2023;4;2023;15;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 130.000,00 ; 6.760,00 ;6.000,00;312,00;6.000,00;295,50;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;06/04/2023;06/04/2023;05/04/2023;4;2023;15;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 130.000,00 ; 6.760,00 ;12.000,00;624,00;12.000,00;599,50;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;11/04/2023;11/04/2023;11/04/2023;4;2023;16;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 130.000,00 ; 6.760,00 ;14.600,00;759,20;14.600,00;741,50;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;14/04/2023;14/04/2023;15/04/2023;4;2023;16;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 130.000,00 ; 6.760,00 ;25.000,00;1.300,00;25.000,00;1.272,50;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;19/04/2023;19/04/2023;19/04/2023;4;2023;17;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 130.000,00 ; 6.760,00 ;21.700,00;1.128,40;21.700,00;1.102,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;28/04/2023;28/04/2023;28/04/2023;4;2023;18;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 130.000,00 ; 6.760,00 ;12.000,00;624,00;12.000,00;617,50;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;08/05/2023;08/05/2023;08/05/2023;5;2023;20;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 130.000,00 ; 6.760,00 ;4.900,00;254,80;4.900,00;252,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;10/05/2023;10/05/2023;10/05/2023;5;2023;20;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 130.000,00 ; 6.760,00 ;15.000,00;780,00;15.000,00;766,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;13/05/2023;13/05/2023;13/05/2023;5;2023;20;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 130.000,00 ; 6.760,00 ;9.800,00;509,60;9.800,00;493,19;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;10/03/2023;10/03/2023;10/03/2023;3;2023;11;;SO2303-0021;THÁNG 03;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 11.250,00 ;2.500,00;187,50;2.500,00;194,40;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;25/03/2023;25/03/2023;25/03/2023;3;2023;13;;SO2303-0021;THÁNG 03;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 11.250,00 ;12.300,00;922,50;12.300,00;922,50;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;28/03/2023;28/03/2023;28/03/2023;3;2023;14;;SO2303-0021;THÁNG 03;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 11.250,00 ;16.000,00;1.200,00;16.000,00;1.194,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;30/03/2023;30/03/2023;30/03/2023;3;2023;14;;SO2303-0021;THÁNG 03;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 11.250,00 ;11.400,00;855,00;11.400,00;853,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;01/04/2023;01/04/2023;01/04/2023;4;2023;14;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 11.250,00 ;6.400,00;480,00;6.400,00;489,50;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;04/04/2023;04/04/2023;04/04/2023;4;2023;15;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 11.250,00 ;10.000,00;750,00;10.000,00;751,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;06/04/2023;06/04/2023;05/04/2023;4;2023;15;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 11.250,00 ;8.000,00;600,00;8.000,00;604,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;08/04/2023;08/04/2023;08/04/2023;4;2023;15;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 11.250,00 ;20.000,00;1.500,00;20.000,00;1.482,50;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;11/04/2023;11/04/2023;11/04/2023;4;2023;16;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 11.250,00 ;11.600,00;870,00;11.600,00;877,50;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;14/04/2023;14/04/2023;14/04/2023;4;2023;16;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 11.250,00 ;30.000,00;2.250,00;30.000,00;2.282,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;19/04/2023;19/04/2023;19/04/2023;4;2023;17;MP2303-0076;SO2303-0021;THÁNG 03;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 150.000,00 ; 11.250,00 ;21.800,00;1.635,00;21.800,00;1.656,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;13/05/2023;13/05/2023;13/05/2023;5;2023;20;MP2303-0076;SO2304-0016;THÁNG 04;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 140.000,00 ; 7.280,00 ;10.200,00;530,40;10.200,00;513,32;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;18/05/2023;18/05/2023;18/05/2023;5;2023;21;MP2303-0076;SO2304-0016;THÁNG 04;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 140.000,00 ; 7.280,00 ;19.800,00;1.029,60;19.800,00;993,47;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;18/05/2023;18/05/2023;18/05/2023;5;2023;21;;SO2304-0016;THÁNG 04;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 140.000,00 ; 7.280,00 ;200,00;10,40;200,00;10,04;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;23/05/2023;23/05/2023;23/05/2023;5;2023;22;;SO2304-0016;THÁNG 04;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 140.000,00 ; 7.280,00 ;10.900,00;566,80;10.900,00;552,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;31/05/2023;31/05/2023;31/05/2023;5;2023;23;;SO2304-0016;THÁNG 04;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 140.000,00 ; 7.280,00 ;20.000,00;1.040,00;20.000,00;1.004,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;05/06/2023;05/06/2023;05/06/2023;6;2023;24;;SO2304-0016;THÁNG 04;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 140.000,00 ; 7.280,00 ;9.800,00;509,60;9.800,00;517,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;15/06/2023;15/06/2023;15/06/2023;6;2023;25;SO2304-0016;SO2303-0021;THÁNG 03;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 140.000,00 ; 7.280,00 ;15.000,00;780,00;15.000,00;784,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;30/06/2023;30/06/2023;30/06/2023;6;2023;27;SO2304-0016;SO2303-0021;THÁNG 03;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 140.000,00 ; 7.280,00 ;14.700,00;764,40;14.700,00;750,65;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;30/06/2023;30/06/2023;30/06/2023;6;2023;27;;SO2304-0016;THÁNG 04;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 140.000,00 ; 7.280,00 ;5.300,00;275,60;5.300,00;261,85;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;05/07/2023;05/07/2023;05/07/2023;7;2023;28;;SO2304-0016;THÁNG 04;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 140.000,00 ; 7.280,00 ;25.000,00;1.300,00;25.000,00;1.244,50;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;11/07/2023;11/07/2023;11/07/2023;7;2023;29;;SO2304-0016;THÁNG 04;NĂM 2023;TPH043065G052CAMSGX.A01;Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 140.000,00 ; 7.280,00 ;9.100,00;473,20;9.100,00;459,10;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;19/04/2023;19/04/2023;19/04/2023;4;2023;17;MP2303-0076;SO2304-0016;THÁNG 04;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 160.000,00 ; 12.000,00 ;9.800,00;735,00;9.800,00;744,50;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;28/04/2023;28/04/2023;28/04/2023;4;2023;18;MP2303-0076;SO2304-0016;THÁNG 04;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 160.000,00 ; 12.000,00 ;18.000,00;1.350,00;18.000,00;1.360,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;08/05/2023;08/05/2023;08/05/2023;5;2023;20;MP2303-0076;SO2304-0016;THÁNG 04;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 160.000,00 ; 12.000,00 ;7.800,00;585,00;7.800,00;592,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;10/05/2023;10/05/2023;10/05/2023;5;2023;20;MP2303-0076;SO2304-0016;THÁNG 04;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 160.000,00 ; 12.000,00 ;10.000,00;750,00;10.000,00;758,00;CHỐT;CHỐT;CHỐT
SÀI GÒN XANH;;LOCAL;LOCAL;13/05/2023;13/05/2023;13/05/2023;5;2023;20;MP2303-0076;SO2304-0016;THÁNG 04;NĂM 2023;TPH050085G075CAMSGX.B01;Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50];BAG; 160.000,00 ; 12.000,00 ;6.100,00;457,50;6.100,00;459,18;CHỐT;CHỐT;CHỐT
