KHÁCH HÀNG;SLG;LOẠI FT;H.THỨC;LỊCH BAN ĐẦU;LỊCH ĐIỀU CHỈNH;XUẤT TT;THÁNG TT;NĂM TT;WEEK;NOTE 2;ĐƠN HÀNG;THÁNG SO;NĂM SO;MÃ SP;CHI TIẾT SẢN PHẨM;LOẠI SP; S.LG ; T.LG (KG) ;S.LG GIAO;T.LG GIAO (KG);ĐÃ GIAO TT;ĐÃ GIAO (Kg) TT;SO - XN;KHTK;LSX
48 LUMUT;1;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119001001000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BALANCE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBALA;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;160,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119001002000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIBL;BAG; 25.000,00 ; 2.000,00 ;25.000,00;2.000,00;25.000,00;2.000,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119001003000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIGR;BAG; 40.000,00 ; 3.200,00 ;40.000,00;3.200,00;40.000,00;3.200,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119001005000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE (EXPORT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIEX;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;160,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119001006000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE WISH & ABLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIWI;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;160,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119001007000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE ROSES PAU. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLROP;BAG; 10.000,00 ; 800,00 ;10.000,00;800,00;10.000,00;800,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119001008000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: DIAMOND. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMDIMO;BAG; 23.000,00 ; 1.840,00 ;23.000,00;1.840,00;23.000,00;1.840,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119001011000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRD. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMLOBI;BAG; 4.000,00 ; 320,00 ;4.000,00;320,00;4.000,00;320,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119001012000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: NB SPECIAL. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMNBSP;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;160,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119001014000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMRERO;BAG; 4.000,00 ; 320,00 ;4.000,00;320,00;4.000,00;320,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119001017000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI B. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCAB;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;160,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119001016000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCA;BAG; 8.000,00 ; 640,00 ;8.000,00;640,00;8.000,00;640,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119002033000;Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: CHAKKI ATTA (2+2). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMGARDEN;BAG; 15.000,00 ; 1.245,00 ;15.000,00;1.245,00;15.000,00;1.245,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119002034000;Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: GARDENIA (3+0). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMGARDEN;BAG; 4.000,00 ; 332,00 ;4.000,00;332,00;4.000,00;332,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119002035000;Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMNTWW;BAG; 5.000,00 ; 415,00 ;5.000,00;415,00;5.000,00;415,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;30/11/2022;30/11/2022;30/11/2022;11;2022;49;;SO2211-0016;THÁNG 11;NĂM 2022;0119119003041000;Bao TP-PP, trắng đục, K48.5x84LL(+/-1), TL: 85g/cái(+/-5%), MK: WHOLEMEAL 25KG. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485084TDMFM.LMWHOL;BAG; 2.000,00 ; 170,00 ;2.000,00;170,00;2.000,00;170,00;CHỐT;CHỐT;CHỐT
48 LUMUT;1;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119001001000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BALANCE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBALA;BAG; 6.000,00 ; 480,00 ;6.000,00;480,00;6.000,00;480,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119001002000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIBL;BAG; 28.000,00 ; 2.240,00 ;28.000,00;2.240,00;28.000,00;2.240,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119001005000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE (EXPORT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIEX;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;160,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119001003000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIGR;BAG; 33.000,00 ; 2.640,00 ;33.000,00;2.640,00;33.000,00;2.640,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119001006000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE WISH & ABLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIWI;BAG; 1.000,00 ; 80,00 ;1.000,00;80,00;1.000,00;80,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119001008000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: DIAMOND. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMDIMO;BAG; 37.000,00 ; 2.960,00 ;37.000,00;2.960,00;37.000,00;2.960,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119001011000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRD. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMLOBI;BAG; 1.000,00 ; 80,00 ;1.000,00;80,00;1.000,00;80,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119001012000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: NB SPECIAL. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMNBSP;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;160,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119001033000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK:LUMUT-NEUTRAL(EXPORT) WITHOUT WEIGHT. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMNTWW;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;160,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119001007000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE ROSES PAU. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLROP;BAG; 4.000,00 ; 320,00 ;4.000,00;320,00;4.000,00;320,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119001014000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMRERO;BAG; 6.000,00 ; 480,00 ;6.000,00;480,00;6.000,00;480,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119001015000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES EXPORT. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMREROEX;BAG; 5.000,00 ; 400,00 ;5.000,00;400,00;5.000,00;400,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119002036000;Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: YELLOW ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMYERO;BAG; 1.000,00 ; 83,00 ;1.000,00;83,00;1.000,00;83,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119001017000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI B. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCAB;BAG; 1.000,00 ; 80,00 ;1.000,00;80,00;1.000,00;80,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119002035000;Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMNTWW;BAG; 3.000,00 ; 249,00 ;3.000,00;249,00;3.000,00;249,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;28/12/2022;04/01/2023;04/01/2023;1;2023;2;;SO2212-0016;THÁNG 12;NĂM 2022;0119119004042000;Bao TP-PP, trắng đục, K48.5x91.5LL(+/-1), TL: 93g/cái(+/-2.8), MK: NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485915TDMFM.LMNTWW;BAG; 18.000,00 ; 1.674,00 ;18.000,00;1.674,00;18.000,00;1.674,00;CHỐT;CHỐT;CHỐT
48 LUMUT;1;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001001000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BALANCE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBALA;BAG; 3.000,00 ; 240,00 ;3.000,00;240,00;3.000,00;231,70;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001002000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIBL;BAG; 30.000,00 ; 2.400,00 ;30.000,00;2.400,00;30.000,00;2.302,20;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001005000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE (EXPORT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIEX;BAG; 3.000,00 ; 240,00 ;3.000,00;240,00;3.000,00;232,40;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001003000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIGR;BAG; 40.000,00 ; 3.200,00 ;40.000,00;3.200,00;40.000,00;3.108,40;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001004000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE RED. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIRE;BAG; 7.000,00 ; 560,00 ;7.000,00;560,00;7.000,00;540,60;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001006000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE WISH & ABLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIWI;BAG; 3.000,00 ; 240,00 ;3.000,00;240,00;3.000,00;234,10;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001008000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: DIAMOND. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMDIMO;BAG; 3.000,00 ; 240,00 ;3.000,00;240,00;3.000,00;231,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001009000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: EAGLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMEAGLE;BAG; 4.000,00 ; 320,00 ;4.000,00;320,00;4.000,00;308,30;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001011000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRD. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMLOBI;BAG; 10.000,00 ; 800,00 ;10.000,00;800,00;10.000,00;754,20;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001012000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: NB SPECIAL. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMNBSP;BAG; 4.000,00 ; 320,00 ;4.000,00;320,00;4.000,00;309,80;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001007000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE ROSES PAU. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLROP;BAG; 7.000,00 ; 560,00 ;7.000,00;560,00;7.000,00;536,50;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001014000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMRERO;BAG; 9.000,00 ; 720,00 ;9.000,00;720,00;9.000,00;696,70;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001015000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES EXPORT. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMREROEX;BAG; 4.000,00 ; 320,00 ;4.000,00;320,00;4.000,00;310,20;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119002036000;Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: YELLOW ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMYERO;BAG; 2.000,00 ; 166,00 ;2.000,00;166,00;2.000,00;158,70;CHỐT;CHỐT;CHỐT
