Mã số,Mặt hàng,Đvt (2),Đầu kỳ (2),Giá trị đầu kỳ,Nhập (2),Giá trị nhập,Xuất (2),Giá trị xuất,Cuối kỳ (2),Giá trị cuối kỳ,Đvt (1),Đầu kỳ (1),Nhập (1),Xuất (1),Cuối kỳ (1)
HAT-BEIGE-EMH66145B,Hạt màu beige EMH66145B.,KG,40,3680000,0,0,0,0,40,3680000,KG,40,0,0,40
HAT-EMH1050,Hạt màu Trắng 1050,Kg,16,192614,0,0,0,0,16,192614,Kg,16,0,0,16
HAT-EMH22269,Hạt màu EMH22269,Kg,251.8,22662000,0,0,0,0,251.8,22662000,Kg,251.8,0,0,251.8
HAT-CAM-33102C,Hạt màu cam EMH33102C,Kg,878.2,79753600,0,0,0,0,878.2,79753600,Kg,878.2,0,0,878.2
HAT-DEN-04H8004,Hạt màu đen mã số 04H8004 (Tân Hùng Cơ),KG,67.14,4010089,0,0,0,0,67.14,4010089,KG,67.14,0,0,67.14
HAT-CAM-EMH33113A,Hạt màu cam EMH33113A.,KG,284.5,27596500,0,0,0,0,284.5,27596500,KG,284.5,0,0,284.5
HAT-BEIGE-EMH66170,Hạt màu beige EMH66170.,KG,25,1900000,0,0,0,0,25,1900000,KG,25,0,0,25
HAT-MAUBEIGE-49006U,Hạt màu beige  49006U.(Polymerasia),KG,200,41170353,0,0,36.37,0,163.63,41170353,KG,200,0,36.37,163.63
HAT-BEIGE-EMH66170A,Hạt màu beige EMH66170A.,KG,148.7,11301200,0,0,0,0,148.7,11301200,KG,148.7,0,0,148.7
HAT-BEIGE-EMH66185,Hạt màu beige EMH66185,KG,310.77,24550830,0,0,0,0,310.77,24550830,KG,310.77,0,0,310.77
HAT-M001-TAICAL-PP02M,Hạt mẫu Taical mã PP02M.,KG,200,0,0,0,0,0,200,0,KG,200,0,0,200
HAT-TACCA,Hạt Taical tráng Châu Âu 1005.,KG,8622.197,84514253,0,0,0,0,8622.197,84514253,KG,8622.2,0,0,8622.2
HAT-TACKS,Hạt Taical kéo sợi,KG,2470.73,42678731,0,0,8067.85,0,-5597.12,42678731,KG,2470.73,0,8067.85,-5597.12
HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,5818.14,84047325,0,0,137.02,0,5681.12,84047325,KG,5818.14,0,137.02,5681.12
HAT-TALC-THOI,Hạt Taical thổi PE1001-2C +  IF-PE114C7 (Đại Á),KG,0,78083631,0,0,0,0,0,78083631,KG,0,0,0,0
HAT-TACKS-1001,Hạt Taical EFPP1001 trắng sáng,Kg,-3084.6,340174308,0,0,0,0,-3084.6,340174308,Kg,-3084.6,0,0,-3084.6
HAT-TACKS-1470REB,[Hạt Taical mẫu] Grade: HP 1470REB. [Hanotech] [Mã so sánh: EUP1001],Kg,200,0,0,0,0,0,200,0,Kg,200,0,0,200
HAT-TACKS-AP442,Hạt Taical kéo sợi APP442,Kg,4625,26620883,0,0,0,0,4625,26620883,Kg,4625,0,0,4625
TAICAL-EFPP1003D,Taical EFPP1003D,Kg,150,2008300,0,0,0,0,150,2008300,Kg,150,0,0,150
TP-07PPS,Hạt Taical kéo sợi - mẫu,KG,200,0,0,0,0,0,200,0,KG,200,0,0,200
TP-09PP,Hạt Taical kéo sợi - mẫu,KG,200,0,0,0,0,0,200,0,KG,200,0,0,200
TP-9625T,Hạt Taical kéo sợi - mẫu,KG,50,0,0,0,0,0,50,0,KG,50,0,0,50
HAT-TACKS-BDE40,Hạt taical kéo sợi ADE40,KG,50,0,0,0,0,0,50,0,KG,50,0,0,50
HAT-TALC-THOI-IFC7,Hạt taical thổi HDPE IF-PE114C7 (Đại Á),KG,8201.64,-2124761,0,0,0,0,8201.64,-2124761,KG,8201.64,0,0,8201.64
TAICAL-IFPP111CR-VTM,Hạt taical kéo sợi IFPP111CR-VTM D/A,KG,400,3600000,0,0,0,0,400,3600000,KG,400,0,0,400
HAT-TACKS-HP1260RT,Hạt Taical kéo sợi HP1260RT,KG,300,0,0,0,0,0,300,0,KG,300,0,0,300
HAT-TACKS-UF211,Hạt Taical kéo sợi UF211,KG,200,0,0,0,0,0,200,0,KG,200,0,0,200
HAT-SUIMAU(TAH00059),Tạo hạt sủi màu beige (TAH00059),KG,2000,21418627,0,0,0,0,2000,21418627,KG,2000,0,0,2000
SUI-DEN,Sủi đen,KG,10040,0,0,0,0,0,10040,0,KG,10040,0,0,10040
SUI-HDPE,Sủi HDPE.,KG,7650,106556940,0,0,0,0,7650,106556940,KG,7650,0,0,7650
SUI-KIENG-I,Sủi kiếng loại I.,KG,200,2412600,0,0,0,0,200,2412600,KG,200,0,0,200
SUI-KIENG-III-TP,Sủi kiếng loại III TP. [Màu đen],KG,4989.11,60183634,0,0,0,0,4989.11,60183634,KG,4989.11,0,0,4989.11
SUI-LDPE,Sủi LDPE.,KG,11068,0,0,0,0,0,11068,0,KG,11068,0,0,11068
SUI-MAUCAM,Sủi màu CAM,KG,2380,49448607,0,0,0,0,2380,49448607,KG,2380,0,0,2380
SUI-MAUDO,Sủi màu đỏ.,KG,2080,14629654,0,0,0,0,2080,14629654,KG,2080,0,0,2080
SUI-RUALAI,"Hạt nhựa đổ, rửa ó lại",KG,9600,58093651,0,0,0,0,9600,58093651,KG,9600,0,0,9600
SUI-TAPMAU,Sủi tạp màu.,KG,1500,15392935,0,0,0,0,1500,15392935,KG,1500,0,0,1500
SUI-TRANG,Sủi trắng,KG,11340,64161187,0,0,1055.61,0,10284.39,64161187,KG,11290.84,0,1055.61,10235.23
SUI-VANG,Sủi vàng,KG,15817.52,149763224,0,0,0,0,15817.52,149763224,KG,15817.52,0,0,15817.52
SUI-XANHLA,Sủi màu xanh lá,KG,2200,2090076,0,0,0,0,2200,2090076,KG,2200,0,0,2200
SUI-BEIGE,Sủi màu beige. ( Mã mua ngoài ),KG,5751.74,103531320,0,0,0,0,5751.74,103531320,KG,5751.74,0,0,5751.74
TAY-TRANG,Tẩy trắng,KG,9.18,4048259,0,0,0,0,9.18,4048259,KG,9.18,0,0,9.18
HAT-TAYOP10,Hạt tẩy trắng quang học OP10 (Đại Á),KG,313.15,26614930,0,0,0.85,0,312.3,26614930,KG,313.15,0,0.85,312.3
HAT-TAYW0282,Hạt tẩy W0282 (Hồng Vĩnh Phát),KG,11.98,2096700,0,0,0,0,11.98,2096700,KG,11.98,0,0,11.98
HAT-D2W-93190-C,Hạt phụ gia tự hủy d2w 93190/C.,KG,25,5377000,0,0,0,0,25,5377000,KG,25,0,0,25
HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KG,2746.83,246086040,0,0,0,0,2746.83,246086040,KG,2746.83,0,0,2746.83
HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,3482.06,122358720,0,0,0,0,3482.06,122358720,KG,3482.06,0,0,3482.06
HAT-PA05D,Hạt phụ gia trợ gia công PA 05D.,KG,25,1250000,0,0,0,0,25,1250000,KG,25,0,0,25
HAT-HUPET,Hạt phụ gia Hupet,Kg,825,0,0,0,0,0,825,0,Kg,825,0,0,825
UVDL,UV 20783PP,Kg,20,2000000,0,0,0,0,20,2000000,Kg,20,0,0,20
HAT-UV218TA,"Hạt UV218TA (Đại Á, test UV 300h)",KG,1.6,23857235,0,0,0,0,1.6,23857235,KG,1.6,0,0,1.6
HAT-IMSL5A,Hạt slip IM-SL5A (Đại Á),KG,225,14625000,0,0,0,0,225,14625000,KG,225,0,0,225
HAT-HATPLC,Hạt PoLyCom,KG,175,3500000,0,0,0,0,175,3500000,KG,175,0,0,175
HAT-ATB-EMA203,"Hạt phụ gia chống dính Antiblock, EM A 203",KG,20,1040000,0,0,0,0,20,1040000,KG,20,0,0,20
HAT-UV783PPM,Hạt IM - UV783PPM (Đại Á- UV 200h),KG,4,0,0,0,0,0,4,0,KG,4,0,0,4
HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,1488.09,40854210,0,0,77.46,0,1410.63,40854210,KG,1488.09,0,77.46,1410.63
HAT-UV881C,Hạt UV 881C (Châu Âu),KG,1052.74,95747889,0,0,76.05,0,976.69,95747889,KG,1052.74,0,76.05,976.69
HAT-MAUXAMVSM,Hat màu xám. Dùng để vệ sinh trục vít.,KG,25,2272727,0,0,0,0,25,2272727,KG,25,0,0,25
HAT-UV670,"Hạt UV 670 (Hossin, 250h)",KG,10,1368680,0,0,0,0,10,1368680,KG,10,0,0,10
HAT-TPP,"Hạt nhựa TPP: FL7632L, Hạt L6000N ...",KG,3327.96,158219248,0,0,0,0,3327.96,158219248,KG,3327.96,0,0,3327.96
0914400014000001,Bộ chia HDMI,CAI,1,650000,0,0,0,0,1,650000,CAI,1,0,0,1
0905800580000000,Mũi khoét hợp kim phi 42,CAI,1,180000,0,0,0,0,1,180000,CAI,1,0,0,1
0906201129000000,Bàn Hút Bụi (HITACHI),CAI,1,203500,0,0,0,0,1,203500,CAI,1,0,0,1
5200110510000000,"Tạp dề vải có túi dùng trong công nghiệp, Màu nâu ( túi phía trước lớn để đựng công cụ dụng cụ )",CAI,103,4635000,0,0,0,0,103,4635000,CAI,103,0,0,103
5300102200000000,Kệ mica chức vụ 2 mặt 75x240MM,CAI,20,700000,0,0,0,0,20,700000,CAI,20,0,0,20
0905400240000000,Đầu cos Nichifu CB100,Cái,0,2401320,0,0,0,0,0,2401320,Cái,0,0,0,0
0905400250000000,Đầu cos Nichiful CB 80,Cái,0,2262120,0,0,0,0,0,2262120,Cái,0,0,0,0
0905400260000000,Đầu cos nichifu CB 70,Cái,0,2624400,0,0,0,0,0,2624400,Cái,0,0,0,0
5300102270000000,Ghế nhựa Cao Duy Tân kt: 33x33x44.5cm.,CAI,5,275000,0,0,0,0,5,275000,CAI,5,0,0,5
5200109101000000,Nón Kết Lưỡi Trai,CAI,600,17460077,0,0,0,0,600,17460077,CAI,600,0,0,600
5200109570000000,Chổi cỏ.,CAY,17,425000,0,0,0,0,17,425000,CAY,17,0,0,17
0926700020000000,"CỤC CHÊM CUỘN(Đáy dưới: L 12cm x W 10cm, Đáy trên: L 3cm x W 10cm, Mặt dựng: H 10cm x W 10cm, Mặt vát: L 12cm x W 10cm)c",CAI,500,3000000,0,0,0,0,500,3000000,CAI,500,0,0,500
0906801200000000,Màn hình máy tính,CAI,8,12662727,0,0,0,0,8,12662727,CAI,10,0,0,10
0926700030000000,CỤC THAU 032022,CAI,1,1200000,0,0,0,0,1,1200000,CAI,1,0,0,1
0903900450000000,VAN NHỰA TAY GẠT PHI 60,CAI,2,217440,0,0,0,0,2,217440,CAI,2,0,0,2
5200109140000000,Hệ thống Hút khói,Cái,5.4,20790000,0,0,0,0,5.4,20790000,M,5.4,0,0,5.4
5200109150000000,Phin lọc mỡ,Cái,5.4,12420000,0,0,0,0,5.4,12420000,M,5.4,0,0,5.4
5200109160000000,Ống hút khói +ông gom khói,Cái,11.4,13110000,0,0,0,0,11.4,13110000,M,11.4,0,0,11.4
5200109170000000,Bẫy Tách Mỡ,CAI,1,2900000,0,0,0,0,1,2900000,CAI,1,0,0,1
53BCCMZMT3,Bình chữa cháy khí CO2 MT3( CÓ DỒNG HỒ),BINH,-29,0,0,0,0,0,-29,0,BINH,-29,0,0,-29
53BCCMZMT5,Bình chữa cháy khí CO2 MT5,BINH,-6,0,0,0,0,0,-6,0,BINH,-6,0,0,-6
53BCCMFZ4,Bình chữa cháy  bột,BINH,-7,0,0,0,0,0,-7,0,BINH,-7,0,0,-7
53BCCMFZ8,Bình chữa cháy  bột ( CÓ DỒNG HỒ),BINH,-28,0,0,0,0,0,-28,0,BINH,-28,0,0,-28
53BCCMFZL35,Bình chữa cháy  bột,BINH,-5,0,0,0,0,0,-5,0,BINH,-5,0,0,-5
0908300410000000,Ổn Áp Robot Reno 5KVA (90-250v) - Reno 818,CAI,2,6203704,0,0,0,0,2,6203704,CAI,2,0,0,2
0906801000000000,Máy vi tính để bàn,CAI,3,30200000,0,0,0,0,3,30200000,CAI,3,0,0,3
5200109310000000,Dép tổ ong màu xanh dương Size 43,DOI,62,1550000,0,0,0,0,62,1550000,DOI,62,0,0,62
0909900054000000,Khung gắn Motor giải nhiệt tháp 30RT.,BO,1,750000,0,0,0,0,1,750000,BO,1,0,0,1
5200110650000004,Thuốc Panadol,HOP,2,375000,0,0,0,0,2,375000,HOP,2,0,0,2
5200110650000005,Thuốc Decogel,HOP,2,250000,0,0,0,0,2,250000,HOP,2,0,0,2
