Tên CN,Ngày,Ca,Máy,Đơn hàng,Mã SP,Số KHTK,LSX,Mã hàng,Tên hàng,Ngày giao hàng,Denier,Mật độ dọc,Mật độ ngang,ĐVT 1,ĐVT 2,Số lượng theo KH 1,Số lượng theo KH 2,Số lượng phế theo bom,Số lượng thực hiện 1,Số lượng thực hiện 2,Số lượng thực hiện phế,Số mét đầu ca,Số mét cuối ca,Số lượng nhập kho 1,Số lượng nhập kho 2,Số lượng nhập kho trừ lõi,Số lượng sợi,Số lượng phế,Đánh giá % sợi,Đánh giá % phế,Đánh giá %
,1/4/2025,N,96,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,746,58.188,0,4881,5627,0,0,0,121.212,0,0.324347826,,Không đạt
,1/4/2025,N,101,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,1126,87.828,0,4362,5488,0,0,0,91.572,0,0.489565217,,Không đạt
,1/4/2025,N,101,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,1126,87.828,0,4362,5488,0,0,0,91.572,0,0.489565217,,Không đạt
,1/4/2025,N,102,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,1363,106.314,0,0,1363,0,0,0,73.086,0,0.592608696,,Không đạt
,1/4/2025,N,102,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,1363,106.314,0,0,1363,0,0,0,73.086,0,0.592608696,,Không đạt
,1/4/2025,N,103,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,747,58.266,4,0,747,0,0,0,-58.266,-4,,,Không đạt
,1/4/2025,N,103,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,747,58.266,0,0,747,0,0,0,-58.266,0,,,Không đạt
,1/4/2025,N,104,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,917,71.526,0,0,917,0,0,0,-71.526,0,,,Không đạt
,1/4/2025,N,104,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,917,71.526,0,0,917,0,0,0,-71.526,0,,,Không đạt
,1/4/2025,N,99,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,913,71.214,0,1450,2363,0,0,0,-71.214,0,,,Không đạt
,1/4/2025,N,99,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,913,71.214,0,1450,2363,0,0,0,-71.214,0,,,Không đạt
,1/4/2025,D,8,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,1438,112.164,0,4130,5568,0,0,0,90.636,0,0.553076923,,Không đạt
,1/4/2025,D,8,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,1438,112.164,0,4130,5568,0,0,0,90.636,0,0.553076923,,Không đạt
,1/4/2025,D,9,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,1400,109.2,0,4400,5800,0,0,0,93.6,0,0.538461538,,Không đạt
,1/4/2025,D,9,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,1400,109.2,0,4400,5800,0,0,0,93.6,0,0.538461538,,Không đạt
,1/4/2025,D,93,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,2855,2855,0,0,0,0,0,,,Không đạt
,1/4/2025,D,93,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,2855,2855,0,0,0,0,0,,,Không đạt
,1/4/2025,D,94,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,4392,4392,0,0,0,0,0,,,Không đạt
,1/4/2025,D,94,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,4392,4392,0,0,0,0,0,,,Không đạt
,1/4/2025,D,95,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,971,75.738,0,1422,2393,0,0,0,-75.738,0,,,Không đạt
,1/4/2025,D,95,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,971,75.738,0,1422,2393,0,0,0,-75.738,0,,,Không đạt
,1/4/2025,D,96,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,1033,80.574,0,5627,640,6020,451.5,447.5,98.826,0,0.449130435,,Không đạt
,1/4/2025,D,96,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,1033,80.574,0,5627,640,6020,453,449,98.826,0,0.449130435,,Không đạt
,1/5/2025,N,93,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,900,70.2,0,2855,3755,0,0,0,-70.2,0,,,Không đạt
,1/5/2025,N,93,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,900,70.2,0,2855,3755,0,0,0,-70.2,0,,,Không đạt
,1/5/2025,N,94,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,970,75.66,0,4392,5362,0,0,0,-75.66,0,,,Không đạt
,1/5/2025,N,94,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,970,75.66,0,4392,5362,0,0,0,-75.66,0,,,Không đạt
,1/5/2025,N,95,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,2393,2393,0,0,0,0,0,,,Không đạt
,1/5/2025,N,95,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,2393,2393,0,0,0,0,0,,,Không đạt
,1/5/2025,N,96,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,640,640,0,0,0,179.4,0,0,,Không đạt
,1/5/2025,N,96,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,640,640,0,0,0,179.4,0,0,,Không đạt
,1/5/2025,N,101,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,408,408,0,0,0,179.4,0,0,,Không đạt
,1/5/2025,N,101,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,408,408,0,0,0,179.4,0,0,,Không đạt
,1/5/2025,N,102,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,2280,2280,0,0,0,179.4,0,0,,Không đạt
,1/5/2025,N,102,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,2280,2280,0,0,0,179.4,0,0,,Không đạt
,1/5/2025,N,103,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,2247,2247,0,0,0,0,0,,,Không đạt
,1/5/2025,N,103,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,2247,2247,0,0,0,0,0,,,Không đạt
,1/5/2025,N,104,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,2377,2377,0,0,0,0,0,,,Không đạt
,1/5/2025,N,104,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,2377,2377,0,0,0,0,0,,,Không đạt
,1/5/2025,N,99,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,2890,2890,0,0,0,0,0,,,Không đạt
,1/5/2025,N,99,SO2410-0046,THADGTAU127080080078TRDU,MP25/01-020,LSX01/25-009,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",1/31/2025,1,0,0,M,KG,328000,25584,0,0,0,0,2890,2890,0,0,0,0,0,,,Không đạt
