Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Phân xưởng,Bộ phận,Đơn hàng/Hợp đồng bán,Lệnh sản xuất,Công đoạn,Trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
PX,7/1/2024,PX07/24-0001,XUẤT MỰCIN CHO KHÂU IN,MDM-FL021GT,Cam 021C FL gián tiếp,KHC001,KG,25,KG,25,75000,1875000,627215,1523,CTY00001,,Phân xưởng 8,,,,,,,,2217C
PX,7/1/2024,PX07/24-0001,XUẤT MỰCIN CHO KHÂU IN,MDM-FL23,Vàng Chanh 23 FL,KHC001,KG,25,KG,25,74000,1850000,627215,1523,CTY00001,,Phân xưởng 8,,,,,,,,2217C
PX,7/1/2024,PX07/24-0002,Xuất vật tư sứa máy dệt ngày 1/7/2024,0700100030000000,nhớt 10,KHC001,LIT,200,LIT,200,30323.01,6064602,627314,1523,CTY00001,,Phòng kỹ thuật,,,,,,,,2216B
PX,7/1/2024,PX07/24-0002,Xuất vật tư sứa máy dệt ngày 1/7/2024,0901100730000000,Bạc đạn SKF 609 2Z/C3,KVT001,CAI,50,CAI,50,30000,1500000,627314,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216B
PX,7/1/2024,PX07/24-0002,Xuất vật tư sứa máy dệt ngày 1/7/2024,0901900360000000,BÁNH XE CÔN NGẮN NOVA 6 Mã: 11158200900,KVT001,CAI,20,CAI,20,59216.63,1184333,627314,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216B
PX,7/1/2024,PX07/24-0002,Xuất vật tư sứa máy dệt ngày 1/7/2024,0905600040000000,SÊN ĐƠN 40,KVT001,CAI,2,CAI,2,320000,640000,627314,1531,CTY00001,,Phòng kỹ thuật,,,,,,,,2216B
PX,7/1/2024,PX07/24-0003,Vật tư sửa chữa MMTB phục vụ sản xuất cho phân xưởng dệt.,0901100420000000,BẠC ĐẠN 6206,KVT001,CAI,7,CAI,7,62000,434000,627314,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216B
PX,7/1/2024,PX07/24-0003,Vật tư sửa chữa MMTB phục vụ sản xuất cho phân xưởng dệt.,0901101230000000,BẠC ĐẠN HK 0509,KVT001,CAI,6,CAI,6,36000,216000,627314,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216B
PX,7/1/2024,PX07/24-0003,Vật tư sửa chữa MMTB phục vụ sản xuất cho phân xưởng dệt.,0904800750000000,Bánh răng xéo. M=1.5: Z=37. lỗ cốt phi 24- then 8x4mm ( theo bản vẽ),KVT001,CAI,1,CAI,1,370000,370000,627314,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216B
PX,7/1/2024,PX07/24-0003,Vật tư sửa chữa MMTB phục vụ sản xuất cho phân xưởng dệt.,0904800760000000,Bánh răng xéo. M=1.5: Z=72. lỗ cốt phi 30- then 8x4mm (theo bản vẽ),KVT001,CAI,1,CAI,1,600000,600000,627314,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216B
PX,7/1/2024,PX07/24-0003,Vật tư sửa chữa MMTB phục vụ sản xuất cho phân xưởng dệt.,0904801060000000,Bánh răng xéo phi 16x8.5 - lỗ 5mm -  Z=27 ; M=0.5 ( GC theo mẫu ),KVT001,CAI,10,CAI,10,138000,1380000,627314,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216B
PX,7/1/2024,PX07/24-0004,Vật tư sửa chữa MMTB phục vụ sản xuất cho phân xưởng sợi.,0901100370000000,BẠC ĐẠN SKF 6201-2Z/C3,KVT001,CAI,2,CAI,2,30000,60000,627312,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216A
PX,7/1/2024,PX07/24-0004,Vật tư sửa chữa MMTB phục vụ sản xuất cho phân xưởng sợi.,0901100380000000,BẠC ĐẠN SKF 6202 - 2Z/C3,KVT001,CAI,2,CAI,2,32000,64000,627312,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216A
PX,7/1/2024,PX07/24-0004,Vật tư sửa chữa MMTB phục vụ sản xuất cho phân xưởng sợi.,0901100420000000,BẠC ĐẠN 6206,KVT001,CAI,2,CAI,2,62000,124000,627312,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216A
PX,7/1/2024,PX07/24-0004,Vật tư sửa chữa MMTB phục vụ sản xuất cho phân xưởng sợi.,0911500020000000,Con chạy ( CAM FOLLOWER - Mã : : LS 2080 1127 ),KVT001,Cái,50,Cái,50,6347,317350,627312,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216A
PX,7/1/2024,PX07/24-0005,Vật tư sửa chữa MMTB bộ phận BTP.,0901100880000000,BẠC ĐẠN 1207,KVT001,CAI,1,CAI,1,299097.6,299098,627315,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216C
PX,7/1/2024,PX07/24-0005,Vật tư sửa chữa MMTB bộ phận BTP.,0910200160000000,T HƠI 8LY,KVT001,Cái,5,Cái,5,13000,65000,627315,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216C
PX,7/1/2024,PX07/24-0005,Vật tư sửa chữa MMTB bộ phận BTP.,0924200050000000,Kim 25 máy may Newlong,KVT001,Cái,10,Cái,10,5000,50000,627315,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216C
PX,7/1/2024,PX07/24-0006,Yêu cầu xuất NL Sợi X01 ca ngày 01/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,1624.08,Kg,1624.08,24555.27,39879718,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2403-0052,LSX06/24-094,SOI,,SOI-SW5,,2211
PX,7/1/2024,PX07/24-0006,Yêu cầu xuất NL Sợi X01 ca ngày 01/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,811.92,KG,811.92,7055.55,5728544,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2403-0052,LSX06/24-094,SOI,,SOI-SW5,,2211
PX,7/1/2024,PX07/24-0007,Yêu cầu xuất NL Sợi X07 ca ngày 01/07/2024,HAT-EMPE0033K,Hạt màu đen EMPE0033K - Châu Âu. [KB3],KNL001,KG,56.84,KG,56.84,51065.34,2902554,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR47MI-01,,2211
PX,7/1/2024,PX07/24-0007,Yêu cầu xuất NL Sợi X07 ca ngày 01/07/2024,HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KNL001,KG,6.09,KG,6.09,54000,328860,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR47MI-01,,2211
PX,7/1/2024,PX07/24-0007,Yêu cầu xuất NL Sợi X07 ca ngày 01/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,1649.36,Kg,1649.36,24555.27,40500475,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0007,LSX06/24-102,SOI,,SOI-SMY2-1,,2211
PX,7/1/2024,PX07/24-0007,Yêu cầu xuất NL Sợi X07 ca ngày 01/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,659.74,Kg,659.74,24555.27,16200092,62112,1521,CTY00001,,Phân xưởng 7,,SO2406-0056,LSX06/24-111,SOI,,SOI-SMY1-1,,2211
PX,7/1/2024,PX07/24-0007,Yêu cầu xuất NL Sợi X07 ca ngày 01/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,1116.49,Kg,1116.49,24555.27,27415710,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR47MI-01,,2211
PX,7/1/2024,PX07/24-0007,Yêu cầu xuất NL Sợi X07 ca ngày 01/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,8.13,KG,8.13,7055.55,57362,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR47MI-01,,2211
PX,7/1/2024,PX07/24-0007,Yêu cầu xuất NL Sợi X07 ca ngày 01/07/2024,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KNL001,KG,507.51,KG,507.51,9055.96,4595991,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0007,LSX06/24-102,SOI,,SOI-SMY2-1,,2211
PX,7/1/2024,PX07/24-0007,Yêu cầu xuất NL Sợi X07 ca ngày 01/07/2024,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KNL001,KG,203.01,KG,203.01,9055.96,1838451,62112,1521,CTY00001,,Phân xưởng 7,,SO2406-0056,LSX06/24-111,SOI,,SOI-SMY1-1,,2211
PX,7/1/2024,PX07/24-0007,Yêu cầu xuất NL Sợi X07 ca ngày 01/07/2024,SUI-RUALAI,"Hạt nhựa đổ, rửa ó lại",KNL001,KG,324.79,KG,324.79,5954,1933800,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR47MI-01,,2211
PX,7/1/2024,PX07/24-0007,Yêu cầu xuất NL Sợi X07 ca ngày 01/07/2024,SUI-TAPMAU,Sủi tạp màu.,KNL001,KG,812.01,KG,812.01,10261.96,8332812,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR47MI-01,,2211
PX,7/1/2024,PX07/24-0008,XUẤT MỰC IN CHO KHÂU IN,MDM-FLXL3415C,Xanh Lá 3415C FL,KHC001,KG,50,KG,50,76000,3800000,627215,1523,CTY00001,,Phân xưởng 8,,,,,,,,2217C
PX,7/1/2024,PX07/24-0009,Yêu cầu xuất NL Sợi X01 ca đêm  01/07/2024 ngày 02/07/2024,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KNL001,KG,13.71,KG,13.71,23000,315330,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2312-0046,LSX06/24-074,SOI,,SOI-MS01-1,,2211
PX,7/1/2024,PX07/24-0009,Yêu cầu xuất NL Sợi X01 ca đêm  01/07/2024 ngày 02/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,990.03,Kg,990.03,24555.27,24310451,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2312-0046,LSX06/24-074,SOI,,SOI-MS01-1,,2211
PX,7/1/2024,PX07/24-0009,Yêu cầu xuất NL Sợi X01 ca đêm  01/07/2024 ngày 02/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,1241.53,Kg,1241.53,24555.27,30486100,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2403-0019,LSX03/24-059,SOI,,SOI-IT3,,2211
PX,7/1/2024,PX07/24-0009,Yêu cầu xuất NL Sợi X01 ca đêm  01/07/2024 ngày 02/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,852.22,Kg,852.22,24555.27,20926489,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2406-0002,LSX06/24-112,SOI,,SOI-HV14,,2211
PX,7/1/2024,PX07/24-0009,Yêu cầu xuất NL Sợi X01 ca đêm  01/07/2024 ngày 02/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,1279.28,Kg,1279.28,24555.27,31413062,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2406-0032,LSX07/24-005,SOI,,SOI-HV14,,2211
PX,7/1/2024,PX07/24-0009,Yêu cầu xuất NL Sợi X01 ca đêm  01/07/2024 ngày 02/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,380.73,KG,380.73,7055.55,2686260,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2312-0046,LSX06/24-074,SOI,,SOI-MS01-1,,2211
PX,7/1/2024,PX07/24-0009,Yêu cầu xuất NL Sợi X01 ca đêm  01/07/2024 ngày 02/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,886.69,KG,886.69,7055.55,6256087,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2403-0019,LSX03/24-059,SOI,,SOI-IT3,,2211
PX,7/1/2024,PX07/24-0009,Yêu cầu xuất NL Sợi X01 ca đêm  01/07/2024 ngày 02/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,365.24,KG,365.24,7055.55,2576970,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2406-0002,LSX06/24-112,SOI,,SOI-HV14,,2211
PX,7/1/2024,PX07/24-0009,Yêu cầu xuất NL Sợi X01 ca đêm  01/07/2024 ngày 02/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,548.26,KG,548.26,7055.55,3868277,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2406-0032,LSX07/24-005,SOI,,SOI-HV14,,2211
PX,7/1/2024,PX07/24-0009,Yêu cầu xuất NL Sợi X01 ca đêm  01/07/2024 ngày 02/07/2024,SUI-TRANG,Sủi trắng,KNL001,KG,283.67,KG,283.67,5841.1,1656944,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2403-0019,LSX03/24-059,SOI,,SOI-IT3,,2211
PX,7/1/2024,PX07/24-0009,Yêu cầu xuất NL Sợi X01 ca đêm  01/07/2024 ngày 02/07/2024,TAY-TRANG,Tẩy trắng,KNL001,KG,0.24,KG,0.24,440986.67,105837,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2403-0019,LSX03/24-059,SOI,,SOI-IT3,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-CAM-33102B,Hạt màu cam 33102B,KNL001,KG,42.35,KG,42.35,82647.14,3500106,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0027,LSX06/24-067,SOI,,SOI-DCA-04-2,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-CAM-33102B,Hạt màu cam 33102B,KNL001,KG,80.34,KG,80.34,82647.14,6639871,62112,1521,CTY00001,,Phân xưởng 7,,SO2406-0015,LSX06/24-109,SOI,,SOI-DCA-04-2,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-CAM-33102B,Hạt màu cam 33102B,KNL001,KG,15.5,KG,15.5,82647.14,1281031,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0027,LSX06/24-050,SOI,,SOI-DCA-01-1,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-CAM-33102B,Hạt màu cam 33102B,KNL001,KG,46.23,KG,46.23,82647.14,3820777,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0027,LSX07/24-006,SOI,,SOI-DCA-01-1,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-EMH77197,Hạt màu xanh dương EMH77197. [EUP] [2195C],KNL001,KG,20.02,KG,20.02,96500,1931930,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0065,LSX03/24-065,SOI,,SOI-PR42MI-01,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-EMH77197,Hạt màu xanh dương EMH77197. [EUP] [2195C],KNL001,KG,33.28,KG,33.28,96500,3211520,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR42MI-01,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-EMPE0033K,Hạt màu đen EMPE0033K - Châu Âu. [KB3],KNL001,KG,78.13,KG,78.13,51065.34,3989735,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR47MI-01,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KNL001,KG,8.37,KG,8.37,54000,451980,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR47MI-01,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KNL001,KG,2.31,KG,2.31,54000,124740,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0065,LSX03/24-065,SOI,,SOI-PR42MI-01,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KNL001,KG,3.8,KG,3.8,54000,205200,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR42MI-01,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,989.62,Kg,989.62,24555.27,24300383,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0007,LSX06/24-102,SOI,,SOI-SMY2-1,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,1488.01,Kg,1488.01,24555.27,36538482,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0027,LSX06/24-067,SOI,,SOI-DCA-04-2,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,2821.09,Kg,2821.09,24555.27,69272617,62112,1521,CTY00001,,Phân xưởng 7,,SO2406-0015,LSX06/24-109,SOI,,SOI-DCA-04-2,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,1534.81,Kg,1534.81,24555.27,37687669,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR47MI-01,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,667.28,Kg,667.28,24555.27,16385238,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0065,LSX03/24-065,SOI,,SOI-PR42MI-01,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,1109.3,Kg,1109.3,24555.27,27239157,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR42MI-01,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,546.64,Kg,546.64,24555.27,13422891,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0027,LSX06/24-050,SOI,,SOI-DCA-01-1,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,1623.43,Kg,1623.43,24555.27,39863757,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0027,LSX07/24-006,SOI,,SOI-DCA-01-1,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,343.91,KG,343.91,7055.55,2426475,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0027,LSX06/24-067,SOI,,SOI-DCA-04-2,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,652,KG,652,7055.55,4600220,62112,1521,CTY00001,,Phân xưởng 7,,SO2406-0015,LSX06/24-109,SOI,,SOI-DCA-04-2,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,11.18,KG,11.18,7055.55,78881,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR47MI-01,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,47.67,KG,47.67,7055.55,336338,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0065,LSX03/24-065,SOI,,SOI-PR42MI-01,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,79.24,KG,79.24,7055.55,559082,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR42MI-01,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,126.36,KG,126.36,7055.55,891540,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0027,LSX06/24-050,SOI,,SOI-DCA-01-1,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,375.2,KG,375.2,7055.55,2647243,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0027,LSX07/24-006,SOI,,SOI-DCA-01-1,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KNL001,KG,304.51,KG,304.51,9055.96,2757631,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0007,LSX06/24-102,SOI,,SOI-SMY2-1,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,SUI-MAUCAM,Sủi màu CAM,KNL001,KG,617.77,KG,617.77,11452.86,7075235,62112,15511,CTY00001,,Phân xưởng 7,,SO2405-0027,LSX06/24-067,SOI,,SOI-DCA-04-2,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,SUI-MAUCAM,Sủi màu CAM,KNL001,KG,1171.24,KG,1171.24,11452.86,13414051,62112,15511,CTY00001,,Phân xưởng 7,,SO2406-0015,LSX06/24-109,SOI,,SOI-DCA-04-2,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,SUI-MAUCAM,Sủi màu CAM,KNL001,KG,226.89,KG,226.89,11452.86,2598540,62112,15511,CTY00001,,Phân xưởng 7,,SO2405-0027,LSX06/24-050,SOI,,SOI-DCA-01-1,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,SUI-MAUCAM,Sủi màu CAM,KNL001,KG,674.01,KG,674.01,11452.86,7719344,62112,15511,CTY00001,,Phân xưởng 7,,SO2405-0027,LSX07/24-006,SOI,,SOI-DCA-01-1,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,SUI-RUALAI,"Hạt nhựa đổ, rửa ó lại",KNL001,KG,446.48,KG,446.48,5954,2658342,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR47MI-01,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,SUI-TAPMAU,Sủi tạp màu.,KNL001,KG,1116.25,KG,1116.25,10261.96,11454909,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR47MI-01,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,SUI-XANHDUONG,Sủi xanh dương.,KNL001,KG,190.63,KG,190.63,5986.2,1141150,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0065,LSX03/24-065,SOI,,SOI-PR42MI-01,,2211
PX,7/1/2024,PX07/24-0010,Yêu cầu xuất NL Sợi X07 ca đêm  01/07/2024 ngày 02/07/2024,SUI-XANHDUONG,Sủi xanh dương.,KNL001,KG,316.94,KG,316.94,5986.2,1897267,62112,1521,CTY00001,,Phân xưởng 7,,SO2405-0065,LSX06/24-073,SOI,,SOI-PR42MI-01,,2211
PX,7/1/2024,PX07/24-0012,Yêu cầu xuất NL Dệt ngày 01/07/2024,SOI-GL4-4,"Sợi PP, trắng đục, 760D, 2.60mm. [No recycle]",KSO001,KG,392.7,KG,392.7,36388.03,14289581,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0028,LSX06/24-037,VAICUON,,0102125012000000,,2213
PX,7/1/2024,PX07/24-0012,Yêu cầu xuất NL Dệt ngày 01/07/2024,SOI-JB1-2,"Sợi PP trắng đục có UV, 1450D, bản sợi 3.3mm (Dùng UV218TA)",KSO001,KG,785.86,KG,785.86,25848.75,20313496,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0039,LSX05/24-007,VAICUON,,THACUBAN180080077378TRDU,,2213
PX,7/1/2024,PX07/24-0012,Yêu cầu xuất NL Dệt ngày 01/07/2024,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",KSO001,KG,4.89,KG,4.89,17272.33,84462,62114,15512,CTY00001,,Xưởng dệt,,SO2308-0003,LSX01/24-022,VAICUON,,THACAINT600105110111TRTA,,2213
PX,7/1/2024,PX07/24-0012,Yêu cầu xuất NL Dệt ngày 01/07/2024,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",KSO001,KG,746.8,KG,746.8,17272.33,12898978,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0044,LSX06/24-101,VAICUON,,THACAMEK495100110092TRDU,,2213
