Mã,Ngày,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Đvt,Kho,Số lượng,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Bộ phận,Đơn hàng/Hợp đồng mua,Lệnh sản xuất,Công đoạn,Mã trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,0102129004000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 8x8, TL: 86.9g/m. [4000 mét/cuộn]/THACUSMY127080080869TRDU",M,KCU001,356,0,0,15514,15414,CTY00001,,,,LSX06/24-111,VAICUON,,0102129004000000,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,0119109032000000,"Vải cuộn PP, trắng đục, K56.0cm, MĐ: 10.0x10.0, TL: 78.0g/m. [810D]/THACUHAL560100100078TRDU",M,KCU001,275.2,0,0,15514,15414,CTY00001,,,,LSX07/24-054,VAICUON,,0119109032000000,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,0119109032000000,"Vải cuộn PP, trắng đục, K56.0cm, MĐ: 10.0x10.0, TL: 78.0g/m. [810D]/THACUHAL560100100078TRDU",M,KCU001,282.7,0,0,15514,15414,CTY00001,,,,LSX07/24-054,VAICUON,,0119109032000000,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,0119109032000000,"Vải cuộn PP, trắng đục, K56.0cm, MĐ: 10.0x10.0, TL: 78.0g/m. [810D]/THACUHAL560100100078TRDU",M,KCU001,276.2,0,0,15514,15414,CTY00001,,,,LSX07/24-054,VAICUON,,0119109032000000,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,0119109032000000,"Vải cuộn PP, trắng đục, K56.0cm, MĐ: 10.0x10.0, TL: 78.0g/m. [810D]/THACUHAL560100100078TRDU",M,KCU001,271.2,0,0,15514,15414,CTY00001,,,,LSX07/24-054,VAICUON,,0119109032000000,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,0119109032000000,"Vải cuộn PP, trắng đục, K56.0cm, MĐ: 10.0x10.0, TL: 78.0g/m. [810D]/THACUHAL560100100078TRDU",M,KCU001,269.7,0,0,15514,15414,CTY00001,,,,LSX07/24-054,VAICUON,,0119109032000000,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACADOW100008008105CABD,"Cuộn PP, màu cam + 4 sọc đỏ 4cm cách biên 15cm, K100cm (+1/-0.5), MĐ: 8x8, TL: 105g/m (+/-5%).",M,KCU001,270,0,0,15514,15414,CTY00001,,,,LSX07/24-047,VAICUON,,TPH100135G160CASDDW,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACADOW100008008105CABD,"Cuộn PP, màu cam + 4 sọc đỏ 4cm cách biên 15cm, K100cm (+1/-0.5), MĐ: 8x8, TL: 105g/m (+/-5%).",M,KCU001,261,0,0,15514,15414,CTY00001,,,,LSX07/24-047,VAICUON,,TPH100135G160CASDDW,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACADOW455100110065CA00,"Cuộn PP, màu cam, K45.5cm (+/-0.5), MĐ: 10x11, TL: 65g/m (71.6gsm).",M,KCU001,221.5,0,0,15514,15414,CTY00001,,,,LSX07/24-074,VAICUON,,TPH455068G054CAM.DW.XXX,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACADOW455100110065CA00,"Cuộn PP, màu cam, K45.5cm (+/-0.5), MĐ: 10x11, TL: 65g/m (71.6gsm).",M,KCU001,210,0,0,15514,15414,CTY00001,,,,LSX07/24-074,VAICUON,,TPH455068G054CAM.DW.XXX,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACADOW455100110065CA00,"Cuộn PP, màu cam, K45.5cm (+/-0.5), MĐ: 10x11, TL: 65g/m (71.6gsm).",M,KCU001,234,0,0,15514,15414,CTY00001,,,,LSX07/24-074,VAICUON,,TPH455068G054CAM.DW.XXX,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACADOW455100110065CA00,"Cuộn PP, màu cam, K45.5cm (+/-0.5), MĐ: 10x11, TL: 65g/m (71.6gsm).",M,KCU001,215,0,0,15514,15414,CTY00001,,,,LSX07/24-074,VAICUON,,TPH455068G054CAM.DW.XXX,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACADOW455100110065CA00,"Cuộn PP, màu cam, K45.5cm (+/-0.5), MĐ: 10x11, TL: 65g/m (71.6gsm).",M,KCU001,215.5,0,0,15514,15414,CTY00001,,,,LSX07/24-074,VAICUON,,TPH455068G054CAM.DW.XXX,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACADOW455100110072CA00,"Cuộn PP, màu cam, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KCU001,239.5,0,0,15514,15414,CTY00001,,,,LSX07/24-094,VAICUON,,TPH455066G057CAM.DW.XXX,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACADOW455100110072CA00,"Cuộn PP, màu cam, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KCU001,236.5,0,0,15514,15414,CTY00001,,,,LSX07/24-094,VAICUON,,TPH455066G057CAM.DW.XXX,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAHAR500100110060TRDU,"Cuộn PP, trắng đục, K50cm, MĐ: 10x11, TL: 60g/m.",M,KCU001,187.2,0,0,15514,15414,CTY00001,,,,LSX07/24-072,VAICUON,,0119110017002000,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAHAR500100110060TRDU,"Cuộn PP, trắng đục, K50cm, MĐ: 10x11, TL: 60g/m.",M,KCU001,248.7,0,0,15514,15414,CTY00001,,,,LSX07/24-072,VAICUON,,0119110017002000,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAHAR500100110060TRDU,"Cuộn PP, trắng đục, K50cm, MĐ: 10x11, TL: 60g/m.",M,KCU001,186.7,0,0,15514,15414,CTY00001,,,,LSX07/24-072,VAICUON,,0119110017002000,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAINT500105110092TRTA,"Cuộn PP, trắng tẩy, K50cm(+1/-0.5), MĐ: 10.5x11.0, TL: 92g/m(+/-3).",M,KCU001,292.2,0,0,15514,15414,CTY00001,,,,LSX01/24-022,VAICUON,,IN050XXXTTINT.XXXXXXX,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAINT500105110092TRTA,"Cuộn PP, trắng tẩy, K50cm(+1/-0.5), MĐ: 10.5x11.0, TL: 92g/m(+/-3).",M,KCU001,259.2,0,0,15514,15414,CTY00001,,,,LSX01/24-022,VAICUON,,IN050XXXTTINT.XXXXXXX,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAINT600105110111TRTA,"Cuộn PP, trắng tẩy, K60cm(+1/-0.5), MĐ:10.5x11.0, TL: 111g/m(+/-3).",M,KCU001,330.9,0,0,15514,15414,CTY00001,,,,LSX01/24-022,VAICUON,,IN060XXXTTINT.XXXXXXX,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).",M,KCU001,307.5,0,0,15514,15414,CTY00001,,,,LSX03/24-059,VAICUON,,TPH075118G125TTINT.CAMI,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).",M,KCU001,299,0,0,15514,15414,CTY00001,,,,LSX03/24-059,VAICUON,,TPH075118G125TTINT.CAMI,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAMEK495100110092TRDU,"Vải cuộn PP trắng đục có tẩy khổ 49.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 92.7g/m",M,KCU001,272.2,0,0,15514,15414,CTY00001,,,,LSX07/24-102,VAICUON,,TPH495805G079MEK.MKPL,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAMEK495100110092TRDU,"Vải cuộn PP trắng đục có tẩy khổ 49.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 92.7g/m",M,KCU001,276.7,0,0,15514,15414,CTY00001,,,,LSX07/24-102,VAICUON,,TPH495805G079MEK.MKPL,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAMEK595100110116TRDU,"Vải cuộn PP trắng đục có tẩy khổ 59.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 116.3g/m",M,KCU001,348,0,0,15514,15414,CTY00001,,,,LSX07/24-104,VAICUON,,TPH595920G112MEK.CHD,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAMEK595100110116TRDU,"Vải cuộn PP trắng đục có tẩy khổ 59.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 116.3g/m",M,KCU001,339,0,0,15514,15414,CTY00001,,,,LSX07/24-104,VAICUON,,TPH595920G112MEK.CHD,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,235.2,0,0,15514,15414,CTY00001,,,,LSX12/23-055,VAICUON,,TPH485XXXTDMFM.XXXX,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,225.2,0,0,15514,15414,CTY00001,,,,LSX12/23-055,VAICUON,,TPH485XXXTDMFM.XXXX,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,233.2,0,0,15514,15414,CTY00001,,,,LSX12/23-055,VAICUON,,TPH485XXXTDMFM.XXXX,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAMFM660110120113TRDU,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 11.0x12.0, TL: 113g/m. [MFM66, 850D]",M,KCU001,286.7,0,0,15514,15414,CTY00001,,,,LSX07/24-041,VAICUON,,TPH066XXXTDMFM.850D,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAMFM660110120113TRDU,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 11.0x12.0, TL: 113g/m. [MFM66, 850D]",M,KCU001,273.7,0,0,15514,15414,CTY00001,,,,LSX07/24-041,VAICUON,,TPH066XXXTDMFM.850D,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAMFM660110120113TRDU,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 11.0x12.0, TL: 113g/m. [MFM66, 850D]",M,KCU001,279.7,0,0,15514,15414,CTY00001,,,,LSX07/24-041,VAICUON,,TPH066XXXTDMFM.850D,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",M,KCU001,267.2,0,0,15514,15414,CTY00001,,,,LSX07/24-087,VAICUON,,TPH050076G70TDSAB.RAMA99,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",M,KCU001,263.2,0,0,15514,15414,CTY00001,,,,LSX07/24-087,VAICUON,,TPH050076G70TDSAB.RAMA99,,2155
TP,8/1/2024,TP08/24-004,Nhập báo cáo dệt ngày 01/08/2024,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",M,KCU001,263.2,0,0,15514,15414,CTY00001,,,,LSX07/24-087,VAICUON,,TPH050076G70TDSAB.RAMA99,,2155
