Mã số,Mặt hàng,Đơn vị tính 1,SL Đầu kỳ 1,Giá trị đầu kỳ 1,SL Nhập 1,Giá trị Nhập 1,SL Xuất 1,Giá trị xuất 1,SL Tồn 1,Giá trị tồn 1,Đơn vị tính 2,SL Đầu kỳ 2,SL Nhập 2,SL Xuất 2,SL Tồn 2
0912700010000000,SỨ CHIA SỢI DS,CAI,100,1400000,0,0,0,0,100,1400000,CAI,100,0,0,100
0912700050000000,Móc sứ máng sợi LH (mã: LS 20417001),CAI,45,3384000,0,0,0,0,45,3384000,CAI,45,0,0,45
0912700060000000,Sứ máng sợi ( J Hook Ceramic ) mã: 11157007100.,CAI,1775,15665602,0,0,200,1765139,1575,13900463,CAI,1775,0,200,1575
0912800160000000,Sơ mi chốt (PULLEY ADOPTER - Ref : LS20109106),CAI,48,2090304,0,0,0,0,48,2090304,CAI,48,0,0,48
0912800180000000,càng bù thoi NOVA6.576 mã: 111406359010.,CAI,100,4951800,0,0,0,0,100,4951800,CAI,100,0,0,100
0913300020000000,SUỐT MÁY MAY CÔNG NGHIỆP (LOẠI NHỎ),CAI,30,1080000,0,0,0,0,30,1080000,CAI,30,0,0,30
0914100040000000,Ròng rọc móc treo an toàn tải trọng 100kg,CAI,5,77500,0,0,0,0,5,77500,CAI,5,0,0,5
0914400012000000,Backdrop 8-3,CAI,1,750000,0,0,0,0,1,750000,CAI,1,0,0,1
0914400014000000,Dây HDMI,CAI,2,810000,0,0,0,0,2,810000,CAI,2,0,0,2
0916000060000000,KHỚP NỐI ENCODER NHỰA 6mm - C2H19,CAI,1,95000,0,0,0,0,1,95000,CAI,1,0,0,1
0916000070000000,Bộ khớp nối trục có cao su giảm chấn tải momen lớn. 1 đầu lỗ cốt 42mm - 1 đầu lỗ cốt 40mm - then 10x5mm,CAI,1,650000,0,0,0,0,1,650000,CAI,1,0,0,1
0916100052000000,Nước lau sàn nhà,CHAI,0,0,24,1833333,14,1066666,10,766667,CHAI,0,24,14,10
0916100053000000,Nước lau kính,CHAI,0,0,10,180000,0,0,10,180000,CHAI,0,10,0,10
0916100054000000,Nước Rửa Bồn Cầu VIM 900ml,CHAI,6,172500,10,305000,6,172500,10,305000,CHAI,6,10,6,10
0916100080000000,Ống cống ly tâm 700 ( loại ống 4m và 2m ),M,88,54648000,0,0,0,0,88,54648000,M,88,0,0,88
0916300080000000,Nẹp bán nguyệt D45 x dài 1.2m - cao 15mm.,CAY,4,280000,40,3160000,20,1580000,24,1860000,CAY,4,40,20,24
0916600350000000,Mặt Bít nhựa PVC DN125,CAI,6,900000,0,0,0,0,6,900000,CAI,6,0,0,6
0916600540000000,Mặt Bít nhựa PVC DN100,CAI,1,139000,0,0,0,0,1,139000,CAI,1,0,0,1
0916700100000000,móc treo quần áo đồ dùng gia đình văn phòng inox 7 chấu,CAI,4,280000,0,0,4,280000,0,0,CAI,4,0,4,0
0916700160000000,Móc chỉ phi 4.5- dài 143mm. máy dệt đai. mã: KYN - E10-109,CAI,20,5345000,0,0,0,0,20,5345000,CAI,20,0,0,20
0916700220000000,Lò xo nén - sợi 2mm - phi trong 14mm - dài 88mm,CAI,20,160000,0,0,0,0,20,160000,CAI,20,0,0,20
0916700230000000,Lò xo nén - sợi 4mm - phi trong 22mm - dài 50mm,CAI,6,60000,0,0,0,0,6,60000,CAI,6,0,0,6
0916700270000000,Móc chỉ phi 2.5x55mm ( Theo mẫu).,CAI,30,0,0,0,0,0,30,0,CAI,30,0,0,30
0917200100000000,Dây trân 1100x35mm,SOI,2,850000,0,0,0,0,2,850000,SOI,2,0,0,2
0917400051000000,Băng keo 3M dán nền màu vàng 50mm,CUON,0,0,40,2760000,20,1380000,20,1380000,CUON,0,40,20,20
0917400054000000,Băng keo 3M dán nền màu vàng đen 50mm,CUON,0,0,10,1260000,5,630000,5,630000,CUON,0,10,5,5
0917400055000000,Băng keo 3M dán nền màu đỏ vàng 100mm,CUON,2,274000,20,5500000,10,2750000,12,3024000,CUON,2,20,10,12
0917400240000000,BĂNG KEO MÀU XANH 2CM (1 MẶT),CUON,279,1580779,0,0,0,0,279,1580779,CUON,279,0,0,279
0917400250000000,băng keo màu trắng 2cm ( 1 mặt),CUON,17,124100,0,0,0,0,17,124100,CUON,17,0,0,17
0917400260000000,Băng keo xốp 2 mặt rộng 24mm,CUON,5,37500,0,0,0,0,5,37500,CUON,5,0,0,5
0917400280000000,Băng keo 2 mặt 3M dán MICA bảng rộng 20mm,CUON,10,220000,0,0,0,0,10,220000,CUON,10,0,0,10
0917600051000000,Cần tuýp cong L 3/4 dài 450mm,CAI,2,440000,0,0,0,0,2,440000,CAI,2,0,0,2
09176000550000000,Đầu tuýp đen 1 inch mũi lục giác 22mm Tone 8AH-22,CAI,2,800000,0,0,0,0,2,800000,CAI,2,0,0,2
0918500180000000,Gối đỡ thanh trượt SK20,CAI,4,200000,0,0,0,0,4,200000,CAI,4,0,0,4
0918500190000000,Gối đỡ đầu dù sau RX8.0 ( Bearing Block Rear )  MÃ: Z3A-06153.,CAI,20,2573420,0,0,0,0,20,2573420,CAI,20,0,0,20
0918500200000000,Bát đế thoi sau RX8.0 ( Rear Part With Bolts)  Mã: Z2C-05330,CAI,16,770688,40,1918800,20,959400,36,1730088,CAI,16,40,20,36
0918500210000000,Bát đế thoi giữa RX8.0 ( Middle Part With Bolts)  Mã: Z2C-05329,CAI,10,780500,40,3493200,20,1746600,30,2527100,CAI,10,40,20,30
0918500220000000,Bát đế thoi dưới RX8.0 (Spacer )  Mã: Z3U-02728,CAI,0,0,40,442800,20,221400,20,221400,CAI,0,40,20,20
0918500230000000,Bát đế thoi trước RX8.0 ( Front Part With Bolts)  Mã: Z2C-05328,CAI,8,697544,40,3493200,20,1746600,28,2444144,CAI,8,40,20,28
0918500240000000,Bát đế thoi trên RX8.0 (Cross Beam )  Mã: Z41-13743.,CAI,10,5974170,40,22582800,20,11291400,30,17265570,CAI,10,40,20,30
0918500250000000,Bát kẹp móc chỉ máy dệt đai. Mã: KZP-F30-401,CAI,10,1820000,0,0,0,0,10,1820000,CAI,10,0,0,10
0918500280000000,Bát gắn bánh xe thu chỉ máy sợi. ( gia công theo Bản vẽ),CAI,12,2340000,0,0,0,0,12,2340000,CAI,12,0,0,12
0918700022000000,bột tẩy màu ( chống ố ),KG,1,110000,0,0,0,0,1,110000,KG,1,0,0,1
0918800060000000,Go 340mm RX8.0  ( Heddled 0.9x340x30 ) Mã: Z4T-04546A,CAY,1000,5185000,0,0,0,0,1000,5185000,CAY,1000,0,0,1000
0918900080000000,GỌNG THOI NGOÀI RX8.0 ( Guide Bracketf.bobbin D115mm) MÃ: Z20-02921,CAI,20,3492180,0,0,0,0,20,3492180,CAI,20,0,0,20
0918900090000000,GỌNG THOI TRONG RX8.0 ( Bracket Arm Waisted )  mã: Z20-02922A,CAI,13,2420665,0,0,0,0,13,2420665,CAI,13,0,0,13
0919600370000000,Khoen xỏ kim (THREAD GUIDE) Mã: H2000G2020,CAI,3,78000,0,0,0,0,3,78000,CAI,3,0,0,3
0919600380000000,Kim may (NEEDLE) - 25DN1. (KT: 25x200x92),CAI,180,900000,400,5200000,310,3613158,270,2486842,CAI,180,400,310,270
0919600410000000,Bàn lừa (FEED DOG) Mã: HMD2128001,CAI,2,308000,0,0,0,0,2,308000,CAI,2,0,0,2
0919600420000000,Thuyền suốt (BOBBIN CASE) Mã: HMD2078001,CAI,13,5564000,0,0,0,0,13,5564000,CAI,13,0,0,13
0919600430000000,Ổ suốt (BOBBIN CASE) Mã: HMD2088001,CAI,19,5073000,0,0,0,0,19,5073000,CAI,19,0,0,19
0919600450000000,Đòn gánh (HOOK POSITIONER) Mã: HMD2058001,CAI,5,1335000,0,0,0,0,5,1335000,CAI,5,0,0,5
0919600500000000,Bulong tăng đưa dao (SCREW SM9/64(40)/8.5) Mã: HMJ2118001,CAI,4,1192000,0,0,0,0,4,1192000,CAI,4,0,0,4
0919600510000000,Ốc lốc kê tăng đưa dao (NUT SM9/64(40)) Mã: HA7121N704,CAI,4,40000,0,0,0,0,4,40000,CAI,4,0,0,4
0919600540000000,Dao trên cắt chỉ (MOVABLE KNIFE) Mã: HMJ2138001,CAI,45,12465000,0,0,5,1385000,40,11080000,CAI,45,0,5,40
0919600550000000,Bulong dao trên cắt chỉ (SCREW SMI 1/64(40) /7) Mã: HMJ2168001,CAI,10,150000,0,0,0,0,10,150000,CAI,10,0,0,10
0919600570000000,Bulong cần nhấc chân vịt (SCREW) Mã: HA110DO672,CAI,6,48000,0,0,0,0,6,48000,CAI,6,0,0,6
0919600620000000,Chân đỡ vòng máy dệt AXL mã: AXL6 043101.,CAI,10,7202900,0,0,0,0,10,7202900,CAI,10,0,0,10
0919600650000000,Bộ xả nhớt starlinger .,BO,0,0,300,60000000,300,0,0,60000000,BO,0,300,300,0
0919600670000000,Mặt nguyệt Máy Khâu Công Nghiệp GC0388-BD - Mã: 39M01-008P01,CAI,6,288000,0,0,0,0,6,288000,CAI,6,0,0,6
0919600700000000,Chân vịt bước (WALKING FOOT) H2000N0010 . Mã: 65H01-022P01,CAI,15,2415000,0,0,0,0,15,2415000,CAI,15,0,0,15
0919600760000000,Bulong Nhúng kẽm M10x35mm,CON,80,296000,0,0,0,0,80,296000,CON,80,0,0,80
0919800230000000,Hộp số GHD32-750-100,CAI,1,3006000,0,0,0,0,1,3006000,CAI,1,0,0,1
0919800250000000,Hộp cầu chì RT32,CAI,9,378000,0,0,0,0,9,378000,CAI,9,0,0,9
0919800270000000,Hộp điều khiển sạc GS AMT2-48. AC200/400V-50/60HZ,CAI,2,7600000,0,0,0,0,2,7600000,CAI,2,0,0,2
0919800300000000,Bảng MICA Số Thứ Tự Máy Dệt (Kích Thước 10cm x 15cm),CAI,160,2000000,0,0,160,2000000,0,0,CAI,160,0,160,0
0920600350000000,dây cấp nước bồn cầu,DAY,3,210000,0,0,0,0,3,210000,DAY,3,0,0,3
0920600400000000,Dây curo 450H,SOI,4,1000000,0,0,0,0,4,1000000,SOI,4,0,0,4
0920600430000000,Dây gai quấn lô. - bản 50mm (theo mẫu),M,400,18076922,0,0,0,0,400,18076922,M,400,0,0,400
0920700130000000,Láp tròn INOX 304 phi 25mm.- dài 2490mm,CAY,0,0,8,6200000,8,6200000,0,0,CAY,0,8,8,0
0922700082000000,Đá cắt 125mm,LUOI,20,240000,180,1800000,110,1140000,90,900000,LUOI,20,180,110,90
0922700084000000,Lưỡi cắt bê tông 150mm,CAI,3,270000,0,0,0,0,3,270000,CAI,3,0,0,3
0922900141000000,lọc dầu xe tải,CAI,0,0,4,880000,4,880000,0,0,CAI,0,4,4,0
0923700161000000,kéo dán tường 2 phân,CAY,2,36000,0,0,2,36000,0,0,CAY,2,0,2,0
0923700180000000,Keo dán ống 0.5kg,HOP,1,84000,2,144000,2,144000,1,84000,HOP,1,2,2,1
0923800020000000,KẸP GỌNG THOI RX8.0 ( Cap ) Mã:  Z2U-02502,CAI,0,0,80,1180800,40,590400,40,590400,CAI,0,80,40,40
0923800040000000,KẸP GỌNG THOI  DƯỚI mã: NOVA6- 495805,CAI,193,215195,0,0,0,0,193,215195,CAI,193,0,0,193
0923800050000000,KẸP GỌNG THOI  PHẢI mã: NOVA6-495814,CAI,99,184635,200,2478100,100,100,199,2662635,CAI,99,200,100,199
0923800060000000,KẸP GỌNG THOI  TRÁI mã: NOVA6- 495813,CAI,49,112031,200,2478100,100,100,149,2590031,CAI,49,200,100,149
0923800070000000,KẸP GỌNG THOI  TRÊN mã: NOVA6-495804,CAI,44,115538,0,0,0,0,44,115538,CAI,44,0,0,44
0924100110000000,"Kim máy may schmetz DPX17, NM: 200 - size: 25",CAI,570,1682435,0,0,0,0,570,1682435,CAI,570,0,0,570
0924100120000000,kìm hàn que 250mm 500A,CAI,0,0,4,120000,2,60000,2,60000,CAI,0,4,2,2
0924100130000000,Kim máy dệt đai. ( theo mẫu),CAI,1300,3033333,0,0,0,0,1300,3033333,CAI,1300,0,0,1300
0924300090000000,TAY KẸP KHUÔN HÀNG HÓA NHIỆT,CAI,1,1830000,0,0,0,0,1,1830000,CAI,1,0,0,1
0926400170000000,Đá mài cốc V14-16-CN24-80GV14 100X50X20,CAI,13,2080000,0,0,0,0,13,2080000,CAI,13,0,0,13
0926400240000000,Đá mài máy cầm tay phi 180mm,VIEN,15,315000,0,0,0,0,15,315000,VIEN,15,0,0,15
0926400250000000,Đĩa nhám xếp máy cầm tay phi 180mm,VIEN,15,675000,0,0,0,0,15,675000,VIEN,15,0,0,15
0926400270000000,T34-21,CAI,1,7000,0,0,0,0,1,7000,CAI,1,0,0,1
0926600030000000,CHÂN VỊT NHỰA MÁY MAY SUNTA (THEO MẪU),CAI,180,720000,0,0,82,328000,98,392000,CAI,180,0,82,98
0926600140000000,Rơle 5 chân JD2912 12V-40A + Đế,BO,1,15697,0,0,0,0,1,15697,BO,1,0,0,1
0927200040000000,Cụm zên điều khiển móc 033022A,CAI,1,2500000,0,0,0,0,1,2500000,CAI,1,0,0,1
0927200050000000,Cụm Móc quay ROTATING HOOK COMPLETE Mã: HDM2047101,CAI,5,11010000,0,0,0,0,5,11010000,CAI,5,0,0,5
0927600061000000,Cảm biến - Mã số ( AELT - 01035 ),CAI,2,5393433,0,0,1,2696717,1,2696716,CAI,2,0,1,1
0927600062000000,Module.Encoder - Mã số ( ZME - 01173A ),CAI,4,5640400,0,0,0,0,4,5640400,CAI,4,0,0,4
0927600063000000,Module.Encoder - Mã số ( Z3U - 02312 ),CAI,9,3570660,0,0,0,0,9,3570660,CAI,9,0,0,9
5200109630000000,Chổi than CB-430 Makita 191971-3,CAI,5,110000,0,0,2,44000,3,66000,CAI,5,0,2,3
5200110580000000,Quạt vuông NIS-28080-HB2-230VAC-50/60Hz-110/145W,CAI,1,690000,0,0,0,0,1,690000,CAI,1,0,0,1
5200110650000014,Thuốc phosphalugel,HOP,0,0,2,240000,2,240000,0,0,HOP,0,2,2,0
0900600140000000,Bản lề cối phi 20,BO,8,240000,40,600000,20,300000,28,540000,BO,8,40,20,28
901400160000000,Tấm nhựa PEEK đức bản 500mmx5mm,M,10,450000,0,0,10,450000,0,0,M,10,0,10,0
904500230000000,Sơn MATIT vàng  ATM 1KG,HOP,4,116000,0,0,0,0,4,116000,HOP,4,0,0,4
904800610000000,Cốt răng xéo hộp số lô thu máy dệt Hengly : phi 35x97mm-  10 răng- lỗ cốt phi 14 - then 5x3mm ( theo mẫu ),CAI,9,4500000,0,0,0,0,9,4500000,CAI,9,0,0,9
904800620000000,Cốt răng xéo hộp số lô thu máy dệt Hengly : phi 15x 78mm-  9 răng - then 5x3mm ( theo mẫu ).,CAI,18,3600000,0,0,0,0,18,3600000,CAI,18,0,0,18
904800630000000,Bánh răng xéo hộp số lô thu máy dệt Hengly : phi 63x 15mm -  57 răng -lỗ cốt phi 14mm then 5x3mm ( theo mẫu ),CAI,7,1400000,0,0,0,0,7,1400000,CAI,7,0,0,7
904800650000000,Cốt răng xéo hộp số lô đỉnh máy dệt RX6.1 : phi 126x120mm-  100 răng- lỗ cốt phi 35 - then 10x4 mm ( theo mẫu ),CAI,19,28500000,0,0,0,0,19,28500000,CAI,19,0,0,19
905400710000000,đầu cốt chẻ miệng bọc vỏ 2-3 màu xanh,BICH,2,1200,0,0,2,1200,0,0,BICH,2,0,2,0
905400720000000,Đầu cốt chẻ miệng bọc vỏ 2-3 màu vàng,BICH,2,60000,0,0,0,0,2,60000,BICH,2,0,0,2
905400760000000,Đầu cos nối không bọc vỏ phi 5 ly,CAI,100,250000,0,0,0,0,100,250000,CAI,100,0,0,100
906600310000000,"Nắp chụp bánh xe lưng thoi, Mã: Z4U-01602",CAI,500,1226500,0,0,0,0,500,1226500,CAI,500,0,0,500
916600400000000,Mặt bích inox 304-DN100 ( Lỗ phi 114),CAI,1,408000,0,0,0,0,1,408000,CAI,1,0,0,1
922300070000000,Vòng đai xiết bu ly M134xP3.0 ( gia công theo mẫu),CAI,1,700000,0,0,0,0,1,700000,CAI,1,0,0,1
5200110011000000,pallet nhựa đen (hàng nhập nhựa PP),CAI,124,0,0,0,0,0,124,0,CAI,124,0,0,124
5200110040001001,Pallet gỗ 1.1mx1.1m Xưởng SỢI-DỆT 01 số 001,CAI,370,0,200,0,200,0,370,0,CAI,370,200,200,370
5200110654000000,Dao Cắt Nhiệt Chữ Thập L = 400m ( gia công theo bản vẽ).,CAI,1,1400000,0,0,0,0,1,1400000,CAI,1,0,0,1
5200110830000000,Pa lăng lắc tay cáp 1 tấn,CAI,1,950000,0,0,0,0,1,950000,CAI,1,0,0,1
5200110880000000,"MỎ LẾT CÁN TRƠN 150MM, 6 inch",CAI,1,120000,2,180000,2,195000,1,105000,CAI,1,2,2,1
5200111100000000,Chổi than động cơ trợ lực xe nâng KT: 25x9mm ( theo mẫu),CAI,10,2030000,0,0,0,0,10,2030000,CAI,10,0,0,10
5200111160000000,Cáp thông ống chiller đường kính ngoài phi 8 - dài 3000mm.,CAI,1,1000000,0,0,0,0,1,1000000,CAI,1,0,0,1
0906101020000000,Nối nhựa PVC 34 giảm 27,CAI,2,8667,0,0,0,0,2,8667,CAI,2,0,0,2
0923700040000000,Keo dán ống nhựa PVC BM - 0.5kg.,LON,0,0,4,280000,2,140000,2,140000,LON,0,4,2,2
0907000020000000,Rắc co nhựa PVC BM phi 27.,CAI,5,94286,0,0,0,0,5,94286,CAI,5,0,0,5
0906100290000000,Nối nhựa PVC 1 đầu ren ngoài 34 - 1 đâug ống 34.,CAI,12,62400,0,0,0,0,12,62400,CAI,12,0,0,12
0906100300000000,Nối nhựa PVC ren ngoài phi 42 - ống 42,CAI,18,144000,0,0,0,0,18,144000,CAI,18,0,0,18
0904700310000000,Co nhựa PVC BM phi 27,CAI,4,24000,0,0,0,0,4,24000,CAI,4,0,0,4
0917400090000000,"Băng keo lụa (cao su non) 0,075mm*1/2*5-10mm",CUON,0,0,100,500000,100,500000,0,0,CUON,0,100,100,0
0904300130000000,T nhựa PVC BM phi 27.,CAI,7,50556,0,0,0,0,7,50556,CAI,7,0,0,7
NOI156,Nối thẳng nhựa 60,CAI,3,24360,0,0,0,0,3,24360,CAI,3,0,0,3
0917400080000000,BĂNG KEO ĐỎ 5cm,CUON,178,1728370,100,940000,206,1859515,72,808855,CUON,178,100,206,72
0917400020000000,Băng keo 2 mặt ( 5 cm loại dày),CUON,200,4560000,400,9120000,600,13680000,0,0,CUON,200,400,600,0
0917400100000000,BĂNG KEO VÀNG 5CM,CUON,200,1740000,200,1840000,400,3364533,0,215467,CUON,200,200,400,0
0902205530000000,ĐIỆN TRỞ NHIỆT ỐNG 220VAC PHI 13.85mmX900mm-2KW dây đầu ra dài 500mm dây bấn hàn,CAI,2,750000,0,0,2,750000,0,0,CAI,2,0,2,0
5200110470000000,Rèm-màn nhựa PVC màu vàng (Theo kích thước),CAI,7,1272999,0,0,0,0,7,1272999,CAI,7,0,0,7
0920600320000000,Dây rút 10x500,BICH,6,366888,0,0,6,366888,0,0,BICH,6,0,6,0
0902201470000000,MCB-3P-10KA-32A -LS,CAI,2,460000,0,0,1,230000,1,230000,CAI,2,0,1,1
5200110060020000,"Pallet gỗ xuất khẩu hàng hóa; kích thước = 90.0cm (W) x 120.0cm (L) x 15.0cm (H); pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",CAI,170,24160000,248,34720000,418,58880000,0,0,CAI,170,248,418,0
0901900340000000,BÁNH XE CÔN DÀI NOVA 6. Mã số: 1140165000,CAI,0,0,400,11201012,200,452,200,11200560,CAI,0,400,200,200
0901900360000000,BÁNH XE CÔN NGẮN NOVA 6 Mã: 11158200900,CAI,180,10658994,200,4212770,150,2961002,230,11910762,CAI,180,200,150,230
0901900380000000,BÁNH XE LỆCH TÂM NOVA/RX6.1- NOVA6994514,CAI,311,16403703,200,3196749,100,129,411,19600323,CAI,311,200,100,411
0902100530000000,Dây cu roa 3VX 600 -,SOI,5,450000,0,0,0,0,5,450000,SOI,5,0,0,5
0902202890000000,Bóng đèn led Philips TForce 40W - E27.,CAI,40,5500000,40,5800000,80,8400000,0,2900000,CAI,40,40,80,0
0902700150000000,ĐỒNG HỒ ĐO DZEM ĐIỆN TỬ,CAI,1,2950000,0,0,0,0,1,2950000,CAI,1,0,0,1
0903900230000000,VAN THAU 42,CAI,5,900000,6,1080000,6,1080000,5,900000,CAI,5,6,6,5
0904500090000000,Sơn dầu màu xám,Kg,0,0,11,1560000,8.5,1185000,2.5,375000,Kg,0,11,8.5,2.5
0904500150000000,sơn xịt xám,Lon,0,0,102,3060000,51,1530000,51,1530000,Lon,0,102,51,51
0904700300000000,Co nhựa 21,CAI,4,86667,0,0,0,0,4,86667,CAI,4,0,0,4
0904800030000000,CỐT BÁNH XE LƯNG THOI NOVA6 mã : NOVA6 495902,CAI,25,1281480,0,0,0,0,25,1281480,CAI,25,0,0,25
0905200110000000,ĐAI DƯỚI RX6.1(12 lỗ) Z24-02523A,CAI,480,11174191,0,0,110,1396773,370,9777418,CAI,480,0,110,370
0905300230000000,Dao ren ống 34-60mm.,BO,3,4050000,0,0,0,0,3,4050000,BO,3,0,0,3
0905300250000000,bộ đầu dao ren ống 21-49mm.,BO,1,1350000,0,0,0,0,1,1350000,BO,1,0,0,1
0905300490000000,Dao rọc giấy (loại lớn),BO,2,32000,0,0,0,0,2,32000,BO,2,0,0,2
0905600040000000,SÊN ĐƠN 40,CAI,5,1600000,20,6200000,22,6863076,3,936924,CAI,5,20,22,3
0905700160000000,PHỚT 20X35,CAI,19,392304,0,0,1,20648,18,371656,CAI,19,0,1,18
0905700200000000,PHỚT 25x40,CAI,1,10000,40,1480000,20,740000,21,750000,CAI,1,40,20,21
0905700380000000,PHỚT 45X65,CAI,2,90000,0,0,2,90000,0,0,CAI,2,0,2,0
0905700390000000,PHỚT 50X68,Cái,12,480000,0,0,0,0,12,480000,Cái,12,0,0,12
0905700430000000,PHỚT 60x85,CAI,4,180000,0,0,0,0,4,180000,CAI,4,0,0,4
0905700450000000,PHỚT 65X85,CAI,4,200000,0,0,0,0,4,200000,CAI,4,0,0,4
0906100480000000,NỐI THẲNG HƠI 10/8,CAI,18,396000,0,0,4,88000,14,308000,CAI,18,0,4,14
0906100490000000,NỐI THẲNG HƠI 12/10,CAI,15,360000,0,0,0,0,15,360000,CAI,15,0,0,15
0907000040000000,MĂNG SÔNG 42 (rắc co),CAI,5,225000,0,0,0,0,5,225000,CAI,5,0,0,5
0907400020000000,Ổ Khoá Việt Tiệp Loại Lớn 89 x 62 Ống Phi 8mm (Khoá Chìa),CAI,1,130000,0,0,0,0,1,130000,CAI,1,0,0,1
0909700010000000,Vải lau,Kg,225,1800000,3200,25600000,2780,21000000,645,6400000,Kg,225,3200,2780,645
0910200030000000,T SẮT 42,CAI,5,140000,10,300000,10,295000,5,145000,CAI,5,10,10,5
0911600010000000,Thắng càng bù sau RX6.1.  Mã: Z4C-05383,CAI,150,1659837,0,0,20,221312,130,1438525,CAI,150,0,20,130
0914700030000000,PIN -  CR2032,CAI,10,125000,20,200000,13,129308,17,195692,CAI,10,20,13,17
0917400040000000,BĂNG KEO 2 MẶT (QUAN HAO-DÙNG CHO KHÂU IN),CUON,180,6354000,600,21180000,672,21180000,108,6354000,CUON,180,600,672,108
0917400060000000,Băng keo điện Nano 1.8cm - 18 yard (màu đen),CUON,40,260000,0,0,40,260000,0,0,CUON,40,0,40,0
0917400130000000,Băng keo trong 5cm,CUON,100,870000,200,1780000,157,1285011,143,1364989,CUON,100,200,157,143
0918500100000000,GỐI ĐỠ ĐẦU DÙ TRƯỚC - BEARING BLOCK - P ( FRONT ) - MÃ : NOVA6 494501,CAI,0,0,300,9565466,150,386,150,9565080,CAI,0,300,150,150
0920600140000000,DÂY TRƠN CUỐN LÔ BẢN 50MM DÙNG CHO MÁY LOHIA ( theo mẫu ),M,300,11453572,0,0,100,3817857,200,7635715,M,300,0,100,200
0920600240000000,Dây băng tải gầu bản 60mm.,M,7,280000,40,1600000,27,1080000,20,800000,M,7,40,27,20
0923700030000000,Keo con chó Dog X66- 3kg,HOP,4,1905000,0,0,1,476250,3,1428750,HOP,4,0,1,3
0923700070000000,KEO DÁN ROĂNG,Lọ,11,719230,0,0,11,719230,0,0,Lọ,11,0,11,0
0926400080000000,Bánh nhám xếp 100mm.,CAI,55,688623,100,1500000,70,1024024,85,1164599,CAI,55,100,70,85
0926400090000000,ĐÁ MÀI NHÁM 125,CAI,5,72500,0,0,5,72500,0,0,CAI,5,0,5,0
CBT001,Chai xịt chống rỉ sét và bôi trơn Selleys RP7 300g,Chai,1,99167,0,0,0,0,1,99167,Chai,1,0,0,1
CHD011,CHỤP SUỐT RX6.1 Mã: VYC-01121B,CAI,1050,43367371,0,0,250,10325565,800,33041806,CAI,1050,0,250,800
SEN001,SÊN ĐÔI 40,M,30,19893243,0,0,2,1326216,28,18567027,HOP,6,0,2,4
0910900030000000,Cọ lăn sơn 6cm,Cái,4,44858,0,0,4,44858,0,0,Cái,4,0,4,0
0916100070000000,Nước sơn vàng vẽ layout,Hộp,1,480000,2,770000,1,480000,2,770000,Hộp,1,2,1,2
0902100640000000,Dây cu roa Optibelt C99,SOI,11,4180000,0,0,10,3800000,1,380000,SOI,11,0,10,1
0905801040000000,Mũi khoan thép phi 8- dài 300mm,CAI,5,3250000,0,0,5,0,0,3250000,CAI,5,0,5,0
0905801050000000,Mũi khoan thép phi 10- dài 300mm,CAI,5,3550000,0,0,5,0,0,3550000,CAI,5,0,5,0
0903901170000000,Cuộn dây điện từ Airtac DC 24V - 30W,CAI,10,3341700,0,0,0,0,10,3341700,CAI,10,0,0,10
902207720000000,Quạt giải nhiệt biến tần KD2408 PTS1 - 6A DC24V - 2.6W,CAI,7,20300000,0,0,0,0,7,20300000,CAI,7,0,0,7
0902209530000000,Loadcell Model: L6N - C3 - 50kg - 9B6 - GE  (dây dài 5m),CAI,4,9153700,0,0,0,0,4,9153700,CAI,4,0,0,4
0908601130000000,Mũi khoan thép Nachi phi 4mm,CAI,3,99000,0,0,0,0,3,99000,CAI,3,0,0,3
0908601140000000,Mũi khoan thép Nachi phi 5mm,CAI,5,215000,0,0,0,0,5,215000,CAI,5,0,0,5
0908601160000000,"Bánh răng nhựa POM màu trắng phi 50 x 12.5mm - M=2, Z=24 ( GC theo bản vẽ )",CAI,2,636364,0,0,0,0,2,636364,CAI,2,0,0,2
090570175000000,Phớt dầu 15x32,CAI,10,250000,0,0,0,0,10,250000,CAI,10,0,0,10
0905500910000000,Sắt hộp tráng kẽm 100x100x3mm,CAY,0,-3800000,0,0,0,0,0,-3800000,CAY,0,0,0,0
BON009,Bóng đèn UV diệt côn trùng F10 T8/BL 07/19,CAI,0,0,80,15200000,80,15200000,0,0,CAI,0,80,80,0
0902209540000000,Ổ cắm đế nổi loại 3 ổ SINO,CAI,0,0,100,5800000,60,2900000,40,2900000,CAI,0,100,60,40
0902209359000000,Cầu đấu trung tính 15P + đế nhựa,CAI,10,450000,0,0,0,0,10,450000,CAI,10,0,0,10
0902209358000000,Phích cắm cái ĐQEPF2PN điện quang,CAI,9,135000,20,300000,10,150000,19,285000,CAI,9,20,10,19
0902209357000000,Phích cắm điện đực chịu nhiệt PC 2A-02 điện quang,CAI,5,74617,64,753125,32,383125,37,444617,CAI,5,64,32,37
0906600480000000,Máng điện 200x100x1.5mm,M,0,0,50,14250000,50,14250000,0,0,M,0,50,50,0
0902100320000000,DÂY CU ROA SPB2360,CAI,2,364605,0,0,2,364605,0,0,CAI,2,0,2,0
0905300090000000,DAO BẰM PHẾ MÁY Ó LỚN 8 TẤC,CAI,-28,9999990,73,0,45,9999990,0,0,CAI,0,45,45,0
