Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Bộ phận,Đơn hàng/Hợp đồng mua,Lệnh sản xuất,Công đoạn,Mã trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
PN,10/2/2024,PN10/24-002,Hạt nhựa PP kéo sợi -P400S - Nhu cầu T9-T10 Nhựa PP P400s từ Marubeni  - thứ 4 (02/10): 2 cont  +  1 cont bán Luckystar,HAT-PPKC-P400S,Hạt nhựa PP kéo sợi -P400S,KQC001,KG,30000,KG,30000,24272.73,728181900,1521,3311,NCC010015,,,PO09/24-007,,,,,,2119
PN,10/2/2024,PN10/24-003,"Nhập lại 3 motor sau sửa chữa, theo PX 09/24-0400+0009 ngày 26 + 09/09/2024",0906801900000000,Motor bơm nước EWALA model: CDX 120/20 220/380V - 50Hz-2Hp - 1.5Kw.,KVTSC001,CAI,1,CAI,1,0,0,1524,1388,NCC010087,,,,,,,,,2162
PN,10/2/2024,PN10/24-003,"Nhập lại 3 motor sau sửa chữa, theo PX 09/24-0400+0009 ngày 26 + 09/09/2024",0907100110000000,Motor 220v-160w,KVTSC001,Cái,1,Cái,1,0,0,1524,1388,NCC010087,,,,,,,,,2162
PN,10/2/2024,PN10/24-003,"Nhập lại 3 motor sau sửa chữa, theo PX 09/24-0400+0009 ngày 26 + 09/09/2024",0907100180000000,MÔ TƠ 380V- 1HP/0.75KW,KVTSC001,CAI,1,CAI,1,0,0,1524,1388,NCC010087,,,,,,,,,2162
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KPH001,KG,2,KG,2,0,0,1527,15412,CTY00001,,,,LSX04/24-064,SOI,,HAPHAL510083TRTR,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KPH001,KG,28,KG,28,0,0,1527,15412,CTY00001,,,,LSX09/24-003,SOI,,0102125032000000,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KPH001,KG,21,KG,21,0,0,1527,15412,CTY00001,,,,LSX09/24-013,SOI,,0102109030000000,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KPH001,KG,2,KG,2,0,0,1527,15412,CTY00001,,,,LSX09/24-049,SOI,,0102123050000000,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KPH001,KG,47,KG,47,0,0,1527,15412,CTY00001,,,,LSX09/24-049,SOI,,0102123050000000,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KPH001,KG,20,KG,20,0,0,1527,15412,CTY00001,,,,LSX09/24-049,SOI,,0102123050000000,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KPH001,KG,5,KG,5,0,0,1527,15412,CTY00001,,,,LSX09/24-049,SOI,,0102123056000000,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KPH001,KG,7,KG,7,0,0,1527,15412,CTY00001,,,,LSX09/24-080,SOI,,0119109032000000,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,SOI-GL4-3,"Sợi PP, trắng đục, 760D, 2.60mm. [33%]",KSO001,KG,3338.5,KG,3338.5,0,0,15512,15412,CTY00001,,,,LSX09/24-080,SOI,,0119109032000000,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",KSO001,KG,5925.89,KG,5925.89,0,0,15512,15412,CTY00001,,,,LSX09/24-013,SOI,,0102109030000000,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,SOI-MS01-4,"Sợi PP 820D bản chỉ 2.5 mm, trắng đục [Dùng MV8C]",KSO001,KG,3257,KG,3257,0,0,15512,15412,CTY00001,,,,LSX09/24-003,SOI,,0102125032000000,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,SOI-PR42,"Sợi PP, xanh dương 2195C, 700D, 2.50mm. [5.8% Talc, 2.3% xanh dương EMH77197]",KSO001,KG,3564.54,KG,3564.54,0,0,15512,15412,CTY00001,,,,LSX09/24-049,SOI,,0102123050000000,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,SOI-PR42,"Sợi PP, xanh dương 2195C, 700D, 2.50mm. [5.8% Talc, 2.3% xanh dương EMH77197]",KSO001,KG,111.7,KG,111.7,0,0,15512,15412,CTY00001,,,,LSX09/24-049,SOI,,0102123050000000,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,SOI-PRBX-01,"Sợi PP, xanh dương 2195C, 760D, 2.50mm. [EMH77197]",KSO001,KG,4019.1,KG,4019.1,0,0,15512,15412,CTY00001,,,,LSX09/24-049,SOI,,0102123056000000,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,SOI-TP13,"Sợi PP, 780D, 2.91mm, trắng trong.",KSO001,KG,74.2,KG,74.2,0,0,15512,15412,CTY00001,,,,LSX04/24-064,SOI,,HAPHAL510083TRTR,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,SOI-TP13,"Sợi PP, 780D, 2.91mm, trắng trong.",KSO001,KG,98.98,KG,98.98,0,0,15512,15412,CTY00001,,,,LSX09/24-048,SOI,,HAPHAL510083TRTR,,2154
TP,10/2/2024,TP10/24-003,Nhập báo cáo khâu sợi X01 ngày 02/10/2024,SOI-TP13,"Sợi PP, 780D, 2.91mm, trắng trong.",KSO001,KG,38.22,KG,38.22,0,0,15512,15412,CTY00001,,,,LSX10/24-003,SOI,,HAPHAL510083TRTR,,2154
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX03/24-059,VAICUON,,TPH075118G125TTINT.CAMI,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,7,KG,7,0,0,1527,15414,CTY00001,,,,LSX03/24-059,VAICUON,,TPH075118G125TTINT.CAMI,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX03/24-065,VAICUON,,0102123047000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX08/24-049,VAICUON,,0119117002014000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX08/24-049,VAICUON,,0119117002014000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX08/24-049,VAICUON,,0119117002014000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5,KG,5,0,0,1527,15414,CTY00001,,,,LSX08/24-049,VAICUON,,0119117002014000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX08/24-049,VAICUON,,0119117002014000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.2,KG,1.2,0,0,1527,15414,CTY00001,,,,LSX08/24-069,VAICUON,,0102109025000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX08/24-069,VAICUON,,0102109025000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX08/24-086,VAICUON,,0102109009000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3.6,KG,3.6,0,0,1527,15414,CTY00001,,,,LSX08/24-086,VAICUON,,0102109009000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5,KG,5,0,0,1527,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.5,KG,2.5,0,0,1527,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.2,KG,1.2,0,0,1527,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.4,KG,1.4,0,0,1527,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3.8,KG,3.8,0,0,1527,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.8,KG,1.8,0,0,1527,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3.2,KG,3.2,0,0,1527,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,0.5,KG,0.5,0,0,1527,15414,CTY00001,,,,LSX09/24-013,VAICUON,,0102109030000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX09/24-013,VAICUON,,0102109030000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.2,KG,1.2,0,0,1527,15414,CTY00001,,,,LSX09/24-013,VAICUON,,0102109030000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX09/24-013,VAICUON,,0102109030000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.6,KG,1.6,0,0,1527,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123053000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.8,KG,1.8,0,0,1527,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123053000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,0.5,KG,0.5,0,0,1527,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123056000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.5,KG,1.5,0,0,1527,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123056000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,0.8,KG,0.8,0,0,1527,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123053000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123053000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123056000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123056000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,0.5,KG,0.5,0,0,1527,15414,CTY00001,,,,LSX09/24-018,VAICUON,,TPH050085G075CAMSGX.B01,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.5,KG,1.5,0,0,1527,15414,CTY00001,,,,LSX09/24-018,VAICUON,,TPH050085G075CAMSGX.B01,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.2,KG,2.2,0,0,1527,15414,CTY00001,,,,LSX09/24-018,VAICUON,,TPH050085G075CAMSGX.B01,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX09/24-023,VAICUON,,0102109015000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX09/24-023,VAICUON,,0102109015000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-023,VAICUON,,0102109015000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3.5,KG,3.5,0,0,1527,15414,CTY00001,,,,LSX09/24-023,VAICUON,,0102109015000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-024,VAICUON,,0102125012000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX09/24-024,VAICUON,,0102125012000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.5,KG,2.5,0,0,1527,15414,CTY00001,,,,LSX09/24-024,VAICUON,,0102125012000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-024,VAICUON,,0102125012000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,6,KG,6,0,0,1527,15414,CTY00001,,,,LSX09/24-024,VAICUON,,0102125012000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-038,VAICUON,,0119124006000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,6,KG,6,0,0,1527,15414,CTY00001,,,,LSX09/24-038,VAICUON,,0119124006000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX09/24-038,VAICUON,,0119124006000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,6,KG,6,0,0,1527,15414,CTY00001,,,,LSX09/24-038,VAICUON,,0119124006000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-043,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-043,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,0.6,KG,0.6,0,0,1527,15414,CTY00001,,,,LSX09/24-043,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX09/24-043,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3.5,KG,3.5,0,0,1527,15414,CTY00001,,,,LSX09/24-043,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX09/24-043,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3.8,KG,3.8,0,0,1527,15414,CTY00001,,,,LSX09/24-043,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-048,VAICUON,,HAPHAL510083TRTR,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3.5,KG,3.5,0,0,1527,15414,CTY00001,,,,LSX09/24-048,VAICUON,,HAPHAL510083TRTR,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.5,KG,1.5,0,0,1527,15414,CTY00001,,,,LSX09/24-049,VAICUON,,0102123050000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,0.5,KG,0.5,0,0,1527,15414,CTY00001,,,,LSX09/24-049,VAICUON,,0102123050000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-049,VAICUON,,0102123050000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-052,VAICUON,,0102125009000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5,KG,5,0,0,1527,15414,CTY00001,,,,LSX09/24-052,VAICUON,,0102125009000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.5,KG,2.5,0,0,1527,15414,CTY00001,,,,LSX09/24-052,VAICUON,,0102125009000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-052,VAICUON,,0102125009000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4.2,KG,4.2,0,0,1527,15414,CTY00001,,,,LSX09/24-052,VAICUON,,0102125009000000,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-061,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4.1,KG,4.1,0,0,1527,15414,CTY00001,,,,LSX09/24-061,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX09/24-061,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.7,KG,1.7,0,0,1527,15414,CTY00001,,,,LSX09/24-061,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4.8,KG,4.8,0,0,1527,15414,CTY00001,,,,LSX09/24-061,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-061,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,10/2/2024,TP10/24-007,Nhập báo cáo dệt ngày 02/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,7,KG,7,0,0,1527,15414,CTY00001,,,,LSX09/24-061,VAICUON,,TPH066XXXTDMFM.850D,,2109B
