Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Bộ phận,Đơn hàng/Hợp đồng mua,Lệnh sản xuất,Công đoạn,Mã trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
TP,10/3/2024,TP10/24-021,Nhập tp ép kiện ngày 3/10/2024,TPH045055G30.28S5MPR17,"Bao TP-PP sọc 5 màu, 17 Red-White, K45x55LLx30.28g, MĐ 8.5x8, bẻ đáy 1 lần may 1 đường PP dương 1200D, cắt răng cưa, không in. [1000 cái/kiện]",KTP001,CAI,607.6,KG,20000,0,0,15515,15415,CTY00001,,,,LSX09/24-035,BAOBT,,TPH045055G30.28S5MPR17,,2156
TP,10/3/2024,TP10/24-021,Nhập tp ép kiện ngày 3/10/2024,TPH045055G30.28S5MPR18,"Bao TP-PP sọc 5 màu, 18 Black-White, K45x55LLx30.28g, MĐ 8.5x8, bẻ đáy 1 lần may 1 đường PP dương 1200D, cắt răng cưa, không in. [1000 cái/kiện]",KTP001,CAI,607.6,KG,20000,0,0,15515,15415,CTY00001,,,,LSX09/24-035,BAOBT,,TPH045055G30.28S5MPR18,,2156
TP,10/3/2024,TP10/24-021,Nhập tp ép kiện ngày 3/10/2024,TPH055090G147TDLU.T201,"Bao TP-PP, trắng đục, K55.0x90PB(+/-1), lồng LDPE-K58x123x39g, TL: PP-108g + PE-39g = 147g/bộ, MK: T201 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",KTP001,Bộ,2636.3,KG,18000,0,0,15515,15415,CTY00001,,,,LSX09/24-081,BAOBT,,TPH055090G147TDLU.T201,,2156
TP,10/3/2024,TP10/24-024,Nhập tp chia cuộn tháng 3/10/2024,PHE-CHIACUON,Phế bù vào chia cuộn.,KPH001,KG,11,KG,11,0,0,1527,15415,CTY00001,,,,LSX06/24-073,BAOBT,,0102123050000000,,2109C
TP,10/3/2024,TP10/24-025,Nhập báo cáo cắt bao jumbo ngày 03/10/2024,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,0.5,KG,5,0,0,1527,15416,CTY00001,,,,LSX09/24-033,BAOJUMBO,,01JBO-TC002-01-0000,,2109D
TP,10/3/2024,TP10/24-025,Nhập báo cáo cắt bao jumbo ngày 03/10/2024,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,7.4,KG,74,0,0,1527,15416,CTY00001,,,,LSX09/24-033,BAOJUMBO,,01JBO-TC002-01-0000,,2109D
TP,10/3/2024,TP10/24-025,Nhập báo cáo cắt bao jumbo ngày 03/10/2024,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,3.5,KG,35,0,0,1527,15416,CTY00001,,,,LSX09/24-069,BAOJUMBO,,01JBO-TU001-06-0001,,2109D
TP,10/3/2024,TP10/24-025,Nhập báo cáo cắt bao jumbo ngày 03/10/2024,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,1.5,KG,15,0,0,1527,15416,CTY00001,,,,LSX09/24-069,BAOJUMBO,,01JBO-TU001-06-0001,,2109D
TP,10/3/2024,TP10/24-025,Nhập báo cáo cắt bao jumbo ngày 03/10/2024,PHE-PHECAT,Phế thu hồi khâu cắt.,KPH001,CAI,0.2,KG,2,0,0,1527,15416,CTY00001,,,,LSX10/24-001,BAOJUMBO,,01JBO-SH9090110-WHITE-PR,,2109D
TP,10/3/2024,TP10/24-026,Nhập tp hấp ngày 3/10/2024,HAPSGX510084CA00,"Cuộn PP, hấp PE bên trong, màu cam, K51.0cm (+/-0.5), MĐ: 10.0x9.4, dày 22m, TL: 84g/m. [3000m/cuộn]",KCU001,M,221.5,KG,2662,0,0,15515,15414,CTY00001,,,,LSX09/24-018,VAICUON,,TPH050085G075CAMSGX.B01,,2155
TP,10/3/2024,TP10/24-026,Nhập tp hấp ngày 3/10/2024,HAPSGX510084CA00,"Cuộn PP, hấp PE bên trong, màu cam, K51.0cm (+/-0.5), MĐ: 10.0x9.4, dày 22m, TL: 84g/m. [3000m/cuộn]",KCU001,M,248.5,KG,3003,0,0,15515,15414,CTY00001,,,,LSX09/24-018,VAICUON,,TPH050085G075CAMSGX.B01,,2155
TP,10/3/2024,TP10/24-026,Nhập tp hấp ngày 3/10/2024,HAPSGX510084CA00,"Cuộn PP, hấp PE bên trong, màu cam, K51.0cm (+/-0.5), MĐ: 10.0x9.4, dày 22m, TL: 84g/m. [3000m/cuộn]",KCU001,M,247.5,KG,2987,0,0,15515,15414,CTY00001,,,,LSX09/24-018,VAICUON,,TPH050085G075CAMSGX.B01,,2155
TP,10/3/2024,TP10/24-026,Nhập tp hấp ngày 3/10/2024,HAPSGX510084CA00,"Cuộn PP, hấp PE bên trong, màu cam, K51.0cm (+/-0.5), MĐ: 10.0x9.4, dày 22m, TL: 84g/m. [3000m/cuộn]",KCU001,M,248.5,KG,3000,0,0,15515,15414,CTY00001,,,,LSX09/24-018,VAICUON,,TPH050085G075CAMSGX.B01,,2155
TP,10/3/2024,TP10/24-026,Nhập tp hấp ngày 3/10/2024,HAPSGX510084CA00,"Cuộn PP, hấp PE bên trong, màu cam, K51.0cm (+/-0.5), MĐ: 10.0x9.4, dày 22m, TL: 84g/m. [3000m/cuộn]",KCU001,M,248.5,KG,2985,0,0,15515,15414,CTY00001,,,,LSX09/24-018,VAICUON,,TPH050085G075CAMSGX.B01,,2155
TP,10/3/2024,TP10/24-026,Nhập tp hấp ngày 3/10/2024,HAPSGX510084CA00,"Cuộn PP, hấp PE bên trong, màu cam, K51.0cm (+/-0.5), MĐ: 10.0x9.4, dày 22m, TL: 84g/m. [3000m/cuộn]",KCU001,M,236.5,KG,2860,0,0,15515,15414,CTY00001,,,,LSX09/24-018,VAICUON,,TPH050085G075CAMSGX.B01,,2155
TP,10/3/2024,TP10/24-026,Nhập tp hấp ngày 3/10/2024,HAPSGX510084CA00,"Cuộn PP, hấp PE bên trong, màu cam, K51.0cm (+/-0.5), MĐ: 10.0x9.4, dày 22m, TL: 84g/m. [3000m/cuộn]",KCU001,M,248.5,KG,2990,0,0,15515,15414,CTY00001,,,,LSX09/24-018,VAICUON,,TPH050085G075CAMSGX.B01,,2155
TP,10/3/2024,TP10/24-026,Nhập tp hấp ngày 3/10/2024,HAPSGX510084CA00,"Cuộn PP, hấp PE bên trong, màu cam, K51.0cm (+/-0.5), MĐ: 10.0x9.4, dày 22m, TL: 84g/m. [3000m/cuộn]",KCU001,M,246.5,KG,2964,0,0,15515,15414,CTY00001,,,,LSX09/24-018,VAICUON,,TPH050085G075CAMSGX.B01,,2155
TP,10/3/2024,TP10/24-026,Nhập tp hấp ngày 3/10/2024,PHE-HAP,Phế hấp.,KPH001,KG,35,KG,35,0,0,1527,15414,CTY00001,,,,LSX09/24-018,VAICUON,,TPH050085G075CAMSGX.B01,,2155
TP,10/3/2024,TP10/24-029,Nhập công đoạn in cái ngày 3/10/2024,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,5,KG,50,0,0,1527,15415,CTY00001,,,,LSX09/24-056,BAOBT,,TPH075112G119INT.CAMI031,,2109C
TP,10/3/2024,TP10/24-029,Nhập công đoạn in cái ngày 3/10/2024,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,3,KG,30,0,0,1527,15415,CTY00001,,,,LSX09/24-078,BAOBT,,TPH060088INT.AQ34THAC339,,2109C
TP,10/3/2024,TP10/24-029,Nhập công đoạn in cái ngày 3/10/2024,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,3,KG,30,0,0,1527,15415,CTY00001,,,,LSX09/24-078,BAOBT,,TPH060088INT.AQ34THAC339,,2109C
TP,10/3/2024,TP10/24-029,Nhập công đoạn in cái ngày 3/10/2024,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,4,KG,40,0,0,1527,15415,CTY00001,,,,LSX09/24-078,BAOBT,,TPH060088INT.AQ34THAC340,,2109C
TP,10/3/2024,TP10/24-029,Nhập công đoạn in cái ngày 3/10/2024,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,2,KG,20,0,0,1527,15415,CTY00001,,,,LSX09/24-078,BAOBT,,TPH060088INT.AQ34THAC340,,2109C
TP,10/3/2024,TP10/24-029,Nhập công đoạn in cái ngày 3/10/2024,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,8,KG,80,0,0,1527,15415,CTY00001,,,,LSX09/24-081,BAOBT,,TPH055090G147TDLU.T201,,2109C
TP,10/3/2024,TP10/24-029,Nhập công đoạn in cái ngày 3/10/2024,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,8,KG,80,0,0,1527,15415,CTY00001,,,,LSX09/24-081,BAOBT,,TPH055090G147TDLU.T201,,2109C
TP,10/3/2024,TP10/24-029,Nhập công đoạn in cái ngày 3/10/2024,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,4,KG,40,0,0,1527,15415,CTY00001,,,,LSX10/24-002,BAOBT,,TPH055090G147TDLU.TSH528,,2109C
D1,10/4/2024,D110/24-0019,,0917400100000000,BĂNG KEO VÀNG 5CM,KVT001,CUON,200,CUON,200,9200,1840000,1524,1524,NCC010053,,,,,,,,,
D1,10/4/2024,D110/24-0020,,0917400020000000,Băng keo 2 mặt ( 5 cm loại dày),KVT001,CUON,200,CUON,200,22800,4560000,1524,1524,NCC010053,,,,,,,,,
D1,10/4/2024,D110/24-0021,,5200109570000000,Chổi cỏ.,KVP001,CAY,30,CAY,30,50000,750000,1531,1531,NCC010053,,,,,,,,,
D1,10/4/2024,D110/24-0022,,0905500910000000,Sắt hộp tráng kẽm 100x100x3mm,KXD001,CAY,5,CAY,5,550000,2750000,1524,1524,NV041,,,,,,,,,
D1,10/4/2024,D110/24-0023,,0905500500000000,"Sắt hộp vuông 30x30mm dày 1,4mm",KXD001,CAY,5,CAY,5,135000,675000,1531,1531,NV041,,,,,,,,,
D1,10/4/2024,D110/24-0024,,0905501940000000,VÍT BẮN TÔN 50mm,KXD001,KG,4,KG,4,70000,280000,1524,1524,NV041,,,,,,,,,
D1,10/4/2024,D110/24-0025,,0903000080000000,Vít đầu dù đuôi cá 4x15mm,KXD001,BICH,4,BICH,4,95000,380000,1524,1524,NV041,,,,,,,,,
D1,10/4/2024,D110/24-0026,,0903600170000000,Tôn lợp Việt Nhật dày 5 zem (9 sóng),KXD001,TAM,3,TAM,3,330000,990000,1524,1524,NV041,,,,,,,,,
D1,10/4/2024,D110/24-0027,,0905500560000000,Sắt la kẽm 18x1.4mmx3000mm,KXD001,CAY,20,CAY,20,25000,500000,1524,1524,NV041,,,,,,,,,
D1,10/4/2024,D110/24-0028,,0905500480000000,Sắt kẽm H30x60 (1.4 ly),KXD001,CAY,40,CAY,40,195000,7800000,1524,1524,NV041,,,,,,,,,
D1,10/4/2024,D110/24-0029,,5200110650000004,Thuốc Panadol,KVP001,HOP,2,HOP,2,120000,240000,1524,1524,NV041,,,,,,,,,
D1,10/4/2024,D110/24-0030,,5200110650000005,Thuốc Decogel,KVP001,HOP,2,HOP,2,125000,250000,1524,1524,NV041,,,,,,,,,
DC,10/4/2024,DC10/24-0004,Chuyển kho cuộn sang kho Kinh Doanh xuất cont HALSTON Ngày 04/10,0102109008000000,"Vải cuộn PP, trắng đục, K58.5cm, MĐ: 10.0x10.0, dệt xếp, TL: 82.0g/m./THACUHAL585100100082TRDU",KKD001,M,4876,KG,59685,534.90658,31925899,15517,15514,KH020008,002281,,,,,,,,2260
DC,10/4/2024,DC10/24-0004,Chuyển kho cuộn sang kho Kinh Doanh xuất cont HALSTON Ngày 04/10,0102109009000000,"Vải cuộn PP, trắng đục, K58.5cm, MĐ: 13.0x13.0, 900D, TL: 120.0g/m.THACUHAL585130130120TRDU",KKD001,M,3647,KG,30155,1071.05774,32297746,15517,15514,KH020008,002281,,,,,,,,2260
DC,10/4/2024,DC10/24-0004,Chuyển kho cuộn sang kho Kinh Doanh xuất cont HALSTON Ngày 04/10,0102109015000000,"Vải cuộn PP, trắng đục, K74.0cm , MĐ: 11x11.5, 900D, TL: 133g/m./THACUHAL740110115133TRDU",KKD001,M,4873,KG,37498,498.13467,18679054,15517,15514,KH020008,002281,,,,,,,,2260
DC,10/4/2024,DC10/24-0004,Chuyển kho cuộn sang kho Kinh Doanh xuất cont HALSTON Ngày 04/10,0102109030000000,"Vải cuộn PP, hấp PE bên trong, trắng trong, K58.5cm, TL: 100g/m. [850D, 8.0x8.0, 20micron]/HAPHAL585100TRTR",KKD001,M,11507.5,KG,120037,638.16393,76603284,15517,15515,KH020008,002281,,,,,,,,2260
DC,10/4/2024,DC10/24-0014,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất xe 51C-672.66 đi Cty SAMHO,01JBO-SH9090110-WHITE-PR,"Bao Jumbo màu trắng 90x90x110- quai U, thân ráp UI,  nắp túm, đáy xã, tráng trong (lami in), có in, MK: ZINC- TL1.9kg/cái",KKD001,CAI,396.3,KG,200,28405.715,5681143,15517,15516,KH010047,001306,,,,,,,,2260
TP,10/4/2024,TP10/24-022,Nhập tp ép kiện ngày 4/10/2024,0119106010000000,"Bao TP-PP, màu beige (nâu đất) sọc đen 5cm ở giữa 2 mặt bao, K86x125PB (+/-1), may miệng luồn dây cước xanh 2.12m (+/-10cm), TL: 135g/cái (+/-5%), bao không in. [25 cái/xấp gấp 4, 4 xấp/bó 100 cái. Ép dây 2 đầu. Ép kiện 500cái]/TPH086125G135DW.BEIGE.",KTP001,CAI,4252.5,KG,31500,0,0,15515,15415,CTY00001,,,,LSX08/24-085,BAOBT,,0119106010000000,,2156
TP,10/4/2024,TP10/24-022,Nhập tp ép kiện ngày 4/10/2024,TPH045055G30.28S4MPR20,"Bao TP-PP sọc 4 màu, 20 Red-Yellow, K45x55LLx30.28g, MĐ 8.5x8, bẻ đáy 1 lần may 1 đường PP dương 1200D, cắt răng cưa, không in. [1000 cái/kiện]",KTP001,CAI,151.4,KG,5000,0,0,15515,15415,CTY00001,,,,LSX08/24-082,BAOBT,,TPH045055G30.28S4MPR20,,2156
TP,10/4/2024,TP10/24-022,Nhập tp ép kiện ngày 4/10/2024,TPH045055G30.28S5MPR16,"Bao TP-PP sọc 5 màu, 16 Blue-White, K45x55LLx30.28g, MĐ 8.5x8.0, bẻ đáy 1 lần may 1 đường PP dương 1200D, cắt răng cưa, không in. [1000cái/kiện]",KTP001,CAI,605.6,KG,20000,0,0,15515,15415,CTY00001,,,,LSX09/24-035,BAOBT,,TPH045055G30.28S5MPR16,,2156
TP,10/4/2024,TP10/24-022,Nhập tp ép kiện ngày 4/10/2024,TPH045055G30.28S5MPR17,"Bao TP-PP sọc 5 màu, 17 Red-White, K45x55LLx30.28g, MĐ 8.5x8, bẻ đáy 1 lần may 1 đường PP dương 1200D, cắt răng cưa, không in. [1000 cái/kiện]",KTP001,CAI,151.4,KG,5000,0,0,15515,15415,CTY00001,,,,LSX08/24-082,BAOBT,,TPH045055G30.28S5MPR17,,2156
TP,10/4/2024,TP10/24-022,Nhập tp ép kiện ngày 4/10/2024,TPH045055G30.28S5MPR18,"Bao TP-PP sọc 5 màu, 18 Black-White, K45x55LLx30.28g, MĐ 8.5x8, bẻ đáy 1 lần may 1 đường PP dương 1200D, cắt răng cưa, không in. [1000 cái/kiện]",KTP001,CAI,151.4,KG,5000,0,0,15515,15415,CTY00001,,,,LSX08/24-082,BAOBT,,TPH045055G30.28S5MPR18,,2156
TP,10/4/2024,TP10/24-022,Nhập tp ép kiện ngày 4/10/2024,TPH045055G30.28S5MPR19,"Bao TP-PP sọc 5 màu, 19 Green-Yellow, K45x55LLx30.28g, MĐ 8.5x8, bẻ đáy 1 lần may 1 đường PP dương 1200D, cắt răng cưa, không in. [1000 cái/kiện]",KTP001,CAI,151.4,KG,5000,0,0,15515,15415,CTY00001,,,,LSX08/24-082,BAOBT,,TPH045055G30.28S5MPR19,,2156
TP,10/4/2024,TP10/24-022,Nhập tp ép kiện ngày 4/10/2024,TPH050080G050TDSAN.ORTR,"Bao TP-PP, trắng đục,seal miệng,  K50x80PB (+/-1), TL: 50.3g/cái (+/-5%), MK: ORO TRES. [Tép 100-cái trải thẳng, kiện 5 tép trở đầu, bọc vải áo dệt xếp, marka bao in bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050080G050TDSAN.ORTR",KTP001,BAO,1358.1,KG,27000,0,0,15515,15415,CTY00001,,,,LSX09/24-050,BAOBT,,TPH050080G050TDSAN.ORTR,,2156
TP,10/4/2024,TP10/24-022,Nhập tp ép kiện ngày 4/10/2024,TPH455066G70CAMDW24110A2,"[110A2] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 110A2. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",KTP001,Bộ,8.17,KG,122,0,0,15515,15415,CTY00001,,,,LSX09/24-025,BAOBT,,TPH455066G70CAMDW24110A2,,2156
TP,10/4/2024,TP10/24-022,Nhập tp ép kiện ngày 4/10/2024,TPH455066G70CAMDW24110A2,"[110A2] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 110A2. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",KTP001,Bộ,8.11,KG,121,0,0,15515,15415,CTY00001,,,,LSX09/24-025,BAOBT,,TPH455066G70CAMDW24110A2,,2156
TP,10/4/2024,TP10/24-022,Nhập tp ép kiện ngày 4/10/2024,TPH455066G70CAMDW24110A2,"[110A2] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 110A2. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",KTP001,Bộ,590,KG,10000,0,0,15515,15415,CTY00001,,,,LSX09/24-025,BAOBT,,TPH455066G70CAMDW24110A2,,2156
TP,10/4/2024,TP10/24-022,Nhập tp ép kiện ngày 4/10/2024,TPH455066G70TDUDW24.45A1,"[45A1] Bao TP-PP, màu trắng đục, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 45A1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",KTP001,Bộ,352.45,KG,5035,0,0,15515,15415,CTY00001,,,,LSX09/24-025,BAOBT,,TPH455066G70TDUDW24.45A1,,2156
TP,10/4/2024,TP10/24-022,Nhập tp ép kiện ngày 4/10/2024,TPH455068G67CBTDW24.107A,"[107A] Bao TP-PP, màu cam biên trong, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 107A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",KTP001,Bộ,135.07,KG,2016,0,0,15515,15415,CTY00001,,,,LSX09/24-026,BAOBT,,TPH455068G67CBTDW24.107A,,2156
TP,10/4/2024,TP10/24-022,Nhập tp ép kiện ngày 4/10/2024,TPH455071G70TDUDW24.108B,"[108B] Bao TP-PP, màu trắng đục, K45.5x71PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 108B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",KTP001,Bộ,71.26,KG,1018,0,0,15515,15415,CTY00001,,,,LSX09/24-025,BAOBT,,TPH455071G70TDUDW24.108B,,2156
TP,10/4/2024,TP10/24-023,Nhập báo cáo khâu sợi X01 ngày 04/10/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KPH001,KG,20,KG,20,0,0,1527,15412,CTY00001,,,,LSX03/24-059,SOI,,TPH075118G125TTINT.CAMI,,2154
TP,10/4/2024,TP10/24-023,Nhập báo cáo khâu sợi X01 ngày 04/10/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KPH001,KG,7,KG,7,0,0,1527,15412,CTY00001,,,,LSX08/24-086,SOI,,0102109009000000,,2154
TP,10/4/2024,TP10/24-023,Nhập báo cáo khâu sợi X01 ngày 04/10/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KPH001,KG,23,KG,23,0,0,1527,15412,CTY00001,,,,LSX09/24-003,SOI,,0102125032000000,,2154
TP,10/4/2024,TP10/24-023,Nhập báo cáo khâu sợi X01 ngày 04/10/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KPH001,KG,25,KG,25,0,0,1527,15412,CTY00001,,,,LSX09/24-052,SOI,,0102125009000000,,2154
TP,10/4/2024,TP10/24-023,Nhập báo cáo khâu sợi X01 ngày 04/10/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KPH001,KG,150,KG,150,0,0,1527,15412,CTY00001,,,,LSX09/24-052,SOI,,0102125009000000,,2154
TP,10/4/2024,TP10/24-023,Nhập báo cáo khâu sợi X01 ngày 04/10/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KPH001,KG,12,KG,12,0,0,1527,15412,CTY00001,,,,LSX09/24-062,SOI,,0102125064000000,,2154
TP,10/4/2024,TP10/24-023,Nhập báo cáo khâu sợi X01 ngày 04/10/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KPH001,KG,22,KG,22,0,0,1527,15412,CTY00001,,,,LSX10/24-009,SOI,,THACUTAU127080080078TRDU,,2154
TP,10/4/2024,TP10/24-023,Nhập báo cáo khâu sợi X01 ngày 04/10/2024,SOI-GL15-3,"Sợi PP, trắng đục, 920D, 2.15mm. [33.3TC] [No Recycled]",KSO001,KG,5534.7,KG,5534.7,0,0,15512,15412,CTY00001,,,,LSX08/24-086,SOI,,0102109009000000,,2154
TP,10/4/2024,TP10/24-023,Nhập báo cáo khâu sợi X01 ngày 04/10/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,5512.1,KG,5512.1,0,0,15512,15412,CTY00001,,,,LSX03/24-059,SOI,,TPH075118G125TTINT.CAMI,,2154
TP,10/4/2024,TP10/24-023,Nhập báo cáo khâu sợi X01 ngày 04/10/2024,SOI-MS01-4,"Sợi PP 820D bản chỉ 2.5 mm, trắng đục [Dùng MV8C]",KSO001,KG,3437.59,KG,3437.59,0,0,15512,15412,CTY00001,,,,LSX09/24-003,SOI,,0102125032000000,,2154
TP,10/4/2024,TP10/24-023,Nhập báo cáo khâu sợi X01 ngày 04/10/2024,SOI-MS01-4,"Sợi PP 820D bản chỉ 2.5 mm, trắng đục [Dùng MV8C]",KSO001,KG,4813.48,KG,4813.48,0,0,15512,15412,CTY00001,,,,LSX09/24-062,SOI,,0102125064000000,,2154
TP,10/4/2024,TP10/24-023,Nhập báo cáo khâu sợi X01 ngày 04/10/2024,SOI-PRTD-02,"Sợi PP, màu trắng đục, 760D, 2.5mm, 3.4kgF/sợi, 20%.",KSO001,KG,427.6,KG,427.6,0,0,15512,15412,CTY00001,,,,LSX07/24-058,SOI,,0102123055000000,,2154
TP,10/4/2024,TP10/24-023,Nhập báo cáo khâu sợi X01 ngày 04/10/2024,SOI-SP31-3,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KSO001,KG,4784.1,KG,4784.1,0,0,15512,15412,CTY00001,,,,LSX09/24-052,SOI,,0102125009000000,,2154
TP,10/4/2024,TP10/24-023,Nhập báo cáo khâu sợi X01 ngày 04/10/2024,SOI-TP14,"Sợi PP, màu trắng đục, 820D, 3.0mm.",KSO001,KG,4295.1,KG,4295.1,0,0,15512,15412,CTY00001,,,,LSX10/24-009,SOI,,THACUTAU127080080078TRDU,,2154
TP,10/4/2024,TP10/24-023,Nhập báo cáo khâu sợi X01 ngày 04/10/2024,SOI-TP14,"Sợi PP, màu trắng đục, 820D, 3.0mm.",KSO001,KG,135.8,KG,135.8,0,0,15512,15412,CTY00001,,,,LSX10/24-009,SOI,,THACUTAU127080080078TRDU,,2154
TP,10/4/2024,TP10/24-030,Nhập tp thổi ngày 4/09/2024,HDPE0025-3,"Cuộn HDPE, K52.3cm, 20.0g/m, 22.0mic, trắng đục. [22TC] [Chú ý: Chỉ dùng cho mã THACU4TR520085080062TRDU]",KBT001,M,63.6,KG,3100,0,0,15513,15413,CTY00001,,,,LSX10/24-006,PE,,TPH050085G075CAMSGX.B01,,2158
TP,10/4/2024,TP10/24-030,Nhập tp thổi ngày 4/09/2024,HDPE0025-3,"Cuộn HDPE, K52.3cm, 20.0g/m, 22.0mic, trắng đục. [22TC] [Chú ý: Chỉ dùng cho mã THACU4TR520085080062TRDU]",KBT001,M,63.1,KG,3100,0,0,15513,15413,CTY00001,,,,LSX10/24-006,PE,,TPH050085G075CAMSGX.B01,,2158
TP,10/4/2024,TP10/24-030,Nhập tp thổi ngày 4/09/2024,HDPE0025-3,"Cuộn HDPE, K52.3cm, 20.0g/m, 22.0mic, trắng đục. [22TC] [Chú ý: Chỉ dùng cho mã THACU4TR520085080062TRDU]",KBT001,M,62.1,KG,3100,0,0,15513,15413,CTY00001,,,,LSX10/24-006,PE,,TPH050085G075CAMSGX.B01,,2158
TP,10/4/2024,TP10/24-030,Nhập tp thổi ngày 4/09/2024,HDPE0025-3,"Cuộn HDPE, K52.3cm, 20.0g/m, 22.0mic, trắng đục. [22TC] [Chú ý: Chỉ dùng cho mã THACU4TR520085080062TRDU]",KBT001,M,62.4,KG,3100,0,0,15513,15413,CTY00001,,,,LSX10/24-006,PE,,TPH050085G075CAMSGX.B01,,2158
TP,10/4/2024,TP10/24-030,Nhập tp thổi ngày 4/09/2024,HDPE0025-3,"Cuộn HDPE, K52.3cm, 20.0g/m, 22.0mic, trắng đục. [22TC] [Chú ý: Chỉ dùng cho mã THACU4TR520085080062TRDU]",KBT001,M,61.8,KG,3100,0,0,15513,15413,CTY00001,,,,LSX10/24-006,PE,,TPH050085G075CAMSGX.B01,,2158
TP,10/4/2024,TP10/24-030,Nhập tp thổi ngày 4/09/2024,HDPE0025-3,"Cuộn HDPE, K52.3cm, 20.0g/m, 22.0mic, trắng đục. [22TC] [Chú ý: Chỉ dùng cho mã THACU4TR520085080062TRDU]",KBT001,M,62.4,KG,3100,0,0,15513,15413,CTY00001,,,,LSX10/24-006,PE,,TPH050085G075CAMSGX.B01,,2158
TP,10/4/2024,TP10/24-030,Nhập tp thổi ngày 4/09/2024,HDPE0025-3,"Cuộn HDPE, K52.3cm, 20.0g/m, 22.0mic, trắng đục. [22TC] [Chú ý: Chỉ dùng cho mã THACU4TR520085080062TRDU]",KBT001,M,62,KG,3100,0,0,15513,15413,CTY00001,,,,LSX10/24-006,PE,,TPH050085G075CAMSGX.B01,,2158
TP,10/4/2024,TP10/24-030,Nhập tp thổi ngày 4/09/2024,HDPE0025-3,"Cuộn HDPE, K52.3cm, 20.0g/m, 22.0mic, trắng đục. [22TC] [Chú ý: Chỉ dùng cho mã THACU4TR520085080062TRDU]",KBT001,M,62.7,KG,3100,0,0,15513,15413,CTY00001,,,,LSX10/24-006,PE,,TPH050085G075CAMSGX.B01,,2158
