Ngày SX,Tên máy,Ca,Tên TT,Tên TP,Đơn hàng,Số KHTK,LSX,Mã Sợi,Tên Sợi,Số lượng sợi yêu cầu,Số lượng phế theo bom,Số lượng sợi đạt,Số lượng sợi tạm nhập,Số lượng sợi phế,Số lượng sợi chênh lệch với KH,Số lượng phế chênh lệch với KH,Đánh giá % sợi,Đánh giá % phế,Đánh giá
31/12/2024,O01,Ngày,,,SO2411-0055,MP24/11-073,LSX11/24-080,SUI-TRANG,Sủi trắng,0,0,1850,0,0,-1850,0,,,Không đạt
31/12/2024,O01,Ngày,,,SO2412-0069,MP24/12-082,LSX12/24-094,SUI-TRANG,Sủi trắng,0,0,9870,0,0,-9870,0,,,Không đạt
07/10/2024,O01,Ngày,,,SO2408-0012,MP24/08-016,LSX08/24-028,SUI-TRANG,Sủi trắng,0,0,7440,0,0,-7440,0,,,Không đạt
08/10/2024,O01,Ngày,,,SO2408-0012,MP24/08-016,LSX08/24-028,SUI-TRANG,Sủi trắng,0,0,2600,0,0,-2600,0,,,Không đạt
28/11/2024,O01,Ngày,,,SO2411-0055,MP24/11-073,LSX11/24-080,SUI-TRANG,Sủi trắng,0,0,2200,0,0,-2200,0,,,Không đạt
18/11/2024,O01,Ngày,,,SO2410-0036,MP24/10-075,LSX10/24-063,SUI-TRANG,Sủi trắng,0,0,1960,0,0,-1960,0,,,Không đạt
20/11/2024,O01,Ngày,,,SO2410-0036,MP24/10-075,LSX10/24-063,SUI-TRANG,Sủi trắng,0,0,2560,0,0,-2560,0,,,Không đạt
21/11/2024,O01,Ngày,,,SO2410-0036,MP24/10-075,LSX10/24-063,SUI-TRANG,Sủi trắng,0,0,2800,0,0,-2800,0,,,Không đạt
26/11/2024,O01,Ngày,,,SO2410-0036,MP24/10-075,LSX10/24-063,SUI-TRANG,Sủi trắng,0,0,1690,0,0,-1690,0,,,Không đạt
26/11/2024,O01,Ngày,,,SO2411-0055,MP24/11-073,LSX11/24-080,SUI-TRANG,Sủi trắng,0,0,5590,0,0,-5590,0,,,Không đạt
25/12/2024,O01,Ngày,,,SO2411-0055,MP24/11-073,LSX11/24-080,SUI-TRANG,Sủi trắng,0,0,2840,0,0,-2840,0,,,Không đạt
25/12/2024,O01,Ngày,,,SO2411-0055,MP24/11-073,LSX11/24-080,SUI-TRANG,Sủi trắng,0,0,2400,0,0,-2400,0,,,Không đạt
19/12/2024,O01,Ngày,,,SO2411-0055,MP24/11-073,LSX11/24-080,SUI-TRANG,Sủi trắng,0,0,7600,0,0,-7600,0,,,Không đạt
20/12/2024,O01,Ngày,,,SO2411-0055,MP24/11-073,LSX11/24-080,SUI-TRANG,Sủi trắng,0,0,2800,0,0,-2800,0,,,Không đạt
21/10/2024,O01,Ngày,,,SO2410-0036,MP24/10-075,LSX10/24-063,SUI-TRANG,Sủi trắng,0,0,2400,0,0,-2400,0,,,Không đạt
19/10/2024,O01,Ngày,,,SO2408-0012,MP24/08-016,LSX08/24-028,SUI-TRANG,Sủi trắng,0,0,250,0,0,-250,0,,,Không đạt
19/10/2024,O01,Ngày,,,SO2410-0036,MP24/10-075,LSX10/24-063,SUI-TRANG,Sủi trắng,0,0,5630,0,0,-5630,0,,,Không đạt
22/10/2024,O01,Ngày,,,SO2410-0036,MP24/10-075,LSX10/24-063,SUI-TRANG,Sủi trắng,0,0,2400,0,0,-2400,0,,,Không đạt
14/12/2024,O01,Ngày,,,SO2411-0055,MP24/11-073,LSX11/24-080,SUI-TRANG,Sủi trắng,0,0,2200,0,0,-2200,0,,,Không đạt
17/11/2024,O01,Ngày,,,SO2410-0036,MP24/10-075,LSX10/24-063,SUI-TRANG,Sủi trắng,0,0,4640,0,0,-4640,0,,,Không đạt
16/12/2024,O01,Ngày,,,SO2411-0055,MP24/11-073,LSX11/24-080,SUI-TRANG,Sủi trắng,0,0,2520,0,0,-2520,0,,,Không đạt
01/10/2024,O01,Ngày,,,SO2408-0012,MP24/08-016,LSX08/24-028,SUI-TRANG,Sủi trắng,0,0,800,0,0,-800,0,,,Không đạt
23/10/2024,O01,Ngày,,,SO2410-0036,MP24/10-075,LSX10/24-063,SUI-TRANG,Sủi trắng,0,0,2200,0,0,-2200,0,,,Không đạt
24/10/2024,O01,Ngày,,,SO2410-0036,MP24/10-075,LSX10/24-063,SUI-TRANG,Sủi trắng,0,0,1560,0,0,-1560,0,,,Không đạt
19/10/2024,O01,Ngày,,,SO2410-0036,MP24/10-075,LSX10/24-063,SUI-TRANG,Sủi trắng,0,0,2160,0,0,-2160,0,,,Không đạt
28/10/2024,SOI7,Đêm,,,SO2403-0066,MP24/04-003,LSX09/24-091,SOI-BEPP-05,"Sợi PP, dệt đai, màu trắng đục, 2400D, 3.7mm.",0,0,1898.94,0,35,-1898.94,-35,,,Không đạt
06/10/2024,SOI3,Ngày,,,SO2409-0019,MP24/09-058,LSX09/24-085,SOI-CO1,"Sợi PP màu trắng đục, 650D, bản chỉ 2.60mm, độ bền lực 2.60kgF, giãn dài 20%, long đền 5.75mm.",0,0,1384.64,0,11,-1384.64,-11,,,Không đạt
06/10/2024,SOI3,Ngày,,,SO2403-0047,MP24/03-064,LSX04/24-017,SOI-CO1-1,"Sợi PP, trắng đục, 650D, 2.60mm.",0,0,115.76,0,0,-115.76,0,,,Không đạt
14/10/2024,SOI8,Đêm,,,SO2409-0008,MP24/09-010,LSX10/24-029,SOI-DTD-02,"Sợi PP, màu trắng,800D, 2.60mm.",0,0,515,0,0,-515,0,,,Không đạt
15/10/2024,SOI8,Đêm,,,SO2409-0008,MP24/09-010,LSX10/24-029,SOI-DTD-02,"Sợi PP, màu trắng,800D, 2.60mm.",0,0,1081.72,0,5,-1081.72,-5,,,Không đạt
19/11/2024,SOI8,Đêm,,,SO2411-0037,MP24/11-058,LSX11/24-056,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",0,0,1049.88,0,20,-1049.88,-20,,,Không đạt
19/11/2024,SOI8,Đêm,,,SO2411-0037,MP24/11-058,LSX11/24-056,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",0,0,0,181.8,0,-181.8,0,,,Không đạt
19/11/2024,SOI8,Đêm,,,SO2410-0033,MP24/10-069,LSX10/24-053,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",0,0,287.62,0,0,-287.62,0,,,Không đạt
20/11/2024,SOI8,Đêm,,,SO2411-0037,MP24/11-058,LSX11/24-056,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",0,0,2835.8,0,10,-2835.8,-10,,,Không đạt
26/11/2024,SOI8,Ngày,,,SO2411-0037,MP24/11-058,LSX11/24-056,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",2052,29.754,870.05,0,29,1181.95,0.754,0.424000975,0.974658,Không đạt
31/12/2024,SOI8,Đêm,,,SO2412-0041,MP24/12-068,LSX12/24-058,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",4104,59.508,1376.93,0,0,2727.07,59.508,0.335509259,0,Không đạt
30/12/2024,SOI8,Đêm,,,SO2412-0041,MP24/12-068,LSX12/24-058,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",2052,29.754,1282.5,0,0,769.5,29.754,0.625,0,Không đạt
30/12/2024,SOI8,Đêm,,,SO2412-0041,MP24/12-068,LSX12/24-058,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",2052,29.754,94.87,0,8,1957.13,21.754,0.046232943,0.268871,Không đạt
31/12/2024,SOI8,Ngày,,,SO2412-0041,MP24/12-068,LSX12/24-058,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",1368,19.836,3431.3,0,6,-2063.3,13.836,2.508260234,0.30248,Đạt
