Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Phân xưởng,Bộ phận,Đơn hàng/Hợp đồng bán,Lệnh sản xuất,Công đoạn,Trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
PX,10/4/2024,PX10/24-0076,Yêu cầu xuất NL Dệt ngày 04/10/2024,SOI-MS01-3,"Sợi PP 820D bản chỉ 2.5 mm, trắng đục [Dùng MV8C+Sủi]",KSO001,KG,525.5,KG,525.5,1,525,62114,15512,CTY00001,,Xưởng dệt,,SO2408-0054,LSX09/24-094,VAICUON,,0102125065000000,,2213
PX,10/4/2024,PX10/24-0076,Yêu cầu xuất NL Dệt ngày 04/10/2024,SOI-MS01-3,"Sợi PP 820D bản chỉ 2.5 mm, trắng đục [Dùng MV8C+Sủi]",KSO001,KG,1168.16,KG,1168.16,1,1166,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0043,LSX09/24-061,VAICUON,,THACAMFM660110120113TRDU,,2213
PX,10/4/2024,PX10/24-0076,Yêu cầu xuất NL Dệt ngày 04/10/2024,SOI-MS01-3,"Sợi PP 820D bản chỉ 2.5 mm, trắng đục [Dùng MV8C+Sủi]",KSO001,KG,1117.28,KG,1117.28,1,1116,62114,15512,CTY00001,,Xưởng dệt,,SO2408-0002,LSX09/24-067,VAICUON,,0102125032000000,,2213
PX,10/4/2024,PX10/24-0076,Yêu cầu xuất NL Dệt ngày 04/10/2024,SOI-MS01-4,"Sợi PP 820D bản chỉ 2.5 mm, trắng đục [Dùng MV8C]",KSO001,KG,386.87,KG,386.87,0.68,263,62114,15512,CTY00001,,Xưởng dệt,,SO2408-0041,LSX09/24-062,VAICUON,,0102125064000000,,2213
PX,10/4/2024,PX10/24-0076,Yêu cầu xuất NL Dệt ngày 04/10/2024,SOI-PR12-MI,"Sợi PP, trắng đục, 3.25mm, 670D. [15%] [MF5X]",KSO001,KG,1458.95,KG,1458.95,33.2,48443,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0044,LSX09/24-068,VAICUON,,THACAPER610095095073TRDU,,2213
PX,10/4/2024,PX10/24-0076,Yêu cầu xuất NL Dệt ngày 04/10/2024,SOI-PRE2-1,"Sợi PP, trắng đục, 820D, 2.55mm. [Non-recycled]",KSO001,KG,653.9,KG,653.9,3368.48,2202650,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0025,LSX09/24-038,VAICUON,,THACAPRE710110110110TR50,,2213
PX,10/4/2024,PX10/24-0076,Yêu cầu xuất NL Dệt ngày 04/10/2024,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KSO001,KG,845.4,KG,845.4,222.33,187957,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0063,LSX09/24-086,VAICUON,,THACUUWS430100100068TRDU,,2213
PX,10/4/2024,PX10/24-0076,Yêu cầu xuất NL Dệt ngày 04/10/2024,SOI-SP31-3,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KSO001,KG,862.69,KG,862.69,222.33,191802,62114,15512,CTY00001,,Xưởng dệt,,SO2408-0050,LSX09/24-023,VAICUON,,0102109015000000,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",KSO001,KG,307.2,KG,307.2,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0048,LSX09/24-088,VAICUON,,0102107008000000,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-GL15-3,"Sợi PP, trắng đục, 920D, 2.15mm. [33.3TC] [No Recycled]",KSO001,KG,334.66,KG,334.66,409.69,137108,62114,15512,CTY00001,,Xưởng dệt,,SO2408-0001,LSX08/24-086,VAICUON,,0102109009000000,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-GL15-3,"Sợi PP, trắng đục, 920D, 2.15mm. [33.3TC] [No Recycled]",KSO001,KG,602.5,KG,602.5,409.69,246841,62114,15512,CTY00001,,Xưởng dệt,,SO2408-0001,LSX08/24-086,VAICUON,,0102109009000000,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-GL15-3,"Sợi PP, trắng đục, 920D, 2.15mm. [33.3TC] [No Recycled]",KSO001,KG,251.29,KG,251.29,409.69,102952,62114,15512,CTY00001,,Xưởng dệt,,SO2408-0001,LSX08/24-086,VAICUON,,0102109009000000,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-GL15-3,"Sợi PP, trắng đục, 920D, 2.15mm. [33.3TC] [No Recycled]",KSO001,KG,78.36,KG,78.36,409.69,32104,62114,15512,CTY00001,,Xưởng dệt,,SO2408-0001,LSX08/24-086,VAICUON,,0102109009000000,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-GL4-3,"Sợi PP, trắng đục, 760D, 2.60mm. [33%]",KSO001,KG,2364.3,KG,2364.3,332.06,785081,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0049,LSX09/24-080,VAICUON,,0119109032000000,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-HV16,"Sợi PP, 670D, 2.60mm, trắng UV.",KSO001,KG,271.1,KG,271.1,0.53,143,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0019,LSX09/24-085,VAICUON,,THACAHAR780100110100TRUV,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-HV4,"Sợi PP, trắng UV, 740D, 2.60mm. [20.0Talc+1.3UV]",KSO001,KG,91.4,KG,91.4,2.31,212,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0019,LSX09/24-085,VAICUON,,THACAHAR760105110115TRUV,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,170.57,KG,170.57,2382,406297,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,170.57,KG,170.57,2382,406297,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,170.57,KG,170.57,2382,406297,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,170.57,KG,170.57,2382,406297,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,170.57,KG,170.57,2382,406297,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,146.17,KG,146.17,2382,348176,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,128.94,KG,128.94,2382,307135,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,176.72,KG,176.72,2382,420946,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,96.72,KG,96.72,2382,230387,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,33.89,KG,33.89,2382,80726,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,191.49,KG,191.49,2382,456128,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,328.1,KG,328.1,2382,781533,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-LU-01,"Sợi PP, trắng đục, 1030D, bản sợi 2.45mm(4kgf).",KSO001,KG,271.08,KG,271.08,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0028,LSX09/24-051,VAICUON,,THACALUI055105125114TRDU,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",KSO001,KG,341.8,KG,341.8,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0001,LSX09/24-013,VAICUON,,THACUHAL595085080778TRTR,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-PR12-MI,"Sợi PP, trắng đục, 3.25mm, 670D. [15%] [MF5X]",KSO001,KG,57.52,KG,57.52,33.2,1910,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0044,LSX09/24-068,VAICUON,,THACAPER610095095073TRDU,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-RC3,"Sợi PP màu trắng đục, 940D, 2.50mm, 3.38KgF, 18%, long đền 5.5mm.",KSO001,KG,158.99,KG,158.99,206.17,32778,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0047,LSX12/23-055,VAICUON,,THACAMFM485100120915TRDU,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-SGX-05,"Sợi PP, 2.60mm, 730D, CAM EMH 33113",KSO001,KG,0.1,KG,0.1,895.82,90,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0006,LSX09/24-018,VAICUON,,THACUSGX520100094064CA00,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-SGX-05,"Sợi PP, 2.60mm, 730D, CAM EMH 33113",KSO001,KG,18.7,KG,18.7,895.82,16752,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0006,LSX09/24-018,VAICUON,,THACUSGX520100094064CA00,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KSO001,KG,299.98,KG,299.98,222.33,66694,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0063,LSX09/24-086,VAICUON,,THACUUWS430100100068TRDU,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KSO001,KG,299.98,KG,299.98,222.33,66694,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0063,LSX09/24-086,VAICUON,,THACUUWS430100100068TRDU,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KSO001,KG,299.98,KG,299.98,222.33,66694,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0063,LSX09/24-086,VAICUON,,THACUUWS430100100068TRDU,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-TP13,"Sợi PP, 780D, 2.91mm, trắng trong.",KSO001,KG,98.98,KG,98.98,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0001,LSX09/24-048,VAICUON,,THACUHAL520080080620TRTR,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-TP14-1,"Sợi PP, màu trắng đục, 820D, 3.0mm.",KSO001,KG,4099.4,KG,4099.4,-0.01,-32,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0025,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-VA6,"Sợi PP dệt vải áo, xám tro, 1200D, 2.9mm - 3.2mm.",KSO001,KG,19.93,KG,19.93,12068.26,240520,62114,15512,CTY00001,,Xưởng dệt,,SO2401-0031,LSX08/24-040,VAICUON,,THACAVAI900100100125XXXX,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-VA6,"Sợi PP dệt vải áo, xám tro, 1200D, 2.9mm - 3.2mm.",KSO001,KG,47.33,KG,47.33,12068.26,571191,62114,15512,CTY00001,,Xưởng dệt,,SO2401-0031,LSX08/24-040,VAICUON,,THACAVAI900100100125XXXX,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-VA6,"Sợi PP dệt vải áo, xám tro, 1200D, 2.9mm - 3.2mm.",KSO001,KG,183.93,KG,183.93,12068.26,2219716,62114,15512,CTY00001,,Xưởng dệt,,SO2401-0031,LSX08/24-040,VAICUON,,THACAVAI900100100125XXXX,,2213
PX,10/4/2024,PX10/24-0080,Xuất theo lsx-bs ngày 03+04/10/2024,SOI-VA6,"Sợi PP dệt vải áo, xám tro, 1200D, 2.9mm - 3.2mm.",KSO001,KG,102,KG,102,12068.26,1230963,62114,15512,CTY00001,,Xưởng dệt,,SO2401-0031,LSX08/24-040,VAICUON,,THACAVAI900100100125XXXX,,2213
PX,10/4/2024,PX10/24-0084,Yêu cầu xuất nl chỉ may ngày 4/10/2024,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KNL002,KG,9.24,KG,9.24,37000,341880,627215,1522,CTY00001,,Phân xưởng 8,,SO2407-0013,LSX08/24-084,BAOBT,,CMA495805G078TD.MEK,,2217C
PX,10/4/2024,PX10/24-0084,Yêu cầu xuất nl chỉ may ngày 4/10/2024,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KNL002,KG,6.07,KG,6.07,37000,224590,627215,1522,CTY00001,,Phân xưởng 8,,SO2407-0013,LSX08/24-084,BAOBT,,CMA495805TDMEK.SP8,,2217C
PX,10/4/2024,PX10/24-0084,Yêu cầu xuất nl chỉ may ngày 4/10/2024,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KNL002,KG,39.27,KG,39.27,37000,1452990,627215,1522,CTY00001,,Phân xưởng 8,,SO2407-0013,LSX08/24-084,BAOBT,,CMA595920TDMEK.JP1,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",KNL002,CAI,65,KG,5000,442.2286,2211143,627215,15515,CTY00001,,Phân xưởng 8,,SO2409-0009,LSX09/24-026,BAOBT,,LOB-HD455068CBTDW24.104B,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",KNL002,CAI,130,KG,10000,442.2285,4422285,627215,15515,CTY00001,,Phân xưởng 8,,SO2409-0010,LSX09/24-025,BAOBT,,LOB-HD455066CAMDW24.103A,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",KNL002,CAI,897,KG,69000,442.22851,30513767,627215,15515,CTY00001,,Phân xưởng 8,,SO2409-0010,LSX09/24-025,BAOBT,,LOB-HD455066CAMDW24110A2,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",KNL002,CAI,403,KG,31000,442.22852,13709084,627215,15515,CTY00001,,Phân xưởng 8,,SO2409-0010,LSX09/24-025,BAOBT,,LOB-HD455066CAMDW24110A2,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",KNL002,CAI,650,KG,50000,442.2285,22111425,627215,15515,CTY00001,,Phân xưởng 8,,SO2408-0046,LSX08/24-096,BAOBT,,LOB-HD455066CAMDW24.97A2,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",KNL002,CAI,130,KG,10000,442.2285,4422285,627215,15515,CTY00001,,Phân xưởng 8,,SO2408-0045,LSX08/24-098,BAOBT,,LOB-HD455068CAMDW24.91A,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",KNL002,CAI,156,KG,12000,442.2285,5306742,627215,15515,CTY00001,,Phân xưởng 8,,SO2408-0045,LSX08/24-098,BAOBT,,LOB-HD455068CAMDW24.93A,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",KNL002,CAI,312,KG,24000,442.2285,10613484,627215,15515,CTY00001,,Phân xưởng 8,,SO2408-0045,LSX08/24-098,BAOBT,,LOB-HD455068CAMDW24.97A1,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",KNL002,CAI,338,KG,26000,442.2285,11497941,627215,15515,CTY00001,,Phân xưởng 8,,SO2408-0045,LSX08/24-098,BAOBT,,LOB-HD455068CAMDW24.97A1,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",KNL002,CAI,390,KG,30000,442.2285,13266855,627215,15515,CTY00001,,Phân xưởng 8,,SO2409-0009,LSX09/24-026,BAOBT,,LOB-HD455068CAMDW24110A1,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",KNL002,CAI,260,KG,20000,442.2285,8844570,627215,15515,CTY00001,,Phân xưởng 8,,SO2408-0046,LSX08/24-096,BAOBT,,LOB-HD455066TDUDW24.100A,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",KNL002,CAI,57,KG,3000,647.04433,1941133,627215,1522,CTY00001,,Phân xưởng 8,,SO2409-0009,LSX09/24-026,BAOBT,,LOB-LD455068CBTDW24.109B,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",KNL002,CAI,570,KG,30000,647.04427,19411328,627215,1522,CTY00001,,Phân xưởng 8,,SO2408-0045,LSX08/24-098,BAOBT,,LOB-LD455068CAMDW24.101B,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",KNL002,CAI,95,KG,5000,647.0442,3235221,627215,1522,CTY00001,,Phân xưởng 8,,SO2408-0045,LSX08/24-098,BAOBT,,LOB-LD455068TDUDW24.95B,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",KNL002,CAI,570,KG,30000,647.04427,19411328,627215,1522,CTY00001,,Phân xưởng 8,,SO2408-0045,LSX08/24-098,BAOBT,,LOB-LD455068VBTDW24.101A,,2217C
PX,10/4/2024,PX10/24-0086,Yêu cầu xuất nl lồng ngày 16/9/2024,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",KNL002,CAI,66.89,KG,3521,646.95711,2277936,627215,1522,CTY00001,,Phân xưởng 8,,SO2409-0009,LSX09/24-026,BAOBT,,LOB-LD455068VBTDW24.109A,,2217C
PX,10/4/2024,PX10/24-0087,Yêu cầu xuất nl cắt  ngày 5/10/2024,THATRHAW810100110143TRDU,"Cuộn PP, trắng đục, tráng ngoài (bóng), K81cm, MĐ: 10x11, TL: 143g/m.",KCU001,M,1165.5,KG,7820,0,0,62115,15515,CTY00001,,Phân xưởng 8,,SO2407-0070,LSX09/24-045,BAOBT,,CMA081140G205TDHAW,,2215
PX,10/4/2024,PX10/24-0088,Yêu cầu xuất nl in cuộn ngày 5/10/2024,THACADOW455100110065VABT,"Cuộn PP, vàng chanh hai biên 2.5cm trong suốt trong, K45.5cm (+/-0.5), MĐ: 10x11, TL: 65g/m (71.6gsm).",KCU001,M,317.5,KG,5811.3,1268.34443,7370730,62115,15514,CTY00001,,Phân xưởng 8,,SO2408-0045,LSX08/24-098,BAOBT,,THAIN455VBTDW24.90A1,,2215
PX,10/4/2024,PX10/24-0089,Yêu cầu xuất nl cắt ngày 23/9/2024 _LUCKY LSX09/24-035,THACAPER450086080495PR18,"Vải cuộn PP, K45cm, sọc màu (Đen-Đỏ-Vàng-Ngọc-TĐ), MĐ: 8.6x8, TL: 49.5g/mét.",KNGC001,M,319.58,KG,5799.57,0,0,62115,15514,CTY00001,,Phân xưởng 8,,SO2408-0029,LSX09/24-035,BAOBT,,CMA045055G29.58PR18,,2215
PX,10/4/2024,PX10/24-0090,Yêu cầu xuất NL Dệt (BS ngày 04/10/2024),SOI-LU-01,"Sợi PP, trắng đục, 1030D, bản sợi 2.45mm(4kgf).",KSO001,KG,998.42,KG,998.42,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2409-0047,LSX09/24-076,VAICUON,,THACALUI055105125114TRDU,,2213
PX,10/4/2024,PX10/24-0090,Yêu cầu xuất NL Dệt (BS ngày 04/10/2024),SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",KSO001,KG,394.49,KG,394.49,363.67,143464,62114,15512,CTY00001,,Xưởng dệt,,SO2308-0003,LSX01/24-022,VAICUON,,THACAINT600105110111TRTA,,2213
PX,10/4/2024,PX10/24-0090,Yêu cầu xuất NL Dệt (BS ngày 04/10/2024),SOI-PRBD-02,"Sợi PP, màu đen, 760D, 2.50mm. [CB105+MF4X]",KSO001,KG,560.11,KG,560.11,11153.55,6247215,62114,15512,CTY00001,,Xưởng dệt,,SO2408-0034,LSX09/24-049,VAICUON,,THACUPER400100130340DE00,,2213
PX,10/4/2024,PX10/24-0090,Yêu cầu xuất NL Dệt (BS ngày 04/10/2024),SOI-PRBX-01,"Sợi PP, xanh dương 2195C, 760D, 2.50mm. [EMH77197]",KSO001,KG,798.2,KG,798.2,654.29,522255,62114,15512,CTY00001,,Xưởng dệt,,SO2408-0034,LSX09/24-049,VAICUON,,THACUPER400100130340XD00,,2213
