Mã phiếu,Người tạo,Ngày tạo,Mã yêu cầu,Mã vật tư,Tên vật tư,Đvt (01),SỐ LƯỢNG (01),ĐVT (02),SỐ LƯỢNG (02),NGÀY CẦN,Tiền tệ,Đơn giá,Tiền thuế,Tổng tiền,Tên NCC,Mã NCC
PO10/24-080,Nguyễn Thị Đào,10/24/2024,PR24/10-080,0926900030000000,Tay gắp máy cắt may tự động (GC theo bản vẽ),CAI,10,CAI,10,,VND,475000,0,4750000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-103,Nguyễn Thị Đào,10/30/2024,PR24/10-103,10TEM-TOPW-148107-0001,"Tem bao Jumbo, kích thước 148x107cm trọng lượng 1g/cái.",CAI,2050,KG,2050,,VND,1400,229600,2870000,CÔNG TY TNHH IN THIẾT KẾ QUẢNG CÁO MINH HOÀNG,NCC010186
PO10/24-020,Nguyễn Thị Đào,10/9/2024,PR24/10-023,5300100650000000,Thẻ Xe Máy,CAI,60,CAI,60,,VND,5000,24000,300000,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO10/24-096,Nguyễn Thị Đào,10/29/2024,PR24/10-096,0900200060000000,Thùng giấy Carton KT : 30x20x15cm.,CAI,1500,CAI,1500,,VND,5400,648000,8100000,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI BAO BÌ PHÚC LONG,NCC010082
PO10/24-080,Nguyễn Thị Đào,10/24/2024,PR24/10-079,0908200090000000,THÙNG INOX 304 - KT: 2000x1000x500 ( gia công theo bản vẽ.),CAI,1,CAI,1,,VND,12800000,0,12800000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-077,Nguyễn Thị Đào,10/23/2024,PR24/10-076,MDM-FL81,Tím 81 FL,KG,25,KG,25,,VND,91000,227500,2275000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-049,Nguyễn Thị Đào,11/16/2024,PR24/11-053,MDM-FL81,Tím 81 FL,KG,25,KG,25,,VND,91000,227500,2275000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-011,Nguyễn Thị Đào,10/7/2024,PR24/10-014,MDM-FL81,Tím 81 FL,KG,25,KG,25,,VND,91000,227500,2275000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-023,Nguyễn Thị Đào,11/7/2024,PR24/11-025,MDM-FL81,Tím 81 FL,KG,25,KG,25,,VND,91000,227500,2275000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-001,Nguyễn Thị Đào,10/2/2024,PR24/10-004,MDM-FL81GT,Tím 81 FL gián tiếp,KG,25,KG,25,,VND,91000,227500,2275000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-002,Nguyễn Thị Đào,11/2/2024,PR24/11-006,5300101119000000,Tinh bột biến tính (Louis),CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-023,Nguyễn Thị Đào,10/10/2024,PR24/10-026,520011850000000,TÔM HÙM ĐỎ-25KG,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-002,Nguyễn Thị Đào,10/2/2024,PR24/10-006,0903600170000000,Tôn lợp Việt Nhật dày 5 zem (9 sóng),TAM,3,TAM,3,,VND,330000,0,990000,Võ Công Vũ,NV041
PO10/24-032,Nguyễn Thị Đào,10/11/2024,PR24/10-032,0903600170000000,Tôn lợp Việt Nhật dày 5 zem (9 sóng),TAM,20,TAM,20,,VND,285350,0,5707000,Võ Công Vũ,NV041
PO10/24-042,Nguyễn Thị Đào,10/14/2024,PR24/10-043,0903600170000000,Tôn lợp Việt Nhật dày 5 zem (9 sóng),TAM,5,TAM,5,,VND,522000,0,2610000,Võ Công Vũ,NV041
PO10/24-106,Nguyễn Thị Đào,10/30/2024,PR24/10-108,0903600290000000,Tôn phẳng Việt Nhật dày 1.0mm KT: 1000x1000mmm,TAM,13,TAM,13,,VND,220000,0,2860000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-078,Nguyễn Thị Đào,10/24/2024,PR24/10-081,0903600280000000,Tôn phẳng Việt Nhật dày 1.4mm KT: 465x757mm,TAM,30,TAM,30,,VND,107000,0,3210000,Võ Công Vũ,NV041
PO10/24-078,Nguyễn Thị Đào,10/24/2024,PR24/10-081,0903600270000000,Tôn phẳng Việt Nhật dày 1.4mm KT: 775x757mm,TAM,30,TAM,30,,VND,177000,0,5310000,Võ Công Vũ,NV041
PO10/24-032,Nguyễn Thị Đào,10/11/2024,PR24/10-032,0903600260000000,Tôn phẳng Việt Nhật dày 5 zem.,TAM,6,TAM,6,,VND,514834,0,3089004,Võ Công Vũ,NV041
PO11/24-002,Nguyễn Thị Đào,11/2/2024,PR24/11-008,5300101122000000,Topwood (Jumbo),CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-001,Nguyễn Thị Đào,10/2/2024,PR24/10-004,MDM-FL61,Trắng Đục 61 FL,KG,25,KG,25,,VND,71000,177500,1775000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-023,Nguyễn Thị Đào,11/7/2024,PR24/11-025,MDM-FL61GT,Trắng Đục 61 FL gián tiếp,KG,25,KG,25,,VND,71000,177500,1775000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-090,Nguyễn Thị Đào,10/26/2024,PR24/10-088,5200108870000000,TRIBAT 50X85 (SAIGONXANH),CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO11/24-054,Nguyễn Thị Đào,11/16/2024,PR24/11-055,10ZIP-TT012-01-2027,"Túi  Ziplock, W x L = 20cm x 27cm, đường zip màu trắng; TL: 12.0g/cái.",Cái,520,KG,6.24,,VND,1,0,520,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-050,Nguyễn Thị Đào,11/16/2024,PR24/11-054,10POC-TOP-023025-0001,"Túi hồ sơ PE mua ngoài trắng trong W23.0xL25.0cm, trọng lượng 8g/cái.",CAI,4667,KG,49,,VND,399,0,1862133,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-029,Nguyễn Thị Đào,11/13/2024,PR24/11-031,LDPE062097G050TT.KCP,"Túi LDPE, trắng trong, K62(+/-0.5)x97LL(+/-0.5), cắt dài 98cm + hàn 2 đường cách đáy <10mm, TL: 50(+/-1)gr.",CAI,300000,KG,15000,,VND,1,24000,300000,CÔNG TY TNHH AMIBA VIỆT NAM,NCC010020
PO11/24-029,Nguyễn Thị Đào,11/13/2024,PR24/11-034,LDPE062097G050TT.KCP,"Túi LDPE, trắng trong, K62(+/-0.5)x97LL(+/-0.5), cắt dài 98cm + hàn 2 đường cách đáy <10mm, TL: 50(+/-1)gr.",CAI,200000,KG,10000,,VND,1,16000,200000,CÔNG TY TNHH AMIBA VIỆT NAM,NCC010020
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-079,0905501510000000,V inox 50x50x3mm,CAY,4,CAY,4,,VND,960000,0,3840000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-046,Nguyễn Dũng Trung,10/15/2024,,THATRVAI750009009142XAMO,"Vải áo, cuộn PP tráng màu xám tro khổ 75cm sọc 1 biên 5cm bằng chỉ súc máy, 9x9, TL 142gr/m",M,19034.8,KG,2702.9416,,VND,7000,0,3640000,CÔNG TY TNHH BAO BÌ NHỰA QUỐC ANH,NCC010022
PO10/24-055,Nguyễn Thị Đào,10/16/2024,PR24/10-060,0909700010000000,Vải lau,Kg,800,Kg,800,,VND,8000,0,6400000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-052,Nguyễn Thị Đào,11/16/2024,PR24/11-058,THATRLUI102013013147TRDU,"Vải manh  màu trắng, tráng ngoài, MĐ: 13.0x13.0, K.102.0cm, TL: 120 gsm + 25 gsm = 147.9g/m.",M,600,KG,88.74,,VND,6803.4,326563,4082040,CÔNG TY TNHH HONSIN (VIỆT NAM),NCC010100
PO10/24-041,Nguyễn Dũng Trung,10/14/2024,,THATRSAH102120122202TRDU,"Vải manh PP trắng đục K.102.0cm tráng bóng ngoài ID định vị màu be: 20-62-20cm; MĐ: 12.0x12.2, tráng 30gsm; TL: 202.77g/m",M,6913.01,KG,1401.751,,VND,350,193564,2419554,CÔNG TY CỔ PHẦN TẬP ĐOÀN KIM ĐỨC,NCC010165
PO10/24-013,Nguyễn Dũng Trung,10/8/2024,,THATRSAH095080080076TRDU,"Vải manh PP trắng đục K.95.0cm tráng bóng ngoài; MĐ: 8.0x8.0, tráng 20gsm; TL: 76.11g/m",M,21500,KG,1636.365,,VND,250,430000,5375000,CÔNG TY CỔ PHẦN TẬP ĐOÀN KIM ĐỨC,NCC010165
PO10/24-095,Nguyễn Thị Đào,10/28/2024,PR24/10-067,THACULUI182013013668TRDU,"Vải manh tròn màu trắng, MĐ: 13.0x13.0, K.182cm, sợi 1450D, TL: 668.4g/m, có gia cường 8 điểm mỗi điểm 10cm, ID sợi định vị màu Beige trên 1 mặt : ""10+10+51+10+10+10+10+51+10+10"".",M,2108,KG,1275,,VND,26008.064,4386000,54824999,CÔNG TY TNHH HONSIN (VIỆT NAM),NCC010100
PO10/24-074,Nguyễn Dũng Trung,10/22/2024,,THATRLUI182013013777TRDU,"Vải manh tròn màu trắng, tráng ngoài, MĐ: 13.0x13.0, K.182cm, TL: 165 gsm + 30 gsm = 777.6g/m, có gia cường, ID sợi định vị màu Beige trên 1 mặt : ""10+10+51+10+10+10+10+51+10+10"".",M,2108,KG,1639.1808,,VND,17500,326200,4077500,CÔNG TY TNHH BAO BÌ HIỆP PHƯỚC,NCC010021
PO11/24-020,Nguyễn Thị Đào,11/6/2024,PR24/11-020,0903900060000000,VAN CHỈNH ÁP KHÍ REN 10/ 6LY,Cái,10,Cái,10,,VND,1,0,10,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-035,Nguyễn Thị Đào,10/11/2024,PR24/10-039,0903900100000000,VAN CHỈNH ÁP KHÍ REN 17/ 8LY,Cái,10,Cái,10,,VND,24000,0,240000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-106,Nguyễn Thị Đào,10/30/2024,PR24/10-105,0903901300000000,Van hơi gạt tay K34R6-8,CAI,4,CAI,4,,VND,324000,0,1296000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-022,Nguyễn Thị Đào,11/6/2024,PR24/11-021,0903901310000000,Van tay gạt thủy lực ZT-L20H-OT-G3/4,CAI,1,CAI,1,,VND,1,0,1,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-061,Nguyễn Thị Đào,10/19/2024,PR24/10-063,0903900230000000,VAN THAU 42,CAI,5,CAI,5,,VND,220000,0,1100000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-061,Nguyễn Thị Đào,10/19/2024,PR24/10-063,0903900510000000,Van thau tay gạt phi 60mm.,CAI,4,CAI,4,,VND,360000,0,1440000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-051,Nguyễn Thị Đào,10/16/2024,PR24/10-054,0903900890000000,Van ty cổng inox phi 42,CAI,2,CAI,2,,VND,280000,0,560000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-040,Nguyễn Thị Đào,11/14/2024,PR24/11-044,MDM-FL23,Vàng Chanh 23 FL,KG,50,KG,50,,VND,74000,370000,3700000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-049,Nguyễn Thị Đào,11/16/2024,PR24/11-053,MDM-FL23,Vàng Chanh 23 FL,KG,50,KG,50,,VND,74000,370000,3700000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-011,Nguyễn Thị Đào,10/7/2024,PR24/10-014,MDM-FL23,Vàng Chanh 23 FL,KG,100,KG,100,,VND,74000,740000,7400000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-059,Nguyễn Thị Đào,10/19/2024,PR24/10-064,MDM-FL23,Vàng Chanh 23 FL,KG,50,KG,50,,VND,74000,370000,3700000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-089,Nguyễn Thị Đào,10/26/2024,PR24/10-091,MDM-FL23,Vàng Chanh 23 FL,KG,25,KG,25,,VND,74000,185000,1850000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-102,Nguyễn Thị Đào,10/30/2024,PR24/10-101,MDM-FL23,Vàng Chanh 23 FL,KG,50,KG,50,,VND,74000,370000,3700000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-001,Nguyễn Thị Đào,11/2/2024,PR24/11-007,MDM-FL23,Vàng Chanh 23 FL,KG,75,KG,75,,VND,74000,555000,5550000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-011,Nguyễn Thị Đào,10/7/2024,PR24/10-014,MDM-FL23GT,Vàng Chanh 23 FL gián tiếp (P012C),KG,50,KG,50,,VND,74000,370000,3700000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-023,Nguyễn Thị Đào,11/7/2024,PR24/11-023,MDM-FL23GT,Vàng Chanh 23 FL gián tiếp (P012C),KG,25,KG,25,,VND,74000,185000,1850000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-002,Nguyễn Thị Đào,10/2/2024,PR24/10-006,0905501940000000,VÍT BẮN TÔN 50mm,KG,4,KG,4,,VND,70000,0,280000,Võ Công Vũ,NV041
PO10/24-002,Nguyễn Thị Đào,10/2/2024,PR24/10-006,0903000080000000,Vít đầu dù đuôi cá 4x15mm,BICH,4,BICH,4,,VND,95000,0,380000,Võ Công Vũ,NV041
PO11/24-057,Nguyễn Thị Đào,11/18/2024,PR24/11-061,090300025000000,Vít đuôi cá đầu dù 4x15mm,BICH,1,BICH,1,,VND,120000,0,120000,Võ Công Vũ,NV041
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-080,090570242000000,Vòng đệm dẫn hướng ben hơi 60x63x8mm.,CAI,5,CAI,5,,VND,50000,0,250000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-109,Nguyễn Thị Đào,10/31/2024,PR24/10-112,5200111440000000,Vòng dệt đường kính 111.8cm - khoan 6 lỗ phi 10mm,CAI,1,CAI,1,,VND,2100000,0,2100000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-080,090570243000000,Vòng sin phi 63x2mm.,CAI,10,CAI,10,,VND,2500,0,25000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-017,Nguyễn Thị Đào,10/9/2024,PR24/10-018,0902900010000000,Vòng Sin phi trong 105 - 3mm,CAI,4,CAI,4,,VND,8000,0,32000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-017,Nguyễn Thị Đào,10/9/2024,PR24/10-018,0902900430000000,Vòng sin phi trong 105- 5mm,CAI,4,CAI,4,,VND,9000,0,36000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-078,5200110650000003,Xà phòng rửa chén,THUNG,5,THUNG,5,,VND,170000,0,850000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-078,Nguyễn Thị Đào,10/24/2024,PR24/10-081,0700100080000000,Xăng thơm công nghiệp.,LIT,10,LIT,10,,VND,1,0,10,Võ Công Vũ,NV041
PO11/24-047,Nguyễn Thị Đào,11/15/2024,PR24/11-052,0700100080000000,Xăng thơm công nghiệp.,LIT,1,LIT,1,,VND,35000,0,35000,Võ Công Vũ,NV041
PO10/24-032,Nguyễn Thị Đào,10/11/2024,PR24/10-033,0700100080000000,Xăng thơm công nghiệp.,LIT,10,LIT,10,,VND,36000,0,360000,Võ Công Vũ,NV041
PO10/24-060,Nguyễn Thị Đào,10/19/2024,PR24/10-066,MDM-FLXD2763,Xanh Dương 2763 FL,KG,50,KG,50,,VND,76000,380000,3800000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-077,Nguyễn Thị Đào,10/23/2024,PR24/10-076,MDM-FL39,Xanh Dương 39 FL,KG,50,KG,50,,VND,76000,380000,3800000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-049,Nguyễn Thị Đào,11/16/2024,PR24/11-053,MDM-FL39,Xanh Dương 39 FL,KG,50,KG,50,,VND,76000,380000,3800000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-060,Nguyễn Thị Đào,10/19/2024,PR24/10-066,MDM-FL39,Xanh Dương 39 FL,KG,100,KG,100,,VND,76000,760000,7600000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-089,Nguyễn Thị Đào,10/26/2024,PR24/10-091,MDM-FL39,Xanh Dương 39 FL,KG,25,KG,25,,VND,76000,190000,1900000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-102,Nguyễn Thị Đào,10/30/2024,PR24/10-101,MDM-FL39,Xanh Dương 39 FL,KG,25,KG,25,,VND,76000,190000,1900000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-001,Nguyễn Thị Đào,11/2/2024,PR24/11-007,MDM-FL39,Xanh Dương 39 FL,KG,25,KG,25,,VND,76000,190000,1900000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-023,Nguyễn Thị Đào,11/7/2024,PR24/11-023,MDM-FL39,Xanh Dương 39 FL,KG,25,KG,25,,VND,76000,190000,1900000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-024,Nguyễn Thị Đào,10/10/2024,PR24/10-028,MDM-FLXL3415C,Xanh Lá 3415C FL,KG,50,KG,50,,VND,76000,380000,3800000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-044,Nguyễn Thị Đào,10/14/2024,PR24/10-045,MDM-FLXL3415C,Xanh Lá 3415C FL,KG,100,KG,100,,VND,76000,760000,7600000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-085,Nguyễn Thị Đào,10/25/2024,PR24/10-086,MDM-FLXL3415C,Xanh Lá 3415C FL,KG,25,KG,25,,VND,76000,190000,1900000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-049,Nguyễn Thị Đào,11/16/2024,PR24/11-053,MDM-FLXL3415CGT,Xanh Lá 3415C FL gián tiếp,KG,75,KG,75,,VND,76000,570000,5700000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-024,Nguyễn Thị Đào,10/10/2024,PR24/10-028,MDM-FLXL3415CGT,Xanh Lá 3415C FL gián tiếp,KG,75,KG,75,,VND,76000,570000,5700000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-040,Nguyễn Thị Đào,11/14/2024,PR24/11-044,MDM-FL348GT,Xanh lá 348C gián tiếp,KG,300,KG,300,,VND,83000,2490000,24900000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-059,Nguyễn Thị Đào,10/19/2024,PR24/10-064,MDM-FL348GT,Xanh lá 348C gián tiếp,KG,150,KG,150,,VND,83000,1245000,12450000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-001,Nguyễn Thị Đào,10/2/2024,PR24/10-004,MDM-FL79,Xanh Lá 79 FL,KG,25,KG,25,,VND,83000,207500,2075000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-087,Nguyễn Thị Đào,10/26/2024,PR24/10-087,0908200260000000,Xe Nâng Điện KOMATSU FB15-12.,CHIEC,1,CHIEC,1,,VND,160000000,12800000,160000000,CÔNG TY TNHH SX TM DV 7777,NCC010003
PO10/24-033,Nguyễn Thị Đào,10/11/2024,PR24/10-035,0908100011000000,xi măng sao mai,BAO,300,BAO,300,,VND,87000,0,26100000,Võ Công Vũ,NV041
PO11/24-026,Nguyễn Thị Đào,11/13/2024,PR24/11-032,5200104020000000,Xích Lô 40kg,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
Tổng cộng:,,,,,,,2011637.9,,1410855.616,,,,1245338706,16703587170,,
