Ngày lập đơn,Số yêu cầu,Diễn giải,Yêu cầu mua hàng,Đơn đặt hàng,Mã mặt hàng,Tên mặt hàng,Đơn vị tính 1,Hệ số,Đơn vị tính 2,Số lượng (1),Số lượng (2)
3/29/2024,LN03/24-121,Đặt khắc bản in cao su PO03/24-086.,PR24/03-085,PO03/24-086,5200106660000000,Red Rose,CM2,1,CM2,4584,4584
3/13/2024,LN03/24-052,KHẮC BẢN IN CAO SU PO 03/24-031/036.,PR24/03-028,PO03/24-031,5200106630000000,Red Horse AA,CM2,1,CM2,4189,4189
1/19/2024,LN01/24-055,Đặt khắc bản in cao su PO01/24-038/046.,PR24/01-034,PO01/24-038,5200106620000000,Red Horse,CM2,1,CM2,4724,4724
3/21/2024,LN03/24-087,Đặt khắc bản in cao su PO03/24-053/061,PR24/03-048,PO03/24-053,5200106620000000,Red Horse,CM2,1,CM2,5253,5253
1/31/2024,LN01/24-120,Đặt khắc bản in cao su PO01/24-088/106. ĐỀ NGHỊ NK BẢNG ORO UNO THEO SỐ THỤC NHẬN : 17.179 CM.,PR24/01-103,PO01/24-106,5200106600000000,Red Globe,CM2,1,CM2,4422,4422
1/31/2024,LN01/24-122,Đặt khắc bản in cao su PO01/24-046/106.,PR24/01-042,PO01/24-046,5200106590000000,Red Bicycle,CM2,1,CM2,1734,1734
3/19/2024,LN03/24-069,Đặt khắc bản in cao su PO03/24-053. ĐN NK BẢNG 9902 THEO SL THỰC NHẬN: 11.948 CM.,PR24/03-045,PO03/24-053,5200106590000000,Red Bicycle,CM2,1,CM2,302,302
2/29/2024,LN02/24-092,Đặt khắc bản in cao su PO02/24-054 VÀ PO03/24-004.,PR24/03-008,PO03/24-004,5200106540000000,Rama Rama 88,CM2,1,CM2,4556,4556
1/9/2024,LN01/24-015,Vật tư sử dụng thay thế sửa chữa MMTB phục vụ sản xuất. PO11/23-032/PO12/23-033/087 VÀ PO01/24-015.,PR23/12-073,PO12/23-087,0914300040000000,Rắc co nhựa PVC BM phi 34.,CAI,1,CAI,3,3
2/27/2024,LN02/24-074,Vật Tư làm nhà chứa Rác thải Nguy hại PO02/24-031/032.,PR24/02-032,PO02/24-031,5200110140000000,"Que hàn thép 2,6",Hộp,1,H?p,5,5
3/14/2024,LN03/24-061,Vật Tư chuyển VP bán TP lên Trên Lầu PO03/24-044.,PR24/03-039,PO03/24-044,5200110140000000,"Que hàn thép 2,6",Hộp,1,H?p,1,1
1/29/2024,LN01/24-107,Vật tư thay thế cho máy nén khí. Và vật tư làm xe đẩy phế theo đề xuất. (BÁNH XE 350 MUA 02 LOẠI KHÁC NHAU VỀ LỖ TRỤ) PO12/23-087 VÀ PO01/24-062/069/100.,PR24/01-065,PO01/24-069,5200110160000000,"Que Hàn Sắt 2,5",Hộp,1,H?p,8,8
2/2/2024,LN02/24-005,Vật tư làm đường cung cấp nước giếng tưới cây PO01/24-082/PO02/24-005.,PR24/02-011,PO02/24-005,5200110160000000,"Que Hàn Sắt 2,5",Hộp,1,H?p,5,5
1/10/2024,LN01/24-021,"Vật tư thay thế cho máy sợi LOHIA 1-2, vật tư sửa chữa máy móc thiết bị của phòng kỹ thuật. PO12/23-067 VÀ PO01/24-015.",PR24/01-019,PO01/24-015,5200110210000000,QUẠT VUÔNG GH12038HSL.,CAI,1,CAI,20,20
3/13/2024,LN03/24-050,"Dây đai ép kiện màu xanh dương BẢN 15 mm độ dày 1 mm Ống nhựa PVC D12mm, dày 2mm, màu trắng trong; TL: 100g/m [Ống nhựa cứng] PO02/24-014/033 VÀ PO03/24-037.",PR24/02-020,PO02/24-014,5200110330000000,QUẠT VUÔNG 200x200/ 220VAC,CAI,1,CAI,4,4
1/26/2024,LN01/24-092,Vật tư lắp đặt đường máng điện và kéo nguồn điện cho MMTB tầng trệt phân xưởng 8. PO01/24-069/090.,PR24/01-067,PO01/24-069,5200111270000000,Quạt Thái Lan đảo trần Hatari HT-C16R1 50W - Remote,CAI,1,CAI,2,2
2/2/2024,LN02/24-012,Vật tư sử dụng sửa chữa máy móc thiết bị phục vụ sản xuất của PKT PO01/24-101.,PR24/01-092,PO01/24-101,0902210180000000,Quạt giải nhiệt biến tần CA1941 H01-MMF -08G24ES - 24VDC,CAI,1,CAI,4,4
3/19/2024,LN03/24-071,Đề xuất mua quạt đứng sử dụng chung cho VP theo QĐ06/BGĐ/SDMĐH-HCNS PO03/24-037/041/048.,PR24/03-036,PO03/24-041,5200111290000000,"Quạt đứng Senko sải cánh 45cm DCN1808 (5 cánh, 75W, lồng mạ crome)",CAI,1,CAI,5,5
1/12/2024,LN01/24-032,Đặt khắc bản in cao su PO01/24-038.,PR24/01-034,PO01/24-038,5200106390000000,Pollard- Cám Tinh,CM2,1,CM2,3450,3450
2/23/2024,LN02/24-050,Đặt khắc bản in Polime và bản in cao su PO02/24-029.,PR24/02-027,PO02/24-029,5200106390000000,Pollard- Cám Tinh,CM2,1,CM2,8339,8339
2/16/2024,LN02/24-033,"Vật tư sử dụng thay thế cho máy cắt may AUTO số 4.
PO01/24-044",PR24/01-040,,0902200210000000,PLC LIYAN máy cắt AUTO botheven. Model: J22A32MT.,CAI,1,CAI,1,1
2/16/2024,LN02/24-033,"Vật tư sử dụng thay thế cho máy cắt may AUTO số 4.
PO01/24-044",PR24/01-040,,0902210150000000,PLC LIYAN máy cắt AUTO botheven. Model: J1D32ET.,CAI,1,CAI,1,1
3/11/2024,LN03/24-037,Mua vải lau phục vụ sản xuất+ dọn dẹp cuối năm PO01/24-102/107 VÀ PO02/24-003/014/033. PO03/24-012.,PR24/03-015,PO03/24-012,0914700010000000,PIN AAA ,Cái,1,Cái,30,30
3/30/2024,LN03/24-124,Vật tư dự phòng sửa chữa máy móc thiết bị. PO03/24-084.,PR24/03-080,PO03/24-084,0914700030000000,PIN -  CR2032,CAI,1,CAI,12,12
2/23/2024,LN02/24-048,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MEKONG SO2401-0017 PO02/24-026,PR24/02-025,PO02/24-026,MDM-PGTB,Phụ Gia Tăng Bám,KG,1,KG,25,25
3/20/2024,LN03/24-077,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG INTER VÀ UNIPACK : SO2401-0036 +SO2403-0025 PO03/24-054.,PR24/03-047,PO03/24-054,MDM-PGTB,Phụ Gia Tăng Bám,KG,1,KG,15,15
3/11/2024,LN03/24-037,Mua vải lau phục vụ sản xuất+ dọn dẹp cuối năm PO01/24-102/107 VÀ PO02/24-003/014/033. PO03/24-012.,PR24/02-020,PO02/24-014,0905701070000000,Phớt bơm nước 25X42 (CÓ LÒ XO),CAI,1,CAI,2,2
1/29/2024,LN01/24-104,Vật tư lắp đặt đường máng điện và kéo nguồn điện cho MMTB tầng trệt phân xưởng 8. (SƠN XÁM THÙNG 3KG) PO01/24-069/075.,PR24/01-068,PO01/24-069,090570213000000,Phớt 55x78x9mm,CAI,1,CAI,5,5
1/29/2024,LN01/24-104,Vật tư lắp đặt đường máng điện và kéo nguồn điện cho MMTB tầng trệt phân xưởng 8. (SƠN XÁM THÙNG 3KG) PO01/24-069/075.,PR24/01-068,PO01/24-069,090570214000000,Phớt 52x75x9mm,CAI,1,CAI,5,5
3/11/2024,LN03/24-037,Mua vải lau phục vụ sản xuất+ dọn dẹp cuối năm PO01/24-102/107 VÀ PO02/24-003/014/033. PO03/24-012.,PR24/01-097,PO01/24-102,0905700340000000,PHỚT 40x62,Cái,1,Cái,80,80
3/11/2024,LN03/24-037,Mua vải lau phục vụ sản xuất+ dọn dẹp cuối năm PO01/24-102/107 VÀ PO02/24-003/014/033. PO03/24-012.,PR24/01-097,PO01/24-102,0905700310000000,PHỚT 35X62,Cái,1,Cái,20,20
3/11/2024,LN03/24-037,Mua vải lau phục vụ sản xuất+ dọn dẹp cuối năm PO01/24-102/107 VÀ PO02/24-003/014/033. PO03/24-012.,PR24/01-097,PO01/24-102,0905700220000000,PHỚT 25X47,Cái,1,Cái,20,20
3/1/2024,LN03/24-005,"Vật tư sử dụng và thay thế cho máy tráng hấp và sửa chữa MM thiết bị
PO09/23-014
PO09/23-081
PO09/23-083",PR23/09-012,,0912800100000000,Phe trong bánh xe côn dài. ( Circlip 26) Mã: 12350010260.,CAI,1,CAI,10,10
1/30/2024,LN01/24-111,Đề xuất mua bảng micca ( giữ vệ sinh buồng Tolet) (XĂNG PHA NHỚT) (PO01/24-025/040/003/105),PR24/01-007,PO01/24-003,0913900160000000,Phân NPK ( 17-12-7),BAO,1,BAO,2,2
1/26/2024,LN01/24-101,Đề xuất mua VPP cho tháng 02.2024 PO01/24-064.,PR24/01-061,PO01/24-064,5300100610000000,Phấn màu không bụi 100 viên,CAI,1,CAI,10,10
3/13/2024,LN03/24-055,Đề xuất mua VPP tháng 03.2024 PO03/24-030. (NCC GIAO THIẾU: 01 HỘP PHẤN. 04 HỘP MỰC BÚT LÔNG DẦU ĐỎ. 20 CÂY BÚT LÔNG DẦU ĐỎ),PR24/03-027,PO03/24-030,5300100610000000,Phấn màu không bụi 100 viên,CAI,1,CAI,11,11
3/27/2024,LN03/24-105,Đề xuất mua VPP tháng 03.2024 PO03/24-030.,PR24/03-027,PO03/24-030,5300100610000000,Phấn màu không bụi 100 viên,CAI,1,CAI,1,1
1/12/2024,LN01/24-031,ĐẶT KHẮC BẢN IN CAO SU PO01/24-027.,PR24/01-029,PO01/24-027,5200106280000000,PEACHES,CM2,1,CM2,2025,2025
1/18/2024,LN01/24-052,SO2401-0032 - MINH ANH SO2401-0034 - UNIPACK SO2401-0036 - UNIPACK SO2401-0035 - THIÊN ÂN PO01/24-049.,PR24/01-047,PO01/24-049,5200110060020000,"Pallet gỗ xuất khẩu hàng hóa; kích thước = 90.0cm (W) x 120.0cm (L) x 15.0cm (H); pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",CAI,1,CAI,80,80
1/26/2024,LN01/24-093,Đặt khắc bản in cao su PO01/24-046/088.,PR24/01-042,PO01/24-046,5200106220000000,Oro Uno,CM2,1,CM2,6972,6972
1/26/2024,LN01/24-093,Đặt khắc bản in cao su PO01/24-046/088.,PR24/01-043,PO01/24-046,5200106220000000,Oro Uno,CM2,1,CM2,3652,3652
1/31/2024,LN01/24-120,Đặt khắc bản in cao su PO01/24-088/106. ĐỀ NGHỊ NK BẢNG ORO UNO THEO SỐ THỤC NHẬN : 17.179 CM.,PR24/01-087,PO01/24-088,5200106220000000,Oro Uno,CM2,1,CM2,12000,12000
2/23/2024,LN02/24-052,Đặt khắc bản in cao su PO01/24-106.,PR24/01-105,PO01/24-106,5200106220000000,Oro Uno,CM2,1,CM2,7202,7202
1/26/2024,LN01/24-094,Đặt khắc bản in Polyme (ĐẶT MUA POLYMER NCC KHẢI THIÊN CHIỀU NGÀY 13/01 VỀ TEST GẤP CHO MÁY CHẠY GIAO HÀNG NGAY TRONG BUỔI TỐI NGÀY 13/01/2024) PO01/24-096,PR24/01-088,PO01/24-096,051001040000000,ORO TRES (polime),CM2,1,CM2,3456,3456
1/26/2024,LN01/24-095,Đặt khắc bản in Polyme PO01/24-095.,PR24/01-088,PO01/24-095,051001040000000,ORO TRES (polime),CM2,1,CM2,14749,14749
1/19/2024,LN01/24-056,Đặt khắc bản in cao su PO01/24-046.,PR24/01-042,PO01/24-046,5200106210000000,Oro Tres,CM2,1,CM2,3651,3651
1/19/2024,LN01/24-056,Đặt khắc bản in cao su PO01/24-046.,PR24/01-043,PO01/24-046,5200106210000000,Oro Tres,CM2,1,CM2,7064,7064
1/26/2024,LN01/24-096,Đặt khắc bản in cao su PO01/24-046/088.,PR24/01-042,PO01/24-046,5200106210000000,Oro Tres,CM2,1,CM2,4450,4450
1/31/2024,LN01/24-123,Đặt khắc bản in cao su PO01/24-088/106.,PR24/01-087,PO01/24-088,5200106210000000,Oro Tres,CM2,1,CM2,6824,6824
1/19/2024,LN01/24-056,Đặt khắc bản in cao su PO01/24-046.,PR24/01-042,PO01/24-046,5200106200000000,Oro Dos,CM2,1,CM2,6451,6451
1/31/2024,LN01/24-121,Đặt khắc bản in cao su PO01/24-088/106.,PR24/01-105,PO01/24-106,5200106200000000,Oro Dos,CM2,1,CM2,6468,6468
1/19/2024,LN01/24-056,Đặt khắc bản in cao su PO01/24-046.,PR24/01-043,PO01/24-046,5200106190000000,Oro Cinco,CM2,1,CM2,1225,1225
1/26/2024,LN01/24-096,Đặt khắc bản in cao su PO01/24-046/088.,PR24/01-042,PO01/24-046,5200106190000000,Oro Cinco,CM2,1,CM2,5758,5758
1/31/2024,LN01/24-120,Đặt khắc bản in cao su PO01/24-088/106. ĐỀ NGHỊ NK BẢNG ORO UNO THEO SỐ THỤC NHẬN : 17.179 CM.,PR24/01-087,PO01/24-088,5200106190000000,Oro Cinco,CM2,1,CM2,6402,6402
1/19/2024,LN01/24-055,Đặt khắc bản in cao su PO01/24-038/046.,PR24/01-042,PO01/24-046,5200106150000000,Orange 888 25kg,CM2,1,CM2,329,329
1/19/2024,LN01/24-058,ĐẶT KHẮC BẢN IN CAO SU PO01/24-027/038/046.,PR24/01-042,PO01/24-046,5200106150000000,Orange 888 25kg,CM2,1,CM2,3599,3599
3/14/2024,LN03/24-059,"Vật tư sửa chữa 2 máy dệt CS, phân xưởng 1. PO01/24-063.",PR24/01-058,PO01/24-063,0906201128000000,Ốp càng thoi CS.,CAI,1,CAI,4,4
1/24/2024,LN01/24-078,Mua keo dán nền và nhớt 10 PO12/23-087 VÀ PO01/24-062/069.,PR24/01-057,PO01/24-062,0905501440000000,ống sắt tráng kẽm phi 60 x 3mm,CAY,1,CAY,20,20
3/29/2024,LN03/24-117,DÂY CỘT BAO Hạt nhựa PP kéo sợi - T03 PO03/24-067/081,PR24/03-063,PO03/24-067,03CAT-4P007-01-0000-OPVC,"Ống nhựa PVC, đường kính trong 16mm x dày 2mm, trắng trong, cắt dài 3cm. [Ống lưởi dẻo gia cường bằng sợi PolyEster]; TL: 3g/cái",Cái,0.003,KG,2000,6
1/29/2024,LN01/24-107,Vật tư thay thế cho máy nén khí. Và vật tư làm xe đẩy phế theo đề xuất. (BÁNH XE 350 MUA 02 LOẠI KHÁC NHAU VỀ LỖ TRỤ) PO12/23-087 VÀ PO01/24-062/069/100.,PR23/12-073,PO12/23-087,0906201370000000,Ống nhựa PVC phi 34 x 2.0,CAY,1,CAY,2,2
3/20/2024,LN03/24-082,Mua keo dán nền và nhớt 10 PO01/24-062 VÀ PO03/24-032/041/052/056.,PR24/03-051,PO03/24-056,0906201370000000,Ống nhựa PVC phi 34 x 2.0,CAY,1,CAY,1,1
1/19/2024,LN01/24-059,Vật tư bảo trì thay thế cho bằm biên máy sợi. PO01/24-041/049/056.,PR24/01-047,PO01/24-049,9045002450000000,"Ống nhựa PVC đường kính trong 16mm, dày 2mm, trắng trong. TL: 100g/m",M,0.1,KG,60,6
1/29/2024,LN01/24-108,Vật tư làm đường cung cấp nước giếng tưới cây PO01/24-082.,PR24/01-079,PO01/24-082,0906201390000000,Ống nhựa PVC BM phi 27x 1.9mm,CAY,1,CAY,45,45
3/20/2024,LN03/24-082,Mua keo dán nền và nhớt 10 PO01/24-062 VÀ PO03/24-032/041/052/056.,PR24/03-052,PO03/24-056,0906201420000000,ống nhựa mềm phi 34,Mét,1,Mét,30,30
1/19/2024,LN01/24-059,Vật tư bảo trì thay thế cho bằm biên máy sợi. PO01/24-041/049/056.,PR24/01-036,PO01/24-041,0906201030000000,Ống luồn dây điện tròn cứng chống cháy SINO D20 ( SP9020MS),Cây,1,Cây,50,50
2/2/2024,LN02/24-015,Vật tư lắp đặt đường máng điện và kéo nguồn điện cho MMTB tầng trệt phân xưởng 8. PO01/24-068,PR24/01-065,PO01/24-068,0906201050000000,Ống luồn dây điện tròn cứng chống cháy D32 (dài 2.92m/cây),M,1,M,60,60
2/26/2024,LN02/24-067,"Vật tư sử dụng và thay thế cho máy tráng hấp và sửa chữa MM thiết bị
PO09/23-014
PO09/23-081
PO09/23-083",PR23/09-062,PO09/23-083,0909300023000000,Ống lăn đai RX6.1 mã: Z4U - 00010B,CAI,1,CAI,1080,1080
1/18/2024,LN01/24-051,Vật tư thay thế cho máy nén khí. Và vật tư làm xe đẩy phế theo đề xuất. PO12/23-041/087.,PR23/12-071,PO12/23-087,090570212000000,Ống khí cao áp máy nén khí Fusheng SA37A - 50HP.,ONG,1,ONG,1,1
1/23/2024,LN01/24-073,"Vật tư lắp đặt cho nhà bếp vă phòng mới, và thiết bị ửa dụng của bộ phận chất lượng. PO01/24-041/062/075.",PR24/01-059,PO01/24-062,0901000420000000,Ống INOX 304 phi 21x1.8mm - dài 6000mm,CAY,1,CAY,3,3
1/9/2024,LN01/24-015,Vật tư sử dụng thay thế sửa chữa MMTB phục vụ sản xuất. PO11/23-032/PO12/23-033/087 VÀ PO01/24-015.,PR23/12-027,PO12/23-033,0906201020000000,ỐNG HƠI TRONG 6MM,Mét,1,Mét,100,100
1/9/2024,LN01/24-015,Vật tư sử dụng thay thế sửa chữa MMTB phục vụ sản xuất. PO11/23-032/PO12/23-033/087 VÀ PO01/24-015.,PR23/12-027,PO12/23-033,0906202520000000,Ống hơi PU phi 12x lỗ 8mm - màu trắng trong.,Mét,1,Mét,100,100
1/9/2024,LN01/24-015,Vật tư sử dụng thay thế sửa chữa MMTB phục vụ sản xuất. PO11/23-032/PO12/23-033/087 VÀ PO01/24-015.,PR23/12-027,PO12/23-033,0906200980000000,Ống hơi PU phi 10mm x lỗ 6mm màu trắng TGCN-23680 Lion.,Mét,1,Mét,100,100
2/2/2024,LN02/24-003,Mua keo dán nền và nhớt 10 PO01/24-062/065/077.,PR24/01-063,PO01/24-065,0906200980000000,Ống hơi PU phi 10mm x lỗ 6mm màu trắng TGCN-23680 Lion.,Mét,1,Mét,100,100
1/9/2024,LN01/24-015,Vật tư sử dụng thay thế sửa chữa MMTB phục vụ sản xuất. PO11/23-032/PO12/23-033/087 VÀ PO01/24-015.,PR23/12-027,PO12/23-033,0906201890000000,Ống hơi phi 8 x lỗ 5mm . Ống màu trắng trong.,M,1,M,100,100
1/9/2024,LN01/24-015,Vật tư sử dụng thay thế sửa chữa MMTB phục vụ sản xuất. PO11/23-032/PO12/23-033/087 VÀ PO01/24-015.,PR24/01-020,PO01/24-015,0906201890000000,Ống hơi phi 8 x lỗ 5mm . Ống màu trắng trong.,M,1,M,200,200
2/2/2024,LN02/24-003,Mua keo dán nền và nhớt 10 PO01/24-062/065/077.,PR24/01-063,PO01/24-065,0906201890000000,Ống hơi phi 8 x lỗ 5mm . Ống màu trắng trong.,M,1,M,100,100
2/2/2024,LN02/24-003,Mua keo dán nền và nhớt 10 PO01/24-062/065/077.,PR24/01-077,PO01/24-077,0906202550000000,ỐNG HƠI CAO SU HÀN QUỐC TOYORK - phi lỗ 13mm,Mét,1,Mét,50,50
1/22/2024,LN01/24-060,"PERU 6 CONT ( 3 CUỘN, 3 BAO) HANWA (SL ỐNG CHIA RA GIAO VÀO 04 ĐỢT/NGÀY NHƯ SAU: NGÀY 28/12 GIAO : 490 ỐNG. NGÀY 19/01/2024 GIAO : 500 ỐNG. NGÀY 23/02/2024 GIAO : 500 ỐNG. NGÀY 08/03/2024 GIAO : 500 ỐNG. PO12/23-043",PR23/12-036,PO12/23-043,020020021,"Ống giấy mới, dài 202cm(+2/-0), ĐK trong: 76.0mm, Dày: 7.0-8.0mm, ĐK ngoài: 91.0mm, lực nén tối thiểu: 100kgF, TL: 3.0kg/ống(+/-0.2).",ONG,3,KG,500,1500
2/23/2024,LN02/24-055,"PERU 6 CONT ( 3 CUỘN, 3 BAO) HANWA (SL ỐNG CHIA RA GIAO VÀO 04 ĐỢT/NGÀY NHƯ SAU: NGÀY 28/12 GIAO : 490 ỐNG. NGÀY 19/01/2024 GIAO : 500 ỐNG. NGÀY 23/02/2024 GIAO : 500 ỐNG. NGÀY 08/03/2024 GIAO : 500 ỐNG. PO12/23-043",PR23/12-036,PO12/23-043,020020021,"Ống giấy mới, dài 202cm(+2/-0), ĐK trong: 76.0mm, Dày: 7.0-8.0mm, ĐK ngoài: 91.0mm, lực nén tối thiểu: 100kgF, TL: 3.0kg/ống(+/-0.2).",ONG,3,KG,500,1500
3/8/2024,LN03/24-028,"PERU 6 CONT ( 3 CUỘN, 3 BAO) HANWA (SL ỐNG CHIA RA GIAO VÀO 04 ĐỢT/NGÀY NHƯ SAU: NGÀY 28/12 GIAO : 490 ỐNG. NGÀY 19/01/2024 GIAO : 500 ỐNG. NGÀY 23/02/2024 GIAO : 500 ỐNG. NGÀY 08/03/2024 GIAO : 500 ỐNG. PO12/23-043",PR23/12-036,PO12/23-043,020020021,"Ống giấy mới, dài 202cm(+2/-0), ĐK trong: 76.0mm, Dày: 7.0-8.0mm, ĐK ngoài: 91.0mm, lực nén tối thiểu: 100kgF, TL: 3.0kg/ống(+/-0.2).",ONG,3,KG,500,1500
1/9/2024,LN01/24-011,ỐNG GIẤY,PR23/12-051,PO12/23-062,5200101410000000,Ống giấy cũ dài trên 135cm.,KG,1,KG,480,480
1/9/2024,LN01/24-011,ỐNG GIẤY,PR2304-0053,PO05/23-117,5200101410000000,Ống giấy cũ dài trên 135cm.,KG,1,KG,2430,2430
1/25/2024,LN01/24-082,Mua hàng theo YCMH số PR2304-0053 PO05/23-117 và PO01/24-035.,PR2304-0053,PO05/23-117,5200101410000000,Ống giấy cũ dài trên 135cm.,KG,1,KG,2570,2570
1/25/2024,LN01/24-082,Mua hàng theo YCMH số PR2304-0053 PO05/23-117 và PO01/24-035.,PR24/01-031,PO01/24-035,5200101410000000,Ống giấy cũ dài trên 135cm.,KG,1,KG,360,360
2/2/2024,LN02/24-011,SO2312-0057 - SANMIGUEL SO2401-0028 - THIÊN ÂN SO2401-0004 - HALSTON SO2401-0011 - SANPOLY SO2401-0012 - SANPOLY ĐỀ NGHỊ NK THEO SL THỰC NHẬN : 2720 KG),PR24/01-031,PO01/24-035,5200101410000000,Ống giấy cũ dài trên 135cm.,KG,1,KG,1640,1640
3/26/2024,LN03/24-101,TỒN KHO PO03/24-074,PR24/03-075,PO03/24-074,5200101410000000,Ống giấy cũ dài trên 135cm.,KG,1,KG,2950,2950
3/8/2024,LN03/24-030,Vật tư bảo trì thay thế cho máy nén khí SA37A. PO03/24-018/020.,PR24/02-051,PO03/24-020,090570216000000,Ống dẫn dầu đầu nén- máy nén khí SA37A.,ONG,1,ONG,1,1
1/29/2024,LN01/24-106,Vật tư sử dụng thay thế TBMM phụ vụ sản xuất.,PR24/01-091,PO01/24-099,0901000400000000,Ống càng thoi - dài 310 ( theo mẫu),ONG,1,ONG,60,60
1/24/2024,LN01/24-080,Anh Trường chị Hiền sử dụng. PO01/24-062/075/077/083.,PR24/01-082,PO01/24-083,0908300410000000,Ổn Áp Robot Reno 5KVA (90-250v) - Reno 818,CAI,1,CAI,2,2
3/19/2024,LN03/24-074,Đặt khắc bản in cao su PO03/24-053.,PR24/03-048,PO03/24-053,5200106080000000,Omyagran 0-0.5-MI,CM2,1,CM2,418,418
3/19/2024,LN03/24-074,Đặt khắc bản in cao su PO03/24-053.,PR24/03-048,PO03/24-053,5200106090000000,OMYAGRAN 0.2-0.5-MI,CM2,1,CM2,2340,2340
2/2/2024,LN02/24-015,Vật tư lắp đặt đường máng điện và kéo nguồn điện cho MMTB tầng trệt phân xưởng 8. PO01/24-068,PR24/01-065,PO01/24-068,0906600630000000,Ốc bắt máng cổ vuông M8x12,CON,1,CON,400,400
3/12/2024,LN03/24-046,Đề xuất mua VPP tháng 03.2024 (NƯỚC SUỐI ĐVT THÙNG SL 30 THÙNG) PO03/24-032.,PR24/03-027,PO03/24-032,5300101670000000,Nước suối aquafina 500ml,CHAI,1,CHAI,30,30
3/11/2024,LN03/24-037,Mua vải lau phục vụ sản xuất+ dọn dẹp cuối năm PO01/24-102/107 VÀ PO02/24-003/014/033. PO03/24-012.,PR24/02-002,PO02/24-003,0916100070000000,Nước sơn vàng vẽ layout,Hộp,1,H?p,2,2
3/12/2024,LN03/24-043,DE XUAT MUA DUNG CU VE SINH XUONG BO NGUỒN THAY THẾ VÀO ĐÈN BẮT CÔN TRÙNG) PO01/24-065/077 VÀ PO02/24-003.,PR24/02-008,PO02/24-003,0916100054000000,Nước Rửa Bồn Cầu VIM 900ml,CHAI,1,CHAI,16,16
3/12/2024,LN03/24-043,DE XUAT MUA DUNG CU VE SINH XUONG BO NGUỒN THAY THẾ VÀO ĐÈN BẮT CÔN TRÙNG) PO01/24-065/077 VÀ PO02/24-003.,PR24/01-062,PO01/24-065,0916100052000000,Nước lau sàn nhà,CHAI,1,CHAI,2,2
3/12/2024,LN03/24-043,DE XUAT MUA DUNG CU VE SINH XUONG BO NGUỒN THAY THẾ VÀO ĐÈN BẮT CÔN TRÙNG) PO01/24-065/077 VÀ PO02/24-003.,PR24/02-008,PO02/24-003,0916100052000000,Nước lau sàn nhà,CHAI,1,CHAI,10,10
3/12/2024,LN03/24-043,DE XUAT MUA DUNG CU VE SINH XUONG BO NGUỒN THAY THẾ VÀO ĐÈN BẮT CÔN TRÙNG) PO01/24-065/077 VÀ PO02/24-003.,PR24/01-062,PO01/24-065,0916100053000000,Nước lau kính,CHAI,1,CHAI,2,2
3/12/2024,LN03/24-043,DE XUAT MUA DUNG CU VE SINH XUONG BO NGUỒN THAY THẾ VÀO ĐÈN BẮT CÔN TRÙNG) PO01/24-065/077 VÀ PO02/24-003.,PR24/02-008,PO02/24-003,0916100053000000,Nước lau kính,CHAI,1,CHAI,10,10
3/27/2024,LN03/24-106,"Đề xuất mua BHLĐ nón công nhân (màu xanh, loại lớn, có thể nới rộng) năm 2024. PO03/24-064",PR24/03-058,PO03/24-064,5200109101000000,Nón Kết Lưỡi Trai,CAI,1,CAI,100,100
3/29/2024,LN03/24-117,DÂY CỘT BAO Hạt nhựa PP kéo sợi - T03 PO03/24-067/081,PR24/03-067,PO03/24-067,53NONTAMKHA00491,Nón (tạm cho khách),CAI,1,CAI,200,200
2/2/2024,LN02/24-003,Mua keo dán nền và nhớt 10 PO01/24-062/065/077.,PR24/01-077,PO01/24-077,09061031000000,Nối thau 1 đầu ren ngoài 13- 1 đầu đuôi chuột phi 13mm.,CAI,1,CAI,10,10
2/27/2024,LN02/24-072,Vật tư sửa chữa Nhà vệ sinh X1 ( A hợi) PO01/24-040/105.,PR24/01-035,PO01/24-040,09047012500000000,Nối thẳng nhựa PVC BM phi 168mm,CAI,1,CAI,2,2
1/29/2024,LN01/24-105,Mua keo dán nền và nhớt 10 PO01/24-062.,PR24/01-057,PO01/24-062,09061001060000000,Nối sắt 2 đầu ren trong phi 60mm.,CAI,1,CAI,10,10
1/30/2024,LN01/24-111,Đề xuất mua bảng micca ( giữ vệ sinh buồng Tolet) (XĂNG PHA NHỚT) (PO01/24-025/040/003/105),PR24/01-035,PO01/24-040,0906100340000000,NỐI REN NGOÀI 27,CAI,1,CAI,2,2
2/2/2024,LN02/24-015,Vật tư lắp đặt đường máng điện và kéo nguồn điện cho MMTB tầng trệt phân xưởng 8. PO01/24-068,PR24/01-065,PO01/24-068,09061032000000,Nối ống luồn dây điện phi 32.,CAI,1,CAI,60,60
1/19/2024,LN01/24-059,Vật tư bảo trì thay thế cho bằm biên máy sợi. PO01/24-041/049/056.,PR24/01-036,PO01/24-041,0906100600000000,Nối ống luồn dây điện PHI 20,CAI,1,CAI,100,100
1/9/2024,LN01/24-015,Vật tư sử dụng thay thế sửa chữa MMTB phục vụ sản xuất. PO11/23-032/PO12/23-033/087 VÀ PO01/24-015.,PR23/12-073,PO12/23-087,0906100300000000,Nối nhựa PVC ren ngoài phi 42 - ống 42,CAI,1,CAI,8,8
