Ngày lập đơn,Số yêu cầu,Diễn giải,Yêu cầu mua hàng,Đơn đặt hàng,Mã mặt hàng,Tên mặt hàng,Đơn vị tính 1,Hệ số,Đơn vị tính 2,Số lượng (1),Số lượng (2)
2/2/2024,LN02/24-022,"Kế hoạch xuất nhập nhựa P400S, hàng pallet
03/02: 54MT
05/02: 27MT
06/02: 54MT",PR24/02-007,PO02/24-001,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,54000,54000
2/21/2024,LN02/24-044,"Kế hoạch xuất nhập nhựa P400S, hàng pallet
21/02: 2 cont",PR24/02-007,PO02/24-001,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,54000,54000
2/21/2024,LN02/24-045,"Kế hoạch xuất nhập nhựa NSY114G, hàng pallet
22/02: 4 cont",PR24/02-007,PO02/24-001,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,108000,108000
2/29/2024,LN02/24-083,"Hạt nhựa PP kéo sợi mua theo HĐ số S240239
29/2 - giao 4conts
1/3 - giao 4conts
2/3 - giao 3cont",PR24/02-049,PO02/24-051,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,108000,108000
3/1/2024,LN03/24-003,"Hạt nhựa PP kéo sợi mua theo HĐ số S240239
29/2 - giao 4conts
1/3 - giao 4conts
2/3 - giao 3cont",PR24/02-049,PO02/24-051,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,108000,108000
3/1/2024,LN03/24-004,"Hạt nhựa PP kéo sợi mua theo HĐ số S240239
29/2 - giao 4conts
1/3 - giao 4conts
2/3 - giao 1cont",PR24/02-049,PO02/24-051,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,27000,27000
3/5/2024,LN03/24-012,"Hạt nhựa PP kéo sợi mua theo HĐ số S240239
2 Cont giao bán Lucky Star",PR24/02-049,PO02/24-051,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,54000,54000
3/14/2024,LN03/24-057,"Hạt nhựa PP kéo sợi Theo hđ S240328 
Mã: PP NSY114G
14/3 về 2 cont, 2 cont về lucky",PR24/03-038,PO03/24-043,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,108000,108000
3/14/2024,LN03/24-062,"Mua hàng theo HĐ: CHT-00830 Mã: PP H030GP hoặc H030GP/3 Số lượng: 247.5 tấn
1 Cont",PR24/03-024,PO03/24-049,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,24750,24750
3/16/2024,LN03/24-064,"Hạt nhựa PP kéo sợi Theo hđ S240328 
Mã: PP NSY114G
16/3 về 4 cont",PR24/03-038,PO03/24-043,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,108000,108000
3/19/2024,LN03/24-065,"Hạt nhựa PP kéo sợi Theo hđ S240328 
Mã: PP NSY114G
18/3 về 1 cont",PR24/03-038,PO03/24-043,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,27000,27000
3/20/2024,LN03/24-079,"Mua hàng theo HĐ: CHT-00830 Mã: PP H030GP hoặc H030GP/3 Số lượng: 247.5 tấn
SL: 4 cont H030GP  
      2 cont H040GP",PR24/03-024,PO03/24-049,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,148500,148500
3/22/2024,LN03/24-088,"Mua hàng theo HĐ: CHT-00830 Mã: PP H030GP hoặc H030GP/3 Số lượng: 247.5 tấn
2 Cont",PR24/03-024,PO03/24-049,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,49500,49500
3/29/2024,LN03/24-114,"Hạt nhựa PP kéo sợi mua theo HĐ số S240239
2 Cont nhựa NSY 144G",PR24/02-049,PO02/24-051,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,1,KG,54000,54000
1/8/2024,LN01/24-007,"Mua nhựa theo hợp đồng số: 03/hđpp-ta/23 mã nhựa GY130 
Kế hoạch hàng lvề như sau 22 tấn/cont 40""HC (Hàng Pallet):
- Về 6 cont (04/01)",,PO12/23-053,HAT-PPKC-GY130,Hạt nhựa PP kéo sợi - GY130,KG,1,KG,132000,132000
1/8/2024,LN01/24-010,"Hạt nhựa PP kéo sợi - GY130 (THÔNG TIN 04/01/24) Mua nhựa theo hợp đồng số: 04/hđpp-ta/23 mã nhựa GY130  Kế hoạch hàng lvề như sau 22 tấn/cont 40""HC (Hàng Pallet): - Đã về 12 cont, ban kt 1 cont",PR24/01-015,PO01/24-013,HAT-PPKC-GY130,Hạt nhựa PP kéo sợi - GY130,KG,1,KG,264000,264000
1/9/2024,LN01/24-017,"Hạt nhựa PP kéo sợi - GY130 (THÔNG TIN 04/01/24) Mua nhựa theo hợp đồng số: 04/hđpp-ta/23 mã nhựa GY130  Kế hoạch hàng lvề như sau 22 tấn/cont 40""HC (Hàng Pallet): - 1 Cont ban KT",PR24/01-015,PO01/24-013,HAT-PPKC-GY130,Hạt nhựa PP kéo sợi - GY130,KG,1,KG,22000,22000
1/25/2024,LN01/24-088,SO2311-0037 - KCP [SO TỔNG] HAT-LLDPE.THOI : 118WJ của sabic HAT-LDPE.THOI : HP4024WN của sabic PO01/24-091/092.,PR23/12-002,PO01/24-091,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,1,KG,5000,5000
1/25/2024,LN01/24-088,SO2311-0037 - KCP [SO TỔNG] HAT-LLDPE.THOI : 118WJ của sabic HAT-LDPE.THOI : HP4024WN của sabic PO01/24-091/092.,PR24/01-031,PO01/24-092,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,1,KG,1000,1000
1/25/2024,LN01/24-089,"Đơn hàng 3t HDPE TR144, 4 tấn LDPE HP4024WN",PR24/01-089,PO01/24-094,HAT-LDPE.THOI,Hạt nhựa LDPE thổi gồm các mã: 2427H; 0374; 4024W; .....,KG,1,KG,4000,4000
1/9/2024,LN01/24-014,Halston + tồn kho Halston + tồn kho INTER + PRESTASI + SABAH + SARAWAK KCP - 800K BAO PO01/24-023,PR23/12-045,PO01/24-023,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,1,KG,7000,7000
1/25/2024,LN01/24-089,"Đơn hàng 3t HDPE TR144, 4 tấn LDPE HP4024WN",PR24/01-031,PO01/24-093,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,1,KG,3000,3000
2/16/2024,LN02/24-035,"SO2312-0057 - SANMIGUEL SO2401-0028 - THIÊN ÂN SO2401-0004 - HALSTON SO2401-0011 - SANPOLY SO2401-0012 - SANPOLY  

HDPE TR144",PR24/01-031,PO02/24-015,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,1,KG,5000,5000
3/7/2024,LN03/24-021,"Nhập Kho 5t HD TR 144, 3t PP M9600
SO2312-0057 - SANMIGUEL SO2401-0028 - THIÊN ÂN SO2401-0004 - HALSTON SO2401-0011 - SANPOLY SO2401-0012 - SANPOLY",PR24/01-031,PO03/24-016,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,1,KG,5000,5000
3/15/2024,LN03/24-063,SO2312-0057 - SANMIGUEL SO2401-0028 - THIÊN ÂN SO2401-0004 - HALSTON SO2401-0011 - SANPOLY SO2401-0012 - SANPOLY,PR24/01-031,PO03/24-050,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,1,KG,3500,3500
3/20/2024,LN03/24-081,SO2312-0057 - SANMIGUEL SO2401-0028 - THIÊN ÂN SO2401-0004 - HALSTON SO2401-0011 - SANPOLY SO2401-0012 - SANPOLY PO03/24-055.,PR24/01-031,PO03/24-055,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,1,KG,5000,5000
3/29/2024,LN03/24-113,"SO2312-0057 - SANMIGUEL SO2401-0028 - THIÊN ÂN SO2401-0004 - HALSTON SO2401-0011 - SANPOLY SO2401-0012 - SANPOLY
Nguyên Phong giao 5t HDPE",PR24/01-031,PO03/24-078,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,1,KG,5000,5000
1/23/2024,LN01/24-076,"HAT-TPP HAT-EVA HAT-PPKC
Ngày 24/01 : 01 cont (960 bao)
Ngày 25/01 : 01 cont (960 bao)",PR23/11-015,PO12/23-005,HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,1,KG,24000,24000
1/2/2024,LN01/24-001,"Mua nhựa theo hợp đồng số: 03/hđpp-ta/23 mã nhựa GY130/5002P
TT trong vòng 60 ngày kể từ ngày hóa đơn
Giao hàng trễ nhất không qua 31/12/2023",,PO12/23-053,HAT-PP5002P,Hạt Nhựa 5002P,KG,1,KG,99000,99000
2/26/2024,LN02/24-065,Chỉ may 900D Hạt UV PO02/24-023.,PR24/02-023,PO02/24-023,HAT-BLUEMPP3007,Hạt màu xanh da trời blue MPP 3007,KG,1,KG,50,50
2/23/2024,LN02/24-056,Chỉ may 900D Hạt UV PO02/24-022,PR24/02-023,PO02/24-022,HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,1,KG,100,100
1/31/2024,LN01/24-120,Đặt khắc bản in cao su PO01/24-088/106. ĐỀ NGHỊ NK BẢNG ORO UNO THEO SỐ THỤC NHẬN : 17.179 CM.,PR24/01-103,PO01/24-106,5200105150000000,Green horse,CM2,1,CM2,4433,4433
3/13/2024,LN03/24-052,KHẮC BẢN IN CAO SU PO 03/24-031/036.,PR24/03-028,PO03/24-031,5200105060000000,Golden horse,CM2,1,CM2,4218,4218
2/26/2024,LN02/24-067,"Vật tư sử dụng và thay thế cho máy tráng hấp và sửa chữa MM thiết bị
PO09/23-014
PO09/23-081
PO09/23-083",PR23/09-062,,0918800020000000,GO 310 LH mã 11158248110,Cái,1,Cái,8000,8000
2/27/2024,LN02/24-071,"Mua vật tư làm nhà rác thải nguy hại, nền khuôn viên, cấp nước sạch X1 và mái che sau X7 PO02/24-012/032.",PR24/02-017,PO02/24-012,0918700021000000,Giấy nhám 120,TO,1,TO,18,18
3/13/2024,LN03/24-055,Đề xuất mua VPP tháng 03.2024 PO03/24-030. (NCC GIAO THIẾU: 01 HỘP PHẤN. 04 HỘP MỰC BÚT LÔNG DẦU ĐỎ. 20 CÂY BÚT LÔNG DẦU ĐỎ),PR24/03-027,PO03/24-030,5300101250000000,Giấy in liên tục 3 liên ( chia đội),THUNG,1,THUNG,1,1
1/26/2024,LN01/24-101,Đề xuất mua VPP cho tháng 02.2024 PO01/24-064.,PR24/01-061,PO01/24-064,5300100510000000,Giấy A5/70,Gram,1,Gram,10,10
3/13/2024,LN03/24-055,Đề xuất mua VPP tháng 03.2024 PO03/24-030. (NCC GIAO THIẾU: 01 HỘP PHẤN. 04 HỘP MỰC BÚT LÔNG DẦU ĐỎ. 20 CÂY BÚT LÔNG DẦU ĐỎ),PR24/03-027,PO03/24-030,5300100510000000,Giấy A5/70,Gram,1,Gram,10,10
1/26/2024,LN01/24-101,Đề xuất mua VPP cho tháng 02.2024 PO01/24-064.,PR24/01-061,PO01/24-064,5300100460000000,Giấy A472,Gram,1,Gram,60,60
3/13/2024,LN03/24-055,Đề xuất mua VPP tháng 03.2024 PO03/24-030. (NCC GIAO THIẾU: 01 HỘP PHẤN. 04 HỘP MỰC BÚT LÔNG DẦU ĐỎ. 20 CÂY BÚT LÔNG DẦU ĐỎ),PR24/03-027,PO03/24-030,5300100460000000,Giấy A472,Gram,1,Gram,10,10
1/26/2024,LN01/24-101,Đề xuất mua VPP cho tháng 02.2024 PO01/24-064.,PR24/01-061,PO01/24-064,5300100500000000,Giấy A4 Màu xanh 70,GRAM,1,GRAM,5,5
3/13/2024,LN03/24-055,Đề xuất mua VPP tháng 03.2024 PO03/24-030. (NCC GIAO THIẾU: 01 HỘP PHẤN. 04 HỘP MỰC BÚT LÔNG DẦU ĐỎ. 20 CÂY BÚT LÔNG DẦU ĐỎ),PR24/03-027,PO03/24-030,5300100500000000,Giấy A4 Màu xanh 70,GRAM,1,GRAM,10,10
1/26/2024,LN01/24-101,Đề xuất mua VPP cho tháng 02.2024 PO01/24-064.,PR24/01-061,PO01/24-064,5300100490000000,Giấy A4 Màu Vàng 70,GRAM,1,GRAM,5,5
3/13/2024,LN03/24-055,Đề xuất mua VPP tháng 03.2024 PO03/24-030. (NCC GIAO THIẾU: 01 HỘP PHẤN. 04 HỘP MỰC BÚT LÔNG DẦU ĐỎ. 20 CÂY BÚT LÔNG DẦU ĐỎ),PR24/03-027,PO03/24-030,5300100490000000,Giấy A4 Màu Vàng 70,GRAM,1,GRAM,10,10
1/26/2024,LN01/24-101,Đề xuất mua VPP cho tháng 02.2024 PO01/24-064.,PR24/01-061,PO01/24-064,5300100470000000,Giấy A4 80 Hồng,GRAM,1,GRAM,5,5
3/13/2024,LN03/24-055,Đề xuất mua VPP tháng 03.2024 PO03/24-030. (NCC GIAO THIẾU: 01 HỘP PHẤN. 04 HỘP MỰC BÚT LÔNG DẦU ĐỎ. 20 CÂY BÚT LÔNG DẦU ĐỎ),PR24/03-027,PO03/24-030,5300100470000000,Giấy A4 80 Hồng,GRAM,1,GRAM,10,10
1/26/2024,LN01/24-101,Đề xuất mua VPP cho tháng 02.2024 PO01/24-064.,PR24/01-061,PO01/24-064,5300100940000000,Giấy A3,GRAM,1,GRAM,2,2
2/3/2024,LN02/24-028,"MUA VẬT TƯ LÀM NHÀ RÁC THẢI NGUY HẠI VÀ KHUÔN VIÊN , MÁI CHE X7 PO01/24-003/028 VÀ PO005/105.",PR24/02-011,PO02/24-005,0906101730000000,Giảm nhựa phi 27/21,CAI,1,CAI,2,2
1/26/2024,LN01/24-101,Đề xuất mua VPP cho tháng 02.2024 PO01/24-064.,PR24/01-061,PO01/24-064,5300100450000000,Ghim Giấy,HOP,1,HOP,2,2
3/13/2024,LN03/24-055,Đề xuất mua VPP tháng 03.2024 PO03/24-030. (NCC GIAO THIẾU: 01 HỘP PHẤN. 04 HỘP MỰC BÚT LÔNG DẦU ĐỎ. 20 CÂY BÚT LÔNG DẦU ĐỎ),PR24/03-027,PO03/24-030,5300100450000000,Ghim Giấy,HOP,1,HOP,10,10
2/23/2024,LN02/24-053,Đặt khắc bản in Polime và bản in cao su PO01/24-046 VÀ PO02/24-029.,PR24/02-027,PO02/24-029,520010910300000,GẠO HOA LÀI,CM2,1,CM2,10589,10589
1/30/2024,LN01/24-112,Vật tưu xây bo cây cảnh và sửa dường ống nước ( A HỢI) PO01/24-028/040/105.,PR24/01-100,PO01/24-105,918200030000000,Gạch ống,VIEN,1,VIEN,1000,1000
2/3/2024,LN02/24-029,"MUA VẬT TƯ LÀM NHÀ RÁC THẢI NGUY HẠI VÀ KHUÔN VIÊN , MÁI CHE X7 po12/23-045 VÀ PO01/24-002/028. PO02/24-005.",PR24/02-011,PO02/24-005,918200030000000,Gạch ống,VIEN,1,VIEN,1000,1000
1/10/2024,LN01/24-027,KH VẬT TƯ SỬA CHỮA NHÀ VỆ SINH VÀ ĐỔ NỀN CỔNG SAU PO01/24-028.,PR24/01-030,PO01/24-028,091820006000000,Gạch lát nền 40x40,THUNG,1,THUNG,130,130
2/27/2024,LN02/24-071,"Mua vật tư làm nhà rác thải nguy hại, nền khuôn viên, cấp nước sạch X1 và mái che sau X7 PO02/24-012/032.",PR24/02-017,PO02/24-012,0918200020000000,Gạch lát nền 30x30,M3,1,M3,9,9
2/27/2024,LN02/24-071,"Mua vật tư làm nhà rác thải nguy hại, nền khuôn viên, cấp nước sạch X1 và mái che sau X7 PO02/24-012/032.",PR24/02-017,PO02/24-012,091820007000000,Gạch lát 25x40cm,THUNG,1,THUNG,54,54
2/27/2024,LN02/24-072,Vật tư sửa chữa Nhà vệ sinh X1 ( A hợi) PO01/24-040/105.,PR24/01-100,PO01/24-105,091820007000000,Gạch lát 25x40cm,THUNG,1,THUNG,6,6
2/23/2024,LN02/24-051,Đặt khắc bản in Polime và bản in cao su PO02/24-004/006/029.,PR24/02-027,PO02/24-029,5200104960000000,FULL FAT SOYA,CM2,1,CM2,13444,13444
1/19/2024,LN01/24-057,Đặt khắc bản in cao su PO01/24-046.,PR24/01-042,PO01/24-046,5200104950000000,Fortaleza,CM2,1,CM2,3991,3991
1/26/2024,LN01/24-093,Đặt khắc bản in cao su PO01/24-046/088.,PR24/01-088,PO01/24-088,5200104950000000,Fortaleza,CM2,1,CM2,6824,6824
2/29/2024,LN02/24-085,Đặt khắc bản in cao su (ĐVT SAI KO NK ĐƯỢC LÝ DO M2 ĐVT CM2) PO01/24-106 VÀ PO02/24-029.,PR24/01-105,PO01/24-106,5200104950000000,Fortaleza,CM2,1,CM2,3650,3650
1/12/2024,LN01/24-032,Đặt khắc bản in cao su PO01/24-038.,PR24/01-034,PO01/24-038,5200104870000000,FERRER ULTRA,CM2,1,CM2,7250,7250
1/12/2024,LN01/24-032,Đặt khắc bản in cao su PO01/24-038.,PR24/01-034,PO01/24-038,5200104860000000,FERRER SUPER,CM2,1,CM2,8728,8728
1/26/2024,LN01/24-096,Đặt khắc bản in cao su PO01/24-046/088.,PR24/01-087,PO01/24-088,5200104860000000,FERRER SUPER,CM2,1,CM2,5412,5412
1/12/2024,LN01/24-032,Đặt khắc bản in cao su PO01/24-038.,PR24/01-034,PO01/24-038,5200104850000000,FERRER FLOR,CM2,1,CM2,5130,5130
1/4/2024,LN01/24-003,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG CHIN PLASITIC, UNIPACK (SO2401-0001+SO2310-0052) ĐỀ NGHỊ NK THEO SL THỰC NHẬN 02 MÃ MỰC XANH LÁ/XANH TÍM.",PR24/01-009,PO01/24-007,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
1/16/2024,LN01/24-042,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG INTER + MEKONG PO01/24-045/047.,PR24/01-041,PO01/24-045,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
1/19/2024,LN01/24-054,"ĐẶT MỰC IN ĐƠN HÀNG SARAWAK, 66 MFM (SO2311-0048, SO2401-0007) PO01/24-057.",PR24/01-055,PO01/24-057,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,340,340
1/25/2024,LN01/24-086,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG UNIAPCK, MEKONG: SO2310-0034 PO01/24-079.",PR24/01-080,PO01/24-079,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
1/31/2024,LN01/24-125,"ĐẶT MƯC IN VÀ DUNG MÔI TRỰC TIẾP  ĐƠN HÀNG CHINA, PRESTASI, PO01/24-104.",PR24/01-099,PO01/24-104,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
2/2/2024,LN02/24-007,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG MEKONG : PO02/24-002.,PR24/02-009,PO02/24-002,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
2/27/2024,LN02/24-073,ĐẶT MỰC IN TRƯC TIẾP ĐƠN HÀNG MEKONG VÀ 48 MFM PO02/24-043,PR24/02-043,PO02/24-043,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
2/28/2024,LN02/24-080,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MEKONG PO02/24-044.,PR24/02-042,PO02/24-044,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,340,340
3/5/2024,LN03/24-013,ĐẶT MỰC IN TRỰC TIẾP CHO ĐƠN HÀNG UNIPACK + MEKONG .(SO2401-0034+SO2401-0017) PO03/24-006,PR24/03-004,PO03/24-006,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
3/8/2024,LN03/24-026,ĐẶT MỰC IN TRỰC TIÊP ĐƠN HÀNG INTER VÀ KCP SO2403-0011 +SO2403-0012 ĐN NK MỰC IN MÀU XANH DƯƠNG 39FL SL THỰC NHẬN : 125 KG),PR24/03-022,PO03/24-025,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,510,510
3/20/2024,LN03/24-077,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG INTER VÀ UNIPACK : SO2401-0036 +SO2403-0025 PO03/24-054.,PR24/03-047,PO03/24-054,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
3/26/2024,LN03/24-100,ĐẶT MỰC IN TRUC TIEP ĐƠN HÀNG MORINELA : SO2403-0043 PO03/24-066,PR24/03-060,PO03/24-066,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,510,510
3/29/2024,LN03/24-123,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MOLINERA SO2403-0043 PO03/24-087.,PR24/03-084,PO03/24-087,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,510,510
1/4/2024,LN01/24-003,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG CHIN PLASITIC, UNIPACK (SO2401-0001+SO2310-0052) ĐỀ NGHỊ NK THEO SL THỰC NHẬN 02 MÃ MỰC XANH LÁ/XANH TÍM.",PR24/01-009,PO01/24-007,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,1,KG,24,24
1/10/2024,LN01/24-025,ĐẶT DUNG MÔI POLIME TRỰC TIẾP ĐƠN HÀNG CHINA  (SO2401-0001) PO01/24-026,PR24/01-028,PO01/24-026,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,1,KG,170,170
1/16/2024,LN01/24-042,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG INTER + MEKONG PO01/24-045/047.,PR24/01-046,PO01/24-047,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,1,KG,340,340
1/19/2024,LN01/24-054,"ĐẶT MỰC IN ĐƠN HÀNG SARAWAK, 66 MFM (SO2311-0048, SO2401-0007) PO01/24-057.",PR24/01-055,PO01/24-057,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,1,KG,170,170
1/26/2024,LN01/24-102,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG KCP VÀ CHINA (SO2312-0011+SO2401-0002) PO01/24-089. ĐỀ NGHỊ NK THEO SL THỰC NHẬN MỰC IN XANH TÍM Blue C : 375 kg thực nhận),PR24/01-086,PO01/24-089,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,1,KG,340,340
1/31/2024,LN01/24-126,ĐẶT MƯC IN TRỰC TIẾP ĐƠN HÀNG INTER + CHINA PO01/24-109.,PR24/02-004,PO01/24-109,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,1,KG,340,340
1/4/2024,LN01/24-003,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG CHIN PLASITIC, UNIPACK (SO2401-0001+SO2310-0052) ĐỀ NGHỊ NK THEO SL THỰC NHẬN 02 MÃ MỰC XANH LÁ/XANH TÍM.",PR24/01-009,PO01/24-007,MDM-DMC,Dung môi Chỉnh,KG,1,KG,50,50
1/31/2024,LN01/24-125,"ĐẶT MƯC IN VÀ DUNG MÔI TRỰC TIẾP  ĐƠN HÀNG CHINA, PRESTASI, PO01/24-104.",PR24/01-099,PO01/24-104,MDM-DMC,Dung môi Chỉnh,KG,1,KG,50,50
2/20/2024,LN02/24-043,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MEKONG + 48 MFM PO02/24-016.,PR24/02-021,PO02/24-016,MDM-DMC,Dung môi Chỉnh,KG,1,KG,100,100
3/5/2024,LN03/24-013,ĐẶT MỰC IN TRỰC TIẾP CHO ĐƠN HÀNG UNIPACK + MEKONG .(SO2401-0034+SO2401-0017) PO03/24-006,PR24/03-004,PO03/24-006,MDM-DMC,Dung môi Chỉnh,KG,1,KG,75,75
3/21/2024,LN03/24-084,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG INTER + PRESTASI : SO2402-0010 +SO2403-0044 PO03/24-059.,PR24/03-056,PO03/24-059,MDM-DMC,Dung môi Chỉnh,KG,1,KG,75,75
1/31/2024,LN01/24-125,"ĐẶT MƯC IN VÀ DUNG MÔI TRỰC TIẾP  ĐƠN HÀNG CHINA, PRESTASI, PO01/24-104.",PR24/01-099,PO01/24-104,MDM-DMO001,Dung môi Chậm khô Trực Tiếp,KG,1,KG,24,24
2/20/2024,LN02/24-043,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MEKONG + 48 MFM PO02/24-016.,PR24/02-021,PO02/24-016,MDM-DMO001,Dung môi Chậm khô Trực Tiếp,KG,1,KG,24,24
3/1/2024,LN03/24-001,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MEKONG +66 LUMUT (SO2401-0017 +SO2402-0025) PO02/24-055.,PR24/02-053,PO02/24-055,MDM-DMO001,Dung môi Chậm khô Trực Tiếp,KG,1,KG,24,24
3/20/2024,LN03/24-077,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG INTER VÀ UNIPACK : SO2401-0036 +SO2403-0025 PO03/24-054.,PR24/03-047,PO03/24-054,MDM-DMO001,Dung môi Chậm khô Trực Tiếp,KG,1,KG,24,24
3/27/2024,LN03/24-104,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG PRESTASI VÀ INTER :SO2403-0044 PO03/24-073.,PR24/03-073,PO03/24-073,MDM-DMO001,Dung môi Chậm khô Trực Tiếp,KG,1,KG,24,24
1/17/2024,LN01/24-046,ĐẶT MỤC IN GIÁN TIẾP ĐƠN HÀNG CHINA SO2401-0001 + MFM PO01/24-051,PR24/01-045,PO01/24-051,MDM-DMCKGT,Dung môi chậm khô gián tiếp,KG,1,KG,160,160
1/26/2024,LN01/24-091,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG MFM (DUNG MÔI BÁN THEO PHUY 160 KG. MỰC BÁN THEO CAL 16KG/1 CAL) PO01/24-080.,PR24/01-081,PO01/24-080,MDM-DMCKGT,Dung môi chậm khô gián tiếp,KG,1,KG,160,160
3/29/2024,LN03/24-119,Đặt khắc bản in cao su PO03/24-086. (ĐỀ NGHỊ NHẬP KHO TRIBAT SGX THEO SỐ THỰC NHẬN: 11.378 CM.,PR24/03-083,PO03/24-086,5200104690000000,Dongwon CORN,CM2,1,CM2,2772,2772
2/28/2024,LN02/24-081,Khắc bản in cao su PO02/24-045,PR24/02-041,PO02/24-045,5200101570000000,Dongwon 1-A,CM2,1,CM2,702,702
2/2/2024,LN02/24-016,"Vật tư sử dụng thay thế cho đường nước sạch khu công nghiệp vào công ty, theo đề xuất của BKS. PO01/24-078",PR24/01-075,PO01/24-078,0902700800000000,Đồng hồ nước Komax- Hàn Quốc lắp mặt bích DN80.,CAI,1,CAI,1,1
1/19/2024,LN01/24-059,Vật tư bảo trì thay thế cho bằm biên máy sợi. PO01/24-041/049/056.,PR24/01-036,PO01/24-041,0902700100000000,ĐỒNG HỒ NHIỆT AX4-1A/220V-44x4,Cái,1,Cái,4,4
