Khách hàng,Đơn hàng,Số KHTK,LSX,Công đoạn,Mã thành phẩm,Mã công đoạn,Tên Công đoạn,Ngang,Dài,Trọng lượng,Mặt in,Màu,Số lượng đầu vào 1,Số lượng đầu vào 2,Ngày giao,Ngày SX,Ca,Máy,Tên CN,Đvt (1),Đvt (2),Đã SX số lượng 1,Đã SX số lượng 2,Phế số lượng 1,Phế số lượng 2
KH020003,SO2401-0001,MP24/01-004,LSX01/24-007,Công đoạn may viền miệng,0119126001002000,MMI050080G5155TDSANFEFL,"[MAY MIỆNG] Bao PP, trắng đục, K50x80PB (+/-1), miệng gấp 1 lần may 1 đường PP600D, đáy gấp 1 lần may 2 đường PP900D, TL: 51.55gr/cái(+/-5%), MK: FERRER FLOR.",0,0,1,,,0,0,2/2/2024,1/13/2024,N,1,,BAO,KG,1600,82.48,0,0
KH020003,SO2401-0001,MP24/01-004,LSX01/24-007,Công đoạn may viền miệng,0119126001002000,MMI050080G5155TDSANFEFL,"[MAY MIỆNG] Bao PP, trắng đục, K50x80PB (+/-1), miệng gấp 1 lần may 1 đường PP600D, đáy gấp 1 lần may 2 đường PP900D, TL: 51.55gr/cái(+/-5%), MK: FERRER FLOR.",0,0,1,,,0,0,2/2/2024,1/13/2024,N,1,,BAO,KG,1100,56.705,0,0
KH020003,SO2401-0001,MP24/01-004,LSX01/24-007,Công đoạn may viền miệng,0119126001002000,MMI050080G5155TDSANFEFL,"[MAY MIỆNG] Bao PP, trắng đục, K50x80PB (+/-1), miệng gấp 1 lần may 1 đường PP600D, đáy gấp 1 lần may 2 đường PP900D, TL: 51.55gr/cái(+/-5%), MK: FERRER FLOR.",0,0,1,,,0,0,2/2/2024,1/13/2024,N,1,,BAO,KG,1000,51.55,0,0
KH020003,SO2401-0001,MP24/01-004,LSX01/24-007,Công đoạn may viền miệng,0119126001002000,MMI050080G5155TDSANFEFL,"[MAY MIỆNG] Bao PP, trắng đục, K50x80PB (+/-1), miệng gấp 1 lần may 1 đường PP600D, đáy gấp 1 lần may 2 đường PP900D, TL: 51.55gr/cái(+/-5%), MK: FERRER FLOR.",0,0,1,,,0,0,2/2/2024,1/12/2024,N,1,,BAO,KG,2000,103.1,0,0
KH020003,SO2401-0001,MP24/01-004,LSX01/24-007,Công đoạn may viền miệng,0119126001002000,MMI050080G5155TDSANFEFL,"[MAY MIỆNG] Bao PP, trắng đục, K50x80PB (+/-1), miệng gấp 1 lần may 1 đường PP600D, đáy gấp 1 lần may 2 đường PP900D, TL: 51.55gr/cái(+/-5%), MK: FERRER FLOR.",0,0,1,,,0,0,2/2/2024,1/12/2024,N,1,,BAO,KG,2500,128.875,0,0
KH020003,SO2401-0001,MP24/01-004,LSX01/24-007,Công đoạn may viền miệng,0119126001002000,MMI050080G5155TDSANFEFL,"[MAY MIỆNG] Bao PP, trắng đục, K50x80PB (+/-1), miệng gấp 1 lần may 1 đường PP600D, đáy gấp 1 lần may 2 đường PP900D, TL: 51.55gr/cái(+/-5%), MK: FERRER FLOR.",0,0,1,,,0,0,2/2/2024,1/12/2024,N,1,,BAO,KG,1000,51.55,0,0
KH020003,SO2401-0001,MP24/01-004,LSX01/24-007,Công đoạn may viền miệng,0119126001002000,MMI050080G5155TDSANFEFL,"[MAY MIỆNG] Bao PP, trắng đục, K50x80PB (+/-1), miệng gấp 1 lần may 1 đường PP600D, đáy gấp 1 lần may 2 đường PP900D, TL: 51.55gr/cái(+/-5%), MK: FERRER FLOR.",0,0,1,,,0,0,2/2/2024,1/12/2024,N,1,,BAO,KG,3000,154.65,0,0
KH020003,SO2401-0001,MP24/01-004,LSX01/24-007,Công đoạn may viền miệng,0119126001002000,MMI050080G5155TDSANFEFL,"[MAY MIỆNG] Bao PP, trắng đục, K50x80PB (+/-1), miệng gấp 1 lần may 1 đường PP600D, đáy gấp 1 lần may 2 đường PP900D, TL: 51.55gr/cái(+/-5%), MK: FERRER FLOR.",0,0,1,,,0,0,2/2/2024,1/12/2024,N,1,,BAO,KG,2700,139.185,0,0
KH020003,SO2401-0001,MP24/01-004,LSX01/24-007,Công đoạn may viền miệng,0119126001002000,MMI050080G5155TDSANFEFL,"[MAY MIỆNG] Bao PP, trắng đục, K50x80PB (+/-1), miệng gấp 1 lần may 1 đường PP600D, đáy gấp 1 lần may 2 đường PP900D, TL: 51.55gr/cái(+/-5%), MK: FERRER FLOR.",0,0,1,,,0,0,2/2/2024,1/12/2024,N,1,,BAO,KG,2000,103.1,0,0
KH020003,SO2401-0001,MP24/01-004,LSX01/24-007,Công đoạn may viền miệng,0119126001003000,MMI050080G5155TDSANFESU,"[MAY MIỆNG] Bao PP, trắng đục, K50x80PB (+/-1), miệng gấp 1 lần may 1 đường PP600D, đáy gấp 1 lần may 2 đường PP900D, TL: 51.55gr/cái(+/-5%), MK: FERRER SUPER.",0,0,1,,,0,0,2/2/2024,1/27/2024,N,1,,BAO,KG,300,15.465,0,0
