Mã phiếu,Người tạo,Ngày tạo,Mã yêu cầu,Mã vật tư,Tên vật tư,Đvt (01),SỐ LƯỢNG (01),ĐVT (02),SỐ LƯỢNG (02),NGÀY CẦN,Tiền tệ,Đơn giá,Tiền thuế,Tổng tiền,Mã NCC,Tên NCC
PO01/24-069,Nguyễn Thị Đào,45313.34375,PR24/01-065,0905501650000000,Sắt la 40x3mm,M,30,M,30,,VND,20000,0,600000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO02/24-005,Nguyễn Thị Đào,45324.132638888885,PR24/02-011,0905800920000000,Mũi khoan betong đuôi gài phi 12,CAI,1,CAI,1,,VND,45000,0,45000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-069,Nguyễn Thị Đào,45313.34375,PR24/01-065,0905801030000000,Mũi khoan bê tông 4 cạnh phi 12 ( loại đuôi gài phi 18mm.  ),CAI,2,CAI,2,,VND,150000,0,300000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-036,Nguyễn Thị Đào,45302.375694444439,PR24/01-032,0906000880000000,Áo phanh : Brake housing - Mã : LS 20605102,CAI,5,CAI,5,,USD,2.3,0,11.5,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO01/24-002,Nguyễn Thị Đào,45293.393055555556,PR24/01-004,09061001030000000,co ren ngoài 21,CAI,5,CAI,5,,VND,7000,0,35000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-105,Nguyễn Thị Đào,45321.327777777777,PR24/01-100,09061001030000000,co ren ngoài 21,CAI,3,CAI,3,,VND,1,0,3,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO02/24-005,Nguyễn Thị Đào,45324.132638888885,PR24/02-011,09061001030000000,co ren ngoài 21,CAI,4,CAI,4,,VND,1,0,4,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-015,Nguyễn Thị Đào,45299.227083333331,PR24/01-020,0906201890000000,Ống hơi phi 8 x lỗ 5mm . Ống màu trắng trong.,M,200,M,200,,VND,7000,0,1400000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-065,Nguyễn Thị Đào,45313.172916666663,PR24/01-063,0906201890000000,Ống hơi phi 8 x lỗ 5mm . Ống màu trắng trong.,M,100,M,100,,VND,7000,0,700000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-108,Nguyễn Thị Đào,45321.38680555555,PR24/01-107,0906700320000000,Chụp suốt VYC.01121,CAI,500,CAI,500,,USD,0.55,0,275,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO02/24-032,Nguyễn Thị Đào,45348.408333333333,PR24/02-033,0908100011000000,xi măng sao mai,BAO,30,BAO,30,,VND,95000,0,2850000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-105,Nguyễn Thị Đào,45321.327777777777,PR24/01-100,0908100011000000,xi măng sao mai,BAO,15,BAO,15,,VND,92000,0,1380000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-028,Nguyễn Thị Đào,45301.265972222223,PR24/01-030,0908100011000000,xi măng sao mai,BAO,21,BAO,21,,VND,92000,0,1932000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-040,Nguyễn Thị Đào,45302.385416666664,PR24/01-035,0908100011000000,xi măng sao mai,BAO,6,BAO,6,,VND,92000,0,552000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-002,Nguyễn Thị Đào,45293.393055555556,PR24/01-004,0908100011000000,xi măng sao mai,BAO,15,BAO,15,,VND,92000,0,1380000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-025,Nguyễn Thị Đào,45300.341666666667,PR24/01-027,0908100012000000,Xi măng thăng long,BAO,10,BAO,10,,VND,92000,0,920000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO02/24-013,Nguyễn Thị Đào,45325.384722222218,PR24/02-018,0908600770000000,Bộ nguồn power. supppy ps3100 - input AC 2-3Pha 400-500V. output DC 24V-10A,CAI,2,CAI,2,,USD,440,0,880,NCC020011,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD"
PO02/24-013,Nguyễn Thị Đào,45325.384722222218,PR24/02-018,0908600780000000,Bộ nguồn power supply ps3050- input AC 2-3pha 400-500V. Output DC24V-5A,CAI,2,CAI,2,,USD,287.42,0,574.84,NCC020011,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD"
PO03/24-052,Nguyễn Thị Đào,45370.109027777777,PR24/03-044,0908700250000000,Bình ắc quy Khô 3-FM-4.0 ( 6V- 4.0Ah-20Hr),CAI,2,CAI,2,,VND,130000,0,260000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-054,Nguyễn Thị Đào,45308.366666666661,PR24/01-048,0908700260000000,Bình ác quy khô 12v-65AH GS MF-75D23R/L,CAI,2,CAI,2,,VND,1667000,266720,3334000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-065,Nguyễn Thị Đào,45313.172916666663,PR24/01-062,0908800051000000,Cây lau nhà inox,CAY,3,CAY,3,,VND,145000,0,435000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-107,Nguyễn Thị Đào,45321.384027777778,PR24/01-106,0908800051000000,Cây lau nhà inox,CAY,8,CAY,8,,VND,145000,0,1160000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-041,Nguyễn Thị Đào,45302.38680555555,PR24/01-036,0908900049000000,Khóa cửa 8532 Ý,BO,1,BO,1,,VND,7110000,0,7110000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO03/24-052,Nguyễn Thị Đào,45370.109027777777,PR24/03-042,0908900055000000,Lốp bánh xe tải  5 tấn 51C-67266,CAI,5,CAI,5,,VND,5370370,2148148,26851850,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-105,Nguyễn Thị Đào,45321.327777777777,PR24/01-100,0909000060000000,Cát san lấp,M3,10,M3,10,,VND,330000,0,3300000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-002,Nguyễn Thị Đào,45293.393055555556,PR24/01-004,0909500210000000,Lưới chống nứt,CUON,1,CUON,1,,VND,65000,0,65000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO03/24-044,Nguyễn Thị Đào,45365.26180555555,PR24/03-039,0909500210000000,Lưới chống nứt,CUON,1,CUON,1,,VND,185000,0,185000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO03/24-056,Nguyễn Thị Đào,45371.286111111112,PR24/03-055,0910000020000000,Khăn dùng  cho máy thổi,CAI,20,CAI,20,,VND,75000,0,1500000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO03/24-044,Nguyễn Thị Đào,45365.26180555555,PR24/03-039,0910900071000000,Cọ 7 phân,CAI,2,CAI,2,,VND,15000,0,30000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-105,Nguyễn Thị Đào,45321.327777777777,PR24/01-100,0910900072000000,Lăn sơn 15 phân,CAI,2,CAI,2,,VND,25000,0,50000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO03/24-081,Nguyễn Thị Đào,45379.1,PR24/03-078,09111000910000000,Tấm cao su lót sợi 400x5mm,M,60,M,60,,VND,23333,0,1399980,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO02/24-008,Nguyễn Thị Đào,45324.406944444439,PR24/02-014,0911200232000000,"Bảng mica: "" Giữa vệ sinh buồng tolet"" (kích thước 20cm x 15cm)",CAI,4,CAI,4,,VND,50000,0,200000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-025,Nguyễn Thị Đào,45300.341666666667,PR24/01-026,0911200232000000,"Bảng mica: "" Giữa vệ sinh buồng tolet"" (kích thước 20cm x 15cm)",CAI,16,CAI,16,,VND,222500,0,3560000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-003,Nguyễn Thị Đào,45293.394444444442,PR24/01-007,0913900160000000,Phân NPK ( 17-12-7),BAO,2,BAO,2,,VND,550000,0,1100000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-002,Nguyễn Thị Đào,45293.393055555556,PR24/01-004,09143000110000000,Co 114/90,CAI,4,CAI,4,,VND,38000,0,152000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-077,Nguyễn Thị Đào,45315.196527777778,PR24/01-077,0916000070000000,Bộ khớp nối trục có cao su giảm chấn tải momen lớn. 1 đầu lỗ cốt 42mm - 1 đầu lỗ cốt 40mm - then 10x5mm,CAI,1,CAI,1,,VND,650000,0,650000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO02/24-003,Nguyễn Thị Đào,45324.126388888886,PR24/02-008,0916100052000000,Nước lau sàn nhà,CHAI,10,CHAI,10,,VND,78000,0,780000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-065,Nguyễn Thị Đào,45313.172916666663,PR24/01-062,0916100052000000,Nước lau sàn nhà,CHAI,2,CHAI,2,,VND,78000,0,156000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-065,Nguyễn Thị Đào,45313.172916666663,PR24/01-062,0916100053000000,Nước lau kính,CHAI,2,CHAI,2,,VND,18000,0,36000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO02/24-003,Nguyễn Thị Đào,45324.126388888886,PR24/02-008,0916100053000000,Nước lau kính,CHAI,10,CHAI,10,,VND,18000,0,180000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO02/24-003,Nguyễn Thị Đào,45324.126388888886,PR24/02-008,0916100054000000,Nước Rửa Bồn Cầu VIM 900ml,CHAI,16,CHAI,16,,VND,30000,0,480000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO02/24-032,Nguyễn Thị Đào,45348.408333333333,PR24/02-034,0916600390000000,Mặt bích inox 304-DN80 ( Lỗ phi 90),CAI,5,CAI,5,,VND,60000,0,300000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-001,Nguyễn Thị Đào,45293.390972222223,PR24/01-006,0917400051000000,Băng keo 3M dán nền màu vàng 50mm,CUON,10,CUON,10,,VND,79000,63200,790000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-001,Nguyễn Thị Đào,45293.390972222223,PR24/01-006,0917400054000000,Băng keo 3M dán nền màu vàng đen 50mm,CUON,2,CUON,2,,VND,137000,21920,274000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-062,Nguyễn Thị Đào,45313.125694444439,PR24/01-056,0917400054000000,Băng keo 3M dán nền màu vàng đen 50mm,CUON,10,CUON,10,,VND,137000,109600,1370000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-001,Nguyễn Thị Đào,45293.390972222223,PR24/01-006,0917400055000000,Băng keo 3M dán nền màu đỏ vàng 100mm,CUON,2,CUON,2,,VND,137000,21920,274000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO03/24-037,Nguyễn Thị Đào,45363.388888888891,PR24/03-034,0917400240000000,BĂNG KEO MÀU XANH 2CM (1 MẶT),CUON,50,CUON,50,,VND,3900,0,195000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO03/24-077,Thái Nguyễn Minh Quyết,45377.163888888885,PR24/03-066,0918500200000000,Bát đế thoi sau RX8.0 ( Rear Part With Bolts)  Mã: Z2C-05330,CAI,20,CAI,20,,USD,1.97,0,39,NCC020011,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD"
PO03/24-077,Thái Nguyễn Minh Quyết,45377.163888888885,PR24/03-066,0918500210000000,Bát đế thoi giữa RX8.0 ( Middle Part With Bolts)  Mã: Z2C-05329,CAI,20,CAI,20,,USD,3.56,0,71,NCC020011,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD"
PO03/24-077,Thái Nguyễn Minh Quyết,45377.163888888885,PR24/03-066,0918500220000000,Bát đế thoi dưới RX8.0 (Spacer )  Mã: Z3U-02728,CAI,20,CAI,20,,USD,0.47,0,9,NCC020011,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD"
PO03/24-077,Thái Nguyễn Minh Quyết,45377.163888888885,PR24/03-066,0918500230000000,Bát đế thoi trước RX8.0 ( Front Part With Bolts)  Mã: Z2C-05328,CAI,20,CAI,20,,USD,3.56,0,71,NCC020011,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD"
PO03/24-077,Thái Nguyễn Minh Quyết,45377.163888888885,PR24/03-066,0918500240000000,Bát đế thoi trên RX8.0 (Cross Beam )  Mã: Z41-13743.,CAI,20,CAI,20,,USD,22.95,0,459,NCC020011,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD"
PO02/24-012,Nguyễn Thị Đào,45325.381249999999,PR24/02-017,0918700021000000,Giấy nhám 120,TO,18,TO,18,,VND,5000,0,90000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO02/24-052,Nguyễn Thị Đào,45352.142361111109,PR24/02-050,0919600380000000,Kim may (NEEDLE) - 25DN1. (KT: 25x200x92),CAI,200,CAI,200,,VND,5000,0,1000000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO03/24-015,Thái Nguyễn Minh Quyết,45357.13680555555,PR24/03-007,0919600540000000,Dao trên cắt chỉ (MOVABLE KNIFE) Mã: HMJ2138001,CAI,50,CAI,50,,VND,277000,1385000,13850000,NCC010030,CÔNG TY TNHH KỸ THUẬT ĐĂNG HƯNG
PO01/24-062,Nguyễn Thị Đào,45313.125694444439,PR24/01-058,0919600770000000,Bulong lục giác đầu tròn M6x45 - Ren nửa.,CON,200,CON,200,,VND,700,0,140000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-025,Nguyễn Thị Đào,45300.341666666667,PR24/01-027,0920600350000000,dây cấp nước bồn cầu,DAY,4,DAY,4,,VND,50000,0,200000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-068,Nguyễn Thị Đào,45313.335416666661,PR24/01-065,0920600510000000,Dây rút 8x300,BICH,20,BICH,20,,VND,30000,0,600000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-002,Nguyễn Thị Đào,45293.393055555556,PR24/01-004,0922700081000000,Lưỡi cắt 100,LUOI,1,LUOI,1,,VND,85000,0,85000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO02/24-031,Nguyễn Thị Đào,45348.314583333333,PR24/02-032,0922700082000000,Đá cắt 125mm,LUOI,20,LUOI,20,,VND,12000,0,240000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO03/24-044,Nguyễn Thị Đào,45365.26180555555,PR24/03-039,0922700082000000,Đá cắt 125mm,LUOI,10,LUOI,10,,VND,12000,0,120000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO03/24-052,Nguyễn Thị Đào,45370.109027777777,PR24/03-050,0922700083000000,cục gỗ 8*8*10,CAI,500,CAI,500,,VND,6000,0,3000000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO01/24-002,Nguyễn Thị Đào,45293.393055555556,PR24/01-004,0922700084000000,Lưỡi cắt bê tông 150mm,CAI,1,CAI,1,,VND,100000,0,100000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-002,Nguyễn Thị Đào,45293.393055555556,PR24/01-004,0923700162000000,ke lát gạch,BICH,1,BICH,1,,VND,1,0,1,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO02/24-008,Nguyễn Thị Đào,45324.406944444439,PR24/02-014,0923700170000000,Keo dán BM 200g,HOP,1,HOP,1,,VND,1,0,1,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO02/24-012,Nguyễn Thị Đào,45325.381249999999,PR24/02-017,0923700180000000,Keo dán ống 0.5kg,HOP,1,HOP,1,,VND,80000,0,80000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-002,Nguyễn Thị Đào,45293.393055555556,PR24/01-004,0923700180000000,Keo dán ống 0.5kg,HOP,1,HOP,1,,VND,76000,0,76000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-015,Nguyễn Thị Đào,45299.227083333331,PR24/01-017,0923700180000000,Keo dán ống 0.5kg,HOP,1,HOP,1,,VND,84000,0,84000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO03/24-077,Thái Nguyễn Minh Quyết,45377.163888888885,PR24/03-066,0923800020000000,KẸP GỌNG THOI RX8.0 ( Cap ) Mã:  Z2U-02502,CAI,40,CAI,40,,USD,0.59,0,24,NCC020011,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD"
PO01/24-056,Nguyễn Thị Đào,45309.406944444439,PR24/01-054,0924100110000000,"Kim máy may schmetz DPX17, NM: 200 - size: 25",CAI,100,CAI,100,,VND,5000,0,500000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO03/24-044,Nguyễn Thị Đào,45365.26180555555,PR24/03-039,0900600140000000,Bản lề cối phi 20,BO,3,BO,3,,VND,30000,0,90000,NCC010054,HOÀNG QUANG HỢI_ VTXD
PO01/24-088,Nguyễn Thị Đào,45316.359027777777,PR24/01-087,5200108570000000,KUHN HAY (Unipack),CM2,5000,CM2,5000,,VND,290,116000,1450000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO03/24-069,Nguyễn Thị Đào,45377.118055555555,PR24/03-068,5200108690000000,Bản in EL TORO - UNIPACK,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO03/24-086,Nguyễn Thị Đào,45380.088194444441,PR24/03-083,5200108690000000,Bản in EL TORO - UNIPACK,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO03/24-061,Nguyễn Thị Đào,45372.363194444442,PR24/03-057,5200108810000000,Bản in CS 78x132,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO03/24-067,Nguyễn Thị Đào,45377.110416666663,PR24/03-069,5200109100000000,Dép Tổ Ong màu đỏ -  size 42,DOI,50,DOI,50,,VND,25500,0,1275000,NCC010053,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY
PO03/24-064,Nguyễn Thị Đào,45373.299305555556,PR24/03-058,5200109101000000,Nón Kết Lưỡi Trai,CAI,1000,CAI,1000,,VND,22223,1777840,22223000,NCC010094,CÔNG TY TNHH ĐỒNG PHỤC CÁ TÍNH
PO03/24-061,Nguyễn Thị Đào,45372.363194444442,PR24/03-057,5200110920000000,BẢNG IN BLUE HORSE RB,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO03/24-053,Nguyễn Thị Đào,45370.113888888889,PR24/03-048,5200110920000000,BẢNG IN BLUE HORSE RB,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO01/24-097,Nguyễn Thị Đào,45317.215277777774,PR24/01-087,5200110920000000,BẢNG IN BLUE HORSE RB,M2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KIỆT
PO01/24-033,Nguyễn Thị Đào,45302.369444444441,PR24/01-031,SOI-MULTI-800D,"Sợi PP filament 800D, trắng đục. [Loại tốt để dệt đai, không tưa], lực kéo đứt >=4.0KgF, độ giãn dài 25 +/- 5, kháng UV",KG,1300,KG,1300,,VND,44000,5720000,57200000,NCC010035,CÔNG TY TNHH SX TÂN VINH PHÁT
PO03/24-047,Nguyễn Thị Đào,45365.274305555555,PR24/03-041,BIACARTON5LOP.1111,Bìa carton 5 lớp kích thước 1.1mx1.1m. [Lót Pallet],TAM,60,TAM,60,,VND,13600,65280,816000,NCC010082,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI BAO BÌ PHÚC LONG
PO03/24-059,Nguyễn Thị Đào,45371.419444444444,PR24/03-056,MDM-DMC,Dung môi Chỉnh,KG,75,KG,75,,VND,39000,292500,2925000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO03/24-006,Nguyễn Thị Đào,45355.381249999999,PR24/03-004,MDM-DMC,Dung môi Chỉnh,KG,75,KG,75,,VND,39000,292500,2925000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO01/24-007,Nguyễn Thị Đào,45294.356944444444,PR24/01-009,MDM-DMC,Dung môi Chỉnh,KG,50,KG,50,,VND,39000,195000,1950000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO01/24-104,Nguyễn Thị Đào,45321.263888888891,PR24/01-099,MDM-DMC,Dung môi Chỉnh,KG,50,KG,50,,VND,39000,195000,1950000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO02/24-016,Nguyễn Thị Đào,45342.130555555552,PR24/02-021,MDM-DMC,Dung môi Chỉnh,KG,100,KG,100,,VND,39000,390000,3900000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO01/24-109,Nguyễn Thị Đào,45324.112499999996,PR24/02-004,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,340,KG,340,,VND,41000,1394000,13940000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO01/24-089,Nguyễn Thị Đào,45316.362499999996,PR24/01-086,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,340,KG,340,,VND,41000,1394000,13940000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO01/24-007,Nguyễn Thị Đào,45294.356944444444,PR24/01-009,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,24,KG,24,,VND,74000,177600,1776000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO01/24-057,Nguyễn Thị Đào,45310.120833333334,PR24/01-055,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,170,KG,170,,VND,41000,697000,6970000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO01/24-026,Nguyễn Thị Đào,45300.417361111111,PR24/01-028,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,170,KG,170,,VND,41000,697000,6970000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO01/24-047,Nguyễn Thị Đào,45307.26458333333,PR24/01-046,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,340,KG,340,,VND,41000,1394000,13940000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO01/24-051,Nguyễn Thị Đào,45308.354166666664,PR24/01-045,MDM-DMCKGT,Dung môi chậm khô gián tiếp,KG,160,KG,160,,VND,46000,736000,7360000,NCC010031,CÔNG TY TNHH LD HÓA CHẤT ARIRANG
PO01/24-080,Nguyễn Thị Đào,45315.209722222222,PR24/01-081,MDM-DMCKGT,Dung môi chậm khô gián tiếp,KG,160,KG,160,,VND,46000,736000,7360000,NCC010031,CÔNG TY TNHH LD HÓA CHẤT ARIRANG
PO01/24-079,Nguyễn Thị Đào,45315.206249999996,PR24/01-080,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,,VND,39000,3978000,39780000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO01/24-104,Nguyễn Thị Đào,45321.263888888891,PR24/01-099,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,,VND,39000,3978000,39780000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO02/24-002,Nguyễn Thị Đào,45324.120138888888,PR24/02-009,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,,VND,39000,3978000,39780000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO01/24-057,Nguyễn Thị Đào,45310.120833333334,PR24/01-055,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,340,KG,340,,VND,39000,1326000,13260000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO01/24-045,Nguyễn Thị Đào,45306.112499999996,PR24/01-041,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,,VND,39000,3978000,39780000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO01/24-007,Nguyễn Thị Đào,45294.356944444444,PR24/01-009,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,,VND,39000,3978000,39780000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO03/24-006,Nguyễn Thị Đào,45355.381249999999,PR24/03-004,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,,VND,39000,3978000,39780000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO02/24-043,Nguyễn Thị Đào,45349.202777777777,PR24/02-043,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,,VND,39000,3978000,39780000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
PO02/24-044,Nguyễn Thị Đào,45349.206944444442,PR24/02-042,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,340,KG,340,,VND,39000,1326000,13260000,NCC010016,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN)
