Ngày,Đơn hàng,Khách hàng,Mã hàng,Tên hàng,ĐVT 1,ĐVT 2,Số lượng 1,Số lượng 2,Ngày dự kiến giao hàng,Ghi chú
45352,SO2403-0001,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,SUI-TRANG,Sủi trắng,KG,KG,50000,50000,45382,
45299,SO2401-0021,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,SUI-TRANG,Sủi trắng,KG,KG,3000,3000,45322,
45325,SO2402-0008,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,SUI-TRANG,Sủi trắng,KG,KG,10000,10000,45351,
45379,SO2403-0066,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",M,KG,42000,2016,45412,
45325,SO2402-0008,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACAPRE500110120083TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 11.0x12.0, TL: 83g/m(+/-2.5).",M,KG,230000,19090,45351,
45323,SO2402-0005,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACAPRE560100110080TRDU,"Cuộn PP, trắng đục, K56cm(+1/-0.5), MĐ: 10.0x11.0, TL: 80g/m(+/-2.4).",M,KG,260000,20800,45325,
45321,SO2401-0054,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACASAN500100110057TRDU,"Vải cuộn PP, trắng đục, K50.0cm, MĐ: 10.0x11.0, kiểu dệt 2x1/5x1, TL: 57.0g/m.",M,KG,175000,9975,45325,
45323,SO2402-0005,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACATHA190130130567TDUV,"Vải cuộn PP, trắng đục UV (JB37+JB38), K190.0cm, MĐ: 13.0x13.0, GC 8 điểm chỉ đôi 80mm, 12-8-11-33-11-8-12-12-8-11-33-11-8-12, TL: 567.33g/mét.",M,KG,5300,3006.8490000000002,45325,
45301,SO2401-0026,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACAUNP175120122574TRDU,"Vải cuộn PP, K175.5cm, MĐ: 12.0x13.0, TL: 574.0g/m. [UNP170gsm]",M,KG,11200,6428.8,45322,
45380,SO2403-0070,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACAUNP175120130480TRDU,"Vải cuộn PP, K175.0cm, MĐ: 12.0x13.0, TL: 480.2g/m. [UNP-140gsm]",M,KG,630,302.52600000000001,45412,
45379,SO2403-0064,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACUASU119100100083TRDU,"Vải manh cuộn PP, K119.5cm, 10x10, caro láng, TL: 83.7g/m. [70gsm]",M,KG,200000,16730,45412,
45302,SO2401-0030,"CÔNG TY TAMATRA-US, LLC",THACUASU122100100085TRDU,"Vải manh cuộn PP, K122.0cm, 10x10, caro láng, TL: 85.4g/m. [70gsm]",M,KG,150000,12810,45324,
45379,SO2403-0064,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACUASU124100100087TRDU,"Vải manh cuộn PP, K124.5cm, 10x10, caro láng, TL: 87.2g/m. [70gsm]",M,KG,150000,13072.5,45412,
45324,SO2402-0006,P &  P DONGWON/ SEOGANG DISTRIBUTION,THACUDOW455100110070CABT,"Vải cuộn PP, màu cam biên trong, K45.5cm, MĐ: 10x11, 2x1, TL: 70g/mét.",M,KG,50000,3500,45356,
45324,SO2402-0006,P &  P DONGWON/ SEOGANG DISTRIBUTION,THACUDOW455100110070TRXD,"Vải cuộn PP, màu trắng đục biên xanh dương, K45.5cm, MĐ: 10x11, 2x1, TL: 70g/mét.",M,KG,50000,3500,45356,
45324,SO2402-0006,P &  P DONGWON/ SEOGANG DISTRIBUTION,THACUDOW455100110070VA00,"Vải cuộn PP, màu vàng, K45.5cm, MĐ: 10x11, 2x1, TL: 70g/mét.",M,KG,50000,3500,45356,
45299,SO2401-0023,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THATRVAI750009009142XAMO,"Vải áo, cuộn PP tráng màu xám tro khổ 75cm sọc 1 biên 5cm bằng chỉ súc máy, 9x9, TL 142gr/m",M,KG,30000,4260,45322,
45369,SO2403-0039,CÔNG TY TNHH LUCKY STAR PLAST,THATRVAI750009009145XAMO,"Vải áo, cuộn PP tráng màu xám tro khổ 75cm sọc 1 biên 5cm bằng chỉ súc máy, 9x9, TL 145gr/m",M,KG,707.5,102.5875,45382,
45302,SO2401-0031,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THATRVAI900090090157XAMO,"Cuộn vải áo, có tráng, màu xám tro, K90cm, rọc hông 1 bên, TL: 157.4g/m.",M,KG,25300,3982.22,45322,
45364,SO2403-0029,ENCORE LAMI SDN BHD. Oshi,0102107002000000,"Vải manh cuộn PP, trắng đục, K113cm, MĐ: 7x7, 900D, caro láng, TL: 64.0g/m.  [5000m/cuộn]/THACUECL113070070064TRDU",M,KG,60000,3840,45405,
45345,SO2402-0033,ENCORE LAMI SDN BHD. Oshi,0102107002000000,"Vải manh cuộn PP, trắng đục, K113cm, MĐ: 7x7, 900D, caro láng, TL: 64.0g/m.  [5000m/cuộn]/THACUECL113070070064TRDU",M,KG,30000,1920,45373,
45364,SO2403-0029,ENCORE LAMI SDN BHD. Oshi,0102107003000000,"Vải manh cuộn PP, trắng đục, K116cm, MĐ: 7x7, 900D, caro láng, TL: 66.0g/m. [5000m/cuộn]/THACUECL116070070066TRDU",M,KG,40000,2640,45405,
45307,SO2401-0040,ENCORE LAMI SDN BHD. Oshi,0102107003000000,"Vải manh cuộn PP, trắng đục, K116cm, MĐ: 7x7, 900D, caro láng, TL: 66.0g/m. [5000m/cuộn]/THACUECL116070070066TRDU",M,KG,30000,1980,45345,
45307,SO2401-0040,ENCORE LAMI SDN BHD. Oshi,0102107004000000,"Vải manh cuộn PP, trắng đục, K117cm, MĐ: 7x7, 900D, caro láng, TL: 66.5g/m. [5000m/cuộn]/THACUECL117070070665TRDU",M,KG,30000,1995,45345,
45364,SO2403-0029,ENCORE LAMI SDN BHD. Oshi,0102107004000000,"Vải manh cuộn PP, trắng đục, K117cm, MĐ: 7x7, 900D, caro láng, TL: 66.5g/m. [5000m/cuộn]/THACUECL117070070665TRDU",M,KG,20000,1330,45405,
45364,SO2403-0029,ENCORE LAMI SDN BHD. Oshi,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",M,KG,190000,12920,45405,
45345,SO2402-0033,ENCORE LAMI SDN BHD. Oshi,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",M,KG,280000,19040,45373,
45307,SO2401-0040,ENCORE LAMI SDN BHD. Oshi,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",M,KG,310000,21080,45345,
45345,SO2402-0033,ENCORE LAMI SDN BHD. Oshi,0102107008000000,"Vải manh cuộn PP, trắng đục, K120cm, MĐ: 7x7, 900D, caro láng, TL: 68.6g/m. [5000m/cuộn]/THACUECL120070070686TRDU",M,KG,60000,4116,45373,
45364,SO2403-0029,ENCORE LAMI SDN BHD. Oshi,0102107008000000,"Vải manh cuộn PP, trắng đục, K120cm, MĐ: 7x7, 900D, caro láng, TL: 68.6g/m. [5000m/cuộn]/THACUECL120070070686TRDU",M,KG,60000,4116,45405,
45344,SO2402-0028,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),0102109008000000,"Vải cuộn PP, trắng đục, K58.5cm, MĐ: 10.0x10.0, dệt xếp, TL: 82.0g/m./THACUHAL585100100082TRDU",M,KG,87000,7134,45380,
45342,SO2402-0018,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),0102109008000000,"Vải cuộn PP, trắng đục, K58.5cm, MĐ: 10.0x10.0, dệt xếp, TL: 82.0g/m./THACUHAL585100100082TRDU",M,KG,675000,55350,45355,
45344,SO2402-0028,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),0102109009000000,"Vải cuộn PP, trắng đục, K58.5cm, MĐ: 13.0x13.0, 900D, TL: 120.0g/m.THACUHAL585130130120TRDU",M,KG,150000,18000,45380,
45345,SO2402-0032,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),0102109009000000,"Vải cuộn PP, trắng đục, K58.5cm, MĐ: 13.0x13.0, 900D, TL: 120.0g/m.THACUHAL585130130120TRDU",M,KG,120000,14400,45383,
45355,SO2403-0010,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),0102109025000000,"Vải cuộn PP, trắng đục, hấp PE bên trong, K56.0cm, TL: 95.0g/m./HAPHAL560095TRDU",M,KG,160000,15200,45380,
45293,SO2401-0004,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),0102109025000000,"Vải cuộn PP, trắng đục, hấp PE bên trong, K56.0cm, TL: 95.0g/m./HAPHAL560095TRDU",M,KG,267000,25365,45310,
45323,SO2402-0005,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,0102109025000000,"Vải cuộn PP, trắng đục, hấp PE bên trong, K56.0cm, TL: 95.0g/m./HAPHAL560095TRDU",M,KG,264000,25080,45325,
45355,SO2403-0010,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),0102109029000000,"Vải cuộn PP, trắng đục, hấp PE bên trong, K58.5cm, TL: 100g/m./HAPHAL585100TRDU",M,KG,100000,10000,45380,
45342,SO2402-0017,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),0102109030000000,"Vải cuộn PP, hấp PE bên trong, trắng trong, K58.5cm, TL: 100g/m. [850D, 8.0x8.0, 20micron]/HAPHAL585100TRTR",M,KG,250000,25000,45379,
45323,SO2402-0002,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),0102109030000000,"Vải cuộn PP, hấp PE bên trong, trắng trong, K58.5cm, TL: 100g/m. [850D, 8.0x8.0, 20micron]/HAPHAL585100TRTR",M,KG,250000,25000,45352,
45300,SO2401-0024,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),0102109030000000,"Vải cuộn PP, hấp PE bên trong, trắng trong, K58.5cm, TL: 100g/m. [850D, 8.0x8.0, 20micron]/HAPHAL585100TRTR",M,KG,250000,25000,45352,
45342,SO2402-0016,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),0102109033000000,"Vải cuộn PP, trắng đục, tráng hấp PE, K51.0cm, TL: 83.0g/m. [910D, 8x8, 20mic]/HAPHAL051083TRDU",M,KG,150000,12450,45379,
45355,SO2403-0010,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),0102109033000000,"Vải cuộn PP, trắng đục, tráng hấp PE, K51.0cm, TL: 83.0g/m. [910D, 8x8, 20mic]/HAPHAL051083TRDU",M,KG,150000,12450,45380,
45379,SO2403-0065,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,0102123047000000,"[Đóng gói] Cuộn vải, màu đen, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150DE00",M,KG,20000,3000,45412,
45379,SO2403-0065,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,0102123048000000,"[Đóng gói] Cuộn vải, trắng đục, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150TD00",M,KG,24000,3600,45412,
45379,SO2403-0065,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,0102123049000000,"[Đóng gói] Cuộn vải, trắng đục suốt vàng, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150TDVA",M,KG,20000,3000,45412,
45379,SO2403-0065,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,0102123050000000,"[Đóng gói] Cuộn vải, xanh dương, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150XD00",M,KG,50000,7500,45412,
45379,SO2403-0065,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,0102123053000000,"[Đóng gói] Cuộn vải, màu đen, K400cm, dài 200m/cuộn, TL: 340g/m. [85gsm]/CVDPER400200340DE00",M,KG,9000,3060,45412,
45379,SO2403-0065,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,0102123055000000,"[Đóng gói] Cuộn vải, trắng đục suốt vàng, K400cm, dài 200m/cuộn, TL: 340g/m. [85gsm]/CVDPER400200340TDVA",M,KG,9000,3060,45412,
45364,SO2403-0032,SANPOLY INDUSTRY SDN BHD,0102125007000000,"Vải cuộn PP, trắng đục, K51.0cm(+1/-0.5), MĐ: 10.0x11.0, TL: 73g/m(+/-2.5). [3500m/cuộn]/THACUSAN510100110073TRDU",M,KG,150500,10986.5,45387,
45301,SO2401-0029,SANPOLY INDUSTRY SDN BHD,0102125007000000,"Vải cuộn PP, trắng đục, K51.0cm(+1/-0.5), MĐ: 10.0x11.0, TL: 73g/m(+/-2.5). [3500m/cuộn]/THACUSAN510100110073TRDU",M,KG,10500,766.5,45303,
45376,SO2403-0051,SANPOLY INDUSTRY SDN BHD,0102125009000000,"Vải cuộn PP, trắng đục, K51.0cm(+1/-0.2), MĐ: 10x12.5, TL: 86g/m(+1/-2). [Khi xuất hàng dán tem màu vàng]/THACUSAN510100125086TRDU",M,KG,100000,8600,45401,
45364,SO2403-0026,SANPOLY INDUSTRY SDN BHD,0102125012000000,"Vải cuộn PP, trắng đục, K56.0cm(+1/-0.5), MĐ: 10.0x9.0, TL: 78g/m (+1/-2). [3500m/cuộn]/THACUSAN560100009078TRDU",M,KG,322000,25116,45387,
45364,SO2403-0028,SANPOLY INDUSTRY SDN BHD,0102125012000000,"Vải cuộn PP, trắng đục, K56.0cm(+1/-0.5), MĐ: 10.0x9.0, TL: 78g/m (+1/-2). [3500m/cuộn]/THACUSAN560100009078TRDU",M,KG,679000,52962,45394,
45351,SO2402-0049,SANPOLY INDUSTRY SDN BHD,0102125012000000,"Vải cuộn PP, trắng đục, K56.0cm(+1/-0.5), MĐ: 10.0x9.0, TL: 78g/m (+1/-2). [3500m/cuộn]/THACUSAN560100009078TRDU",M,KG,800000,62400,45366,
45293,SO2401-0003,SANPOLY INDUSTRY SDN BHD,0102125012000000,"Vải cuộn PP, trắng đục, K56.0cm(+1/-0.5), MĐ: 10.0x9.0, TL: 78g/m (+1/-2). [3500m/cuộn]/THACUSAN560100009078TRDU",M,KG,475000,37050,45338,
45306,SO2401-0037,SANPOLY INDUSTRY SDN BHD,0102125017000000,"Vải cuộn PP, trắng đục, K58.5cm(+1/-0.5), MĐ: 10.0x9.0, TL: 81g/m(+/-2). [3500 m/cuộn]/THACUSAN585100009081TRDU",M,KG,200000,16200,45324,
45364,SO2403-0030,SANPOLY INDUSTRY SDN BHD,0102125017000000,"Vải cuộn PP, trắng đục, K58.5cm(+1/-0.5), MĐ: 10.0x9.0, TL: 81g/m(+/-2). [3500 m/cuộn]/THACUSAN585100009081TRDU",M,KG,300000,24300,45380,
45376,SO2403-0052,SANPOLY INDUSTRY SDN BHD,0102125017000000,"Vải cuộn PP, trắng đục, K58.5cm(+1/-0.5), MĐ: 10.0x9.0, TL: 81g/m(+/-2). [3500 m/cuộn]/THACUSAN585100009081TRDU",M,KG,100000,8100,45401,
45376,SO2403-0053,SANPOLY INDUSTRY SDN BHD,0102125027000000,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 10.0x9.3, TL: 94.0g/m(+2.0/-1.0). [3500m/cuộn]/THACUSAN660100093094TRDU",M,KG,125000,11750,45401,
45364,SO2403-0033,SANPOLY INDUSTRY SDN BHD,0102125027000000,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 10.0x9.3, TL: 94.0g/m(+2.0/-1.0). [3500m/cuộn]/THACUSAN660100093094TRDU",M,KG,175000,16450,45387,
45351,SO2402-0046,SANPOLY INDUSTRY SDN BHD,0102125027000000,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 10.0x9.3, TL: 94.0g/m(+2.0/-1.0). [3500m/cuộn]/THACUSAN660100093094TRDU",M,KG,200000,18800,45366,
45343,SO2402-0020,SANPOLY INDUSTRY SDN BHD,0102125027000000,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 10.0x9.3, TL: 94.0g/m(+2.0/-1.0). [3500m/cuộn]/THACUSAN660100093094TRDU",M,KG,150000,14100,45352,
45293,SO2401-0003,SANPOLY INDUSTRY SDN BHD,0102125027000000,"Vải cuộn PP, trắng đục, K66.0cm, MĐ: 10.0x9.3, TL: 94.0g/m(+2.0/-1.0). [3500m/cuộn]/THACUSAN660100093094TRDU",M,KG,100000,9400,45338,
45351,SO2402-0048,SANPOLY INDUSTRY SDN BHD,0102125032000000,"Vải cuộn PP, trắng đục, K66cm, MĐ: 10.0x11.0, TL: 104g/m. [Hooking]/THACUSAN660100110104TRDU",M,KG,300000,31200,45366,
45376,SO2403-0054,SANPOLY INDUSTRY SDN BHD,0102125032000000,"Vải cuộn PP, trắng đục, K66cm, MĐ: 10.0x11.0, TL: 104g/m. [Hooking]/THACUSAN660100110104TRDU",M,KG,125000,13000,45401,
45376,SO2403-0057,SANPOLY INDUSTRY SDN BHD,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",M,KG,100000,11800,45401,
45321,SO2401-0054,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",M,KG,69000,8142,45325,
45380,SO2403-0068,SANPOLY INDUSTRY SDN BHD,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",M,KG,85000,10030,45401,
45380,SO2403-0067,SANPOLY INDUSTRY SDN BHD,0102125059000000,"Vải cuộn PP, trắng đục, K71cm (+1.5/-0), MĐ: 11.0x12.0, TL: 116.0g/m (+/-2.0). [2500m/cuộn] [Hooking]/THACUSAN710110120116TRDU",M,KG,125000,14500,45401,
45376,SO2403-0056,SANPOLY INDUSTRY SDN BHD,0102125059000000,"Vải cuộn PP, trắng đục, K71cm (+1.5/-0), MĐ: 11.0x12.0, TL: 116.0g/m (+/-2.0). [2500m/cuộn] [Hooking]/THACUSAN710110120116TRDU",M,KG,100000,11600,45401,
45376,SO2403-0055,SANPOLY INDUSTRY SDN BHD,0102125065000000,"Vải cuộn PP, trắng đục, K66.0cm(+1/-0.5), MĐ: 11.0x12.0, TL: 106g/m(+1/-2). [Hooking]",M,KG,125000,13250,45401,
45351,SO2402-0047,SANPOLY INDUSTRY SDN BHD,0102125065000000,"Vải cuộn PP, trắng đục, K66.0cm(+1/-0.5), MĐ: 11.0x12.0, TL: 106g/m(+1/-2). [Hooking]",M,KG,250000,26500,45366,
45301,SO2401-0027,SANPOLY INDUSTRY SDN BHD,0102125065000000,"Vải cuộn PP, trắng đục, K66.0cm(+1/-0.5), MĐ: 11.0x12.0, TL: 106g/m(+1/-2). [Hooking]",M,KG,300000,31800,45310,
45370,SO2403-0042,SAN MIGUEL YAMAMURA WOVEN PRODUCTS SDN BHD,0102129002000000,"Vải manh PP, trắng đục, K123cm (Xẻ 2 hông thành 2 manh 123cm), MĐ: 8x8, TL: 84.0g/m. [4000 mét/cuộn]/THACUSMY123080080084TRDU",M,KG,300000,25200,45383,
45370,SO2403-0042,SAN MIGUEL YAMAMURA WOVEN PRODUCTS SDN BHD,0102129003000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 7x7, TL: 76.0g/m. [4000 mét/cuộn]/THACUSMY127007007076TRDU",M,KG,5100000,387600,45383,
45355,SO2403-0007,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,0102129003000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 7x7, TL: 76.0g/m. [4000 mét/cuộn]/THACUSMY127007007076TRDU",M,KG,996000,75696,45382,
45370,SO2403-0042,SAN MIGUEL YAMAMURA WOVEN PRODUCTS SDN BHD,0102129004000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 8x8, TL: 86.9g/m. [4000 mét/cuộn]/THACUSMY127080080869TRDU",M,KG,600000,52200,45383,
45344,SO2402-0028,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),0119109032000000,"Vải cuộn PP, trắng đục, K56.0cm, MĐ: 10.0x10.0, TL: 78.0g/m. [810D]/THACUHAL560100100078TRDU",M,KG,966000,75348,45380,
45341,SO2402-0013,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),0119109032000000,"Vải cuộn PP, trắng đục, K56.0cm, MĐ: 10.0x10.0, TL: 78.0g/m. [810D]/THACUHAL560100100078TRDU",M,KG,644000,50232,45379,
45295,SO2401-0013,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),0119109032000000,"Vải cuộn PP, trắng đục, K56.0cm, MĐ: 10.0x10.0, TL: 78.0g/m. [810D]/THACUHAL560100100078TRDU",M,KG,966000,75348,45324,
45359,SO2403-0018,Halston Polyfabs Ltd (BONA VENTURES PTE LTD),HAPHAL510083TRTR,"Vải cuộn PP, tráng hấp PE, K51cm, TL: 83.0g/m, trắng trong. [20.0mic] [8x8, 910D], 3000m/cuộn",M,KG,50000,4150,45387,
45369,SO2403-0040,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACAKCP600102102128TRTA,"Cuộn PP, trắng tẩy, K60.0cm(+/-0.5), MĐ: 10.25x10.25, TL: 126.5g/m(cũ 128g/m). [2500(m/cuộn]",M,KG,4000,506,45382,
45344,SO2402-0027,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACAMOL530100110063TRDU,"Vải cuộn PP, trắng đục, K53.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 63.0g/m (+/-1.9).",M,KG,100000,6300,45351,
45351,SO2402-0044,Công Ty TNHH Sản Xuất Thương Mại Thái Anh,THACAMOL530100110063TRDU,"Vải cuộn PP, trắng đục, K53.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 63.0g/m (+/-1.9).",M,KG,100000,6300,45360,
45341,SO2402-0011,PRESTASI FLOUR MILL (M) SDN BHD,0119124001001000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BHRC BLEACH (5000013). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHBL",CAI,KG,15000,1050,45408,
45341,SO2402-0012,PRESTASI FLOUR MILL (M) SDN BHD,0119124001001000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BHRC BLEACH (5000013). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHBL",CAI,KG,10000,700,45439,
45341,SO2402-0010,PRESTASI FLOUR MILL (M) SDN BHD,0119124001001000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BHRC BLEACH (5000013). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHBL",CAI,KG,10000,700,45380,
45341,SO2402-0011,PRESTASI FLOUR MILL (M) SDN BHD,0119124001002000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BH RB (5001139). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHRB",CAI,KG,30000,2100,45408,
45341,SO2402-0010,PRESTASI FLOUR MILL (M) SDN BHD,0119124001002000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BH RB (5001139). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHRB",CAI,KG,35000,2450,45380,
45341,SO2402-0012,PRESTASI FLOUR MILL (M) SDN BHD,0119124001002000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BH RB (5001139). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHRB",CAI,KG,30000,2100,45439,
