Số đơn hàng,Mã sản phẩm,Tên sản phẩm,Công việc,Tên công việc,Mã nhóm,Mã mặt hàng,Tên mặt hàng,Đơn vị tính 1,Đơn vị tính 2,Số lượng (1),Số lượng (2)
SO2403-0069,TPH061094G190TTTOP.MAU2,"Bao TP-PP lồng PE, khổ 61x94PB+1/-0, TLPP 125gr + LDPE 63x99+1/-0, TLPE 65gr +/-1= 190gr/bộ +/-3, Không in",24,Công đoạn lồng bao,LOB,LOB061094TTTOP,"Bao PP-In + lồng PE, trắng tẩy, K61x94PB, TL: PP-125g + LDPE-K63x99LLx65g = 190g/bộ",Cái,KG,25,4.75
SO2403-0069,TPH061094G190TTTOP.MAU2,"Bao TP-PP lồng PE, khổ 61x94PB+1/-0, TLPP 125gr + LDPE 63x99+1/-0, TLPE 65gr +/-1= 190gr/bộ +/-3, Không in",34,Công đoạn ép kiện,TPH-1553,TPH061094G190TTTOP.MAU2,"Bao TP-PP lồng PE, khổ 61x94PB+1/-0, TLPP 125gr + LDPE 63x99+1/-0, TLPE 65gr +/-1= 190gr/bộ +/-3, Không in",CAI,KG,25,4.75
SO2403-0068,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",02,Công đoạn tạo sợi,TPH-1551,SOI-SW5,"Sợi PP, trắng đục, 810D, 2.55mm. [Non-Recycled]",KG,KG,10165.405,10165.405
SO2403-0068,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",03,Công đoạn dệt,TPH-1552,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",M,KG,85000,10030
SO2403-0067,0102125059000000,"Vải cuộn PP, trắng đục, K71cm (+1.5/-0), MĐ: 11.0x12.0, TL: 116.0g/m (+/-2.0). [2500m/cuộn] [Hooking]/THACUSAN710110120116TRDU",01,"Công đoạn tái chế (ó, tạo hạt)",SUI,SUI-TRANG,Sủi trắng,KG,KG,1343.75,1343.75
SO2403-0067,0102125059000000,"Vải cuộn PP, trắng đục, K71cm (+1.5/-0), MĐ: 11.0x12.0, TL: 116.0g/m (+/-2.0). [2500m/cuộn] [Hooking]/THACUSAN710110120116TRDU",02,Công đoạn tạo sợi,TPH-1551,SOI-SP21-HD,"Sợi PP, màu trắng đục, 800D, bản sợi 2.55mm.",KG,KG,14695.75,14695.75
SO2403-0067,0102125059000000,"Vải cuộn PP, trắng đục, K71cm (+1.5/-0), MĐ: 11.0x12.0, TL: 116.0g/m (+/-2.0). [2500m/cuộn] [Hooking]/THACUSAN710110120116TRDU",03,Công đoạn dệt,TPH-1552,0102125059000000,"Vải cuộn PP, trắng đục, K71cm (+1.5/-0), MĐ: 11.0x12.0, TL: 116.0g/m (+/-2.0). [2500m/cuộn] [Hooking]/THACUSAN710110120116TRDU",M,KG,125000,14500
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",02,Công đoạn tạo sợi,TPH-1551,SOI-NX01-2,"Sợi PP, trắng UV, 750D, 2.91mm.",KG,KG,10100.034,10100.034
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",02,Công đoạn tạo sợi,TPH-1551,SOI-JB37,"Sợi PP, trắng UV, 1200D, bản sợi 2.05mm.",KG,KG,26031.516,26031.516
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",02,Công đoạn tạo sợi,TPH-1551,SOI-JB5-1,"Sợi PP, trắng UV, 1000D, 2.20mm. [120TCHF006R-25UV793]",KG,KG,3590.958,3590.958
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",02,Công đoạn tạo sợi,TPH-1551,SOI-JB38,"Sợi PP, trắng UV, 1180D, bản sợi 3.70mm.",KG,KG,22399.692,22399.692
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",02,Công đoạn tạo sợi,TPH-1551,SOI-DL95,"Sợi màu be, Denier 1180D, bản chỉ  1.9 mm",KG,KG,449.694,449.694
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",02,Công đoạn tạo sợi,TPH-1551,SOI-JB17-3,"Sợi PP, trắng UV, 1650D, 3.70mm. [12TCHF006R-25UV793]",KG,KG,3590.958,3590.958
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",02,Công đoạn tạo sợi,TPH-1551,SOI-BEPP-05,"Sợi PP, dệt đai, màu trắng đục, 2400D, 3.7mm.",KG,KG,23478.126,23478.126
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",02,Công đoạn tạo sợi,TPH-1551,SOI-BEPP-01,"Sợi PP, dệt đai, trắng đục. [Sợi chuyển mã]",KG,KG,253.512,253.512
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",03,Công đoạn dệt,TPH-1552,THACASGI180130130546TDUV,"Vải cuộn PP, trắng đục UV (JB37+JB38), K180.0cm, MĐ: 13.0x13.0, GC 8 điểm chỉ đôi 80mm, 12.5-8-49-8-12.5-12.5-8-49-8-12.5, TL: 546.16g/mét.",M,KG,88307.1,48229.80574
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",03,Công đoạn dệt,TPH-1552,THACAPOCXXXXXXXXXXXXTRDU,"Cuộn PP, trắng đục, cắt làm túi tài liệu bao Jumbo.",KG,KG,4.788,4.788
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",03,Công đoạn dệt,TPH-1552,THACAPPM100080080062TRDU,"Vải manh PP, trắng đục  có UV, K100.0cm, MĐ: 8.0x8.0, TL: 57.0g/mét (TL cũ: 62g/m).",M,KG,160496.658,9148.309506
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",03,Công đoạn dệt,WEB,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",M,KG,601419.252,28868.1241
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",03,Công đoạn dệt,TPH-1552,THACASGI102130130158TDUV,"Vải manh PP, trắng đục UV, K102.0cm, MĐ: 13.0x13.0, TL: 158.13g/mét.",M,KG,44812.572,7086.21201
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",04,Công đoạn dệt đai,WEB,10DAI-PPWHI-01-0205,"Dây đai PP, 2.0cm x 5.0g/m, MĐN: 8, màu trắng.",M,KG,50450.4,252.252
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",06,Cắt dây đai-dây rope,WEB,03CAT-TU001-02-DCOX,"Dây cột ống xả, loại PP, màu trắng, W2cm - T5g/m, cắt dài 120cm, TL: 6g/cái. [Code: TU001-02]",CAI,KG,42042,252.252
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",06,Cắt dây đai-dây rope,WEB,03CAT-TC001-02-DAIL,"Đai trợ lực PP, màu trắng, W7cm - T48g/m, cắt dài 102cm; TL: 48.96g/cái.",CAI,KG,84084,4116.75264
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",06,Cắt dây đai-dây rope,WEB,03CAT-TC001-02-DAIN01,"Đai nâng PP, màu trắng, W7cm - T48g/m, cắt dài 140cm, ""40-60-40"", TL: 67.2g/cái.",CAI,KG,336336,22601.7792
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",07,Công đoạn thổi túi (HDPE - LDPE-LLDPE),THA,LDPE0004,"Cuộn LDPE, trắng trong, K56.0cm(+1.0/-0.0), TL: 87.5g/m, 85.0mic.",M,KG,2623.446,229.551525
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",21,Công đoạn may Jumbo,JUBO,02MAY-TC001-02-0000,"Bao Jumbo, trắng đục, có uv 90x90x190cm, TL: 2.2Kg/cái, nắp trùm, đáy bằng, quai chéo, có túi tài liệu",CAI,KG,42000,92400
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",46,Công đoạn đóng gói jumbo,JUBO,09GXP-TC001-02-0000,"[Kiểm bao-Xếp bao] Bao Jumbo, trắng đục, 90x90x190cm, TL: 2.2Kg/cái, nắp trùm, nắp trùm, đáy bằng, quai chéo, túi tài liệu; 20 cái/kiện",CAI,KG,42000,92400
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",47,Cắt - Manh jumbo,MANH,03CAT-TC001-01-NAP0,"Manh PP, màu trắng, có UV có tráng, K: 96cm, cắt dài 375cm, TL: 270.0g/cái. [57+18]",CAI,KG,42042,12108.096
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",47,Cắt - Manh jumbo,MANH,03CAT-TC001-02-DAY0,"Manh PP, trắng đục, có UV; K: 102cm x 102cm, cắt dài 102cm, seal 2 bên, mỗi bên 4cm; TL: 161.29g/cái.",CAI,KG,42042,6780.95418
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",47,Cắt - Manh jumbo,MANH,03CAT-TC001-02-THAN,"Manh tròn PP, trắng đục, có UV; K180cm x 201cm, cắt dài 201cm, TL: 1097.78g/cái.",CAI,KG,42042,46152.86676
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",53,Công đoạn tráng ngoài jumbo,CUONTRANG,THATRPPM096080080768TRDU,"Cuộn manh PP, TRÁNG BÓNG, trắng đục, Khổ tráng 100cm, cắt biên còn TP 96.0cm, tráng 19gsm, TL: 73g/m. (TL cũ 72g/m) (PP57.0gsm+LM19gsm)",M,KG,160810.65,11739.17745
SO2403-0066,10DAI-PPWHI-01-0748,"Dây đai PP, 7.0cm x 48g/m, màu Trắng đục.",54,Công đoạn may viền miệng jumbo,JUBO,10POC-TC001-01-0000,"Túi tài liệu PP+PE, 30x(34+6)cm PP màu trắng tráng trong, PE trong suốt dày 80 micron 26x26cm, túi thành phẩm kích thước 32x26cm",CAI,KG,42042,756.756
SO2403-0065,0102123049000000,"[Đóng gói] Cuộn vải, trắng đục suốt vàng, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150TDVA",02,Công đoạn tạo sợi,TPH-1551,SOI-PR41-3,"Sợi PP, màu vàng, 670D, 2.50mm. [7.6% sủi màu; 4.75% Talc]",KG,KG,1752.92,1752.92
SO2403-0065,0102123047000000,"[Đóng gói] Cuộn vải, màu đen, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150DE00",02,Công đoạn tạo sợi,TPH-1551,SOI-PR43-1,"Sợi PP, màu đen, 670D, 2.50mm. [0033K+Sủi tạp màu]",KG,KG,3101.3,3101.3
SO2403-0065,0102123055000000,"[Đóng gói] Cuộn vải, trắng đục suốt vàng, K400cm, dài 200m/cuộn, TL: 340g/m. [85gsm]/CVDPER400200340TDVA",02,Công đoạn tạo sợi,TPH-1551,SOI-PR45-3,"Sợi PP, màu vàng, 760D, 2.50mm. [7.6% sủi màu, 4.75% Talc]",KG,KG,1752.912,1752.912
SO2403-0065,0102123053000000,"[Đóng gói] Cuộn vải, màu đen, K400cm, dài 200m/cuộn, TL: 340g/m. [85gsm]/CVDPER400200340DE00",02,Công đoạn tạo sợi,TPH-1551,SOI-PR47-1,"Sợi PP, màu đen, 760D, 2.50mm. [0033K+Sủi tạp đen]",KG,KG,3101.31,3101.31
SO2403-0065,0102123048000000,"[Đóng gói] Cuộn vải, trắng đục, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150TD00",02,Công đoạn tạo sợi,TPH-1551,SOI-PRTD-01,"Sợi PP, màu trắng đục, 670D, 2.5mm, 3.4kgF/sợi, 20%.",KG,KG,3721.56,3721.56
SO2403-0065,0102123049000000,"[Đóng gói] Cuộn vải, trắng đục suốt vàng, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150TDVA",02,Công đoạn tạo sợi,TPH-1551,SOI-PRTD-01,"Sợi PP, màu trắng đục, 670D, 2.5mm, 3.4kgF/sợi, 20%.",KG,KG,1348.4,1348.4
SO2403-0065,0102123055000000,"[Đóng gói] Cuộn vải, trắng đục suốt vàng, K400cm, dài 200m/cuộn, TL: 340g/m. [85gsm]/CVDPER400200340TDVA",02,Công đoạn tạo sợi,TPH-1551,SOI-PRTD-02,"Sợi PP, màu trắng đục, 760D, 2.5mm, 3.4kgF/sợi, 20%.",KG,KG,1348.398,1348.398
SO2403-0065,0102123050000000,"[Đóng gói] Cuộn vải, xanh dương, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150XD00",02,Công đoạn tạo sợi,TPH-1551,SOI-PR42MI,"Sợi PP, xanh dương 2195C, 670D, 2.50mm. [EMH77197+Sủi xanh dương+MF4X]",KG,KG,7753.25,7753.25
SO2403-0065,0102123047000000,"[Đóng gói] Cuộn vải, màu đen, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150DE00",03,Công đoạn dệt,TPH-1552,THACUPER200100130150DE00,"Cuộn MANH PP, MÀU ĐEN, K200cm, 10.0x13.0, TL: 150.0g/m. [75gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",M,KG,20400,3060
SO2403-0065,0102123049000000,"[Đóng gói] Cuộn vải, trắng đục suốt vàng, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150TDVA",03,Công đoạn dệt,TPH-1552,THACUPER200100130150TDVA,"Cuộn MANH PP, TRẮNG ĐỤC SUỐT VÀNG, K200cm, 10.0x13.0, TL: 150.0g/m. [75gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",M,KG,20400,3060
SO2403-0065,0102123048000000,"[Đóng gói] Cuộn vải, trắng đục, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150TD00",03,Công đoạn dệt,TPH-1552,THACUPER200100130150TRDU,"Cuộn MANH PP, TRẮNG ĐỤC, K200cm, 10.0x13.0, TL: 150.0g/m. [75gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",M,KG,24480,3672
SO2403-0065,0102123050000000,"[Đóng gói] Cuộn vải, xanh dương, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150XD00",03,Công đoạn dệt,TPH-1552,THACUPER200100130150XD00,"Cuộn MANH PP, XANH DƯƠNG 2195C, K200cm, 10.0x13.0, TL: 150.0g/m. [75gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",M,KG,51000,7650
SO2403-0065,0102123053000000,"[Đóng gói] Cuộn vải, màu đen, K400cm, dài 200m/cuộn, TL: 340g/m. [85gsm]/CVDPER400200340DE00",03,Công đoạn dệt,TPH-1552,THACUPER400100130340DE00,"Cuộn MANH PP, MÀU ĐEN, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",M,KG,9000,3060
SO2403-0065,0102123055000000,"[Đóng gói] Cuộn vải, trắng đục suốt vàng, K400cm, dài 200m/cuộn, TL: 340g/m. [85gsm]/CVDPER400200340TDVA",03,Công đoạn dệt,TPH-1552,THACUPER400100130340TDVA,"Cuộn MANH PP, TRẮNG ĐỤC SUỐT VÀNG, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",M,KG,9000,3060
SO2403-0065,0102123053000000,"[Đóng gói] Cuộn vải, màu đen, K400cm, dài 200m/cuộn, TL: 340g/m. [85gsm]/CVDPER400200340DE00",03,Công đoạn dệt,TPH-1552,0102123053000000,"[Đóng gói] Cuộn vải, màu đen, K400cm, dài 200m/cuộn, TL: 340g/m. [85gsm]/CVDPER400200340DE00",M,KG,9000,3060
SO2403-0065,0102123055000000,"[Đóng gói] Cuộn vải, trắng đục suốt vàng, K400cm, dài 200m/cuộn, TL: 340g/m. [85gsm]/CVDPER400200340TDVA",03,Công đoạn dệt,TPH-1552,0102123055000000,"[Đóng gói] Cuộn vải, trắng đục suốt vàng, K400cm, dài 200m/cuộn, TL: 340g/m. [85gsm]/CVDPER400200340TDVA",M,KG,9000,3060
SO2403-0065,0102123047000000,"[Đóng gói] Cuộn vải, màu đen, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150DE00",12,"Công đoạn đảo, chia cuộn",TPH-1552,0102123047000000,"[Đóng gói] Cuộn vải, màu đen, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150DE00",M,KG,20000,3000
SO2403-0065,0102123048000000,"[Đóng gói] Cuộn vải, trắng đục, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150TD00",12,"Công đoạn đảo, chia cuộn",TPH-1552,0102123048000000,"[Đóng gói] Cuộn vải, trắng đục, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150TD00",M,KG,24000,3600
SO2403-0065,0102123049000000,"[Đóng gói] Cuộn vải, trắng đục suốt vàng, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150TDVA",12,"Công đoạn đảo, chia cuộn",TPH-1552,0102123049000000,"[Đóng gói] Cuộn vải, trắng đục suốt vàng, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150TDVA",M,KG,20000,3000
SO2403-0065,0102123050000000,"[Đóng gói] Cuộn vải, xanh dương, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150XD00",12,"Công đoạn đảo, chia cuộn",TPH-1552,0102123050000000,"[Đóng gói] Cuộn vải, xanh dương, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150XD00",M,KG,50000,7500
SO2403-0064,THACUASU119100100083TRDU,"Vải manh cuộn PP, K119.5cm, 10x10, caro láng, TL: 83.7g/m. [70gsm]",02,Công đoạn tạo sợi,TPH-1551,SOI-MTD-01,"Sợi PP, trắng đục, 760D, 2.47mm.",KG,KG,16955.8,16955.8
SO2403-0064,THACUASU124100100087TRDU,"Vải manh cuộn PP, K124.5cm, 10x10, caro láng, TL: 87.2g/m. [70gsm]",02,Công đoạn tạo sợi,TPH-1551,SOI-MTD-01,"Sợi PP, trắng đục, 760D, 2.47mm.",KG,KG,13249.05,13249.05
SO2403-0064,THACUASU124100100087TRDU,"Vải manh cuộn PP, K124.5cm, 10x10, caro láng, TL: 87.2g/m. [70gsm]",03,Công đoạn dệt,TPH-1552,THACUASU124100100087TRDU,"Vải manh cuộn PP, K124.5cm, 10x10, caro láng, TL: 87.2g/m. [70gsm]",M,KG,150000,13072.5
SO2403-0064,THACUASU119100100083TRDU,"Vải manh cuộn PP, K119.5cm, 10x10, caro láng, TL: 83.7g/m. [70gsm]",03,Công đoạn dệt,TPH-1552,THACUASU119100100083TRDU,"Vải manh cuộn PP, K119.5cm, 10x10, caro láng, TL: 83.7g/m. [70gsm]",M,KG,200000,16730
SO2403-0063,TPH073125G155TDSAB,"Bao TP-PP, trắng đục, K73x125LL, TL: 155g/cái (500N), không in (Code KH: 5001489). [EK: 500cái/kiện, có bao MK nhận dạng bên ngoài, bắn đai 6 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-PRE1,"Sợi PP, trắng đục, 820D, 2.55mm.",KG,KG,3055.98,3055.98
SO2403-0063,TPH050076G70TDSAB.RAMA2R,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: RAMA2 R-CANAI (5000284). [EK: 500cái/kiện, có bao MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-SP22,"Sợi PP màu trắng đục, 830D, 2.55mm, 3.4KgF, 20%, long đền 5.7mm.",KG,KG,279.432,279.432
SO2403-0063,TPH050076G70TDSAB.RAMA88,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: RAMA2 88 (5000267). [EK: 500cái/kiện, có bao MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-SP22,"Sợi PP màu trắng đục, 830D, 2.55mm, 3.4KgF, 20%, long đền 5.7mm.",KG,KG,209.574,209.574
SO2403-0063,TPH050076G70TDSABRAMA138,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70 g/cái (+/-5%), MK: RAMA2 138 (5000256). [EK: 500cái/kiện, có bao MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-SP22,"Sợi PP màu trắng đục, 830D, 2.55mm, 3.4KgF, 20%, long đền 5.7mm.",KG,KG,419.148,419.148
SO2403-0063,TPH050076G70TDSABRAMA128,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: RAMA2 128 (5000254). [EK: 500cái/kiện, có bao MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-SP22,"Sợi PP màu trắng đục, 830D, 2.55mm, 3.4KgF, 20%, long đền 5.7mm.",KG,KG,489.006,489.006
SO2403-0063,TPH050076G70TDSABRAMA108,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: RAMA2 108 (5000248). [EK: 500cái/kiện, có bao MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-SP22,"Sợi PP màu trắng đục, 830D, 2.55mm, 3.4KgF, 20%, long đền 5.7mm.",KG,KG,209.574,209.574
SO2403-0063,TPH050076G70TDSAB.PIHO,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: PINK HORSE (5000219). [EK: 500cái/kiện, có bao MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-SP22,"Sợi PP màu trắng đục, 830D, 2.55mm, 3.4KgF, 20%, long đền 5.7mm.",KG,KG,209.574,209.574
