Mã số,Mặt hàng,Đơn vị tính 1,SL Đầu kỳ 1,Giá trị đầu kỳ 1,SL Nhập 1,Giá trị Nhập 1,SL Xuất 1,Giá trị xuất 1,SL Tồn 1,Giá trị tồn 1,Đơn vị tính 2,SL Đầu kỳ 2,SL Nhập 2,SL Xuất 2,SL Tồn 2,Date
TPH045078G079TDAPEXC062,"Bao Val TP, trắng đục + tráng hấp + xăm lỗ thoát khí, K45.0x78.0LL, xếp hông 2 bên 4.0cm, TL: 79.00g/cái, MK: APEX-C06-2 [Hướng val bên phải]. [EK: 1 kiện 5 tép 100 cái trở đầu, bắn đai 4 ngang x 1 dọc, dán tem nhận dạng, chất hàng pallet]",KG,197.5,5911759,0,0,0,0,197.5,5911759,CAI,2500,0,0,2500,17/09/2024
TPH050074G064TDU4TR.GHS,"Bao TP-PP 25KG, trắng đục, tráng trong, K50x74PB, MK: Gạo Hương Sen, TL: 64g/cái.",KG,0,-270730,0,0,0,0,0,-270730,CAI,0,0,0,0,17/09/2024
TPH050074G064TDU4TR.GLH,"Bao TP-PP 25KG, trắng đục, tráng trong, K50x74PB, MK: Gạo Lài Hoa, TL: 64g/cái.",KG,0,-152506,0,0,0,0,0,-152506,CAI,0,0,0,0,17/09/2024
TPH050074G064TDU4TR.GLS,"Bao TP-PP 25KG, trắng đục, tráng trong, K50x74PB, MK: Gạo Lài Sữa, TL: 64g/cái.",KG,0,-503507,0,0,0,0,0,-503507,CAI,0,0,0,0,17/09/2024
TPH050085G075CAMSGX.B01,"Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50]",KG,5245.5,162794298,0,0,0,0,5245.5,162794298,CAI,69940,0,0,69940,17/09/2024
TPH051076G069TDUNP,"Bao TP-PP, trắng đục may miệng, nẹp đáy màu đen,K50.8x76.2PB, TL: 69g/cái. Đóng gói 500cái/kiện, 10kiện/pallet. Pallet được quấn màng co+bắn dây đai , dán tem 4 mặt pallet",KG,0,-2731343,0,0,0,0,0,-2731343,BAO,0,0,0,0,17/09/2024
TPH051076G87.83TDUPR38,"Bao TP-PP, trắng đục, PR38 Metalero, K51x76LL, TL: 87.83g/cái, MĐ: 11x12, đáy 1 lần/1 đường PP1200D đỏ, cắt răng cưa, không in. [Ép kiện: 1000cái/kiện, bắn đai 4 ngang x 1 dọc]/TPH051076G87.83TDUPR38",KG,1257.48,890894,0,0,0,0,1257.48,890894,CAI,9000,0,0,9000,17/09/2024
TPH051076TDDEL.HAEX,"Bao Val-TP, trắng đục, K51x76PB, TL: 62g/cái, MK: HARINA EXTRA FINA.",KG,498.1,14920533,0,0,0,0,498.1,14920533,BAO,4000,0,0,4000,17/09/2024
TPH051076TDDEL.HAPA,"Bao Val-TP, trắng đục, K51x76PB, TL: 62g/cái, MK: HARINA PANIFICACION.",KG,504.18,15102659,0,0,0,0,504.18,15102659,BAO,690,0,0,690,17/09/2024
TPH055065G43.38S4MPR07,"Bao TP-PP, sọc 4 màu, PR07 Blue, K55x65LL, TL: 43.38g/cái (58gsm), MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KG,828.56,25714330,0,0,0,0,828.56,25714330,CAI,19100,0,0,19100,17/09/2024
TPH055065G43.38S4MPR08,"Bao TP-PP, sọc 4 màu, PR08 Red, K55x65LL, TL: 43.38g/cái, MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KG,865.43,26858685,0,0,0,0,865.43,26858685,CAI,19950,0,0,19950,17/09/2024
TPH055065G43.38S4MPR09,"Bao TP-PP, sọc 4 màu, PR09 Yellow, K55x65LL, TL: 43.38g/cái, MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KG,815.54,25310440,0,0,0,0,815.54,25310440,CAI,18800,0,0,18800,17/09/2024
TPH055065G43.38S4MPR10,"Bao TP-PP, sọc 4 màu, PR10 Green, K55x65LL, TL: 43.38g/cái, MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KG,867.6,26926000,0,0,0,0,867.6,26926000,CAI,20000,0,0,20000,17/09/2024
TPH055065G43.38S4MPR15,"Bao TP-PP, sọc 4 màu, PR15 Red-Yellow, K55x65LL, TL: 43.38g/cái, MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KG,262.1,0,0,0,0,0,262.1,0,CAI,5000,0,0,5000,17/09/2024
TPH055065G43.38S4MPR31,"Bao TP-PP, sọc 4 màu, PR31 Blue-Red, K55x65LL, TL: 43.38g/cái, MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KG,260.7,0,0,0,0,0,260.7,0,CAI,5000,0,0,5000,17/09/2024
TPH055065G43.38S5MPR11,"Bao TP-PP, sọc 5 màu, PR11 Blue-White, K55x65LL, TL: 43.38g/cái, MĐ 8.5x8, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KG,458.9,6731500,0,0,0,0,458.9,6731500,CAI,10000,0,0,10000,17/09/2024
TPH055065G43.38S5MPR12,"Bao TP-PP, sọc 5 màu, PR12 Red-White, K55x65LL, TL: 43.38g/cái, MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KG,418.08,5250570,0,0,0,0,418.08,5250570,CAI,8900,0,0,8900,17/09/2024
TPH055065G43.38S5MPR13,"Bao TP-PP, sọc 5 màu, PR13 Black-White, K55x65LL, TL: 43.38g/cái, MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KG,151.83,4712050,0,0,0,0,151.83,4712050,CAI,3500,0,0,3500,17/09/2024
TPH055065G43.38S5MPR14,"Bao TP-PP, sọc 5 màu, PR14 Green-Yellow, K55x65LL, TL: 43.38g/cái, MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KG,250,0,0,0,0,0,250,0,CAI,5000,0,0,5000,17/09/2024
TPH055092G53.30TDUPR06,"Bao TP-PP, trắng đục, PR06 Arroz, K55x92LL, TL: 53.30g/cái, không in. [Ép kiện: 1000cái/kiện, bắn đai 5 ngang x 1 dọc]",KG,285.7,0,0,0,0,0,285.7,0,CAI,5000,0,0,5000,17/09/2024
TPH055092G54.34TDUPR06,"Bao TP-PP, trắng đục, PR06 Arroz, K55x92LL, TL: 54.34g/cái, không in. [Ép kiện: 1000cái/kiện, bắn đai 5 ngang x 1 dọc]",KG,961.82,26469182,0,0,0,0,961.82,26469182,CAI,17700,0,0,17700,17/09/2024
TPH060100G78.62TDUPR41,"Bao TP-PP, trắng đục, 41 Ramirez, K60x100LL, TL: 78.62g/cái, có in, MK: PR41 Ramirez. [Ép kiện: 1000cái/kiện, bắn đai 5 ngang x 1 dọc]/TPH060100G78.62TDUPR41",KG,358.11,10382305,0,0,0,0,358.11,10382305,CAI,4555,0,0,4555,17/09/2024
TPH061103G80.00TDUPR39-1,"Bao TP-PP, trắng đục, 39 Afrecho, K61x103LL, TL: 80.00g/cái, KHÔNG IN. [Ép kiện: 1000cái/kiện, bắn đai 5 ngang x 1 dọc]",KG,2000,0,0,0,0,0,2000,0,CAI,25000,0,0,25000,17/09/2024
TPH066099TDMFM.LM9900-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9900. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",KG,54,1675892,0,0,0,0,54,1675892,CAI,450,0,0,450,17/09/2024
TPH066099TDMFM.LM9901-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9901. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",KG,64.2,24976888,0,0,0,0,64.2,24976888,CAI,535,0,0,535,17/09/2024
TPH066099TDMFM.LM9902-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9902. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",KG,22.2,52046050,0,0,0,0,22.2,52046050,CAI,185,0,0,185,17/09/2024
TPH066099TDMFM.LM9902C-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9902C. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",KG,97.2,38133406,0,0,0,0,97.2,38133406,CAI,810,0,0,810,17/09/2024
TPH066109TDMFM.LM8802-1,"Bao TP-PP, trắng đục, K66.0x109.0LL, TL: 132.0g/cái, MK: LM-8802. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 6 ngang x 1 dọc]",KG,27.06,839808,0,0,0,0,27.06,839808,CAI,205,0,0,205,17/09/2024
TPH073125G155TDSAB,"Bao TP-PP, trắng đục, K73x125LL, TL: 155g/cái (500N), không in (Code KH: 5001489). [EK: 500cái/kiện, có bao MK nhận dạng bên ngoài, bắn đai 6 ngang x 1 dọc]",KG,1148.2,25085945,0,0,0,0,1148.2,25085945,CAI,2000,0,0,2000,17/09/2024
0119110017000000,"Bao Val-TP, trắng đục, K50x60PB, TL: 44g/cái, không in. [EK: 500cái/kiện, bọc vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050060G44TD.HAR/TPH050060G44TD.HAR",KG,2640,81932503,0,0,0,0,2640,81932503,BAO,60000,0,0,60000,17/09/2024
0119110019000000,"Bao Val-TP, trắng đục, K50x70PB, TL: 50g/cái, KHÔNG IN. [EK: 500cái/kiện, bọc vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050070G050TDHAR",KG,200,6207008,0,0,0,0,200,6207008,BAO,4000,0,0,4000,17/09/2024
0119110021000000,"Bao Val-TP, trắng đục, K56x78cm, TL: 65g/cái, không in. [EK: 500cái/kiện, bọc vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH056078G065TDHAR",KG,235.19,6514050,0,0,0,0,235.19,6514050,BAO,0,0,0,0,17/09/2024
0119114001001000,"Bao TP-PP trắng tẩy + lồng PE, K60x96PB, TL: PP130g + LDPE62x97LLx50g = 180g/bộ, MK: ĐƯỜNG TINH LUYỆN CAO CẤP (1+0, xanh da trời). [Ép kiện: 200cái/kiện, bắn đai 3x2, dây đai xanh dương, có tem kiện]/TPH060096G180TTKCP.XANH",KG,1858.14,35217626,0,0,0,0,1858.14,35217626,BO,14440,0,0,14440,17/09/2024
0119117001001000,"Bao TP-PP, trắng đục, K50x49LL (+/-1), TL: 45g/cái (+/-5%), MK: BURUNG MURAI 1KG (3+0) (5001001). [EK: 500cái/kiện, MK nhận dạng bên ngoài, bắn đai 3 ngang x 1 dọc]/TPH050049TDLAH.BUMU",KG,17.1,530699,0,0,0,0,17.1,530699,CAI,380,0,0,380,17/09/2024
0119117001002000,"Bao TP-PP, trắng đục, K50x49LL (+/-1), TL: 45g/cái (+/-5%), MK: CAP LILI 1Kg (4+0) (5001000). [EK: 500cái/kiện, MK nhận dạng bên ngoài, bắn đai 3 ngang x 1 dọc]/TPH050049TDLAH.CALI",KG,31.5,943579,0,0,0,0,31.5,943579,CAI,700,0,0,700,17/09/2024
0119117002006000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GRN HORSE (5000145). [EK: 500cái/kiện, MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050076TDLAH.GRNHO",KG,28,868981,0,0,0,0,28,868981,CAI,400,0,0,400,17/09/2024
0119117002010000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: RAMA2 128 (2+0) (5000253). [EK: 500cái/kiện, MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050076TDLAH.RAMA128",KG,27.65,858119,0,0,0,0,27.65,858119,CAI,395,0,0,395,17/09/2024
0119117002013000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: RAMA2 98 (5000268). [EK: 500cái/kiện, MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050076TDLAH.RAMA98",KG,16.45,510526,0,0,0,0,16.45,510526,CAI,235,0,0,235,17/09/2024
0119117002014000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: RAMA2 99 (5000272). [EK: 500cái/kiện, MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050076TDLAH.RAMA99",KG,10.5,325868,0,0,0,0,10.5,325868,CAI,150,0,0,150,17/09/2024
0119119001009000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: EAGLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMEAGLE",KG,12.8,370642,0,0,0,0,12.8,370642,CAI,0,0,0,0,17/09/2024
0119119001014000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMRERO",KG,400,12414016,0,0,0,0,400,12414016,CAI,5000,0,0,5000,17/09/2024
0119120001004000,"Bao TP-PP, trắng đục, K66.0x99.0LL(+/-1), TL: 120.0g/cái(+/-3.6), MK: PS-9902C. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH066099120TDMFM.PS9902C",KG,18,558631,0,0,0,0,18,558631,CAI,150,0,0,150,17/09/2024
0119121001002000,"Bao TP-PP, trắng đục, K53x74LL (+/-1), TL: 53g/cái (+/-1.5), cắt zigzag, có tracking, MK: EXTRA FINA (Màu đỏ, 1+1) (Mã ROJO của Cty Molinera). [EK: 1 tép 100 cái, kiện 5 tép trở đầu, vải áo màu trắng, 4 đai ngang x 1 đai dọc, nhận dạng MK bên ngoài]",KG,1296.6,33351222,0,0,0,0,1296.6,33351222,CAI,3300,0,0,3300,17/09/2024
TPH050074G074INT.WHGL078,"Bao TP-PP, K50.0x74.0LL, TL: 74.0g/cái, MK: WHITE GLOBE 22.5KG - CODE 078 (2+0) (Mã KH: 5000470). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",KG,370,11482964,0,0,0,0,370,11482964,CAI,5000,0,0,5000,17/09/2024
TPH050074G074INT.WHGL079,"Bao TP-PP, K50.0x74.0LL, TL: 74.0g/cái, MK: WHITE GLOBE 22.5KG - CODE 079 (2+0) (Mã KH: 5000470). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",KG,370,11482964,0,0,0,0,370,11482964,CAI,5000,0,0,5000,17/09/2024
TPH060088INT.AQ34THAC253,"Bao TP-PP, trắng tẩy, K60x88LL, TL: 105g/cái, MK: AQUA FLOUR 34 THAI - CODE 253(2+1) (Mã: 5000620). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",KG,525,16293396,0,0,0,0,525,16293396,CAI,5000,0,0,5000,17/09/2024
0119114001005000,"Bao TP-PP trắng tẩy, K51x65LL; TL: 55g/cái (+/-2), MK: ĐƯỜNG TINH LUYỆN CAO CẤP - 20 túi x 1Kg (1+0,màu xanh da trời), đáy gấp 1 lần may 2 đường C6; EK: 500 cái/kiện, bắn đai 4Nx1D, dây đai màu xanh dương, dán tem nhận diện bên ngoài",KG,0,-504413,0,0,0,0,0,-504413,Cái,0,0,0,0,17/09/2024
TPH060092G072TDCHN,"Bao PP, màu trắng đục, khổ 60x92PB (cm), TL: 72gr/cái, cắt thẳng đáy gấp 1 lần may 2 đường PP900D,  không in [Ép kiện 500 cái/kiện, 5N+1D]",KG,736.7,22067771,0,0,0,0,736.7,22067771,Cái,6650,0,0,6650,17/09/2024
TPH060085G065TDCHN.SDTB,"Bao PP, màu trắng đục, khổ 60x85PB (cm), TL: 65gr/cái, cắt zigzag đáy gấp 1 lần may 2 đường PP900D,  in(1+0), marka SUBPRODUCTO DE TRIGO (Black: 1+0) [Ép kiện 500 cái/kiện, 5N+1D]",KG,168.45,5045902,0,0,0,0,168.45,5045902,Cái,470,0,0,470,17/09/2024
TPH060097G074TDCHN.SDTR,"Bao PP, màu trắng đục, khổ 60x97PB (cm), TL: 74gr/cái, cắt zigzag đáy gấp 1 lần may 2 đường PP900D,  in(1+0), marka SUBPRODUCTO DE TRIGO (Red: 1+0) [Ép kiện 500 cái/kiện, 5N+1D]",KG,299.18,8961905,0,0,0,0,299.18,8961905,Cái,170,0,0,170,17/09/2024
TPH595935G114MEK.CF2,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: CF2 - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KG,0,-998732,0,0,0,0,0,-998732,Cái,0,0,0,0,17/09/2024
TPH595935G114MEK.XILO,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, MK: Xích lô - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KG,0,-2274733,0,0,0,0,0,-2274733,Cái,0,0,0,0,17/09/2024
TPH073114G140MEK.POLA,"Bao TP-PP, trắng tẩy, K73x114.5PB (cm), TL: 140 (±3.0)g/cái, MK: Pollard - 50KG",KG,0,0,1348,0,0,0,1348,0,Cái,0,10000,0,10000,17/09/2024
TPH060085G102INT.WHGL233,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: WHITE GLOBE - CODE 233 (2+0) (Mã: 5000666). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",KG,0.5,0,0,0,0,0,0.5,0,Cái,0,0,0,0,17/09/2024
TPH060085G102INT.WTSP052,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: WHITE TIGER (SP) - CODE 052 (2+0) (Mã: 5000668). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",KG,2.5,0,0,0,0,0,2.5,0,Cái,4,0,0,4,17/09/2024
TPH060085G102INT.BLGL042,"Bao TP-PP, K60x85LL, TL: 102g/cái, MK: BLUE GLOBE - CODE 042 (2+0) (Mã: 5001063). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",KG,4.5,0,0,0,0,0,4.5,0,CAI,30,0,0,30,17/09/2024
TPH051084G45.26TDPER,"Bao TP-PP, màu trắng, K51x84LL, TL: 45.26g/cái, MĐ: 8.0x8.0, đáy gấp 1 lần may 1 đường PP1200D trắng, cắt răng cưa, không in. [Ép kiện: 1000cái/kiện, bắn đai 4 ngang x 1 dọc]",KG,165,0,0,0,0,0,165,0,Cái,5000,0,0,5000,17/09/2024
TPH060085G102INT.GOLS017,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: GOLD S PP 40KG - CODE 017 (2+0) (Mã: 5000641). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",KG,1.5,0,0,0,0,0,1.5,0,Cái,0,0,0,0,17/09/2024
TPH060088INT.AQ28.030,"Bao TP-PP, trắng tẩy, K60x88LL, TL: 105g/cái, MK: AQUA FLOUR 28 - CODE 030 (2+1) (Mã: 5000615). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",KG,0.5,0,0,0,0,0,0.5,0,Cái,0,0,0,0,17/09/2024
TPH050074G074INT.ORGL070,"Bao TP-PP khổ 50x74LL, TL 74gr/cái, MK: ORANGE GLOBE (22.5kg) EXP (in 2+0) code 070; mã 5000489 [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",KG,1,0,0,0,0,0,1,0,Cái,0,0,0,0,17/09/2024
TPH050080G080INT.GRGL240,"Bao TP-PP, trắng tẩy, K50x80LL, TL: 80g/cái, MK: GREEN GLOBE - CODE 240 (2+0) (Mã: 5000565). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",KG,1,0,0,0,0,0,1,0,Cái,0,0,0,0,17/09/2024
TPH050080G080INT.GRGL241,"Bao TP-PP, trắng tẩy, K50x80LL, TL: 80g/cái, MK: GREEN GLOBE - CODE 241 (2+0) (Mã: 5000565). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",KG,1,0,0,0,0,0,1,0,Cái,0,0,0,0,17/09/2024
TPH050080G080INT.RRE042,"Bao TP-PP, trắng tẩy, K50x80LL, TL: 80g/cái, MK: RED RAINBOW EXP - CODE 042 (1+0) (Mã: 5001109). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",KG,0.5,0,0,0,0,0,0.5,0,Cái,14,0,0,14,17/09/2024
TPH455068G073CAMDW23.01A,"[01A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng LDPE-K48x75x19g, TL: PP-52g + Dây-2g + PE-19g = 73g/bộ, MK: DW23 - 01A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",KG,0,-4848426,0,0,0,0,0,-4848426,Bộ,0,0,0,0,17/09/2024
TPH595935G114MEK,"Bao TP-PP, trắng tẩy, K59.5x93.5PB (cm), TL: 114.0 (±3.0)g/cái, không in [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KG,0,-42611,0,0,0,0,0,-42611,Cái,0,0,0,0,17/09/2024
TPH065065G068LUK.MTSL,"Bao PP trắng đục có in K65.0cm x 65cm(PB) - TL: 68.0g/cái (±5.0), đáy gấp 1 lần may 2 đường, marka: Miến Tươi Song Long (1+0)",KG,0,-83778,0,0,0,0,0,-83778,Cái,0,0,0,0,17/09/2024
TPH595920G112MEK.CF,"Bao TP-PP, trắng tẩy, K59.5x92.0PB (cm), TL: 112.0 (±3.0)g/cái, MK: CF - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài, bỏ vào túi HDPE, dán tem nhận diện]",KG,0,0,342.5,0,0,0,342.5,0,Cái,0,3100,0,3100,17/09/2024
TPH595920G112MEK.JP1,"Bao TP-PP, trắng tẩy, K59.5x92.0PB (cm), TL: 112.0 (±3.0)g/cái, MK: JP1 - 40KG [Đóng gói: 50 cái/xấp, gấp lại làm 2, 1 bó 2 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài, bỏ vào túi HDPE, dán tem nhận diện]",KG,0,0,1108,0,0,0,1108,0,Cái,0,10000,0,10000,17/09/2024
TPH060085G102INT.PRLE034,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: PURPLE GLOBE PP40KG - CODE 034 (1+0) (Mã: 5000853). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",KG,0,-208482,0,0,0,0,0,-208482,CAI,0,0,0,0,17/09/2024
TPH075118G125INT.CAMI805,"Bao TP-PP, trắng tẩy, K75.0x118.0LL, TL: 125.0g/cái, MK: CÁM MÌ POLLARD - CODE 805 (1+0) (Mã: 5001291). [Tép 20 cái gấp 4, code ra ngoài; Bó = 5 tép, cột dây hai đầu màu trắng]",KG,0,-10782,0,0,0,0,0,-10782,Cái,0,0,0,0,17/09/2024
TPH051076G062TDCHNFR,"Bao val, trắng đục, K51x76PB, TL: 62g/cái, MK: FRANCES. [ÉK: 500cái/kiện, trở đầu, 4 đai ngang + 1 đai dọc]/TPH051076G062TDCHN.FRANCES",KG,1467.5,28846716,0,0,0,0,1467.5,28846716,CAI,19000,0,0,19000,17/09/2024
TPH074047G052TDTWV,Bao PP trắng tẩy KT: 74.0x47.0(LL); TL: 52.32(g/cái),KG,-0.002,-21,0,0,0,0,-0.002,-21,Cái,0,0,0,0,17/09/2024
TPH495805G079MEK.FLC,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: FLC-25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KG,0.002,5,0,0,0,0,0.002,5,CAI,0,0,0,0,17/09/2024
TPH495805G079MEK.SAB,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: SAB-25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KG,0.002,25,0,0,0,0,0.002,25,Cái,0,0,0,0,17/09/2024
TPH060085G102INT.VVBL021,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: VI VI BLUE PP 40KG - CODE 021 (1+0) (Mã: 5001103). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",KG,3,0,0,0,0,0,3,0,Cái,10,0,0,10,17/09/2024
TPH060085G102INT.RGA249,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: RGA-02 CODE 249 (1+0) (Mã: 5000659). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",KG,6,0,0,0,0,0,6,0,Cái,35,0,0,35,17/09/2024
TPH060088G105INT.AQ32642,"Bao TP-PP, trắng tẩy, K60x88LL, TL: 105g/cái, MK: AQUA FLOUR 32 - CODE 642 (2+1) (Mã: 5000618). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",KG,9.5,78487,0,0,0,0,9.5,78487,Cái,100,0,0,100,17/09/2024
